step,loss,eval_mse_post,eval_mse_true,eval_rel_post,jacobi_same_depth_mse_post,attn_entropy_last,delta_norm_last
1,1.0318946838378906,1.0013000965118408,1.0055694580078125,1.0008325576782227,0.000718648370821029,4.850249290466309,0.01979885995388031
250,0.9315091371536255,0.9353257417678833,0.9394881725311279,0.9673222303390503,0.0008175083203241229,4.833758354187012,0.15389196574687958
500,0.7121538519859314,0.6978433132171631,0.7024308443069458,0.8415870666503906,0.0006919882725924253,4.827803611755371,0.5733439922332764
750,0.6174499988555908,0.6423969864845276,0.6466531753540039,0.7948129177093506,0.0007013209396973252,4.826613426208496,0.6368361711502075
1000,0.5202980041503906,0.497772753238678,0.5009438991546631,0.6994023323059082,0.0007338033756241202,4.827759742736816,0.7877392768859863
1250,0.48507407307624817,0.4804311990737915,0.4836283326148987,0.6822792291641235,0.0007696837419643998,4.828151226043701,0.7794989943504333
1500,0.434828519821167,0.4354534149169922,0.4382740259170532,0.648967981338501,0.0007243833970278502,4.8287153244018555,0.805385172367096
1750,0.3981970548629761,0.4337916076183319,0.43674764037132263,0.652889609336853,0.0006681828526780009,4.82861328125,0.796615481376648
2000,0.3719654083251953,0.37995845079421997,0.38295432925224304,0.614225447177887,0.000675007002428174,4.828677177429199,0.8293355703353882
2250,0.344875693321228,0.3342236876487732,0.33629292249679565,0.570986270904541,0.0006529623060487211,4.829183578491211,0.8609293699264526
2500,0.32458755373954773,0.33463743329048157,0.33785855770111084,0.5663356781005859,0.0006910664960741997,4.829283714294434,0.8484825491905212
2750,0.3201249837875366,0.31721895933151245,0.31958502531051636,0.546150267124176,0.0007258709520101547,4.829284191131592,0.84428870677948
3000,0.27979910373687744,0.29806792736053467,0.3000149428844452,0.5275629162788391,0.0008007579017430544,4.829607963562012,0.8822029829025269
3250,0.24924209713935852,0.2560276985168457,0.2581747770309448,0.5038621425628662,0.0006557317683473229,4.830270290374756,0.8277806043624878
3500,0.23282378911972046,0.22796103358268738,0.23047085106372833,0.46493515372276306,0.000694535207003355,4.830276012420654,0.8795241117477417
3750,0.22028908133506775,0.2272072285413742,0.22900651395320892,0.467648446559906,0.000783637457061559,4.830283164978027,0.8267254829406738
4000,0.2136961966753006,0.22591833770275116,0.2284291386604309,0.45685407519340515,0.0007291852380149066,4.829954147338867,0.8194935321807861
4250,0.20902137458324432,0.2146969735622406,0.21701663732528687,0.45422887802124023,0.000731010630261153,4.829551696777344,0.773290753364563
4500,0.2216879278421402,0.20948906242847443,0.2127675712108612,0.4439487159252167,0.0006378093385137618,4.82870626449585,0.7223821878433228
4750,0.19562958180904388,0.20546232163906097,0.20772896707057953,0.43884000182151794,0.0006418917328119278,4.827606201171875,0.6893775463104248
