step,loss,eval_mse_post,eval_mse_true,eval_rel_post,jacobi_same_depth_mse_post,attn_entropy_last,delta_norm_last
5000,0.1747351735830307,0.18104758858680725,0.1830996423959732,0.41000187397003174,0.000762996613048017,4.826900482177734,0.6622484922409058
5250,0.14356914162635803,0.1390352100133896,0.1407271921634674,0.365172415971756,0.0006588390679098666,4.827139854431152,0.6825215816497803
5500,0.1400684267282486,0.13129889965057373,0.13262301683425903,0.34624290466308594,0.0007008775137364864,4.825479984283447,0.6564862728118896
5750,0.13347367942333221,0.13415342569351196,0.13572096824645996,0.34297996759414673,0.0007289526984095573,4.823310852050781,0.6036512851715088
6000,0.11089883744716644,0.11729288846254349,0.11878591030836105,0.3266327977180481,0.0006872395169921219,4.822182655334473,0.5472074151039124
6250,0.11079443246126175,0.11302794516086578,0.11418400704860687,0.3130496144294739,0.0007077872287482023,4.820675373077393,0.5127384066581726
6500,0.103553906083107,0.09663228690624237,0.09815116226673126,0.2918183505535126,0.0007412869017571211,4.820086479187012,0.46942347288131714
6750,0.10635320842266083,0.0872446745634079,0.08879700303077698,0.28010234236717224,0.0006914299447089434,4.820160865783691,0.41584715247154236
7000,0.08960460126399994,0.09400597214698792,0.09557543694972992,0.27547234296798706,0.0006985683576203883,4.81897497177124,0.36855557560920715
7250,0.0832512155175209,0.08344608545303345,0.08441093564033508,0.26458925008773804,0.0006883429014123976,4.81920051574707,0.33292752504348755
7500,0.08825062215328217,0.07341288775205612,0.07455658912658691,0.24398192763328552,0.0007367751095443964,4.819056510925293,0.2905547320842743
7750,0.07183316349983215,0.07120003551244736,0.07268454134464264,0.23909668624401093,0.0006381251150742173,4.818668365478516,0.24803300201892853
8000,0.06610801815986633,0.07172338664531708,0.07327218353748322,0.2328043431043625,0.000734835397452116,4.818161964416504,0.21670697629451752
8250,0.07106396555900574,0.07267136871814728,0.07362019270658493,0.23378752171993256,0.0007662312709726393,4.817822456359863,0.18455369770526886
8500,0.06704139709472656,0.071163609623909,0.07279324531555176,0.22379550337791443,0.0006860489957034588,4.81727409362793,0.16011029481887817
8750,0.06988370418548584,0.07216791808605194,0.07354958355426788,0.2244453728199005,0.0007231050985865295,4.816790580749512,0.14295750856399536
9000,0.06560657918453217,0.06604360789060593,0.06714353710412979,0.21558427810668945,0.0007263496518135071,4.816535472869873,0.12258370220661163
9250,0.0663452297449112,0.06303831189870834,0.06384193897247314,0.20491737127304077,0.0006116017466410995,4.81540060043335,0.12253549695014954
9500,0.06079521030187607,0.06329665333032608,0.06412331759929657,0.21255655586719513,0.0006744334241375327,4.8158369064331055,0.09377937018871307
9750,0.06275340914726257,0.06079466640949249,0.06226925551891327,0.20419490337371826,0.0007889068219810724,4.814952850341797,0.09871599078178406
10000,0.012403786182403564,0.012589575722813606,0.013329142704606056,0.10195671766996384,0.0006382095743902028,4.81691312789917,0.19953535497188568
10250,0.008125346153974533,0.005741531029343605,0.006373615004122257,0.06818222999572754,0.0006176637252792716,4.8164825439453125,0.1741771399974823
10500,0.004254735074937344,0.004268598277121782,0.004953840747475624,0.057364411652088165,0.0007486481918022037,4.815650939941406,0.1511756181716919
10750,0.0028431275859475136,0.0029831351712346077,0.003647960489615798,0.0485217422246933,0.0007217393722385168,4.815447807312012,0.12630398571491241
11000,0.002218398731201887,0.002361360937356949,0.00302932970225811,0.043847378343343735,0.0007104501710273325,4.814870834350586,0.10769303143024445
11250,0.0015652396250516176,0.0017459894297644496,0.0023613576777279377,0.0381433367729187,0.0007586030405946076,4.814691543579102,0.09347884356975555
11500,0.00131791434250772,0.0014804808888584375,0.0021319352090358734,0.03328895941376686,0.0007626567967236042,4.814072132110596,0.08042024075984955
11750,0.00106584292370826,0.0010103392414748669,0.00166998989880085,0.028772179037332535,0.0006896050181239843,4.813859462738037,0.06592763960361481
12000,0.000824678223580122,0.000777997775003314,0.0013769125798717141,0.025337742641568184,0.000679751334246248,4.81340217590332,0.06000007688999176
12250,0.0006454025278799236,0.0006953635020181537,0.00128634599968791,0.02422957494854927,0.0007121051894500852,4.812984466552734,0.05787140130996704
12500,0.0006292773177847266,0.0005405928241088986,0.0011863911058753729,0.021831922233104706,0.0007110715960152447,4.812835693359375,0.04870430380105972
12750,0.0005637974245473742,0.0005450177704915404,0.001145947608165443,0.021175239235162735,0.0006793272914364934,4.812662601470947,0.047856420278549194
13000,0.0004518483183346689,0.0004219441907480359,0.0009842474246397614,0.019110161811113358,0.0007159214001148939,4.8124213218688965,0.04620061069726944
13250,0.000396168848965317,0.00042014519567601383,0.00102514389436692,0.018797090277075768,0.0007399849127978086,4.812324523925781,0.04229655861854553
13500,0.0003465624467935413,0.0003430418437346816,0.0009515512501820922,0.01739552617073059,0.0007391187828034163,4.812315940856934,0.04055498540401459
13750,0.00033922912552952766,0.0003486361529212445,0.0009593887371011078,0.017367254942655563,0.0006402179133147001,4.811964988708496,0.03716631978750229
14000,0.00032145227305591106,0.00034825835609808564,0.000934560492169112,0.017151501029729843,0.0007036607712507248,4.81198787689209,0.03855559974908829
14250,0.00028976675821468234,0.00031360634602606297,0.0009351758053526282,0.016266832128167152,0.0007599258096888661,4.811892509460449,0.03702966868877411
14500,0.00026415131287649274,0.00027924764435738325,0.0008606991032138467,0.01561548002064228,0.0006729335291311145,4.811821460723877,0.0348319485783577
14750,0.0002662511542439461,0.00027961714658886194,0.000881151994690299,0.015528389252722263,0.0006718753138557076,4.811627388000488,0.034331340342760086
15000,0.0002690089459065348,0.00024176169245038182,0.0008602046873420477,0.014988349750638008,0.0006852728547528386,4.811614036560059,0.03069986030459404
15250,0.0002550720819272101,0.00025547845871187747,0.0008187120547518134,0.015324955806136131,0.0006776414811611176,4.811549663543701,0.031808920204639435
15500,0.0002658867451827973,0.000256045488640666,0.0008696232689544559,0.01579354703426361,0.0006269845180213451,4.811684608459473,0.031112391501665115
15750,0.00021592818666249514,0.0002323123044334352,0.0008170949295163155,0.014682969078421593,0.0007089758291840553,4.811469078063965,0.030069198459386826
16000,0.0004929853603243828,0.00021688373817596585,0.0008045457070693374,0.013810471631586552,0.0007298017735593021,4.811514854431152,0.029423430562019348
16250,0.00021122100588399917,0.00021562747133430094,0.0008123926818370819,0.0142500139772892,0.0006316297221928835,4.811629295349121,0.029054027050733566
16500,0.00018097934662364423,0.0001800031604943797,0.0007487699040211737,0.012731416150927544,0.0007037019240669906,4.8115234375,0.028915192931890488
16750,0.0001865816884674132,0.00020389292330946773,0.0007746333722025156,0.013950379565358162,0.0006713003967888653,4.811732292175293,0.026690185070037842
17000,0.00023065695131663233,0.00017561706772539765,0.0007570335292257369,0.012712135910987854,0.0006625406676903367,4.811398029327393,0.02753186598420143
17250,0.00016698693798389286,0.00018843813450075686,0.0007743813330307603,0.01294932421296835,0.0007841557962819934,4.811832427978516,0.026935366913676262
17500,0.0001747626520227641,0.00022936375171411783,0.0008232304244302213,0.013514004647731781,0.0007801796309649944,4.811759948730469,0.032278187572956085
17750,0.00017578742699697614,0.00017469128943048418,0.0007696148240938783,0.012498845346271992,0.0006638417835347354,4.8116302490234375,0.02909797802567482
18000,0.00016375817358493805,0.00018311712483409792,0.0007631084881722927,0.01301939133554697,0.0007895247545093298,4.8119096755981445,0.027813905850052834
18250,0.00020344345830380917,0.00018750611343421042,0.0007767938659526408,0.013086296617984772,0.000788359553553164,4.8119001388549805,0.02559090591967106
18500,0.00013864421634934843,0.00015405208978336304,0.0007291266811080277,0.011928241699934006,0.0006548842065967619,4.811834812164307,0.023978423327207565
18750,0.00015190491103567183,0.00014776253374293447,0.000744664459489286,0.011765463277697563,0.0007411135593429208,4.811870574951172,0.025790221989154816
19000,0.00014254037523642182,0.00015434130909852684,0.0007556609925813973,0.011934932321310043,0.0007299993885681033,4.811951637268066,0.025128019973635674
19250,0.0001493023883085698,0.000127334613353014,0.0007015631999820471,0.011146821081638336,0.0006656941259279847,4.812036514282227,0.024278106167912483
19500,0.00016966470866464078,0.00013167315046302974,0.0007404519710689783,0.011019974946975708,0.0007930309511721134,4.8121442794799805,0.02445756457746029
19750,0.00013999606017023325,0.00013775643310509622,0.0007360386662185192,0.011217042803764343,0.0007615571958012879,4.812378883361816,0.02247915044426918
20000,0.0001422593486495316,0.00013588771980721503,0.0007133151520974934,0.01132725179195404,0.0007893956499174237,4.812541961669922,0.02462441474199295
