case,family,beta,n_tokens,mode,eigenvalue,n_plus,n_minus,geometry,max_linear_rate,linearly_stable,linearly_neutral
pd_simple,positive_definite,0.03,4,0,3.0,2,2,sign_split,1.7307266457585198,False,False
pd_simple,positive_definite,0.03,4,0,3.0,3,1,sign_split,2.1341807849653147,False,False
pd_simple,positive_definite,0.03,4,0,3.0,4,0,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.03,4,1,2.0,0,4,homogeneous,1.0,False,False
pd_simple,positive_definite,0.03,4,1,2.0,1,3,sign_split,2.7244256571442285,False,False
pd_simple,positive_definite,0.03,4,1,2.0,2,2,sign_split,2.8801437929417126,False,False
pd_simple,positive_definite,0.03,4,1,2.0,3,1,sign_split,2.7244256571442285,False,False
pd_simple,positive_definite,0.03,4,1,2.0,4,0,homogeneous,1.0,False,False
pd_simple,positive_definite,0.03,4,2,1.0,0,4,homogeneous,2.0,False,False
pd_simple,positive_definite,0.03,4,2,1.0,1,3,sign_split,2.795994659359786,False,False
pd_simple,positive_definite,0.03,4,2,1.0,2,2,sign_split,2.9700089967611802,False,False
pd_simple,positive_definite,0.03,4,2,1.0,3,1,sign_split,2.7959946593597866,False,False
pd_simple,positive_definite,0.03,4,2,1.0,4,0,homogeneous,2.0,False,False
pd_simple,positive_definite,0.03,4,3,0.4,0,4,homogeneous,2.6,False,False
pd_simple,positive_definite,0.03,4,3,0.4,1,3,sign_split,2.906230388364511,False,False
pd_simple,positive_definite,0.03,4,3,0.4,2,2,sign_split,2.9952002303867293,False,False
pd_simple,positive_definite,0.03,4,3,0.4,3,1,sign_split,2.906230388364511,False,False
pd_simple,positive_definite,0.03,4,3,0.4,4,0,homogeneous,2.6,False,False
pd_simple,positive_definite,0.03,5,0,3.0,0,5,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.03,5,0,3.0,1,4,sign_split,2.2836876512373,False,False
pd_simple,positive_definite,0.03,5,0,3.0,2,3,sign_split,1.8039237395196568,False,False
pd_simple,positive_definite,0.03,5,0,3.0,3,2,sign_split,1.8039237395196572,False,False
pd_simple,positive_definite,0.03,5,0,3.0,4,1,sign_split,2.2836876512373,False,False
pd_simple,positive_definite,0.03,5,0,3.0,5,0,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.03,5,1,2.0,0,5,homogeneous,1.0,False,False
pd_simple,positive_definite,0.03,5,1,2.0,1,4,sign_split,2.648621926908785,False,False
pd_simple,positive_definite,0.03,5,1,2.0,2,3,sign_split,2.8565366182477963,False,False
pd_simple,positive_definite,0.03,5,1,2.0,3,2,sign_split,2.8565366182477963,False,False
pd_simple,positive_definite,0.03,5,1,2.0,4,1,sign_split,2.6486219269087856,False,False
pd_simple,positive_definite,0.03,5,1,2.0,5,0,homogeneous,1.0,False,False
pd_simple,positive_definite,0.03,5,2,1.0,0,5,homogeneous,2.0,False,False
pd_simple,positive_definite,0.03,5,2,1.0,1,4,sign_split,2.7117883951253603,False,False
pd_simple,positive_definite,0.03,5,2,1.0,2,3,sign_split,2.943534947808185,False,False
pd_simple,positive_definite,0.03,5,2,1.0,3,2,sign_split,2.9435349478081845,False,False
pd_simple,positive_definite,0.03,5,2,1.0,4,1,sign_split,2.7117883951253607,False,False
pd_simple,positive_definite,0.03,5,2,1.0,5,0,homogeneous,2.0,False,False
pd_simple,positive_definite,0.03,5,3,0.4,0,5,homogeneous,2.6,False,False
pd_simple,positive_definite,0.03,5,3,0.4,1,4,sign_split,2.8653716050532396,False,False
pd_simple,positive_definite,0.03,5,3,0.4,2,3,sign_split,2.981300847051535,False,False
pd_simple,positive_definite,0.03,5,3,0.4,3,2,sign_split,2.9813008470515348,False,False
pd_simple,positive_definite,0.03,5,3,0.4,4,1,sign_split,2.86537160505324,False,False
pd_simple,positive_definite,0.03,5,3,0.4,5,0,homogeneous,2.6,False,False
pd_simple,positive_definite,0.03,8,0,3.0,0,8,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.03,8,0,3.0,1,7,sign_split,2.5330075218773906,False,False
pd_simple,positive_definite,0.03,8,0,3.0,2,6,sign_split,2.1341807849653147,False,False
pd_simple,positive_definite,0.03,8,0,3.0,3,5,sign_split,1.8432439582231699,False,False
pd_simple,positive_definite,0.03,8,0,3.0,4,4,sign_split,1.7307266457585198,False,False
pd_simple,positive_definite,0.03,8,0,3.0,5,3,sign_split,1.8432439582231703,False,False
pd_simple,positive_definite,0.03,8,0,3.0,6,2,sign_split,2.1341807849653147,False,False
pd_simple,positive_definite,0.03,8,0,3.0,7,1,sign_split,2.5330075218773906,False,False
pd_simple,positive_definite,0.03,8,0,3.0,8,0,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.03,8,1,2.0,0,8,homogeneous,1.0,False,False
pd_simple,positive_definite,0.03,8,1,2.0,1,7,sign_split,2.4927818291634485,False,False
pd_simple,positive_definite,0.03,8,1,2.0,2,6,sign_split,2.7244256571442285,False,False
pd_simple,positive_definite,0.03,8,1,2.0,3,5,sign_split,2.8430578676549607,False,False
pd_simple,positive_definite,0.03,8,1,2.0,4,4,sign_split,2.8801437929417126,False,False
pd_simple,positive_definite,0.03,8,1,2.0,5,3,sign_split,2.8430578676549603,False,False
pd_simple,positive_definite,0.03,8,1,2.0,6,2,sign_split,2.7244256571442285,False,False
pd_simple,positive_definite,0.03,8,1,2.0,7,1,sign_split,2.4927818291634485,False,False
pd_simple,positive_definite,0.03,8,1,2.0,8,0,homogeneous,1.0,False,False
pd_simple,positive_definite,0.03,8,2,1.0,0,8,homogeneous,2.0,False,False
pd_simple,positive_definite,0.03,8,2,1.0,1,7,sign_split,2.53961697897348,False,False
pd_simple,positive_definite,0.03,8,2,1.0,2,6,sign_split,2.795994659359786,False,False
pd_simple,positive_definite,0.03,8,2,1.0,3,5,sign_split,2.928434551461226,False,False
pd_simple,positive_definite,0.03,8,2,1.0,4,4,sign_split,2.9700089967611802,False,False
pd_simple,positive_definite,0.03,8,2,1.0,5,3,sign_split,2.928434551461226,False,False
pd_simple,positive_definite,0.03,8,2,1.0,6,2,sign_split,2.7959946593597866,False,False
pd_simple,positive_definite,0.03,8,2,1.0,7,1,sign_split,2.53961697897348,False,False
pd_simple,positive_definite,0.03,8,2,1.0,8,0,homogeneous,2.0,False,False
pd_simple,positive_definite,0.03,8,3,0.4,0,8,homogeneous,2.6,False,False
pd_simple,positive_definite,0.03,8,3,0.4,1,7,sign_split,2.7869894375633466,False,False
pd_simple,positive_definite,0.03,8,3,0.4,2,6,sign_split,2.906230388364511,False,False
pd_simple,positive_definite,0.03,8,3,0.4,3,5,sign_split,2.9734286796345724,False,False
pd_simple,positive_definite,0.03,8,3,0.4,4,4,sign_split,2.9952002303867293,False,False
pd_simple,positive_definite,0.03,8,3,0.4,5,3,sign_split,2.9734286796345724,False,False
pd_simple,positive_definite,0.03,8,3,0.4,6,2,sign_split,2.906230388364511,False,False
pd_simple,positive_definite,0.03,8,3,0.4,7,1,sign_split,2.7869894375633466,False,False
pd_simple,positive_definite,0.03,8,3,0.4,8,0,homogeneous,2.6,False,False
pd_simple,positive_definite,0.03,20,0,3.0,0,20,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.03,20,0,3.0,1,19,sign_split,2.8064505077766118,False,False
pd_simple,positive_definite,0.03,20,0,3.0,2,18,sign_split,2.6217272582406617,False,False
pd_simple,positive_definite,0.03,20,0,3.0,3,17,sign_split,2.446945349531127,False,False
pd_simple,positive_definite,0.03,20,0,3.0,4,16,sign_split,2.2836876512373,False,False
pd_simple,positive_definite,0.03,20,0,3.0,5,15,sign_split,2.134180784965314,False,False
pd_simple,positive_definite,0.03,20,0,3.0,6,14,sign_split,2.0015002718813646,False,False
pd_simple,positive_definite,0.03,20,0,3.0,7,13,sign_split,1.8897346466658227,False,False
pd_simple,positive_definite,0.03,20,0,3.0,8,12,sign_split,1.8039237395196568,False,False
pd_simple,positive_definite,0.03,20,0,3.0,9,11,sign_split,1.7494577995996319,False,False
pd_simple,positive_definite,0.03,20,0,3.0,10,10,sign_split,1.7307266457585198,False,False
pd_simple,positive_definite,0.03,20,0,3.0,11,9,sign_split,1.7494577995996317,False,False
pd_simple,positive_definite,0.03,20,0,3.0,12,8,sign_split,1.8039237395196572,False,False
pd_simple,positive_definite,0.03,20,0,3.0,13,7,sign_split,1.889734646665823,False,False
pd_simple,positive_definite,0.03,20,0,3.0,14,6,sign_split,2.001500271881364,False,False
pd_simple,positive_definite,0.03,20,0,3.0,15,5,sign_split,2.134180784965314,False,False
pd_simple,positive_definite,0.03,20,0,3.0,16,4,sign_split,2.2836876512373,False,False
pd_simple,positive_definite,0.03,20,0,3.0,17,3,sign_split,2.4469453495311275,False,False
pd_simple,positive_definite,0.03,20,0,3.0,18,2,sign_split,2.6217272582406617,False,False
pd_simple,positive_definite,0.03,20,0,3.0,19,1,sign_split,2.806450507776611,False,False
pd_simple,positive_definite,0.03,20,0,3.0,20,0,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.03,20,1,2.0,0,20,homogeneous,1.0,False,False
pd_simple,positive_definite,0.03,20,1,2.0,1,19,sign_split,2.256603765191654,False,False
pd_simple,positive_definite,0.03,20,1,2.0,2,18,sign_split,2.42570300173485,False,False
pd_simple,positive_definite,0.03,20,1,2.0,3,17,sign_split,2.551426926378217,False,False
pd_simple,positive_definite,0.03,20,1,2.0,4,16,sign_split,2.648621926908785,False,False
pd_simple,positive_definite,0.03,20,1,2.0,5,15,sign_split,2.724425657144229,False,False
pd_simple,positive_definite,0.03,20,1,2.0,6,14,sign_split,2.7828595601786947,False,False
pd_simple,positive_definite,0.03,20,1,2.0,7,13,sign_split,2.8263804016643865,False,False
pd_simple,positive_definite,0.03,20,1,2.0,8,12,sign_split,2.8565366182477963,False,False
pd_simple,positive_definite,0.03,20,1,2.0,9,11,sign_split,2.8742836127234153,False,False
pd_simple,positive_definite,0.03,20,1,2.0,10,10,sign_split,2.8801437929417135,False,False
pd_simple,positive_definite,0.03,20,1,2.0,11,9,sign_split,2.8742836127234153,False,False
pd_simple,positive_definite,0.03,20,1,2.0,12,8,sign_split,2.8565366182477963,False,False
pd_simple,positive_definite,0.03,20,1,2.0,13,7,sign_split,2.8263804016643865,False,False
pd_simple,positive_definite,0.03,20,1,2.0,14,6,sign_split,2.7828595601786947,False,False
pd_simple,positive_definite,0.03,20,1,2.0,15,5,sign_split,2.7244256571442285,False,False
pd_simple,positive_definite,0.03,20,1,2.0,16,4,sign_split,2.6486219269087856,False,False
pd_simple,positive_definite,0.03,20,1,2.0,17,3,sign_split,2.551426926378217,False,False
pd_simple,positive_definite,0.03,20,1,2.0,18,2,sign_split,2.42570300173485,False,False
pd_simple,positive_definite,0.03,20,1,2.0,19,1,sign_split,2.256603765191654,False,False
pd_simple,positive_definite,0.03,20,1,2.0,20,0,homogeneous,1.0,False,False
pd_simple,positive_definite,0.03,20,2,1.0,0,20,homogeneous,2.0,False,False
pd_simple,positive_definite,0.03,20,2,1.0,1,19,sign_split,2.2806469707770827,False,False
pd_simple,positive_definite,0.03,20,2,1.0,2,18,sign_split,2.4658589126408916,False,False
pd_simple,positive_definite,0.03,20,2,1.0,3,17,sign_split,2.6042669815697606,False,False
pd_simple,positive_definite,0.03,20,2,1.0,4,16,sign_split,2.7117883951253603,False,False
pd_simple,positive_definite,0.03,20,2,1.0,5,15,sign_split,2.7959946593597866,False,False
pd_simple,positive_definite,0.03,20,2,1.0,6,14,sign_split,2.861126684974418,False,False
pd_simple,positive_definite,0.03,20,2,1.0,7,13,sign_split,2.909765786143854,False,False
pd_simple,positive_definite,0.03,20,2,1.0,8,12,sign_split,2.943534947808185,False,False
pd_simple,positive_definite,0.03,20,2,1.0,9,11,sign_split,2.963433968727052,False,False
pd_simple,positive_definite,0.03,20,2,1.0,10,10,sign_split,2.9700089967611802,False,False
pd_simple,positive_definite,0.03,20,2,1.0,11,9,sign_split,2.9634339687270526,False,False
pd_simple,positive_definite,0.03,20,2,1.0,12,8,sign_split,2.9435349478081845,False,False
pd_simple,positive_definite,0.03,20,2,1.0,13,7,sign_split,2.909765786143854,False,False
pd_simple,positive_definite,0.03,20,2,1.0,14,6,sign_split,2.861126684974418,False,False
pd_simple,positive_definite,0.03,20,2,1.0,15,5,sign_split,2.7959946593597866,False,False
pd_simple,positive_definite,0.03,20,2,1.0,16,4,sign_split,2.7117883951253607,False,False
pd_simple,positive_definite,0.03,20,2,1.0,17,3,sign_split,2.6042669815697606,False,False
pd_simple,positive_definite,0.03,20,2,1.0,18,2,sign_split,2.4658589126408916,False,False
pd_simple,positive_definite,0.03,20,2,1.0,19,1,sign_split,2.2806469707770827,False,False
pd_simple,positive_definite,0.03,20,2,1.0,20,0,homogeneous,2.0,False,False
pd_simple,positive_definite,0.03,20,3,0.4,0,20,homogeneous,2.6,False,False
pd_simple,positive_definite,0.03,20,3,0.4,1,19,sign_split,2.6846236868979676,False,False
pd_simple,positive_definite,0.03,20,3,0.4,2,18,sign_split,2.7557798446380164,False,False
pd_simple,positive_definite,0.03,20,3,0.4,3,17,sign_split,2.8155554784993986,False,False
pd_simple,positive_definite,0.03,20,3,0.4,4,16,sign_split,2.8653716050532396,False,False
pd_simple,positive_definite,0.03,20,3,0.4,5,15,sign_split,2.9062303883645106,False,False
pd_simple,positive_definite,0.03,20,3,0.4,6,14,sign_split,2.9388517041908004,False,False
pd_simple,positive_definite,0.03,20,3,0.4,7,13,sign_split,2.9637534757507944,False,False
pd_simple,positive_definite,0.03,20,3,0.4,8,12,sign_split,2.981300847051535,False,False
pd_simple,positive_definite,0.03,20,3,0.4,9,11,sign_split,2.991736717890213,False,False
pd_simple,positive_definite,0.03,20,3,0.4,10,10,sign_split,2.99520023038673,False,False
pd_simple,positive_definite,0.03,20,3,0.4,11,9,sign_split,2.9917367178902134,False,False
pd_simple,positive_definite,0.03,20,3,0.4,12,8,sign_split,2.9813008470515348,False,False
pd_simple,positive_definite,0.03,20,3,0.4,13,7,sign_split,2.9637534757507944,False,False
pd_simple,positive_definite,0.03,20,3,0.4,14,6,sign_split,2.9388517041907996,False,False
pd_simple,positive_definite,0.03,20,3,0.4,15,5,sign_split,2.906230388364511,False,False
pd_simple,positive_definite,0.03,20,3,0.4,16,4,sign_split,2.86537160505324,False,False
pd_simple,positive_definite,0.03,20,3,0.4,17,3,sign_split,2.815555478499398,False,False
pd_simple,positive_definite,0.03,20,3,0.4,18,2,sign_split,2.7557798446380164,False,False
pd_simple,positive_definite,0.03,20,3,0.4,19,1,sign_split,2.6846236868979676,False,False
pd_simple,positive_definite,0.03,20,3,0.4,20,0,homogeneous,2.6,False,False
pd_simple,positive_definite,0.1,2,0,3.0,0,2,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.1,2,0,3.0,1,1,sign_split,1.1260621626452274,False,False
pd_simple,positive_definite,0.1,2,0,3.0,2,0,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.1,2,1,2.0,0,2,homogeneous,1.0,False,False
pd_simple,positive_definite,0.1,2,1,2.0,1,1,sign_split,2.605249359550191,False,False
pd_simple,positive_definite,0.1,2,1,2.0,2,0,homogeneous,1.0,False,False
pd_simple,positive_definite,0.1,2,2,1.0,0,2,homogeneous,2.0,False,False
pd_simple,positive_definite,0.1,2,2,1.0,1,1,sign_split,2.900332005375044,False,False
pd_simple,positive_definite,0.1,2,2,1.0,2,0,homogeneous,2.0,False,False
pd_simple,positive_definite,0.1,2,3,0.4,0,2,homogeneous,2.6,False,False
pd_simple,positive_definite,0.1,2,3,0.4,1,1,sign_split,2.9840085278755346,False,False
pd_simple,positive_definite,0.1,2,3,0.4,2,0,homogeneous,2.6,False,False
pd_simple,positive_definite,0.1,3,0,3.0,0,3,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.1,3,0,3.0,1,2,sign_split,1.3882324409130287,False,False
pd_simple,positive_definite,0.1,3,0,3.0,2,1,sign_split,1.3882324409130287,False,False
pd_simple,positive_definite,0.1,3,0,3.0,3,0,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.1,3,1,2.0,0,3,homogeneous,1.0,False,False
pd_simple,positive_definite,0.1,3,1,2.0,1,2,sign_split,2.5607623131904793,False,False
pd_simple,positive_definite,0.1,3,1,2.0,2,1,sign_split,2.5607623131904793,False,False
pd_simple,positive_definite,0.1,3,1,2.0,3,0,homogeneous,1.0,False,False
pd_simple,positive_definite,0.1,3,2,1.0,0,3,homogeneous,2.0,False,False
pd_simple,positive_definite,0.1,3,2,1.0,1,2,sign_split,2.828976385697362,False,False
pd_simple,positive_definite,0.1,3,2,1.0,2,1,sign_split,2.828976385697362,False,False
pd_simple,positive_definite,0.1,3,2,1.0,3,0,homogeneous,2.0,False,False
pd_simple,positive_definite,0.1,3,3,0.4,0,3,homogeneous,2.6,False,False
pd_simple,positive_definite,0.1,3,3,0.4,1,2,sign_split,2.9453944415028284,False,False
pd_simple,positive_definite,0.1,3,3,0.4,2,1,sign_split,2.945394441502828,False,False
pd_simple,positive_definite,0.1,3,3,0.4,3,0,homogeneous,2.6,False,False
pd_simple,positive_definite,0.1,4,0,3.0,0,4,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.1,4,0,3.0,1,3,sign_split,1.6756191520061596,False,False
pd_simple,positive_definite,0.1,4,0,3.0,2,2,sign_split,1.1260621626452274,False,False
pd_simple,positive_definite,0.1,4,0,3.0,3,1,sign_split,1.6756191520061594,False,False
pd_simple,positive_definite,0.1,4,0,3.0,4,0,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.1,4,1,2.0,0,4,homogeneous,1.0,False,False
pd_simple,positive_definite,0.1,4,1,2.0,1,3,sign_split,2.500735821081709,False,False
pd_simple,positive_definite,0.1,4,1,2.0,2,2,sign_split,2.605249359550191,False,False
pd_simple,positive_definite,0.1,4,1,2.0,3,1,sign_split,2.5007358210817094,False,False
pd_simple,positive_definite,0.1,4,1,2.0,4,0,homogeneous,1.0,False,False
pd_simple,positive_definite,0.1,4,2,1.0,0,4,homogeneous,2.0,False,False
pd_simple,positive_definite,0.1,4,2,1.0,1,3,sign_split,2.7344894470991314,False,False
pd_simple,positive_definite,0.1,4,2,1.0,2,2,sign_split,2.900332005375044,False,False
pd_simple,positive_definite,0.1,4,2,1.0,3,1,sign_split,2.734489447099132,False,False
pd_simple,positive_definite,0.1,4,2,1.0,4,0,homogeneous,2.0,False,False
pd_simple,positive_definite,0.1,4,3,0.4,0,4,homogeneous,2.6,False,False
pd_simple,positive_definite,0.1,4,3,0.4,1,3,sign_split,2.8959576963120894,False,False
pd_simple,positive_definite,0.1,4,3,0.4,2,2,sign_split,2.9840085278755346,False,False
pd_simple,positive_definite,0.1,4,3,0.4,3,1,sign_split,2.89595769631209,False,False
pd_simple,positive_definite,0.1,4,3,0.4,4,0,homogeneous,2.6,False,False
pd_simple,positive_definite,0.1,5,0,3.0,0,5,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.1,5,0,3.0,1,4,sign_split,1.8860903535484592,False,False
pd_simple,positive_definite,0.1,5,0,3.0,2,3,sign_split,1.22535018302073,False,False
pd_simple,positive_definite,0.1,5,0,3.0,3,2,sign_split,1.22535018302073,False,False
pd_simple,positive_definite,0.1,5,0,3.0,4,1,sign_split,1.8860903535484592,False,False
pd_simple,positive_definite,0.1,5,0,3.0,5,0,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.1,5,1,2.0,0,5,homogeneous,1.0,False,False
pd_simple,positive_definite,0.1,5,1,2.0,1,4,sign_split,2.4490348173084744,False,False
pd_simple,positive_definite,0.1,5,1,2.0,2,3,sign_split,2.5895622241993053,False,False
pd_simple,positive_definite,0.1,5,1,2.0,3,2,sign_split,2.5895622241993053,False,False
pd_simple,positive_definite,0.1,5,1,2.0,4,1,sign_split,2.4490348173084744,False,False
pd_simple,positive_definite,0.1,5,1,2.0,5,0,homogeneous,1.0,False,False
pd_simple,positive_definite,0.1,5,2,1.0,0,5,homogeneous,2.0,False,False
pd_simple,positive_definite,0.1,5,2,1.0,1,4,sign_split,2.6546413670123585,False,False
pd_simple,positive_definite,0.1,5,2,1.0,2,3,sign_split,2.875036045200004,False,False
pd_simple,positive_definite,0.1,5,2,1.0,3,2,sign_split,2.8750360452000043,False,False
pd_simple,positive_definite,0.1,5,2,1.0,4,1,sign_split,2.654641367012359,False,False
pd_simple,positive_definite,0.1,5,2,1.0,5,0,homogeneous,2.0,False,False
pd_simple,positive_definite,0.1,5,3,0.4,0,5,homogeneous,2.6,False,False
pd_simple,positive_definite,0.1,5,3,0.4,1,4,sign_split,2.855804143990097,False,False
pd_simple,positive_definite,0.1,5,3,0.4,2,3,sign_split,2.970198923598228,False,False
pd_simple,positive_definite,0.1,5,3,0.4,3,2,sign_split,2.9701989235982276,False,False
pd_simple,positive_definite,0.1,5,3,0.4,4,1,sign_split,2.8558041439900976,False,False
pd_simple,positive_definite,0.1,5,3,0.4,5,0,homogeneous,2.6,False,False
pd_simple,positive_definite,0.1,8,0,3.0,0,8,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.1,8,0,3.0,1,7,sign_split,2.251769347148059,False,False
pd_simple,positive_definite,0.1,8,0,3.0,2,6,sign_split,1.6756191520061596,False,False
pd_simple,positive_definite,0.1,8,0,3.0,3,5,sign_split,1.2785032330535393,False,False
pd_simple,positive_definite,0.1,8,0,3.0,4,4,sign_split,1.1260621626452274,False,False
pd_simple,positive_definite,0.1,8,0,3.0,5,3,sign_split,1.2785032330535393,False,False
pd_simple,positive_definite,0.1,8,0,3.0,6,2,sign_split,1.6756191520061594,False,False
pd_simple,positive_definite,0.1,8,0,3.0,7,1,sign_split,2.2517693471480587,False,False
pd_simple,positive_definite,0.1,8,0,3.0,8,0,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.1,8,1,2.0,0,8,homogeneous,1.0,False,False
pd_simple,positive_definite,0.1,8,1,2.0,1,7,sign_split,2.3413594387147114,False,False
pd_simple,positive_definite,0.1,8,1,2.0,2,6,sign_split,2.500735821081709,False,False
pd_simple,positive_definite,0.1,8,1,2.0,3,5,sign_split,2.580579409674675,False,False
pd_simple,positive_definite,0.1,8,1,2.0,4,4,sign_split,2.605249359550191,False,False
pd_simple,positive_definite,0.1,8,1,2.0,5,3,sign_split,2.580579409674675,False,False
pd_simple,positive_definite,0.1,8,1,2.0,6,2,sign_split,2.5007358210817094,False,False
pd_simple,positive_definite,0.1,8,1,2.0,7,1,sign_split,2.341359438714712,False,False
pd_simple,positive_definite,0.1,8,1,2.0,8,0,homogeneous,1.0,False,False
pd_simple,positive_definite,0.1,8,2,1.0,0,8,homogeneous,2.0,False,False
pd_simple,positive_definite,0.1,8,2,1.0,1,7,sign_split,2.4923960601740425,False,False
pd_simple,positive_definite,0.1,8,2,1.0,2,6,sign_split,2.7344894470991314,False,False
pd_simple,positive_definite,0.1,8,2,1.0,3,5,sign_split,2.860617472660282,False,False
pd_simple,positive_definite,0.1,8,2,1.0,4,4,sign_split,2.900332005375044,False,False
pd_simple,positive_definite,0.1,8,2,1.0,5,3,sign_split,2.860617472660282,False,False
pd_simple,positive_definite,0.1,8,2,1.0,6,2,sign_split,2.734489447099132,False,False
pd_simple,positive_definite,0.1,8,2,1.0,7,1,sign_split,2.492396060174043,False,False
pd_simple,positive_definite,0.1,8,2,1.0,8,0,homogeneous,2.0,False,False
pd_simple,positive_definite,0.1,8,3,0.4,0,8,homogeneous,2.6,False,False
pd_simple,positive_definite,0.1,8,3,0.4,1,7,sign_split,2.779308358107861,False,False
pd_simple,positive_definite,0.1,8,3,0.4,2,6,sign_split,2.8959576963120894,False,False
pd_simple,positive_definite,0.1,8,3,0.4,3,5,sign_split,2.962386269681781,False,False
pd_simple,positive_definite,0.1,8,3,0.4,4,4,sign_split,2.9840085278755346,False,False
pd_simple,positive_definite,0.1,8,3,0.4,5,3,sign_split,2.962386269681781,False,False
pd_simple,positive_definite,0.1,8,3,0.4,6,2,sign_split,2.89595769631209,False,False
pd_simple,positive_definite,0.1,8,3,0.4,7,1,sign_split,2.779308358107861,False,False
pd_simple,positive_definite,0.1,8,3,0.4,8,0,homogeneous,2.6,False,False
pd_simple,positive_definite,0.1,20,0,3.0,0,20,homogeneous,-1.0,True,False
pd_simple,positive_definite,0.1,20,0,3.0,1,19,sign_split,2.678696476893059,False,False
pd_simple,positive_definite,0.1,20,0,3.0,2,18,sign_split,2.3870775608588266,False,False
pd_simple,positive_definite,0.1,20,0,3.0,3,17,sign_split,2.1232284694611234,False,False
pd_simple,positive_definite,0.1,20,0,3.0,4,16,sign_split,1.8860903535484592,False,False
pd_simple,positive_definite,0.1,20,0,3.0,5,15,sign_split,1.6756191520061596,False,False
pd_simple,positive_definite,0.1,20,0,3.0,6,14,sign_split,1.4930641738911379,False,False
pd_simple,positive_definite,0.1,20,0,3.0,7,13,sign_split,1.3413467637722398,False,False
pd_simple,positive_definite,0.1,20,0,3.0,8,12,sign_split,1.22535018302073,False,False
pd_simple,positive_definite,0.1,20,0,3.0,9,11,sign_split,1.1515414875325154,False,False
