case,family,beta,n_tokens,geometry,count,fraction
pd_flat_top,positive_definite,0.3,4,consensus,64,1.0
pd_flat_top,positive_definite,0.3,5,consensus,64,1.0
pd_flat_top,positive_definite,0.3,8,consensus,64,1.0
pd_flat_top,positive_definite,0.3,20,consensus,64,1.0
pd_flat_top,positive_definite,0.7,2,consensus,64,1.0
pd_flat_top,positive_definite,0.7,3,consensus,64,1.0
pd_flat_top,positive_definite,0.7,4,consensus,64,1.0
pd_flat_top,positive_definite,0.7,5,consensus,64,1.0
pd_flat_top,positive_definite,0.7,8,consensus,64,1.0
pd_flat_top,positive_definite,0.7,20,consensus,64,1.0
pd_flat_top,positive_definite,1.5,2,consensus,50,0.78125
pd_flat_top,positive_definite,1.5,2,nonconverged,14,0.21875
pd_flat_top,positive_definite,1.5,3,bipolar,3,0.046875
pd_flat_top,positive_definite,1.5,3,consensus,35,0.546875
pd_flat_top,positive_definite,1.5,3,nonconverged,26,0.40625
pd_flat_top,positive_definite,1.5,4,bipolar,2,0.03125
pd_flat_top,positive_definite,1.5,4,consensus,34,0.53125
pd_flat_top,positive_definite,1.5,4,nonconverged,28,0.4375
pd_flat_top,positive_definite,1.5,5,bipolar,4,0.0625
pd_flat_top,positive_definite,1.5,5,consensus,29,0.453125
pd_flat_top,positive_definite,1.5,5,nonconverged,31,0.484375
pd_flat_top,positive_definite,1.5,8,bipolar,8,0.125
pd_flat_top,positive_definite,1.5,8,consensus,18,0.28125
pd_flat_top,positive_definite,1.5,8,nonconverged,38,0.59375
pd_flat_top,positive_definite,1.5,20,bipolar,6,0.09375
pd_flat_top,positive_definite,1.5,20,consensus,9,0.140625
pd_flat_top,positive_definite,1.5,20,nonconverged,49,0.765625
pd_flat_top,positive_definite,3.0,2,bipolar,1,0.015625
pd_flat_top,positive_definite,3.0,2,consensus,29,0.453125
pd_flat_top,positive_definite,3.0,2,nonconverged,7,0.109375
pd_flat_top,positive_definite,3.0,2,subspace_stationary,27,0.421875
pd_flat_top,positive_definite,3.0,3,consensus,16,0.25
pd_flat_top,positive_definite,3.0,3,nonconverged,21,0.328125
pd_flat_top,positive_definite,3.0,3,subspace_stationary,27,0.421875
pd_flat_top,positive_definite,3.0,4,consensus,9,0.140625
pd_flat_top,positive_definite,3.0,4,nonconverged,21,0.328125
pd_flat_top,positive_definite,3.0,4,subspace_stationary,34,0.53125
pd_flat_top,positive_definite,3.0,5,bipolar,3,0.046875
pd_flat_top,positive_definite,3.0,5,consensus,4,0.0625
pd_flat_top,positive_definite,3.0,5,nonconverged,26,0.40625
pd_flat_top,positive_definite,3.0,5,subspace_stationary,31,0.484375
pd_flat_top,positive_definite,3.0,8,bipolar,3,0.046875
pd_flat_top,positive_definite,3.0,8,consensus,2,0.03125
pd_flat_top,positive_definite,3.0,8,nonconverged,24,0.375
pd_flat_top,positive_definite,3.0,8,subspace_stationary,35,0.546875
pd_flat_top,positive_definite,3.0,20,bipolar,1,0.015625
pd_flat_top,positive_definite,3.0,20,nonconverged,44,0.6875
pd_flat_top,positive_definite,3.0,20,subspace_stationary,19,0.296875
pd_flat_top,positive_definite,8.0,2,consensus,22,0.34375
pd_flat_top,positive_definite,8.0,2,nonconverged,5,0.078125
pd_flat_top,positive_definite,8.0,2,subspace_stationary,37,0.578125
pd_flat_top,positive_definite,8.0,3,consensus,10,0.15625
pd_flat_top,positive_definite,8.0,3,nonconverged,9,0.140625
pd_flat_top,positive_definite,8.0,3,subspace_stationary,45,0.703125
pd_flat_top,positive_definite,8.0,4,consensus,3,0.046875
pd_flat_top,positive_definite,8.0,4,nonconverged,20,0.3125
pd_flat_top,positive_definite,8.0,4,subspace_stationary,41,0.640625
pd_flat_top,positive_definite,8.0,5,consensus,1,0.015625
pd_flat_top,positive_definite,8.0,5,nonconverged,17,0.265625
pd_flat_top,positive_definite,8.0,5,subspace_stationary,46,0.71875
pd_flat_top,positive_definite,8.0,8,nonconverged,22,0.34375
pd_flat_top,positive_definite,8.0,8,subspace_stationary,42,0.65625
pd_flat_top,positive_definite,8.0,20,nonconverged,32,0.5
pd_flat_top,positive_definite,8.0,20,subspace_stationary,32,0.5
pd_simple,positive_definite,0.03,2,consensus,64,1.0
pd_simple,positive_definite,0.03,3,consensus,64,1.0
pd_simple,positive_definite,0.03,4,consensus,64,1.0
pd_simple,positive_definite,0.03,5,consensus,64,1.0
pd_simple,positive_definite,0.03,8,consensus,64,1.0
pd_simple,positive_definite,0.03,20,consensus,64,1.0
pd_simple,positive_definite,0.1,2,consensus,64,1.0
pd_simple,positive_definite,0.1,3,consensus,64,1.0
pd_simple,positive_definite,0.1,4,consensus,64,1.0
pd_simple,positive_definite,0.1,5,consensus,64,1.0
pd_simple,positive_definite,0.1,8,consensus,64,1.0
pd_simple,positive_definite,0.1,20,consensus,64,1.0
pd_simple,positive_definite,0.3,2,bipolar,1,0.015625
pd_simple,positive_definite,0.3,2,consensus,63,0.984375
pd_simple,positive_definite,0.3,3,consensus,64,1.0
pd_simple,positive_definite,0.3,4,consensus,64,1.0
pd_simple,positive_definite,0.3,5,bipolar,1,0.015625
pd_simple,positive_definite,0.3,5,consensus,63,0.984375
pd_simple,positive_definite,0.3,8,bipolar,1,0.015625
pd_simple,positive_definite,0.3,8,consensus,63,0.984375
pd_simple,positive_definite,0.3,20,bipolar,4,0.0625
pd_simple,positive_definite,0.3,20,consensus,60,0.9375
pd_simple,positive_definite,0.7,2,bipolar,9,0.140625
pd_simple,positive_definite,0.7,2,consensus,55,0.859375
pd_simple,positive_definite,0.7,3,bipolar,24,0.375
pd_simple,positive_definite,0.7,3,consensus,40,0.625
pd_simple,positive_definite,0.7,4,bipolar,25,0.390625
pd_simple,positive_definite,0.7,4,consensus,39,0.609375
pd_simple,positive_definite,0.7,5,bipolar,22,0.34375
pd_simple,positive_definite,0.7,5,consensus,42,0.65625
pd_simple,positive_definite,0.7,8,bipolar,31,0.484375
pd_simple,positive_definite,0.7,8,consensus,33,0.515625
pd_simple,positive_definite,0.7,20,bipolar,51,0.796875
pd_simple,positive_definite,0.7,20,consensus,13,0.203125
pd_simple,positive_definite,1.5,2,bipolar,25,0.390625
pd_simple,positive_definite,1.5,2,consensus,39,0.609375
pd_simple,positive_definite,1.5,3,bipolar,33,0.515625
pd_simple,positive_definite,1.5,3,consensus,31,0.484375
pd_simple,positive_definite,1.5,4,bipolar,39,0.609375
pd_simple,positive_definite,1.5,4,consensus,25,0.390625
pd_simple,positive_definite,1.5,5,bipolar,49,0.765625
pd_simple,positive_definite,1.5,5,consensus,15,0.234375
pd_simple,positive_definite,1.5,8,bipolar,54,0.84375
pd_simple,positive_definite,1.5,8,consensus,10,0.15625
pd_simple,positive_definite,1.5,20,bipolar,62,0.96875
pd_simple,positive_definite,1.5,20,consensus,2,0.03125
pd_simple,positive_definite,3.0,2,bipolar,26,0.40625
pd_simple,positive_definite,3.0,2,consensus,38,0.59375
pd_simple,positive_definite,3.0,3,bipolar,46,0.71875
pd_simple,positive_definite,3.0,3,consensus,18,0.28125
pd_simple,positive_definite,3.0,4,bipolar,45,0.703125
pd_simple,positive_definite,3.0,4,consensus,19,0.296875
pd_simple,positive_definite,3.0,5,bipolar,56,0.875
pd_simple,positive_definite,3.0,5,consensus,8,0.125
pd_simple,positive_definite,3.0,8,bipolar,63,0.984375
pd_simple,positive_definite,3.0,8,consensus,1,0.015625
pd_simple,positive_definite,3.0,20,bipolar,64,1.0
pd_simple,positive_definite,8.0,2,bipolar,31,0.484375
pd_simple,positive_definite,8.0,2,consensus,33,0.515625
pd_simple,positive_definite,8.0,3,bipolar,44,0.6875
pd_simple,positive_definite,8.0,3,consensus,20,0.3125
pd_simple,positive_definite,8.0,4,bipolar,52,0.8125
pd_simple,positive_definite,8.0,4,consensus,12,0.1875
pd_simple,positive_definite,8.0,5,bipolar,60,0.9375
pd_simple,positive_definite,8.0,5,consensus,4,0.0625
pd_simple,positive_definite,8.0,8,bipolar,63,0.984375
pd_simple,positive_definite,8.0,8,consensus,1,0.015625
pd_simple,positive_definite,8.0,20,bipolar,64,1.0
psd_kernel,positive_semidefinite,0.03,2,consensus,64,1.0
psd_kernel,positive_semidefinite,0.03,3,consensus,64,1.0
psd_kernel,positive_semidefinite,0.03,4,consensus,64,1.0
psd_kernel,positive_semidefinite,0.03,5,consensus,64,1.0
psd_kernel,positive_semidefinite,0.03,8,consensus,64,1.0
psd_kernel,positive_semidefinite,0.03,20,consensus,64,1.0
psd_kernel,positive_semidefinite,0.1,2,consensus,64,1.0
psd_kernel,positive_semidefinite,0.1,3,consensus,64,1.0
psd_kernel,positive_semidefinite,0.1,4,consensus,64,1.0
psd_kernel,positive_semidefinite,0.1,5,consensus,64,1.0
psd_kernel,positive_semidefinite,0.1,8,consensus,64,1.0
psd_kernel,positive_semidefinite,0.1,20,consensus,64,1.0
psd_kernel,positive_semidefinite,0.3,2,bipolar,11,0.171875
psd_kernel,positive_semidefinite,0.3,2,consensus,53,0.828125
psd_kernel,positive_semidefinite,0.3,3,bipolar,7,0.109375
psd_kernel,positive_semidefinite,0.3,3,consensus,57,0.890625
psd_kernel,positive_semidefinite,0.3,4,bipolar,5,0.078125
psd_kernel,positive_semidefinite,0.3,4,consensus,59,0.921875
psd_kernel,positive_semidefinite,0.3,5,bipolar,8,0.125
psd_kernel,positive_semidefinite,0.3,5,consensus,56,0.875
psd_kernel,positive_semidefinite,0.3,8,bipolar,9,0.140625
psd_kernel,positive_semidefinite,0.3,8,consensus,55,0.859375
psd_kernel,positive_semidefinite,0.3,20,bipolar,10,0.15625
psd_kernel,positive_semidefinite,0.3,20,consensus,54,0.84375
psd_kernel,positive_semidefinite,0.7,2,bipolar,5,0.078125
psd_kernel,positive_semidefinite,0.7,2,consensus,59,0.921875
psd_kernel,positive_semidefinite,0.7,3,bipolar,15,0.234375
psd_kernel,positive_semidefinite,0.7,3,consensus,49,0.765625
psd_kernel,positive_semidefinite,0.7,4,bipolar,26,0.40625
psd_kernel,positive_semidefinite,0.7,4,consensus,38,0.59375
psd_kernel,positive_semidefinite,0.7,5,bipolar,24,0.375
psd_kernel,positive_semidefinite,0.7,5,consensus,40,0.625
psd_kernel,positive_semidefinite,0.7,8,bipolar,47,0.734375
psd_kernel,positive_semidefinite,0.7,8,consensus,17,0.265625
psd_kernel,positive_semidefinite,0.7,20,bipolar,57,0.890625
psd_kernel,positive_semidefinite,0.7,20,consensus,7,0.109375
psd_kernel,positive_semidefinite,1.5,2,bipolar,19,0.296875
psd_kernel,positive_semidefinite,1.5,2,consensus,45,0.703125
psd_kernel,positive_semidefinite,1.5,3,bipolar,26,0.40625
psd_kernel,positive_semidefinite,1.5,3,consensus,38,0.59375
psd_kernel,positive_semidefinite,1.5,4,bipolar,34,0.53125
psd_kernel,positive_semidefinite,1.5,4,consensus,30,0.46875
psd_kernel,positive_semidefinite,1.5,5,bipolar,49,0.765625
psd_kernel,positive_semidefinite,1.5,5,consensus,15,0.234375
psd_kernel,positive_semidefinite,1.5,8,bipolar,58,0.90625
psd_kernel,positive_semidefinite,1.5,8,consensus,6,0.09375
psd_kernel,positive_semidefinite,1.5,20,bipolar,64,1.0
psd_kernel,positive_semidefinite,3.0,2,bipolar,20,0.3125
psd_kernel,positive_semidefinite,3.0,2,consensus,44,0.6875
psd_kernel,positive_semidefinite,3.0,3,bipolar,42,0.65625
psd_kernel,positive_semidefinite,3.0,3,consensus,22,0.34375
psd_kernel,positive_semidefinite,3.0,4,bipolar,46,0.71875
psd_kernel,positive_semidefinite,3.0,4,consensus,18,0.28125
psd_kernel,positive_semidefinite,3.0,5,bipolar,53,0.828125
psd_kernel,positive_semidefinite,3.0,5,consensus,11,0.171875
psd_kernel,positive_semidefinite,3.0,8,bipolar,61,0.953125
psd_kernel,positive_semidefinite,3.0,8,consensus,3,0.046875
psd_kernel,positive_semidefinite,3.0,20,bipolar,64,1.0
psd_kernel,positive_semidefinite,8.0,2,bipolar,27,0.421875
psd_kernel,positive_semidefinite,8.0,2,consensus,37,0.578125
psd_kernel,positive_semidefinite,8.0,3,bipolar,37,0.578125
psd_kernel,positive_semidefinite,8.0,3,consensus,27,0.421875
psd_kernel,positive_semidefinite,8.0,4,bipolar,51,0.796875
psd_kernel,positive_semidefinite,8.0,4,consensus,13,0.203125
psd_kernel,positive_semidefinite,8.0,5,bipolar,54,0.84375
psd_kernel,positive_semidefinite,8.0,5,consensus,10,0.15625
psd_kernel,positive_semidefinite,8.0,8,bipolar,63,0.984375
psd_kernel,positive_semidefinite,8.0,8,consensus,1,0.015625
psd_kernel,positive_semidefinite,8.0,20,bipolar,64,1.0
zero,zero,0.03,2,subspace_stationary,64,1.0
zero,zero,0.03,3,subspace_stationary,64,1.0
zero,zero,0.03,4,subspace_stationary,64,1.0
zero,zero,0.03,5,subspace_stationary,64,1.0
zero,zero,0.03,8,subspace_stationary,64,1.0
zero,zero,0.03,20,subspace_stationary,64,1.0
zero,zero,0.1,2,subspace_stationary,64,1.0
zero,zero,0.1,3,subspace_stationary,64,1.0
zero,zero,0.1,4,subspace_stationary,64,1.0
zero,zero,0.1,5,subspace_stationary,64,1.0
zero,zero,0.1,8,subspace_stationary,64,1.0
zero,zero,0.1,20,subspace_stationary,64,1.0
zero,zero,0.3,2,subspace_stationary,64,1.0
zero,zero,0.3,3,subspace_stationary,64,1.0
zero,zero,0.3,4,subspace_stationary,64,1.0
zero,zero,0.3,5,subspace_stationary,64,1.0
zero,zero,0.3,8,subspace_stationary,64,1.0
zero,zero,0.3,20,subspace_stationary,64,1.0
zero,zero,0.7,2,subspace_stationary,64,1.0
zero,zero,0.7,3,subspace_stationary,64,1.0
zero,zero,0.7,4,subspace_stationary,64,1.0
zero,zero,0.7,5,subspace_stationary,64,1.0
zero,zero,0.7,8,subspace_stationary,64,1.0
zero,zero,0.7,20,subspace_stationary,64,1.0
zero,zero,1.5,2,subspace_stationary,64,1.0
zero,zero,1.5,3,subspace_stationary,64,1.0
zero,zero,1.5,4,subspace_stationary,64,1.0
zero,zero,1.5,5,subspace_stationary,64,1.0
zero,zero,1.5,8,subspace_stationary,64,1.0
zero,zero,1.5,20,subspace_stationary,64,1.0
zero,zero,3.0,2,subspace_stationary,64,1.0
zero,zero,3.0,3,subspace_stationary,64,1.0
zero,zero,3.0,4,subspace_stationary,64,1.0
zero,zero,3.0,5,subspace_stationary,64,1.0
zero,zero,3.0,8,subspace_stationary,64,1.0
zero,zero,3.0,20,subspace_stationary,64,1.0
zero,zero,8.0,2,subspace_stationary,64,1.0
zero,zero,8.0,3,subspace_stationary,64,1.0
zero,zero,8.0,4,subspace_stationary,64,1.0
zero,zero,8.0,5,subspace_stationary,64,1.0
zero,zero,8.0,8,subspace_stationary,64,1.0
zero,zero,8.0,20,subspace_stationary,64,1.0
