n,r,empirical_cov_G01_G01,exact_gamma,relative_error
64,4,0.23111973938899175,0.23088023088023088,0.0010373712285705015
64,8,0.1078403882862267,0.10774410774410774,0.0008936037815416437
64,16,0.04632535260794163,0.046176046176046176,0.0032334174157358777
64,32,0.01556582277231647,0.015392015392015393,0.011292048238935587
64,64,9.535103500388127e-33,0.0,9.535103500388127e-18
