seed,method,network_width,parameter_count,context_size,context_measurements,depth,batch_size,inference_ms,peak_memory_mib,matvec_proxy
17,identity-CG,0,0,24,576,32,8,17.493207048391923,70.62158203125,14893056
17,exact,0,0,24,576,32,8,11.887244301033206,68.0380859375,14893056
17,population-PCG,128,149251,24,576,32,8,24.821008049184456,113.63818359375,14893056
