method,network_width,parameter_count,dataset_size,context_size,context_measurements,regime_class,n_tasks,n_seeds,training_seconds,average_precision_mean,average_precision_std,auc_mean,auc_std,iou_top7_mean,iou_top7_std,centroid_error_mean,centroid_error_std,area_matched_iou_mean,area_matched_iou_std,exact_score_correlation_mean,exact_score_correlation_std,relative_score_error_mean,relative_score_error_std,mean_relative_residual_mean,mean_relative_residual_std,covariance_relative_residual_mean,covariance_relative_residual_std,posterior_std_mean_mean,posterior_std_mean_std,uq_error_correlation_mean,uq_error_correlation_std,numerical_coverage_95_mean,numerical_coverage_95_std,average_precision_ci95,auc_ci95,iou_top7_ci95,centroid_error_ci95,area_matched_iou_ci95,exact_score_correlation_ci95,relative_score_error_ci95,mean_relative_residual_ci95,covariance_relative_residual_ci95,posterior_std_mean_ci95,uq_error_correlation_ci95,numerical_coverage_95_ci95,localization_risk_mean,localization_risk_ci95
population-PCG,128,149251,128,16,256,OOD,20,1,1.284011782030575,0.7102893917269769,0.1897012058647756,0.9789635728525449,0.018263395458026785,0.4099744836402281,0.1061255425708658,0.054999571060761754,0.037874013632492265,0.49023746996448087,0.15633742900144051,0.9999996582094882,5.947944717622375e-07,0.00013445147573631715,0.00015389933532170704,0.012536528756027069,0.014286436138481339,0.0004694143332926363,0.00042651264430736564,0.03204196281731124,0.010117953470345033,0.08806011703591946,0.15637602530465727,1.0,0.0,0.08314021917855471,0.008004285973845324,0.046511569758150725,0.01659901833634926,0.06851789926025453,2.6068017081428264e-07,6.744935759238879e-05,0.006261306702923358,0.0001869274081231538,0.0044343886235627935,0.06853481483595841,0.0,0.2897106082730231,0.08314021917855471
population-PCG,128,149251,128,24,576,All,28,1,1.284011782030575,0.7681860117013352,0.1548344890633261,0.9825199817394219,0.014551290436926954,0.38617706654492284,0.1322674479553447,0.047608330978878864,0.02993209911881084,0.5418308219349383,0.19158332681448237,0.9999646961741463,4.014317999607799e-05,0.0040944057525068535,0.0029046684094185507,0.21346299257129428,0.13245558186902764,0.006559078515108089,0.004204551775961702,0.02824403327291028,0.011762221038750728,0.018936089616305964,0.2232928297152574,0.9744442339454379,0.05500708700444128,0.05735149734122353,0.005389873405165358,0.0489925483374629,0.011087004668111267,0.07096345733365457,1.4869241954689526e-05,0.001075904235339784,0.04906223411429243,0.0015573877723165477,0.004356787642802875,0.08270882157586505,0.02037491015837823,0.23181398829866484,0.05735149734122353
population-PCG,128,149251,128,24,576,ID,8,1,1.284011782030575,0.879251209907074,0.13009874173506955,0.9925219663618218,0.008634025282344205,0.3215809726514927,0.1755421082817084,0.03050931799225505,0.015987292033538197,0.7056924261711496,0.22970595904630062,0.9999470909598653,6.31684365161428e-05,0.004372917312139138,0.0036790557899070175,0.30895126238465304,0.10805553019914907,0.007750656543066663,0.0036534246720306687,0.019990590924862724,0.013167797203772374,0.00759403311884008,0.15018279737399837,0.9593430906534195,0.07011308960909314,0.09015382845461087,0.005983074269560049,0.12164447484678363,0.011078628157530036,0.15917810849418657,4.377349322116617e-05,0.0025494555914587443,0.07487866218555556,0.0025316941329441814,0.00912481792215517,0.10407136895190507,0.04858589229027922,0.12074879009292605,0.09015382845461087
population-PCG,128,149251,128,24,576,OOD,20,1,1.284011782030575,0.7237599324190398,0.14339002359399067,0.978519187890462,0.014644402727556086,0.4120155041022949,0.10511080317915916,0.0544479361735284,0.03172775355352217,0.47628618024045377,0.12996595158762841,0.9999717382598586,2.5242711005748167e-05,0.00398300112865394,0.002637629832198393,0.17526768464595074,0.12351162314171743,0.00608244730392466,0.004400824728624847,0.031545410212129296,0.009621175441388009,0.02347291221529232,0.24993543051635134,0.9804846912622451,0.04852076804172653,0.06284344865008652,0.006418192477784953,0.046066840611327375,0.013905301088931073,0.05696008969203523,1.1063105878066057e-05,0.001155992242438286,0.05413135552981839,0.0019287464770523755,0.004216666052837445,0.10953903207356644,0.021265164189712773,0.2762400675809602,0.06284344865008652
population-PCG,128,149251,128,32,1024,All,28,1,1.284011782030575,0.784643246708084,0.16181635234946704,0.9826341803749193,0.01778140612581234,0.3993369902366895,0.1526656729613482,0.040919455267222814,0.03897438858548173,0.5730089144720509,0.21851597975653286,0.9997648902511822,0.00017254512533677928,0.013389057371698801,0.008257833374053825,0.4837051374571664,0.2829020205425844,0.012548248375034172,0.006577271336071036,0.02716098752404958,0.01144360120800661,0.0369406994970045,0.18119780807488098,0.5523414675678525,0.2794126552653157,0.0599376156932409,0.006586324999791591,0.0565481566148863,0.014436315557717074,0.08093945159011745,6.39116088208623e-05,0.0030587442866338173,0.104788374845471,0.002436255396489249,0.004238769205913735,0.06711660735866048,0.10349589585947466,0.21535675329191595,0.0599376156932409
population-PCG,128,149251,128,32,1024,ID,8,1,1.284011782030575,0.8945052752283025,0.11624193274315998,0.9920191198413616,0.009116203101542738,0.3169793414677163,0.21121771565594413,0.03106634889263655,0.023104070158623244,0.7655687306559659,0.25196277987156984,0.9997781441259841,0.00012234864547669912,0.011534647928783611,0.0076352288562056845,0.5828203074634075,0.31961069371277695,0.01283643345232115,0.005995283149394555,0.018449019873514723,0.012322356844025108,0.09059675313092642,0.1414898097968932,0.3496492281556129,0.23333365323394534,0.08055154972290061,0.006317206451139212,0.1463664094661091,0.016010303788528805,0.17460129844872435,8.47832857478515e-05,0.005290943658131561,0.2214789110867604,0.004154519262668924,0.008538957642918406,0.09804743589665442,0.16169197231113808,0.10549472477169752,0.08055154972290061
population-PCG,128,149251,128,32,1024,OOD,20,1,1.284011782030575,0.7406984352999966,0.15848240828725277,0.9788802045883424,0.019151222848883882,0.4322800497442788,0.1126303180159646,0.04486069781705733,0.04364278210516637,0.49598498799848506,0.15035828045025917,0.9997595887012615,0.00019154322858697256,0.014130821148864875,0.00856733988692447,0.44405906945466994,0.26515360184121656,0.01243297434411938,0.006941482265186256,0.03064577458426352,0.009241972406307896,0.015478278043435722,0.19386666351424278,0.6334183633327484,0.2581996467346093,0.06945797788096195,0.008393393483900903,0.04936241329257875,0.01912729259281522,0.06589742186908441,8.394752123104932e-05,0.003754802257207661,0.11620868972639121,0.003042238737074875,0.004050472995149625,0.08496581148502932,0.11316098452554352,0.25930156470000343,0.06945797788096195
population-PCG,128,149251,128,48,2304,All,28,1,1.284011782030575,0.821458561816966,0.147515608093853,0.9856558332050108,0.013542255333760933,0.3957334295779507,0.15107162454737333,0.04196568496990945,0.03234954894218545,0.6184829911999598,0.1955419754636706,0.999104464170044,0.0005073393192860072,0.028975570175264514,0.011953477973688328,1.1777754287634576,0.6364117473036836,0.03475367011768473,0.020560969936632107,0.025974782483119994,0.011407827407189047,0.3161643538341096,0.2418712653242557,0.24380465816440325,0.22759050362862987,0.05464054589235227,0.00501612157256972,0.055957712819521874,0.011982440613658942,0.0724297613131633,0.00018792111368177986,0.004427630202893463,0.23573021007278785,0.007615889843324564,0.004225518404655659,0.08959037042767014,0.0843007022705817,0.17854143818303403,0.05464054589235227
population-PCG,128,149251,128,48,2304,ID,8,1,1.284011782030575,0.9104087487407434,0.10084843611560174,0.9931029523474608,0.0082489054592251,0.3285162081094193,0.21831112022560992,0.0262157422257587,0.017334861035886807,0.7557029672932638,0.22486060178275435,0.9991381959240722,0.0004029964286061237,0.023395408177748274,0.014945611810643652,1.456909641623497,0.7392855551532037,0.03296631341800089,0.011412783052030225,0.01752092281822109,0.01237294584337831,0.26733538962604064,0.2216266810686942,0.11543367104604836,0.09269069211406597,0.06988440078841231,0.005716199847833104,0.1512818880495612,0.01201244583361398,0.155820447215428,0.0002792622773121234,0.010356780591082122,0.5122987526964499,0.007908655162535444,0.008574014030924573,0.15357945449403107,0.06423137260779588,0.0895912512592566,0.06988440078841231
population-PCG,128,149251,128,48,2304,OOD,20,1,1.284011782030575,0.785878487047455,0.15004110053302439,0.9826769855480307,0.01424253067917517,0.42262031816536316,0.11049877687305161,0.04826566206756975,0.03507402540379071,0.5635950007626382,0.1568716364799906,0.9990909714684328,0.0005525076532962919,0.03120763497427101,0.010119197616340756,1.066121743619442,0.5729461040153707,0.035468612797558266,0.02347092575082395,0.02935632634907956,0.009295366587683254,0.33569593951733717,0.25225442916525304,0.29515305301174516,0.2464296442418588,0.0657584116413016,0.0062420642869713385,0.04842822419767011,0.015371869389296385,0.06875202601053539,0.00024214715548844128,0.004434933894586786,0.25110470146031866,0.010286586752843756,0.0040738740269046425,0.11055537804282661,0.10800255349439362,0.214121512952545,0.0657584116413016
population-PCG,128,149251,256,8,64,All,28,1,2.3819255950511438,0.478183618251093,0.2776643282230551,0.8819161635874336,0.11876021471650358,0.21138711134721802,0.10832756894911061,0.10631941982345386,0.057682818917331596,0.3272849613785354,0.2412341692755529,0.9999999998333199,5.117645788247989e-10,1.8361073778854525e-06,1.7625952344721213e-06,1.767414186255272e-05,2.6412835515596583e-05,8.571641611102418e-07,8.54094627732596e-07,0.034633195925770015,0.015005390238934284,-0.1359346252146544,0.17400699828747318,1.0,0.0,0.10284830646048236,0.043989399130390225,0.04012509306001689,0.0213660151287004,0.089354386748812,1.8956025275349814e-10,6.52874411347314e-07,9.783451187205225e-06,3.163610773535435e-07,0.005558074325677466,0.06445309413948945,0.0,0.521816381748907,0.10284830646048236
population-PCG,128,149251,256,8,64,ID,8,1,2.3819255950511438,0.7516771102609061,0.2625011535939359,0.951228496588879,0.06219593917816821,0.22584245819539933,0.09332704029067494,0.0766694316989742,0.059932435166423846,0.5795528456365096,0.27890485492992056,0.9999999994499666,8.784929571859018e-10,3.3753384158785593e-06,2.42143147020376e-06,4.245605414610054e-05,3.9831061944096274e-05,1.589184829953183e-06,1.2607215428668053e-06,0.02483623579610135,0.019093459691062898,-0.1006161977651405,0.13926208525403555,1.0,0.0,0.18190401886005225,0.043099586948045825,0.06467233939645425,0.04153105869281738,0.19327120394226116,6.08764560705759e-10,1.6779664005043983e-06,2.7601517722481262e-05,8.736354571061029e-07,0.013231092527385326,0.09650370154840149,0.0,0.2483228897390939,0.18190401886005225
population-PCG,128,149251,256,8,64,OOD,20,1,2.3819255950511438,0.3687862214471678,0.200202347393281,0.8541912303868553,0.12563990184286988,0.2056049726079455,0.11551518585872089,0.11817941507324572,0.05372829478282951,0.22637780767534577,0.1285470988814451,0.9999999999866611,3.493146660584145e-11,1.2204149626882099e-06,9.263203910979267e-07,7.761376949133592e-06,6.69730784139558e-06,5.643558935730653e-07,3.6766666296622083e-07,0.038551979977637485,0.011361209780910689,-0.15006199619445998,0.18747483701332202,1.0,0.0,0.0877425473731752,0.055064114796583394,0.05062676237066997,0.023547463412112602,0.056338250076222486,1.5309390241347366e-11,4.059778112340744e-07,2.9352245775221674e-06,1.6113701968478295e-07,0.004979269725843351,0.0821644700079664,0.0,0.6312137785528322,0.0877425473731752
population-PCG,128,149251,256,12,144,All,28,1,2.3819255950511438,0.716215732352023,0.18033801893231272,0.9770024232281963,0.017430141148051425,0.3518789945769855,0.125523385090802,0.04463252435172238,0.03552774189848721,0.5194353152152337,0.21295502567354482,0.9999999995261496,9.938566322198004e-10,4.412142037121417e-06,3.866745807602009e-06,4.669699720644101e-05,5.867286838548664e-05,2.950882767598679e-06,8.420187140694106e-06,0.03238861001695369,0.012600531279893724,-0.1880685867189353,0.1270591945879942,1.0,0.0,0.06679813700349402,0.006456214631229709,0.04649451249425568,0.013159659758992168,0.07887964537230047,3.681296482788085e-10,1.4322626906023133e-06,2.1732734583675e-05,3.118880963366089e-06,0.004667302101544489,0.04706338429295952,0.0,0.28378426764797704,0.06679813700349402
population-PCG,128,149251,256,12,144,ID,8,1,2.3819255950511438,0.8556908240887386,0.17211075501081924,0.9882409018173137,0.01422255126091322,0.2959947048792576,0.1618708687671477,0.031000090180896174,0.018844982456851136,0.7024713636861909,0.24513590155115225,0.999999998559068,1.5071595339104215e-09,6.941589163034223e-06,4.866203224657947e-06,0.00010457789517201355,8.660672991665838e-05,7.757258678964263e-06,1.5350210470531076e-05,0.022092732309829388,0.013932540551955896,-0.16678994410961667,0.11874284105192368,1.0,0.0,0.1192666683436211,0.009855725193517718,0.1121707892021717,0.013058906588849345,0.1698705131331157,1.0444082722228548e-09,3.3721067928117294e-06,6.001540190005175e-05,1.0637153158026202e-05,0.009654758025375685,0.08228459076266814,0.0,0.14430917591126136,0.1192666683436211
population-PCG,128,149251,256,12,144,OOD,20,1,2.3819255950511438,0.6604256956573368,0.1543844946221969,0.9725070317925493,0.016815250456127428,0.37423271045607676,0.10438335103318228,0.050085498020052854,0.039411842946552415,0.44622089582685087,0.15018933732182485,0.9999999999129823,1.2435150879764745e-10,3.4003631867562943e-06,2.9582910881958137e-06,2.3544638020212004e-05,1.2397679968672156e-05,1.0283324030524454e-06,5.689864651978391e-07,0.036506961099803406,0.009571928783041453,-0.19658004376266275,0.13221172651119745,1.0,0.0,0.06766198803084786,0.0073696084434027136,0.04574802065136602,0.017273001749619214,0.06582337927846033,5.449945164813575e-11,1.2965282342057823e-06,5.433522813954727e-06,2.4936931323409853e-07,0.004195082753194835,0.05794434394872312,0.0,0.3395743043426632,0.06766198803084786
population-PCG,128,149251,256,16,256,All,28,1,2.3819255950511438,0.7597824459595112,0.18324488226797697,0.9831613969988491,0.01706451557714223,0.38878590312183264,0.1395746326326961,0.048079988736260106,0.03449760283670042,0.5458538152581263,0.18243499605643346,0.9999993101575703,1.7260973999392614e-06,0.00018098666188440265,0.00024230933186933766,0.022324924048591873,0.026804952129852597,0.0007311325142933801,0.0010171159990736652,0.028599342713797687,0.012057641934243715,0.059493354997390925,0.17399975949283666,1.0,0.0,0.06787485425089272,0.006320785024526865,0.05169916741910399,0.012778090910729994,0.06757486820005211,6.393554242480274e-07,8.975263254670791e-05,0.009928693213681353,0.0003767450383275488,0.004466213073822177,0.06445041285243344,0.0,0.24021755404048883,0.06787485425089272
population-PCG,128,149251,256,16,256,ID,8,1,2.3819255950511438,0.8828989224779269,0.08696155045538842,0.9936235179128647,0.006511715178705967,0.33250161029578923,0.1950458189169182,0.0306187282549217,0.0119923391635702,0.6848946784922395,0.17635976109266238,0.999998453567278,3.011698716191341e-06,0.0003144511424579587,0.0003605762601565384,0.047336734831333126,0.03427918458120661,0.0016107484188978124,0.001538227983219274,0.019990740984212562,0.012816236778396715,0.11082824851295674,0.12301152349180303,1.0,0.0,0.060261279988911225,0.0045123884008179925,0.1351598567742715,0.008310267057952507,0.12221107933711979,2.087000733407522e-06,0.00024986660031774154,0.023754262993498206,0.0010659376091863503,0.008881198976590813,0.08524263677663936,0.0,0.1171010775220731,0.060261279988911225
population-PCG,128,149251,256,16,256,OOD,20,1,2.3819255950511438,0.7105358553521447,0.18972591017393386,0.9789765486332428,0.01826646874788247,0.41129962025225,0.1086298121197123,0.055064492928795464,0.03818978916476765,0.49023746996448087,0.15633742900144051,0.9999996527936872,6.779947453087172e-07,0.0001276008696549802,0.00015822423459317173,0.01232019973549537,0.014810370326437306,0.00037928615245160717,0.00037720901214547,0.03204278340563174,0.010119393422110675,0.03895939759116459,0.18946071073619017,1.0,0.0,0.08315104631941928,0.008005632902511571,0.047609114279410614,0.016737413065285853,0.06851789926025453,2.9714429842399785e-07,6.934482827068833e-05,0.006490930985084475,0.00016531913860503167,0.0044350197102491235,0.0830348175412229,0.0,0.2894641446478553,0.08315104631941928
population-PCG,128,149251,256,24,576,All,28,1,2.3819255950511438,0.7680343891981931,0.1554481287889638,0.9825087392311661,0.01455074626421788,0.3852595942928641,0.13179382978526502,0.048175705264189364,0.030634164865756354,0.5405742879366662,0.19454045008275564,0.9999670518086683,3.648670426689281e-05,0.003966933550795357,0.002871623234967398,0.21252374630421397,0.12805486426860246,0.006252428791153057,0.003631821314827806,0.02822481935644251,0.011759064193988776,0.006777627337650478,0.1783119061532562,0.9776330121925899,0.05313263699868338,0.05757879267643136,0.00538967184077317,0.048817117712242376,0.011347053459972117,0.07205879112061647,1.351486439107807e-05,0.0010636641314317947,0.047432185503759446,0.001345245440736119,0.004355618331139388,0.06604765432767652,0.019680604159941974,0.2319656108018069,0.05757879267643136
population-PCG,128,149251,256,24,576,ID,8,1,2.3819255950511438,0.8793932590544016,0.13059497662921365,0.9925286730029363,0.008691899112007883,0.3215809726514927,0.1755421082817084,0.031080502201802987,0.015973527656405476,0.7056924261711496,0.22970595904630062,0.999951899917807,5.671673970742762e-05,0.00421001368522405,0.0035390909396506138,0.30242626368999476,0.09489448766547855,0.00653905558283435,0.003334904223706321,0.01997451140778135,0.013153299861086145,-0.0163962648506133,0.14628340713793078,0.9638073816895485,0.06949880057748804,0.09049770169214734,0.006023178787420302,0.12164447484678363,0.011069089930808866,0.15917810849418657,3.9302695428836103e-05,0.0024524648986095627,0.06575852501097341,0.0023109707233665904,0.009114771776219005,0.10136922937905737,0.04816021170921987,0.12060674094559842,0.09049770169214734
population-PCG,128,149251,256,24,576,OOD,20,1,2.3819255950511438,0.7234908412557097,0.14403160987325359,0.9785007657224579,0.014623773845790824,0.41073104294941265,0.10459413165315862,0.05501378648914392,0.032669779694405036,0.4745270326428728,0.13516676888747461,0.9999731125650128,2.390302251196989e-05,0.00386970149702388,0.002658749233873763,0.17656273934990163,0.12337127855852381,0.00613777807448054,0.003820734052847687,0.03152494253590697,0.009624581901435003,0.01604718421295599,0.19230760642625583,0.9831632643938064,0.04603867988134014,0.06312463623472368,0.0064091514717272745,0.04584039933110892,0.014318162248499865,0.05923944837215378,1.04759615080766e-05,0.0011652482283251752,0.05406984680427261,0.0016745105289586774,0.004218158999778078,0.08428252458963914,0.020177341090569584,0.2765091587442903,0.06312463623472368
population-PCG,128,149251,256,32,1024,All,28,1,2.3819255950511438,0.7826893148959572,0.16271111176559316,0.9825410455150779,0.017832033693714777,0.3977182731428286,0.15147635066858883,0.04083307094073717,0.03882447654603325,0.5734675065610774,0.22093001471266305,0.9997689614783722,0.00017405496869327483,0.013244576045378471,0.008199811833630125,0.4826713435884033,0.27632922258241704,0.012257874727116053,0.0062486708689471525,0.027216291803467442,0.011457867394966355,0.06844390378302789,0.1978419323485448,0.5635477341711521,0.27563769229402085,0.06026903921900333,0.006605077713373136,0.056107625472737795,0.014380787361228947,0.08183362265113665,6.447086262645533e-05,0.003037252807303378,0.10235377641060446,0.0023145400801499257,0.004244053475513104,0.07328167726526001,0.10209763000720135,0.21731068510404283,0.06026903921900333
population-PCG,128,149251,256,32,1024,ID,8,1,2.3819255950511438,0.890388545950377,0.12246478357630723,0.9919149468808811,0.009224789274653524,0.3169793414677163,0.21121771565594413,0.030491653480566986,0.023089004813475505,0.7610761302331329,0.2560038083902319,0.9997816886775894,0.0001255372599154905,0.011444526113336862,0.007623415409935151,0.5714979190379381,0.3092775564955442,0.012293159554246763,0.006420253060288336,0.018478308629710175,0.012349745235158093,0.10068080904012774,0.151710435640735,0.36224488727748394,0.2331428786729833,0.08486376534488277,0.006392452830101951,0.1463664094661091,0.015999864036968216,0.17740158834386824,8.699288282226505e-05,0.0052827573575238256,0.2143184123174688,0.004449008386346294,0.008557936829672411,0.10512996826196241,0.1615597722851186,0.10961145404962302,0.08486376534488277
population-PCG,128,149251,256,32,1024,OOD,20,1,2.3819255950511438,0.7396096224741894,0.15893211123130252,0.9787914849687566,0.019202079153026262,0.43001384581287344,0.11102786399585064,0.04496963792480523,0.04338850283263231,0.4984240570922552,0.15642383835030704,0.9997638705986855,0.0001927415979622697,0.013964596018195113,0.008498580160091444,0.44714071340858935,0.2619485298478821,0.01224376079626377,0.006348176183371996,0.030711485072970352,0.009239143872679736,0.05554914168018795,0.21570776759574234,0.6440688729286194,0.25308732962819175,0.06965506888606704,0.008415682241917669,0.04866010685309939,0.019015849788038774,0.06855576982713411,8.447272976657172e-05,0.003724666978238321,0.1148040049918154,0.0027822108819163306,0.00404923333562966,0.09453809739728603,0.11092041276533653,0.2603903775258106,0.06965506888606704
population-PCG,128,149251,256,48,2304,All,28,1,2.3819255950511438,0.8227040796764007,0.14776007579327397,0.9856111769249223,0.013634576042598158,0.39579256248069916,0.15051695077538216,0.04120625284018124,0.03229048998109009,0.6185549288416563,0.20081626377007428,0.9991222770685045,0.0005070839823069644,0.02869498603312029,0.012249663884286043,1.1382451754595553,0.6102337622087844,0.034409211649160255,0.02242561764079423,0.02597904794051174,0.01142729407031794,0.3019070999895731,0.2437728893177036,0.24913447323654375,0.23342728750104869,0.0547310979954281,0.00505031764167195,0.05575225877919764,0.011960564868334198,0.07438338504138732,0.00018782653554119065,0.0045373389994730505,0.22603374869876766,0.008306565018439035,0.004232728957585003,0.09029474181200448,0.08646267727218108,0.1772959203235993,0.0547310979954281
population-PCG,128,149251,256,48,2304,ID,8,1,2.3819255950511438,0.9116361372101546,0.09996347375687113,0.9932014043957084,0.00820134426610418,0.3347024824338799,0.22355882045282996,0.026100024930201426,0.01857952740118458,0.7509964335169625,0.2284942267494803,0.9991788126633582,0.0003868979057259839,0.02306421776302155,0.014903432500061497,1.4052976071834564,0.7294348253503999,0.03132328402716661,0.011919364729831421,0.017474708496592887,0.01232625513778968,0.25799939566482466,0.21579018240647166,0.12085458985529837,0.10049334600537496,0.06927115316115812,0.00568324162249952,0.15491835877753665,0.012874955620286512,0.15833842085260344,0.0002681065701104024,0.010327551820074476,0.5054725452101149,0.008259698355341568,0.008541659022675271,0.14953496726723614,0.06963833589603614,0.08836386278984543,0.06927115316115812
population-PCG,128,149251,256,48,2304,OOD,20,1,2.3819255950511438,0.7871312566628992,0.1506063893518538,0.9825750859366078,0.014332996887210262,0.42022859449942684,0.10761684397512548,0.047248744004173164,0.03492852418648066,0.5655783269715337,0.1665295821119387,0.9990996628305631,0.0005553090305505518,0.03094729334115979,0.01061671196455682,1.0314242027699947,0.5395478144308148,0.035643582697957706,0.02562622936353014,0.029380783718079284,0.009325008657247618,0.3194701817194725,0.2572046935950788,0.3004464265890419,0.25300171766982005,0.06600616038956293,0.006281712850774626,0.04716516141586437,0.015308100669204393,0.07298480730991787,0.00024337491320278607,0.00465297917145574,0.2364672556750338,0.011231190209315494,0.004086865236682423,0.11272492708607779,0.11088289167024974,0.21286874333710082,0.06600616038956293
