K,M,cond,capacity,proj_rank,method,precond,depth,tau,z_mse_post,z_mse_true,z_rel_post,first_mse_post,last_grad_mse,attn_entropy,eta_mean,rho_mean,precond_rank
8,128,10.0,at,8,softmax_vector_full,jacobi,32,5.0,1.8566954551602066e-07,1.8566954551602066e-07,0.0004532292514340952,0.13165602460503578,3.178875613230048e-05,4.849552273750305,0.7246139496564865,0.5215043276548386,8.0
8,128,10.0,at,8,softmax_vector_projected,jacobi,32,5.0,1.8439594029473483e-07,1.8439594029473483e-07,0.0004594693236867897,0.12951773405075073,3.2063384423963726e-05,4.8495495319366455,0.7247953712940216,0.5220002681016922,8.0
8,128,10.0,at,8,linear,lowrank_spectral,32,5.0,6.491338635237001e-14,6.491338635237001e-14,2.3763133683019078e-07,5.788977424595748e-13,1.6387619559965483e-11,0.0,0.04615925718098879,1.2102374000733107e-06,8.0
8,128,10.0,at,8,softmax_scalar,lowrank_spectral,32,5.0,7.085011816343467e-06,7.085011816343467e-06,0.002561122993938625,0.36822039633989334,0.0005594505346380174,4.849552273750305,0.046158477663993835,1.176786952328257e-06,8.0
8,128,10.0,at,8,signed_relu_scalar,lowrank_spectral,32,5.0,6.261070526240257e-14,6.261070526240257e-14,2.3455829278873352e-07,4.768799152224043e-13,1.6020989222764737e-11,3.874032735824585,0.04606556333601475,1.167621292097465e-06,8.0
8,128,10.0,at,8,softmax_vector_full,lowrank_spectral,32,5.0,1.819664525726239e-07,1.819664525726239e-07,0.0004465803358471021,0.00011274611642875243,3.2330379326594993e-05,4.849547982215881,0.04615933448076248,1.1927736522920895e-06,8.0
8,128,10.0,at,8,softmax_vector_projected,lowrank_spectral,32,5.0,1.8893929265573206e-07,1.8893929265573206e-07,0.00046158819168340415,0.00010948457565973513,3.135100359941134e-05,4.849554181098938,0.04620020464062691,1.2012856132059824e-06,8.0
8,128,10.0,above,8,linear,scalar_opt,32,5.0,1.293535638069443e-05,1.293535638069443e-05,0.002434657362755388,0.37685517221689224,1.6173967547217227e-11,0.0,0.046310726553201675,0.8377938717603683,0.0
8,128,10.0,above,8,softmax_scalar,scalar_opt,32,5.0,0.002839508466422558,0.002839508466422558,0.045114921405911446,0.5533528923988342,0.01720790797844529,4.850790500640869,0.04620305262506008,0.8394614905118942,0.0
8,128,10.0,above,8,signed_relu_scalar,scalar_opt,32,5.0,1.4845853002043441e-05,1.4845853002043441e-05,0.002494217362254858,0.37242209166288376,1.622503520426477e-11,1.9370171129703522,0.04616343416273594,0.8386801928281784,0.0
8,128,10.0,above,8,softmax_vector_full,scalar_opt,32,5.0,1.4328097449833876e-05,1.4328097449833876e-05,0.0024847410968504846,0.37493088841438293,8.162836365954718e-06,4.850789785385132,0.0461222967132926,0.8388902693986893,0.0
8,128,10.0,above,8,softmax_vector_projected,scalar_opt,32,5.0,1.2908113149023848e-05,1.2908113149023848e-05,0.002520283160265535,0.37766440212726593,8.345888545591151e-06,4.850791335105896,0.046325393952429295,0.8388086557388306,0.0
8,128,10.0,above,8,linear,jacobi,32,5.0,6.871480076294564e-14,6.871480076294564e-14,2.404484646945093e-07,0.12955423071980476,1.577392990531612e-11,0.0,0.7235293239355087,0.5220749229192734,8.0
8,128,10.0,above,8,softmax_scalar,jacobi,32,5.0,9.877770025923382e-06,9.877770025923382e-06,0.0029847482801415026,0.5117216110229492,0.0006953069532755762,4.850790023803711,0.7239730358123779,0.5228614956140518,8.0
8,128,10.0,above,8,signed_relu_scalar,jacobi,32,5.0,6.702783300453503e-14,6.702783300453503e-14,2.4184188873732637e-07,0.12942103669047356,1.649161319658421e-11,1.9371666312217712,0.7235037386417389,0.5229068845510483,8.0
8,128,10.0,above,8,softmax_vector_full,jacobi,32,5.0,4.5155352346171185e-08,4.5155352346171185e-08,0.00022672677732771263,0.12668943405151367,7.686893127356598e-06,4.85079038143158,0.7242347151041031,0.5226753503084183,8.0
8,128,10.0,above,8,softmax_vector_projected,jacobi,32,5.0,4.6446381851694696e-08,4.6446381851694696e-08,0.00022670718681183644,0.12852412462234497,7.754388207104057e-06,4.850791096687317,0.7254151254892349,0.5204347372055054,8.0
8,128,10.0,above,8,linear,lowrank_spectral,32,5.0,6.286290254618396e-14,6.286290254618396e-14,2.324876362536088e-07,5.483030885876025e-13,1.5993587097057338e-11,0.0,0.04623635299503803,1.1772971220125328e-06,8.0
8,128,10.0,above,8,softmax_scalar,lowrank_spectral,32,5.0,7.4400131779839285e-06,7.4400131779839285e-06,0.0026148181641474366,0.36802035570144653,0.0006033587123965845,4.850793242454529,0.046330095268785954,1.1858319339808077e-06,8.0
8,128,10.0,above,8,signed_relu_scalar,lowrank_spectral,32,5.0,6.548612631438085e-14,6.548612631438085e-14,2.3614589039766543e-07,5.962758227711501e-13,1.883801621638259e-11,1.9372012615203857,0.04626826103776693,1.18320917863457e-06,8.0
8,128,10.0,above,8,softmax_vector_full,lowrank_spectral,32,5.0,4.6607414816435266e-08,4.6607414816435266e-08,0.00022695500592817552,2.7420248443377204e-05,8.08167465038423e-06,4.85079038143158,0.04615570604801178,1.1799640446952253e-06,8.0
8,128,10.0,above,8,softmax_vector_projected,lowrank_spectral,32,5.0,4.6391679831003785e-08,4.6391679831003785e-08,0.00022609838561038487,2.7237988888373366e-05,7.804069809935754e-06,4.850788474082947,0.04615893494337797,1.1999460411971086e-06,8.0
8,128,100.0,below,4,linear,scalar_opt,32,5.0,0.7017349153757095,0.7017349153757095,0.8201989084482193,0.9233167171478271,651.7757110595703,0.0,0.03190235514193773,0.9812512546777725,0.0
8,128,100.0,below,4,softmax_scalar,scalar_opt,32,5.0,0.7083062678575516,0.7083062678575516,0.8302950859069824,0.975409984588623,653.5101318359375,4.851698160171509,0.03201540187001228,0.9812450557947159,0.0
8,128,100.0,below,4,signed_relu_scalar,scalar_opt,32,5.0,0.6964095085859299,0.6964095085859299,0.816489577293396,0.9315714091062546,635.8050537109375,3.874196946620941,0.031896695494651794,0.9813371449708939,0.0
8,128,100.0,below,4,softmax_vector_full,scalar_opt,32,5.0,0.08880271576344967,0.08880271576344967,0.2787202075123787,0.6554179936647415,0.0006607509567402303,4.851696610450745,0.031894028186798096,0.981150358915329,0.0
8,128,100.0,below,4,softmax_vector_projected,scalar_opt,32,5.0,0.7014589160680771,0.7014589160680771,0.8204429745674133,0.9283604174852371,639.4604187011719,4.851697325706482,0.03199792932718992,0.9810910671949387,0.0
8,128,100.0,below,4,linear,jacobi,32,5.0,0.8766563087701797,0.8766563087701797,0.8946214914321899,0.7322033047676086,610.3807220458984,0.0,0.7250578254461288,0.5217056125402451,8.0
8,128,100.0,below,4,softmax_scalar,jacobi,32,5.0,0.8482720106840134,0.8482720106840134,0.8804943263530731,0.7844164222478867,633.5201873779297,4.85169792175293,0.7252254635095596,0.5195509344339371,8.0
8,128,100.0,below,4,signed_relu_scalar,jacobi,32,5.0,0.8599189817905426,0.8599189817905426,0.8929742872714996,0.7285848408937454,632.1287689208984,3.8743327856063843,0.7245057672262192,0.5208017826080322,8.0
8,128,100.0,below,4,softmax_vector_full,jacobi,32,5.0,2.0189208527199298e-07,2.0189208527199298e-07,0.0004630596813512966,0.27901074290275574,6.189669988998503e-06,4.851697564125061,0.725206047296524,0.5208529829978943,8.0
8,128,100.0,below,4,softmax_vector_projected,jacobi,32,5.0,0.8631814271211624,0.8631814271211624,0.8924441635608673,0.7382475435733795,629.8227844238281,4.851697683334351,0.7240078151226044,0.5223281234502792,8.0
8,128,100.0,below,4,linear,lowrank_spectral,32,5.0,0.974332720041275,0.974332720041275,0.9437829107046127,0.9713898152112961,664.2188415527344,0.0,0.03210091311484575,0.9810574650764465,4.0
8,128,100.0,below,4,softmax_scalar,lowrank_spectral,32,5.0,0.9345156401395798,0.9345156401395798,0.9300646930932999,0.7488951086997986,677.0877075195312,4.851697325706482,0.03199309855699539,0.9811653643846512,4.0
8,128,100.0,below,4,signed_relu_scalar,lowrank_spectral,32,5.0,0.9601420015096664,0.9601420015096664,0.9275666922330856,0.957642450928688,671.0211486816406,3.874740779399872,0.032003127969801426,0.9811286181211472,4.0
8,128,100.0,below,4,softmax_vector_full,lowrank_spectral,32,5.0,0.03915450535714626,0.03915450535714626,0.16345969215035439,0.21971448883414268,0.0006858998967800289,4.851696491241455,0.0318435188382864,0.9812679141759872,4.0
8,128,100.0,below,4,softmax_vector_projected,lowrank_spectral,32,5.0,0.957481786608696,0.957481786608696,0.9277277439832687,0.9542003124952316,658.70458984375,4.851696968078613,0.03196863643825054,0.9812681525945663,4.0
8,128,100.0,at,8,linear,scalar_opt,32,5.0,0.08910171873867512,0.08910171873867512,0.28212829679250717,0.6424920558929443,4.876836521422456e-11,0.0,0.032089317217469215,0.9811647981405258,0.0
8,128,100.0,at,8,softmax_scalar,scalar_opt,32,5.0,0.153201375156641,0.153201375156641,0.3698738217353821,0.7012356668710709,0.11037638410925865,4.8495506048202515,0.031976248137652874,0.981229767203331,0.0
8,128,100.0,at,8,signed_relu_scalar,scalar_opt,32,5.0,0.08754541538655758,0.08754541538655758,0.2786160409450531,0.6550749242305756,4.44757199818957e-11,3.874014675617218,0.03200877457857132,0.9811688661575317,0.0
8,128,100.0,at,8,softmax_vector_full,scalar_opt,32,5.0,0.11385560967028141,0.11385560967028141,0.30982258915901184,0.6507714688777924,0.0208772043697536,4.849555730819702,0.03198154177516699,0.9812290966510773,0.0
8,128,100.0,at,8,softmax_vector_projected,scalar_opt,32,5.0,0.12257650308310986,0.12257650308310986,0.3137918636202812,0.6641522943973541,0.026828628964722157,4.849543333053589,0.031861928291618824,0.981294795870781,0.0
8,128,100.0,at,8,linear,jacobi,32,5.0,1.2102104190200684e-13,1.2102104190200684e-13,3.0154032515383733e-07,0.27124765515327454,2.4446332111405233e-11,0.0,0.7262041568756104,0.5199934095144272,8.0
8,128,100.0,at,8,softmax_scalar,jacobi,32,5.0,0.00012117558617319446,0.00012117558617319446,0.010219846852123737,0.5355177372694016,0.0006929110095370561,4.8495471477508545,0.7249190658330917,0.5202517211437225,8.0
8,128,100.0,at,8,signed_relu_scalar,jacobi,32,5.0,1.8945457521042132e-13,1.8945457521042132e-13,3.1937437938722724e-07,0.28093959391117096,2.5531666190958813e-11,3.8740955591201782,0.7242378741502762,0.5213951021432877,8.0
8,128,100.0,at,8,softmax_vector_full,jacobi,32,5.0,6.281851057110543e-07,6.281851057110543e-07,0.0008199016010621563,0.2805965319275856,3.901648233295418e-05,4.849553465843201,0.7251183688640594,0.5200753957033157,8.0
8,128,100.0,at,8,softmax_vector_projected,jacobi,32,5.0,6.374835095357412e-07,6.374835095357412e-07,0.0008184775069821626,0.29157106578350067,3.888622632075567e-05,4.849550843238831,0.7232204228639603,0.5219335556030273,8.0
8,128,100.0,at,8,linear,lowrank_spectral,32,5.0,1.0345953660570364e-13,1.0345953660570364e-13,2.9763862841036826e-07,4.778865833870299e-12,2.5034103262600027e-11,0.0,0.03196208085864782,1.817306269913388e-06,8.0
8,128,100.0,at,8,softmax_scalar,lowrank_spectral,32,5.0,0.0001261323159269523,0.0001261323159269523,0.01031683455221355,0.3636055663228035,0.0005559147975873202,4.849548935890198,0.03194316662847996,2.0045287953962543e-06,8.0
8,128,100.0,at,8,signed_relu_scalar,lowrank_spectral,32,5.0,1.0124478600599066e-13,1.0124478600599066e-13,2.9216227659389915e-07,3.861581952639692e-12,2.4548282677450128e-11,3.874662220478058,0.03194675873965025,1.7378069969709031e-06,8.0
8,128,100.0,at,8,softmax_vector_full,lowrank_spectral,32,5.0,6.5854676734034e-07,6.5854676734034e-07,0.0008329154952662066,0.00044880708446726203,3.855498925986467e-05,4.8495543003082275,0.032055439427495,1.87190457268116e-06,8.0
8,128,100.0,at,8,softmax_vector_projected,lowrank_spectral,32,5.0,6.207621794374063e-07,6.207621794374063e-07,0.0008092747448245063,0.0004721000441350043,3.8149920328578446e-05,4.849550127983093,0.03197267837822437,1.8424074710310379e-06,8.0
8,128,100.0,above,8,linear,scalar_opt,32,5.0,0.08742752857506275,0.08742752857506275,0.27750203013420105,0.6516237407922745,4.565280879026412e-11,0.0,0.032057986594736576,0.9811197072267532,0.0
8,128,100.0,above,8,softmax_scalar,scalar_opt,32,5.0,0.15406033769249916,0.15406033769249916,0.36697782576084137,0.7128941416740417,0.1116139255464077,4.850795745849609,0.032196756452322006,0.9811740219593048,0.0
8,128,100.0,above,8,signed_relu_scalar,scalar_opt,32,5.0,0.0912174042314291,0.0912174042314291,0.2825329974293709,0.6577232182025909,4.452976529178976e-11,1.9372496604919434,0.03174129780381918,0.981440007686615,0.0
8,128,100.0,above,8,softmax_vector_full,scalar_opt,32,5.0,0.0968308299779892,0.0968308299779892,0.2919941544532776,0.6448093801736832,0.003243355662561953,4.850792407989502,0.03200298547744751,0.9811076819896698,0.0
8,128,100.0,above,8,softmax_vector_projected,scalar_opt,32,5.0,0.09867579117417336,0.09867579117417336,0.29268988966941833,0.6588278412818909,0.0029785640072077513,4.85079038143158,0.031984858214855194,0.9812005311250687,0.0
8,128,100.0,above,8,linear,jacobi,32,5.0,2.8453191950987555e-13,2.8453191950987555e-13,3.1616318096894247e-07,0.2907544746994972,2.8952123250908235e-11,0.0,0.7248362153768539,0.5203122794628143,8.0
8,128,100.0,above,8,softmax_scalar,jacobi,32,5.0,0.00012223531666677445,0.00012223531666677445,0.010406964225694537,0.5290864855051041,0.000634387179161422,4.850791811943054,0.7257069051265717,0.5195615589618683,8.0
8,128,100.0,above,8,signed_relu_scalar,jacobi,32,5.0,1.6880071355995264e-13,1.6880071355995264e-13,3.133859962645147e-07,0.27856265008449554,2.6960719681085044e-11,1.9368487298488617,0.7253843247890472,0.5199435502290726,8.0
8,128,100.0,above,8,softmax_vector_full,jacobi,32,5.0,1.6570205119137427e-07,1.6570205119137427e-07,0.0004194631037535146,0.2981591373682022,9.602043746781419e-06,4.850790739059448,0.7241296917200089,0.5202037245035172,8.0
8,128,100.0,above,8,softmax_vector_projected,jacobi,32,5.0,1.602708223913396e-07,1.602708223913396e-07,0.00041051104199141264,0.2811518535017967,9.41849680202722e-06,4.850787401199341,0.7251742482185364,0.5210297107696533,8.0
8,128,100.0,above,8,linear,lowrank_spectral,32,5.0,1.0166149233472189e-13,1.0166149233472189e-13,2.93100342219077e-07,6.9736420414343026e-12,2.4196777827917293e-11,0.0,0.03209858853369951,1.9190260331924947e-06,8.0
8,128,100.0,above,8,softmax_scalar,lowrank_spectral,32,5.0,0.00012007760960841551,0.00012007760960841551,0.0101838787086308,0.35786307603120804,0.0005506964516825974,4.8507901430130005,0.03195742517709732,1.8238617940369295e-06,8.0
8,128,100.0,above,8,signed_relu_scalar,lowrank_spectral,32,5.0,1.0050095555302983e-13,1.0050095555302983e-13,2.9079972563295087e-07,8.294955325914566e-12,2.5054879178310063e-11,1.9372189939022064,0.03208489716053009,1.8246012416511803e-06,8.0
8,128,100.0,above,8,softmax_vector_full,lowrank_spectral,32,5.0,1.5791713536827956e-07,1.5791713536827956e-07,0.0004063062006025575,0.00011511205229908228,9.285148507842678e-06,4.850793480873108,0.03199147991836071,1.8830326098395744e-06,8.0
8,128,100.0,above,8,softmax_vector_projected,lowrank_spectral,32,5.0,1.5473982628577687e-07,1.5473982628577687e-07,0.0004039263440063223,0.00011595764408411924,9.17805527933524e-06,4.850789904594421,0.0319025032222271,1.8169499753639684e-06,8.0
8,128,1000.0,below,4,linear,scalar_opt,32,5.0,0.818450391292572,0.818450391292572,0.9106892347335815,0.9462478458881378,952.6669464111328,0.0,0.025064156856387854,0.9978701025247574,0.0
8,128,1000.0,below,4,softmax_scalar,scalar_opt,32,5.0,0.8340138047933578,0.8340138047933578,0.9348715990781784,0.9426547884941101,971.6620025634766,4.85193657875061,0.025145635474473238,0.9978496730327606,0.0
8,128,1000.0,below,4,signed_relu_scalar,scalar_opt,32,5.0,0.8222023248672485,0.8222023248672485,0.9088078439235687,0.9613519906997681,986.0785369873047,3.8734883666038513,0.02511893818154931,0.9978523850440979,0.0
8,128,1000.0,below,4,softmax_vector_full,scalar_opt,32,5.0,0.34295667707920074,0.34295667707920074,0.5797517150640488,0.7504310607910156,0.000647466309601441,4.851936459541321,0.02507042931392789,0.9978637993335724,0.0
8,128,1000.0,below,4,softmax_vector_projected,scalar_opt,32,5.0,0.8086940050125122,0.8086940050125122,0.9085742384195328,0.9382744878530502,929.1650695800781,4.851936101913452,0.025135133881121874,0.9978438764810562,0.0
8,128,1000.0,below,4,linear,jacobi,32,5.0,2.7878052592277527,2.7878052592277527,1.4948334097862244,1.7328980267047882,949.1280364990234,0.0,0.7288791984319687,0.5138120353221893,8.0
8,128,1000.0,below,4,softmax_scalar,jacobi,32,5.0,2.206786960363388,2.206786960363388,1.3510195910930634,0.9114560335874557,905.9975891113281,4.851936340332031,0.7287266850471497,0.5133908540010452,8.0
8,128,1000.0,below,4,signed_relu_scalar,jacobi,32,5.0,2.6940707564353943,2.6940707564353943,1.489989310503006,1.6727701723575592,921.7713623046875,3.874200463294983,0.7278848439455032,0.5142491459846497,8.0
8,128,1000.0,below,4,softmax_vector_full,jacobi,32,5.0,2.7812408376348685e-07,2.7812408376348685e-07,0.0005428504809970036,1.1951846182346344,1.7454547958095645e-06,4.85193657875061,0.7276355028152466,0.513985738158226,8.0
8,128,1000.0,below,4,softmax_vector_projected,jacobi,32,5.0,2.705853521823883,2.705853521823883,1.4945657849311829,1.6833231449127197,958.2243804931641,4.8519366979599,0.7270837128162384,0.5148582756519318,8.0
8,128,1000.0,below,4,linear,lowrank_spectral,32,5.0,2.9031174182891846,2.9031174182891846,1.5581808388233185,2.900954246520996,971.8639984130859,0.0,0.02505021682009101,0.9978650212287903,4.0
8,128,1000.0,below,4,softmax_scalar,lowrank_spectral,32,5.0,2.443191349506378,2.443191349506378,1.434030294418335,1.0542657375335693,969.1476287841797,4.85193657875061,0.025005013216286898,0.9978678375482559,4.0
8,128,1000.0,below,4,signed_relu_scalar,lowrank_spectral,32,5.0,2.8961105942726135,2.8961105942726135,1.5507385730743408,2.8958192467689514,971.8337249755859,3.874552845954895,0.025125548243522644,0.997857004404068,4.0
8,128,1000.0,below,4,softmax_vector_full,lowrank_spectral,32,5.0,0.1095118448138237,0.1095118448138237,0.2769576162099838,0.3007729649543762,0.0006922100728843361,4.851936340332031,0.02514995727688074,0.9978497624397278,4.0
8,128,1000.0,below,4,softmax_vector_projected,lowrank_spectral,32,5.0,2.686455488204956,2.686455488204956,1.5062949359416962,2.684029698371887,892.6357269287109,4.851936101913452,0.02509691845625639,0.9978576004505157,4.0
8,128,1000.0,at,8,linear,scalar_opt,32,5.0,0.33588238805532455,0.33588238805532455,0.5766191780567169,0.7436040043830872,1.1276536648896496e-10,0.0,0.025145464576780796,0.9978492259979248,0.0
8,128,1000.0,at,8,softmax_scalar,scalar_opt,32,5.0,0.333795465528965,0.333795465528965,0.5734977573156357,0.7326146960258484,0.12345855869352818,4.849545836448669,0.025028459262102842,0.9978652894496918,0.0
8,128,1000.0,at,8,signed_relu_scalar,scalar_opt,32,5.0,0.34254052489995956,0.34254052489995956,0.5790663212537766,0.7493562400341034,1.1678803930881276e-10,3.8744040727615356,0.02503459667786956,0.9978650510311127,0.0
8,128,1000.0,at,8,softmax_vector_full,scalar_opt,32,5.0,0.4325031563639641,0.4325031563639641,0.6408414840698242,0.7537368088960648,0.11024150811135769,4.8495482206344604,0.02511164778843522,0.9978596568107605,0.0
8,128,1000.0,at,8,softmax_vector_projected,scalar_opt,32,5.0,0.41353046149015427,0.41353046149015427,0.6298623085021973,0.7343120872974396,0.10304037295281887,4.8495495319366455,0.025108766742050648,0.9978518187999725,0.0
8,128,1000.0,at,8,linear,jacobi,32,5.0,4.76071439214909e-13,4.76071439214909e-13,5.157725837534599e-07,1.1438408195972443,3.797484635775783e-11,0.0,0.7290266901254654,0.5122126340866089,8.0
8,128,1000.0,at,8,softmax_scalar,jacobi,32,5.0,0.003057544701732695,0.003057544701732695,0.05160599295049906,0.6664759069681168,0.0006807117024436593,4.84954559803009,0.7269263863563538,0.5164206027984619,8.0
8,128,1000.0,at,8,signed_relu_scalar,jacobi,32,5.0,3.137440123240215e-13,3.137440123240215e-13,4.883100359620585e-07,1.1069166958332062,3.541033438692054e-11,3.87447988986969,0.7279037237167358,0.5137971490621567,8.0
8,128,1000.0,at,8,softmax_vector_full,jacobi,32,5.0,3.0857092951919185e-06,3.0857092951919185e-06,0.0018055938126053661,1.1510627269744873,4.634956076188246e-05,4.849549055099487,0.7259106636047363,0.5176705718040466,8.0
8,128,1000.0,at,8,softmax_vector_projected,jacobi,32,5.0,3.236065708733804e-06,3.236065708733804e-06,0.0018324706179555506,1.1812161207199097,4.4272554987401236e-05,4.849555253982544,0.7292290031909943,0.5127168148756027,8.0
8,128,1000.0,at,8,linear,lowrank_spectral,32,5.0,3.0945437320484617e-13,3.0945437320484617e-13,4.894146883316353e-07,2.1814243189588467e-09,4.153696050307465e-11,0.0,0.025059775914996862,3.896876751241507e-05,8.0
8,128,1000.0,at,8,softmax_scalar,lowrank_spectral,32,5.0,0.0030400052201002836,0.0030400052201002836,0.050932226702570915,0.3537067025899887,0.0005590641521848738,4.849557638168335,0.02518984442576766,3.820653637376381e-05,8.0
8,128,1000.0,at,8,signed_relu_scalar,lowrank_spectral,32,5.0,3.161638702578462e-13,3.161638702578462e-13,4.887446394263861e-07,2.3869797249886915e-09,3.6808344566763296e-11,3.874151647090912,0.025113497860729694,3.985619514423888e-05,8.0
8,128,1000.0,at,8,softmax_vector_full,lowrank_spectral,32,5.0,3.045592507078254e-06,3.045592507078254e-06,0.0017929062014445662,0.002653116767760366,4.397416068968596e-05,4.849562287330627,0.025253842119127512,3.879264932038495e-05,8.0
8,128,1000.0,at,8,softmax_vector_projected,lowrank_spectral,32,5.0,3.203261258022394e-06,3.203261258022394e-06,0.0018518264987505972,0.0026098888483829796,4.558760792860994e-05,4.849535226821899,0.024887801613658667,3.920235394616611e-05,8.0
8,128,1000.0,above,8,linear,scalar_opt,32,5.0,0.33367404341697693,0.33367404341697693,0.5740340054035187,0.7440580874681473,1.1318861646569811e-10,0.0,0.025106102228164673,0.9978653341531754,0.0
8,128,1000.0,above,8,softmax_scalar,scalar_opt,32,5.0,0.3378205820918083,0.3378205820918083,0.5808359831571579,0.7260233163833618,0.12165563181042671,4.85079026222229,0.02505185827612877,0.9978703856468201,0.0
8,128,1000.0,above,8,signed_relu_scalar,scalar_opt,32,5.0,0.3353697806596756,0.3353697806596756,0.5777395516633987,0.7471430152654648,1.2433564247626983e-10,1.9372338354587555,0.025138146709650755,0.9978484660387039,0.0
