K,M,cond,capacity,proj_rank,method,precond,depth,tau,z_mse_post,z_mse_true,z_rel_post,first_mse_post,last_grad_mse,attn_entropy,eta_mean,rho_mean,precond_rank
8,128,1000.0,above,8,softmax_vector_full,scalar_opt,32,5.0,0.3699367418885231,0.3699367418885231,0.6077582687139511,0.7269885838031769,0.018729572650045156,4.850788712501526,0.02506849030032754,0.9978623241186142,0.0
8,128,1000.0,above,8,softmax_vector_projected,scalar_opt,32,5.0,0.3564015254378319,0.3564015254378319,0.5984475463628769,0.7301035374403,0.014335421146824956,4.850793242454529,0.025201179552823305,0.9978564530611038,0.0
8,128,1000.0,above,8,linear,jacobi,32,5.0,4.663748025463856e-13,4.663748025463856e-13,5.125727824406567e-07,1.1652384996414185,3.9253618584755845e-11,0.0,0.7284153252840042,0.5141195356845856,8.0
8,128,1000.0,above,8,softmax_scalar,jacobi,32,5.0,0.0030316432821564376,0.0030316432821564376,0.05116860195994377,0.656871885061264,0.0006235667824512348,4.850788831710815,0.727706253528595,0.5163049846887589,8.0
8,128,1000.0,above,8,signed_relu_scalar,jacobi,32,5.0,5.082013436919115e-13,5.082013436919115e-13,5.05114513771332e-07,1.0902572870254517,3.525832837497633e-11,1.937699317932129,0.729653611779213,0.5126675963401794,8.0
8,128,1000.0,above,8,softmax_vector_full,jacobi,32,5.0,7.647499558061099e-07,7.647499558061099e-07,0.0009046511113410816,1.137298434972763,1.1348527550580911e-05,4.850791931152344,0.7296824157238007,0.5114861279726028,8.0
8,128,1000.0,above,8,softmax_vector_projected,jacobi,32,5.0,7.869418112704807e-07,7.869418112704807e-07,0.0009062530880328268,1.195427656173706,1.1269160950178048e-05,4.850789904594421,0.7282539159059525,0.5154925137758255,8.0
8,128,1000.0,above,8,linear,lowrank_spectral,32,5.0,3.1546535945569526e-13,3.1546535945569526e-13,4.921111269595713e-07,2.740449256410926e-09,3.953313284371651e-11,0.0,0.025098068173974752,4.183937744528521e-05,8.0
8,128,1000.0,above,8,softmax_scalar,lowrank_spectral,32,5.0,0.003118968685157597,0.003118968685157597,0.051349589601159096,0.3508862480521202,0.0005453413614304736,4.850787878036499,0.025038059800863266,3.833117079921067e-05,8.0
8,128,1000.0,above,8,signed_relu_scalar,lowrank_spectral,32,5.0,3.218135732397688e-13,3.218135732397688e-13,4.923189749206358e-07,2.09153055985567e-09,3.691228225854992e-11,1.937038093805313,0.025096827186644077,3.697878128150478e-05,8.0
8,128,1000.0,above,8,softmax_vector_full,lowrank_spectral,32,5.0,8.178593873253703e-07,8.178593873253703e-07,0.0009412908693775535,0.0006226537225302309,1.1301214499326306e-05,4.850794076919556,0.025127118453383446,3.727163129951805e-05,8.0
8,128,1000.0,above,8,softmax_vector_projected,lowrank_spectral,32,5.0,8.204259387412094e-07,8.204259387412094e-07,0.0009427219047211111,0.0006622899527428672,1.103415661418694e-05,4.85078763961792,0.024989847093820572,3.8885475078132004e-05,8.0
16,128,10.0,below,8,linear,scalar_opt,32,5.0,0.6260815262794495,0.6260815262794495,0.7744264006614685,0.7617388814687729,80.82236671447754,0.0,0.0839972123503685,0.8720033913850784,0.0
16,128,10.0,below,8,softmax_scalar,scalar_opt,32,5.0,0.6094556301832199,0.6094556301832199,0.7666864395141602,0.8911163508892059,80.39857292175293,4.851468801498413,0.0842888131737709,0.8715503960847855,0.0
16,128,10.0,below,8,signed_relu_scalar,scalar_opt,32,5.0,0.6366400271654129,0.6366400271654129,0.7806575745344162,0.7676333487033844,81.81147956848145,3.8740702867507935,0.08435225486755371,0.8714793622493744,0.0
16,128,10.0,below,8,softmax_vector_full,scalar_opt,32,5.0,4.7509338401141576e-05,4.7509338401141576e-05,0.005164373898878694,0.3702770173549652,2.7127646831104357e-06,4.851467251777649,0.08400149643421173,0.8720570057630539,0.0
16,128,10.0,below,8,softmax_vector_projected,scalar_opt,32,5.0,0.6379992961883545,0.6379992961883545,0.7830645143985748,0.7656044512987137,81.8367919921875,4.851468563079834,0.08397290296852589,0.8720380514860153,0.0
16,128,10.0,below,8,linear,jacobi,32,5.0,0.6186419278383255,0.6186419278383255,0.7779392153024673,0.6262338012456894,79.6653823852539,0.0,0.6039170026779175,0.7077209651470184,16.0
16,128,10.0,below,8,softmax_scalar,jacobi,32,5.0,0.6250739097595215,0.6250739097595215,0.7801563739776611,0.7900612056255341,80.37774467468262,4.851467967033386,0.6043415516614914,0.7081905007362366,16.0
16,128,10.0,below,8,signed_relu_scalar,jacobi,32,5.0,0.6423049569129944,0.6423049569129944,0.7773965001106262,0.6456475406885147,83.65489959716797,3.8741928339004517,0.6036777049303055,0.7090763747692108,16.0
16,128,10.0,below,8,softmax_vector_full,jacobi,32,5.0,8.022846387234495e-08,8.022846387234495e-08,0.00028702155395876616,0.22948622703552246,2.575295980022929e-06,4.851468205451965,0.6039348244667053,0.7092919200658798,16.0
16,128,10.0,below,8,softmax_vector_projected,jacobi,32,5.0,0.6183144301176071,0.6183144301176071,0.7767176032066345,0.6237779706716537,78.17115592956543,4.851468563079834,0.6032400876283646,0.70731620490551,16.0
16,128,10.0,below,8,linear,lowrank_spectral,32,5.0,0.7961617112159729,0.7961617112159729,0.8669500648975372,0.7942116856575012,93.4645824432373,0.0,0.08406950533390045,0.872152790427208,8.0
16,128,10.0,below,8,softmax_scalar,lowrank_spectral,32,5.0,0.7775901854038239,0.7775901854038239,0.8681408166885376,0.729167565703392,91.64488792419434,4.851467728614807,0.08430763147771358,0.8713130503892899,8.0
16,128,10.0,below,8,signed_relu_scalar,lowrank_spectral,32,5.0,0.7794550061225891,0.7794550061225891,0.8632259368896484,0.7763136178255081,90.37213325500488,3.874319076538086,0.08431538008153439,0.8717855513095856,8.0
16,128,10.0,below,8,softmax_vector_full,lowrank_spectral,32,5.0,1.9821063233393943e-05,1.9821063233393943e-05,0.0030628847307525575,0.10158794559538364,2.6205457288597245e-06,4.851469039916992,0.08412763848900795,0.87189681828022,8.0
16,128,10.0,below,8,softmax_vector_projected,lowrank_spectral,32,5.0,0.7721053808927536,0.7721053808927536,0.8664003014564514,0.7700502425432205,90.7745246887207,4.851468443870544,0.08431634679436684,0.8712918311357498,8.0
16,128,10.0,at,16,linear,scalar_opt,32,5.0,4.632495347323129e-05,4.632495347323129e-05,0.005243341554887593,0.3765617087483406,4.211583339019942e-12,0.0,0.08393383584916592,0.8723776936531067,0.0
16,128,10.0,at,16,softmax_scalar,scalar_opt,32,5.0,0.004554195562377572,0.004554195562377572,0.06177654955536127,0.5727293342351913,0.007062009535729885,4.850790739059448,0.0842310730367899,0.8714664131402969,0.0
16,128,10.0,at,16,signed_relu_scalar,scalar_opt,32,5.0,4.315838486945722e-05,4.315838486945722e-05,0.005093284300528467,0.3736985996365547,4.257747041221116e-12,3.87406849861145,0.08380289748311043,0.8720613569021225,0.0
16,128,10.0,at,16,softmax_vector_full,scalar_opt,32,5.0,4.688939043262508e-05,4.688939043262508e-05,0.005199664505198598,0.3784521147608757,3.3593537978049426e-06,4.850789785385132,0.08409539051353931,0.8718860894441605,0.0
16,128,10.0,at,16,softmax_vector_projected,scalar_opt,32,5.0,4.623409222404007e-05,4.623409222404007e-05,0.005204091663472354,0.36969950050115585,3.371386128492304e-06,4.850789546966553,0.0839498732239008,0.8719312101602554,0.0
16,128,10.0,at,16,linear,jacobi,32,5.0,4.934853775617754e-10,4.934853775617754e-10,9.481669167143991e-06,0.225477896630764,4.2504415785626914e-12,0.0,0.6043889969587326,0.7081728130578995,16.0
16,128,10.0,at,16,softmax_scalar,jacobi,32,5.0,0.00011779253509303089,0.00011779253509303089,0.009981292532756925,0.5769529640674591,0.0010400499741081148,4.850791931152344,0.6037270575761795,0.7083710432052612,16.0
16,128,10.0,at,16,signed_relu_scalar,jacobi,32,5.0,7.119825701229487e-10,7.119825701229487e-10,1.0684189192033955e-05,0.2261299267411232,4.0313555445259386e-12,3.874389886856079,0.6034147590398788,0.7096356749534607,16.0
16,128,10.0,at,16,softmax_vector_full,jacobi,32,5.0,8.120560757163275e-08,8.120560757163275e-08,0.00028956982714589685,0.2286476455628872,3.1680870620220958e-06,4.850790739059448,0.6045126616954803,0.7075965255498886,16.0
16,128,10.0,at,16,softmax_vector_projected,jacobi,32,5.0,8.154762554113404e-08,8.154762554113404e-08,0.0002920039987657219,0.22628822550177574,3.1675308491685428e-06,4.850789427757263,0.6043268591165543,0.7078833281993866,16.0
16,128,10.0,at,16,linear,lowrank_spectral,32,5.0,1.0017844945242865e-13,1.0017844945242865e-13,3.056476955975995e-07,1.87071235238645e-12,4.1537673908104145e-12,0.0,0.0841976460069418,2.833610324159963e-06,16.0
16,128,10.0,at,16,softmax_scalar,lowrank_spectral,32,5.0,2.4514584765711334e-05,2.4514584765711334e-05,0.004820313188247383,0.3606725260615349,0.00041771060205064714,4.850789904594421,0.08430488035082817,2.821613406922552e-06,16.0
16,128,10.0,at,16,signed_relu_scalar,lowrank_spectral,32,5.0,1.0077476911762515e-13,1.0077476911762515e-13,3.060698290369146e-07,1.853353570873545e-12,4.033105772092982e-12,3.8741578459739685,0.08429749123752117,2.821081238835177e-06,16.0
16,128,10.0,at,16,softmax_vector_full,lowrank_spectral,32,5.0,8.09182836292166e-08,8.09182836292166e-08,0.00029027591517660767,4.579809865390416e-05,3.1477244419875205e-06,4.8507914543151855,0.08435172401368618,2.855646243915544e-06,16.0
16,128,10.0,at,16,softmax_vector_projected,lowrank_spectral,32,5.0,8.139194385137216e-08,8.139194385137216e-08,0.00029059093503747135,4.605423782777507e-05,3.1711471706330485e-06,4.850789189338684,0.08383066207170486,2.8552507842505293e-06,16.0
16,128,10.0,above,16,linear,scalar_opt,32,5.0,4.169756357441656e-05,4.169756357441656e-05,0.0050870932172983885,0.3650323301553726,3.932105834512922e-12,0.0,0.08421947248280048,0.8717109113931656,0.0
16,128,10.0,above,16,softmax_scalar,scalar_opt,32,5.0,0.004537061555311084,0.004537061555311084,0.06185648310929537,0.5786252468824387,0.007002520491369069,4.851410269737244,0.08404436148703098,0.8715097904205322,0.0
16,128,10.0,above,16,signed_relu_scalar,scalar_opt,32,5.0,4.160060780122876e-05,4.160060780122876e-05,0.004983133636415005,0.3707212805747986,4.161999412645445e-12,1.9372394382953644,0.08423522673547268,0.8716210126876831,0.0
16,128,10.0,above,16,softmax_vector_full,scalar_opt,32,5.0,4.263619121047668e-05,4.263619121047668e-05,0.005160202854312956,0.3695899695158005,8.276900445025603e-07,4.851410269737244,0.08390602096915245,0.8719368427991867,0.0
16,128,10.0,above,16,softmax_vector_projected,scalar_opt,32,5.0,4.28187731813523e-05,4.28187731813523e-05,0.005152571480721235,0.3659082129597664,8.404777531723084e-07,4.8514097929000854,0.083939703181386,0.8722998052835464,0.0
16,128,10.0,above,16,linear,jacobi,32,5.0,5.056315158236124e-10,5.056315158236124e-10,1.0017993417932303e-05,0.23190851509571075,4.164204246183412e-12,0.0,0.6034068763256073,0.7094231843948364,16.0
16,128,10.0,above,16,softmax_scalar,jacobi,32,5.0,0.0001236320113093825,0.0001236320113093825,0.010043065762147307,0.5880742371082306,0.0010515580652281642,4.851410269737244,0.6043893843889236,0.7079778611660004,16.0
16,128,10.0,above,16,signed_relu_scalar,jacobi,32,5.0,4.599683203765359e-10,4.599683203765359e-10,9.499843827143195e-06,0.22596333920955658,4.198812087949366e-12,1.9372047185897827,0.6041054576635361,0.7077153325080872,16.0
16,128,10.0,above,16,softmax_vector_full,jacobi,32,5.0,2.0348736917696897e-08,2.0348736917696897e-08,0.00014539316180162132,0.22807732596993446,7.830666106656281e-07,4.85141122341156,0.6059304028749466,0.7069435119628906,16.0
16,128,10.0,above,16,softmax_vector_projected,jacobi,32,5.0,2.101605645066229e-08,2.101605645066229e-08,0.00014778339755139314,0.22669538110494614,7.979003413538521e-07,4.851409673690796,0.6027906984090805,0.7080430835485458,16.0
16,128,10.0,above,16,linear,lowrank_spectral,32,5.0,1.006694930866768e-13,1.006694930866768e-13,3.0403536044332213e-07,1.958815650914686e-12,4.245947668977956e-12,0.0,0.08420647494494915,2.8301250267759315e-06,16.0
16,128,10.0,above,16,softmax_scalar,lowrank_spectral,32,5.0,2.4467014554829802e-05,2.4467014554829802e-05,0.004859998822212219,0.35566215962171555,0.00040658883517608047,4.851410508155823,0.08445579372346401,2.825481885793124e-06,16.0
16,128,10.0,above,16,signed_relu_scalar,lowrank_spectral,32,5.0,1.0247188941294155e-13,1.0247188941294155e-13,3.061722537722744e-07,1.9345448637117513e-12,4.125294832298121e-12,1.9370988607406616,0.08388689905405045,2.827005118888337e-06,16.0
16,128,10.0,above,16,softmax_vector_full,lowrank_spectral,32,5.0,2.035553503532128e-08,2.035553503532128e-08,0.00014607231787522323,1.1361192946424126e-05,7.878338976752275e-07,4.851410150527954,0.08394366316497326,2.85185768689189e-06,16.0
16,128,10.0,above,16,softmax_vector_projected,lowrank_spectral,32,5.0,2.0338410511300253e-08,2.0338410511300253e-08,0.00014535828449879773,1.1224775789742125e-05,7.697525887806478e-07,4.851409673690796,0.08414402417838573,2.8486198857535783e-06,16.0
16,128,100.0,below,8,linear,scalar_opt,32,5.0,0.8084683269262314,0.8084683269262314,0.8905315697193146,0.9180505722761154,152.88016891479492,0.0,0.056021006777882576,0.9835659563541412,0.0
16,128,100.0,below,8,softmax_scalar,scalar_opt,32,5.0,0.7480075806379318,0.7480075806379318,0.860164225101471,0.9631858170032501,157.29273986816406,4.851834416389465,0.056246147491037846,0.9835032075643539,0.0
16,128,100.0,below,8,signed_relu_scalar,scalar_opt,32,5.0,0.8165742009878159,0.8165742009878159,0.8931760489940643,0.9204844385385513,154.4107894897461,3.874451458454132,0.05621463060379028,0.9835577011108398,0.0
16,128,100.0,below,8,softmax_vector_full,scalar_opt,32,5.0,0.06882624141871929,0.06882624141871929,0.25137465447187424,0.6171156167984009,5.602537021331955e-05,4.851834058761597,0.05609925836324692,0.9835133105516434,0.0
16,128,100.0,below,8,softmax_vector_projected,scalar_opt,32,5.0,0.8208616673946381,0.8208616673946381,0.8903247565031052,0.9279828667640686,156.05137634277344,4.851835012435913,0.05591069161891937,0.9834835082292557,0.0
16,128,100.0,below,8,linear,jacobi,32,5.0,1.09212926030159,1.09212926030159,1.0145525336265564,0.7998281717300415,145.05893325805664,0.0,0.6052291989326477,0.7057492733001709,16.0
16,128,100.0,below,8,softmax_scalar,jacobi,32,5.0,1.0777446329593658,1.0777446329593658,1.011512666940689,0.8174233734607697,148.1098289489746,4.851834058761597,0.6061175316572189,0.7053295373916626,16.0
16,128,100.0,below,8,signed_relu_scalar,jacobi,32,5.0,1.0836637616157532,1.0836637616157532,1.0131670236587524,0.7888343185186386,145.10723114013672,3.874561846256256,0.6052135825157166,0.706291913986206,16.0
16,128,100.0,below,8,softmax_vector_full,jacobi,32,5.0,9.129008837760466e-08,9.129008837760466e-08,0.0003043171891476959,0.39758577197790146,8.871168972746091e-07,4.851834297180176,0.6057460755109787,0.7055492252111435,16.0
16,128,100.0,below,8,softmax_vector_projected,jacobi,32,5.0,1.1036476790904999,1.1036476790904999,1.0252801775932312,0.7980821132659912,149.3665008544922,4.851834535598755,0.6054458469152451,0.706724151968956,16.0
16,128,100.0,below,8,linear,lowrank_spectral,32,5.0,1.416389524936676,1.416389524936676,1.1507640779018402,1.3940472900867462,165.88995361328125,0.0,0.05606362037360668,0.9835831373929977,8.0
16,128,100.0,below,8,softmax_scalar,lowrank_spectral,32,5.0,1.3637647032737732,1.3637647032737732,1.1269224286079407,0.8215242773294449,165.3266258239746,4.851833820343018,0.05599135998636484,0.9835317730903625,8.0
16,128,100.0,below,8,signed_relu_scalar,lowrank_spectral,32,5.0,1.4213348031044006,1.4213348031044006,1.1542368531227112,1.4005221128463745,163.3058204650879,3.874517023563385,0.05609600618481636,0.9834840148687363,8.0
16,128,100.0,below,8,softmax_vector_full,lowrank_spectral,32,5.0,0.02213801583275199,0.02213801583275199,0.1197455357760191,0.1890636757016182,5.4076189371699e-05,4.851834297180176,0.05634920485317707,0.983445405960083,8.0
16,128,100.0,below,8,softmax_vector_projected,lowrank_spectral,32,5.0,1.4135729372501373,1.4135729372501373,1.155733585357666,1.3896442353725433,165.3242950439453,4.851834297180176,0.05612520594149828,0.983545795083046,8.0
16,128,100.0,at,16,linear,scalar_opt,32,5.0,0.06763484328985214,0.06763484328985214,0.2511538453400135,0.610890343785286,9.921041202107239e-12,0.0,0.05647199600934982,0.983369842171669,0.0
16,128,100.0,at,16,softmax_scalar,scalar_opt,32,5.0,0.15176218003034592,0.15176218003034592,0.38053419440984726,0.7151452302932739,0.03807811439037323,4.850790977478027,0.05617074202746153,0.983525738120079,0.0
16,128,100.0,at,16,signed_relu_scalar,scalar_opt,32,5.0,0.07038397714495659,0.07038397714495659,0.254022940993309,0.6211879253387451,1.0111972457288454e-11,3.874396026134491,0.056108586490154266,0.9834868460893631,0.0
16,128,100.0,at,16,softmax_vector_full,scalar_opt,32,5.0,0.07336238026618958,0.07336238026618958,0.26033830642700195,0.6092941910028458,0.00042262335773557425,4.850789666175842,0.05620667710900307,0.9835051149129868,0.0
16,128,100.0,at,16,softmax_vector_projected,scalar_opt,32,5.0,0.07388134300708771,0.07388134300708771,0.2606101930141449,0.610156238079071,0.0004346300775068812,4.850788235664368,0.0558993611484766,0.9836430549621582,0.0
16,128,100.0,at,16,linear,jacobi,32,5.0,1.3234436463394061e-09,1.3234436463394061e-09,1.5241457731463015e-05,0.3907361626625061,6.374483514821894e-12,0.0,0.6051898151636124,0.7065448760986328,16.0
16,128,100.0,at,16,softmax_scalar,jacobi,32,5.0,0.0005878229276277125,0.0005878229276277125,0.022949261125177145,0.6074286103248596,0.0011278715101070702,4.850790977478027,0.6053891628980637,0.7064881473779678,16.0
16,128,100.0,at,16,signed_relu_scalar,jacobi,32,5.0,1.4405842352349651e-09,1.4405842352349651e-09,1.5639152479707263e-05,0.39454177767038345,6.2852802389795626e-12,3.8747681975364685,0.6048777848482132,0.7056938111782074,16.0
16,128,100.0,at,16,softmax_vector_full,jacobi,32,5.0,2.5983803908502523e-07,2.5983803908502523e-07,0.0005163107707630843,0.4035680741071701,3.4768573300425487e-06,4.850788712501526,0.6039150357246399,0.7071040719747543,16.0
16,128,100.0,at,16,softmax_vector_projected,jacobi,32,5.0,2.571669597273285e-07,2.571669597273285e-07,0.0005113163933856413,0.3911319226026535,3.483704460904846e-06,4.850792169570923,0.6044925302267075,0.7063221484422684,16.0
16,128,100.0,at,16,linear,lowrank_spectral,32,5.0,1.91569525000157e-13,1.91569525000157e-13,4.136138471722006e-07,7.297032075803678e-11,7.132898330146353e-12,0.0,0.056013476103544235,1.4494526567432331e-05,16.0
16,128,100.0,at,16,softmax_scalar,lowrank_spectral,32,5.0,0.0003363154610269703,0.0003363154610269703,0.017514951527118683,0.361872136592865,0.00041120177775155753,4.850790500640869,0.056249531917274,1.3892311244489974e-05,16.0
16,128,100.0,at,16,signed_relu_scalar,lowrank_spectral,32,5.0,1.9518941516793835e-13,1.9518941516793835e-13,4.1610264389646545e-07,6.701306003165097e-11,7.204420220119356e-12,3.874638319015503,0.056187945418059826,1.3579373444372322e-05,16.0
16,128,100.0,at,16,softmax_vector_full,lowrank_spectral,32,5.0,2.566135464121544e-07,2.566135464121544e-07,0.0005088358739158139,0.00016000230243662372,3.5182412716494582e-06,4.850788831710815,0.056004127487540245,1.3581860685007996e-05,16.0
16,128,100.0,at,16,softmax_vector_projected,lowrank_spectral,32,5.0,2.5567251071834107e-07,2.5567251071834107e-07,0.0005150507495272905,0.0001595636895217467,3.461092433099111e-06,4.850791335105896,0.05620569549500942,1.3870611610400374e-05,16.0
16,128,100.0,above,16,linear,scalar_opt,32,5.0,0.0704165119677782,0.0704165119677782,0.2548780031502247,0.6144044250249863,1.0655596197062245e-11,0.0,0.056093948893249035,0.9834573715925217,0.0
16,128,100.0,above,16,softmax_scalar,scalar_opt,32,5.0,0.1481744796037674,0.1481744796037674,0.37652574479579926,0.7111697643995285,0.038251424208283424,4.851409912109375,0.05590677447617054,0.9836579859256744,0.0
16,128,100.0,above,16,signed_relu_scalar,scalar_opt,32,5.0,0.07052390091121197,0.07052390091121197,0.255854569375515,0.616293415427208,9.901857979388584e-12,1.9371275305747986,0.056226241402328014,0.9834941029548645,0.0
16,128,100.0,above,16,softmax_vector_full,scalar_opt,32,5.0,0.06989891082048416,0.06989891082048416,0.2548961490392685,0.6081027090549469,8.806833648122847e-05,4.8514100313186646,0.05603631865233183,0.9836017936468124,0.0
16,128,100.0,above,16,softmax_vector_projected,scalar_opt,32,5.0,0.07391657866537571,0.07391657866537571,0.25957949459552765,0.6238854378461838,0.00010373899567639455,4.851408958435059,0.05580614972859621,0.9836054295301437,0.0
16,128,100.0,above,16,linear,jacobi,32,5.0,1.4272165671513903e-09,1.4272165671513903e-09,1.595376011209737e-05,0.39945511519908905,6.343529000696346e-12,0.0,0.6046285331249237,0.7069808393716812,16.0
16,128,100.0,above,16,softmax_scalar,jacobi,32,5.0,0.00059488121769391,0.00059488121769391,0.023011775221675634,0.6073018908500671,0.0011249383096583188,4.851410746574402,0.6061079949140549,0.7057162523269653,16.0
16,128,100.0,above,16,signed_relu_scalar,jacobi,32,5.0,1.4897346134468137e-09,1.4897346134468137e-09,1.590461215528194e-05,0.39906514436006546,6.980295464906194e-12,1.9372571408748627,0.6059960573911667,0.7058979570865631,16.0
16,128,100.0,above,16,softmax_vector_full,jacobi,32,5.0,6.582196299120824e-08,6.582196299120824e-08,0.0002588624192867428,0.4009508714079857,8.713429622275726e-07,4.851409554481506,0.6052152216434479,0.7064516097307205,16.0
16,128,100.0,above,16,softmax_vector_projected,jacobi,32,5.0,6.778610384117201e-08,6.778610384117201e-08,0.00026501309912418947,0.39394649118185043,9.037151897928197e-07,4.851409196853638,0.6051045060157776,0.7056559175252914,16.0
16,128,100.0,above,16,linear,lowrank_spectral,32,5.0,1.8827614570475146e-13,1.8827614570475146e-13,4.141582792271947e-07,6.438554203680447e-11,6.646461592901831e-12,0.0,0.05637209955602884,1.3772145393886603e-05,16.0
16,128,100.0,above,16,softmax_scalar,lowrank_spectral,32,5.0,0.0003452602250035852,0.0003452602250035852,0.01767678651958704,0.3650541603565216,0.0004032055876450613,4.851410865783691,0.056248377077281475,1.4282128177001141e-05,16.0
16,128,100.0,above,16,signed_relu_scalar,lowrank_spectral,32,5.0,1.8758867682410092e-13,1.8758867682410092e-13,4.1339082201830024e-07,7.065095383729236e-11,6.936501720233856e-12,1.937061607837677,0.05608575791120529,1.4545033536705887e-05,16.0
16,128,100.0,above,16,softmax_vector_full,lowrank_spectral,32,5.0,6.213179659653179e-08,6.213179659653179e-08,0.0002543234149925411,3.823862789431587e-05,8.54743817058079e-07,4.851409077644348,0.05594481434673071,1.4521276170853525e-05,16.0
16,128,100.0,above,16,softmax_vector_projected,lowrank_spectral,32,5.0,6.421903187003863e-08,6.421903187003863e-08,0.00025890815595630556,3.889025902026333e-05,8.798963477829602e-07,4.851409077644348,0.05602967645972967,1.4054494386073202e-05,16.0
16,128,1000.0,below,8,linear,scalar_opt,32,5.0,0.8376953303813934,0.8376953303813934,0.9384667426347733,0.9227960705757141,223.94453811645508,0.0,0.041721231304109097,0.9978991001844406,0.0
16,128,1000.0,below,8,softmax_scalar,scalar_opt,32,5.0,0.8343736231327057,0.8343736231327057,0.9392724633216858,0.9357740432024002,232.31988143920898,4.8519697189331055,0.04164747893810272,0.9978978186845779,0.0
16,128,1000.0,below,8,signed_relu_scalar,scalar_opt,32,5.0,0.8396504670381546,0.8396504670381546,0.945872113108635,0.9094726890325546,226.55322265625,3.874620199203491,0.041771276853978634,0.997894823551178,0.0
16,128,1000.0,below,8,softmax_vector_full,scalar_opt,32,5.0,0.26147278398275375,0.26147278398275375,0.5205080956220627,0.6861623972654343,5.334728575689951e-05,4.8519697189331055,0.04180478025227785,0.997883141040802,0.0
16,128,1000.0,below,8,softmax_vector_projected,scalar_opt,32,5.0,0.8270907402038574,0.8270907402038574,0.9410488903522491,0.9042300879955292,224.23398208618164,4.8519697189331055,0.041906931437551975,0.9978844225406647,0.0
16,128,1000.0,below,8,linear,jacobi,32,5.0,3.256968080997467,3.256968080997467,1.748505711555481,1.5786063075065613,210.82470321655273,0.0,0.6115519404411316,0.6955799609422684,16.0
16,128,1000.0,below,8,softmax_scalar,jacobi,32,5.0,2.632380247116089,2.632380247116089,1.5722904205322266,0.926186665892601,221.90440368652344,4.8519697189331055,0.6107629537582397,0.6958338022232056,16.0
16,128,1000.0,below,8,signed_relu_scalar,jacobi,32,5.0,3.325372040271759,3.325372040271759,1.7569327652454376,1.5914730727672577,212.37673568725586,3.8741719722747803,0.6111800521612167,0.6955651938915253,16.0
16,128,1000.0,below,8,softmax_vector_full,jacobi,32,5.0,1.1680132416813649e-07,1.1680132416813649e-07,0.0003498542428133078,1.2043789327144623,2.683763042909959e-07,4.851969480514526,0.6115391105413437,0.6947159320116043,16.0
16,128,1000.0,below,8,softmax_vector_projected,jacobi,32,5.0,3.250502824783325,3.250502824783325,1.7553761899471283,1.560815840959549,208.22851943969727,4.851969480514526,0.6105302572250366,0.6967627853155136,16.0
16,128,1000.0,below,8,linear,lowrank_spectral,32,5.0,4.278810977935791,4.278810977935791,1.9831945300102234,4.253524899482727,243.30471801757812,0.0,0.0416679959744215,0.9978929907083511,8.0
16,128,1000.0,below,8,softmax_scalar,lowrank_spectral,32,5.0,3.240082085132599,3.240082085132599,1.7583794295787811,1.2543975114822388,243.1100082397461,4.851969480514526,0.041707009077072144,0.9978935569524765,8.0
16,128,1000.0,below,8,signed_relu_scalar,lowrank_spectral,32,5.0,4.370831370353699,4.370831370353699,2.0021697282791138,4.347242474555969,247.19657516479492,3.8741859197616577,0.04188629984855652,0.9978813081979752,8.0
16,128,1000.0,below,8,softmax_vector_full,lowrank_spectral,32,5.0,0.05186888203024864,0.05186888203024864,0.19161828979849815,0.25709573552012444,5.2509602028294466e-05,4.851969599723816,0.041781830601394176,0.9978784918785095,8.0
16,128,1000.0,below,8,softmax_vector_projected,lowrank_spectral,32,5.0,4.373867392539978,4.373867392539978,1.967513620853424,4.348132371902466,251.45860290527344,4.8519697189331055,0.041844774037599564,0.9978772699832916,8.0
16,128,1000.0,at,16,linear,scalar_opt,32,5.0,0.2638619542121887,0.2638619542121887,0.5205622464418411,0.6909101754426956,2.2505000033673506e-11,0.0,0.04180959239602089,0.9978930652141571,0.0
16,128,1000.0,at,16,softmax_scalar,scalar_opt,32,5.0,0.32448572665452957,0.32448572665452957,0.5725696682929993,0.758185014128685,0.05072789452970028,4.850789427757263,0.04165579192340374,0.9978923499584198,0.0
16,128,1000.0,at,16,signed_relu_scalar,scalar_opt,32,5.0,0.26321523636579514,0.26321523636579514,0.5183199942111969,0.6909748911857605,2.0541218465758293e-11,3.8739585280418396,0.04183859657496214,0.9978926032781601,0.0
16,128,1000.0,at,16,softmax_vector_full,scalar_opt,32,5.0,0.27011024951934814,0.27011024951934814,0.5269335061311722,0.6814835071563721,0.0018954372208099812,4.850787997245789,0.04169236123561859,0.9978858977556229,0.0
16,128,1000.0,at,16,softmax_vector_projected,scalar_opt,32,5.0,0.27812016010284424,0.27812016010284424,0.53365558385849,0.6909759491682053,0.001985914394026622,4.850790500640869,0.04182961955666542,0.9978879690170288,0.0
16,128,1000.0,at,16,linear,jacobi,32,5.0,2.157590828222311e-09,2.157590828222311e-09,1.9514833184075542e-05,1.2483229041099548,9.55852562899151e-12,0.0,0.6107111275196075,0.6955124139785767,16.0
16,128,1000.0,at,16,softmax_scalar,jacobi,32,5.0,0.005614011199213564,0.005614011199213564,0.07395787723362446,0.7032201290130615,0.0010425882355775684,4.850788474082947,0.6104717254638672,0.6958558261394501,16.0
