step,variant,seed,n_context,train_mse,eta,beta,fixed_lengthscale
1,mismatched,0,12,0.20640143752098083,1.0795377492904663,0.11401116102933884,0.09000000357627869
100,mismatched,0,8,0.34044697880744934,2.0494272708892822,0.4050142765045166,0.09000000357627869
200,mismatched,0,9,0.3073846101760864,2.5860321521759033,0.6101285219192505,0.09000000357627869
300,mismatched,0,6,0.44724225997924805,2.809558391571045,0.6895612478256226,0.09000000357627869
400,mismatched,0,7,0.4168547987937927,2.7903976440429688,0.6728888154029846,0.09000000357627869
500,mismatched,0,10,0.31236234307289124,2.535654306411743,0.5992882251739502,0.09000000357627869
600,mismatched,0,6,0.49802130460739136,2.7639756202697754,0.6700270175933838,0.09000000357627869
700,mismatched,0,8,0.3333356976509094,2.6660256385803223,0.6305902600288391,0.09000000357627869
800,mismatched,0,9,0.29539281129837036,2.639627456665039,0.6166847944259644,0.09000000357627869
900,mismatched,0,9,0.3140092194080353,2.6475467681884766,0.6158475279808044,0.09000000357627869
1000,mismatched,0,10,0.2639114260673523,2.635951042175293,0.6191341280937195,0.09000000357627869
1100,mismatched,0,7,0.3869727849960327,2.694746971130371,0.6373313665390015,0.09000000357627869
1200,mismatched,0,6,0.47518059611320496,2.7390098571777344,0.6631209850311279,0.09000000357627869
1300,mismatched,0,10,0.2293601781129837,2.6198930740356445,0.6056039333343506,0.09000000357627869
1400,mismatched,0,16,0.12193356454372406,2.524351119995117,0.555828332901001,0.09000000357627869
1500,mismatched,0,12,0.2654120922088623,2.5979437828063965,0.5876843929290771,0.09000000357627869
1600,mismatched,0,14,0.1611202508211136,2.5612285137176514,0.5674037337303162,0.09000000357627869
1700,mismatched,0,9,0.3199771046638489,2.617290735244751,0.606007993221283,0.09000000357627869
1800,mismatched,0,8,0.354981005191803,2.6595215797424316,0.6240558624267578,0.09000000357627869
1900,mismatched,0,16,0.12505978345870972,2.5436649322509766,0.5521263480186462,0.09000000357627869
2000,mismatched,0,11,0.21022279560565948,2.6011128425598145,0.5959469676017761,0.09000000357627869
2100,mismatched,0,6,0.4659324586391449,2.7103805541992188,0.6534622311592102,0.09000000357627869
2200,mismatched,0,15,0.11891889572143555,2.5916614532470703,0.5749847888946533,0.09000000357627869
2300,mismatched,0,16,0.10763049125671387,2.551999092102051,0.5532422065734863,0.09000000357627869
2400,mismatched,0,8,0.32240891456604004,2.664398670196533,0.6293097138404846,0.09000000357627869
2500,mismatched,0,11,0.22829869389533997,2.637650966644287,0.6049537062644958,0.09000000357627869
2600,mismatched,0,8,0.29776766896247864,2.6627354621887207,0.6327824592590332,0.09000000357627869
2700,mismatched,0,16,0.14191117882728577,2.5511679649353027,0.5620849132537842,0.09000000357627869
2800,mismatched,0,13,0.1705010086297989,2.597618579864502,0.5763540267944336,0.09000000357627869
2900,mismatched,0,10,0.261640340089798,2.6250786781311035,0.6072255373001099,0.09000000357627869
3000,mismatched,0,10,0.23913753032684326,2.646939516067505,0.6084426045417786,0.09000000357627869
3100,mismatched,0,11,0.24492977559566498,2.6261186599731445,0.6063228249549866,0.09000000357627869
3200,mismatched,0,9,0.35854607820510864,2.672842502593994,0.6287649869918823,0.09000000357627869
3300,mismatched,0,9,0.3030517101287842,2.6378774642944336,0.6110445261001587,0.09000000357627869
3400,mismatched,0,16,0.11569200456142426,2.552346706390381,0.5564951300621033,0.09000000357627869
3500,mismatched,0,10,0.2778225243091583,2.5986146926879883,0.595357358455658,0.09000000357627869
3600,mismatched,0,13,0.20255804061889648,2.6069204807281494,0.5842665433883667,0.09000000357627869
3700,mismatched,0,9,0.28408950567245483,2.634951591491699,0.6160308718681335,0.09000000357627869
3800,mismatched,0,8,0.3493647575378418,2.632509708404541,0.6203790903091431,0.09000000357627869
3900,mismatched,0,7,0.36127418279647827,2.6822280883789062,0.6395303606987,0.09000000357627869
4000,mismatched,0,12,0.20654800534248352,2.5890250205993652,0.5833978652954102,0.09000000357627869
4100,mismatched,0,13,0.19125011563301086,2.589083194732666,0.5796043872833252,0.09000000357627869
4200,mismatched,0,9,0.2765124440193176,2.6491544246673584,0.6234033107757568,0.09000000357627869
4300,mismatched,0,16,0.13216261565685272,2.5710127353668213,0.5527949333190918,0.09000000357627869
4400,mismatched,0,12,0.19799360632896423,2.6304163932800293,0.5984222292900085,0.09000000357627869
4500,mismatched,0,8,0.36130934953689575,2.639359712600708,0.6255403757095337,0.09000000357627869
4600,mismatched,0,12,0.21862924098968506,2.6227335929870605,0.5936207175254822,0.09000000357627869
4700,mismatched,0,10,0.2527960240840912,2.6658828258514404,0.6207973957061768,0.09000000357627869
4800,mismatched,0,16,0.12254080921411514,2.5522212982177734,0.5446918606758118,0.09000000357627869
4900,mismatched,0,15,0.1358615756034851,2.5639405250549316,0.5658485889434814,0.09000000357627869
5000,mismatched,0,11,0.2547328472137451,2.5913615226745605,0.5877034664154053,0.09000000357627869
