variant,seed,depth,mse,se
mismatched,0,1,1.3754298686981201,0.012202140875160694
mismatched,0,2,0.7917249202728271,0.006931377109140158
mismatched,0,4,0.2991761863231659,0.002769648563116789
mismatched,0,8,0.25288206338882446,0.002834552200511098
mismatched,0,12,0.21091647446155548,0.0026762469206005335
mismatched,0,16,0.2107960283756256,0.0025937657337635756
mismatched,0,24,0.21044950187206268,0.002570005599409342
mismatched,0,32,0.21346628665924072,0.0026445419061928988
