seed,refinements,step,loss,energy,cvar,query,hb_step,hb_momentum
0,2,1,0.00023208624043036252,7.748282223474234e-05,0.0006982716149650514,1.4949094293115195e-05,0.40028300881385803,0.10018011182546616
0,2,100,0.00025940671912394464,8.622088353149593e-05,0.0008298250613734126,7.220819497888442e-06,0.4237343370914459,0.11689996719360352
0,2,200,9.722581307869405e-05,3.960615867981687e-05,0.00024072671658359468,9.474311809753999e-06,0.4458426237106323,0.1358935385942459
0,2,300,0.00010233413922833279,4.249669291311875e-05,0.0002656800497788936,6.701437996525783e-06,0.46746936440467834,0.15608102083206177
0,2,400,7.570792513433844e-05,2.8804766770917922e-05,0.00018924429605249316,9.054307156475261e-06,0.4866822361946106,0.17248393595218658
0,2,500,0.0015531163662672043,0.00030604988569393754,0.005310159642249346,0.000185034514288418,0.505906343460083,0.19542069733142853
0,2,600,8.593302482040599e-05,3.278362055425532e-05,0.00022554771567229182,8.03985858510714e-06,0.5157134532928467,0.20813149213790894
0,2,700,8.321762288687751e-05,2.9032915335847065e-05,0.00023229533690027893,7.725642717559822e-06,0.5236361622810364,0.2185768187046051
0,2,800,0.00013396084250416607,4.107620770810172e-05,0.0004235121887177229,8.182189048966393e-06,0.5267350673675537,0.2227969616651535
1,2,1,0.00021169247338548303,7.559657387901098e-05,0.000612142903264612,1.3667313396581449e-05,0.40028300881385803,0.10018011182546616
1,2,100,0.0002058516547549516,6.874650716781616e-05,0.0006544385687448084,6.217441296030302e-06,0.4259816110134125,0.11850897967815399
1,2,200,0.00019450004037935287,6.47594133624807e-05,0.0006041352753527462,8.913567398849409e-06,0.4481879770755768,0.1377047747373581
1,2,300,0.00011504914436955005,4.025429370813072e-05,0.00028325989842414856,1.81428713403875e-05,0.4652373492717743,0.15242347121238708
1,2,400,0.00013692585343960673,4.663489744416438e-05,0.0004200842813588679,6.274102361203404e-06,0.4799429178237915,0.16473600268363953
1,2,500,0.00010027331882156432,3.924206976080313e-05,0.0002844005939550698,4.151133452978684e-06,0.49163874983787537,0.17731280624866486
1,2,600,9.957948350347579e-05,3.715955244842917e-05,0.00029737429576925933,2.945078449556604e-06,0.5019716024398804,0.1904202103614807
1,2,700,0.00013335685071069747,4.300872751628049e-05,0.00042485594167374074,5.3769299483974464e-06,0.5138382315635681,0.20574328303337097
1,2,800,8.009265729924664e-05,2.861804205167573e-05,0.00018614881264511496,1.4244852536648978e-05,0.5267801284790039,0.2228340357542038
2,2,1,0.00014621122682001442,4.6354703954420984e-05,0.00032402569195255637,3.50513837474864e-05,0.40028300881385803,0.10018011182546616
2,2,100,0.0002847493451554328,8.690686081536114e-05,0.0008224007324315608,3.336234294692986e-05,0.4185773432254791,0.11279632896184921
2,2,200,0.0002649535599630326,9.340341784991324e-05,0.0008144601015374064,8.658115802973043e-06,0.43696722388267517,0.1281311959028244
2,2,300,0.0002666810469236225,7.920411735540256e-05,0.0009076013811863959,5.956638233328704e-06,0.45548275113105774,0.1453203409910202
2,2,400,0.00017036635836120695,5.403051181929186e-05,0.0005502725834958255,6.281321475398727e-06,0.47109249234199524,0.1595427244901657
2,2,500,8.094233635347337e-05,3.107870361418463e-05,0.00022580790391657501,4.702047590399161e-06,0.48338592052459717,0.1696176677942276
2,2,600,0.00012252737360540777,4.07792795158457e-05,0.00038724279147572815,4.299532065488165e-06,0.49178221821784973,0.17770008742809296
2,2,700,0.00012202829384477809,3.822056169155985e-05,0.00037810890353284776,8.185944352590013e-06,0.5011314153671265,0.18946543335914612
2,2,800,0.00013769575161859393,3.99232012568973e-05,0.0004085426335223019,1.6064022929640487e-05,0.5103198885917664,0.2012190967798233
