step,loss,task,train_context,eval_context,depth,d_model,heads,shared,normalize_attention,share_qk,rich_mse,rich_mean_mse,rich_var_mse,rich_kappa,rich_resid_last,trainctx_mse,trainctx_mean_mse,trainctx_var_mse,trainctx_nll,trainctx_exact_nll,trainctx_coverage,trainctx_width,trainctx_exact_coverage,trainctx_exact_width,evalctx_mse,evalctx_mean_mse,evalctx_var_mse,evalctx_nll,evalctx_exact_nll,evalctx_coverage,evalctx_width,evalctx_exact_coverage,evalctx_exact_width
1,2.128519058227539,weak_inverse,32,128,4,128,4,1,0,0,0.02491147443652153,0.00233741058036685,0.0,3.7188076972961426,95.4468765258789,1.8722679018974304,1.8602891340851784,1.2582814991474152,1.8001329973340034,-0.20997283793985844,0.87255859375,4.22329306602478,0.953125,0.7785779125988483,1.8757413625717163,1.8305240124464035,1.304891511797905,1.8001178354024887,-0.48656258918344975,0.876953125,4.230313658714294,0.94970703125,0.5923218876123428
200,1.401234745979309,weak_inverse,32,128,4,128,4,1,0,0,0.03393353521823883,0.002376030897721648,0.0,3.7469143867492676,96.894287109375,0.9800226651132107,0.9366772398352623,1.089965634047985,1.3983802646398544,-0.2074275864288211,0.96337890625,4.050582528114319,0.94970703125,0.7782717347145081,1.025065891444683,0.9974408335983753,1.1607665196061134,1.4157555103302002,-0.4582688733935356,0.95751953125,4.093657463788986,0.95068359375,0.592679288238287
400,1.4466536045074463,weak_inverse,32,128,4,128,4,1,0,0,0.02289453148841858,0.002274847123771906,0.0,3.7209267616271973,92.61764526367188,0.9907394722104073,0.9459225051105022,0.5821033641695976,1.4135843813419342,-0.21140671567991376,0.927734375,3.4823330342769623,0.95361328125,0.785750724375248,0.9261044450104237,0.9059181474149227,0.6134763211011887,1.3671792075037956,-0.44720836635679007,0.93310546875,3.4975665509700775,0.94482421875,0.5925423912703991
600,1.1728626489639282,weak_inverse,32,128,4,128,4,1,0,0,0.025646572932600975,0.0021321666426956654,0.0,3.6714494228363037,118.22319030761719,0.5402120444923639,0.5007318574935198,0.1443584505468607,1.1178187653422356,-0.19481962034478784,0.91064453125,2.4902085959911346,0.9462890625,0.7839159034192562,0.3649966325610876,0.344218285754323,0.16355576552450657,0.9027543067932129,-0.46034648455679417,0.9638671875,2.522317051887512,0.953125,0.5929344147443771
800,0.927142322063446,weak_inverse,32,128,4,128,4,1,0,0,0.026950635015964508,0.0023506616707891226,0.0,3.7071757316589355,105.73320007324219,0.3979925084859133,0.3637268729507923,0.10562293510884047,0.9449634999036789,-0.20011829491704702,0.93603515625,2.332502707839012,0.95458984375,0.7842572182416916,0.20505174528807402,0.18523237761110067,0.11827552504837513,0.6787309683859348,-0.4832606576383114,0.986328125,2.3432931154966354,0.95068359375,0.5926626436412334
1000,0.8466055989265442,weak_inverse,32,128,4,128,4,1,0,0,0.028937697410583496,0.002690175548195839,0.0,3.7027440071105957,96.06988525390625,0.42192282527685165,0.3973195441067219,0.11350349616259336,0.9656678698956966,-0.2095121187157929,0.93212890625,2.3593570590019226,0.9521484375,0.781329121440649,0.20750657096505165,0.19246893003582954,0.10328130796551704,0.667936846613884,-0.48470539413392544,0.98486328125,2.2735863029956818,0.9521484375,0.5928509160876274
1200,0.9697204232215881,weak_inverse,32,128,4,128,4,1,0,0,0.025023585185408592,0.004159706179052591,0.0,3.75022292137146,94.46573638916016,0.412972554564476,0.3652116749435663,0.21716461051255465,0.9487796649336815,-0.17676175525411963,0.95703125,2.5918916165828705,0.94140625,0.7829847186803818,0.17218583449721336,0.14946814440190792,0.10054266778752208,0.6070057898759842,-0.48087899200618267,0.99267578125,2.2309457808732986,0.955078125,0.5923671796917915
1400,1.023868441581726,weak_inverse,32,128,4,128,4,1,0,0,0.02051442302763462,0.0016883143689483404,0.0,3.6489787101745605,95.56969451904297,0.3821025434881449,0.3470658455044031,0.31693490594625473,0.9491944462060928,-0.21024943375959992,0.97998046875,2.9188415557146072,0.95263671875,0.7846787385642529,0.19269751012325287,0.16390132252126932,0.1945724692195654,0.7169713154435158,-0.46792507357895374,0.9951171875,2.6156052500009537,0.9541015625,0.592878270894289
1600,0.97798752784729,weak_inverse,32,128,4,128,4,1,0,0,0.02233470417559147,0.0021170792169868946,0.0,3.762691020965576,118.21589660644531,0.40637751668691635,0.3660908602178097,0.17098207212984562,0.9367202594876289,-0.21275488752871752,0.953125,2.500051811337471,0.95458984375,0.778324156999588,0.19353003054857254,0.17218638118356466,0.0838281661272049,0.6142045296728611,-0.4681819211691618,0.98779296875,2.143225997686386,0.9482421875,0.5924271196126938
1800,0.8339781761169434,weak_inverse,32,128,4,128,4,1,0,0,0.031403329223394394,0.002299331594258547,0.0,3.7142670154571533,116.51985931396484,0.3691183105111122,0.32531010545790195,0.10318615660071373,0.892392922192812,-0.16905676340684295,0.92138671875,2.1619531959295273,0.94091796875,0.7870991341769695,0.14565008040517569,0.12492399523034692,0.036472260020673275,0.4468199033290148,-0.4500999692827463,0.9765625,1.7287346795201302,0.9443359375,0.592473715543747
