step,seed,loss,tau,selected
1,0,0.26991406083106995,1.2495977052722038,19 63 0 42 30 53 9 15
100,0,0.2195894718170166,1.2104047321570373,30 45 61 18 0 37 53 26
200,0,0.21631892025470734,1.1720636925025194,32 44 20 57 0 28 36 24
300,0,0.18473899364471436,1.1349371518356002,32 19 44 63 0 36 28 24
400,0,0.20939914882183075,1.098986639426112,29 17 41 57 0 25 33 21
500,0,0.18757480382919312,1.0641749031509808,29 41 17 63 0 52 9 25
600,0,0.19073010981082916,1.0304658708933632,30 43 17 63 0 34 26 38
700,0,0.20099975168704987,0.9978246131645195,30 17 43 63 0 34 26 38
800,0,0.1830594539642334,0.9662173069096798,32 20 44 63 0 36 28 10
900,0,0.2107592523097992,0.9356112004604039,32 46 18 63 38 0 28 42
1000,0,0.2126084268093109,0.9059745795971195,30 43 18 63 0 53 9 34
1100,0,0.20367398858070374,0.8772767346866686,29 43 16 63 0 35 25 21
1200,0,0.19119396805763245,0.8494879288608139,30 44 16 63 0 36 26 53
1300,0,0.16240248084068298,0.822579367202728,30 45 16 36 63 0 26 22
1400,0,0.20733866095542908,0.7965231669095385,33 48 18 40 0 63 29 44
1500,0,0.20525670051574707,0.7712923284000122,32 45 18 63 0 36 28 40
1600,0,0.19703194499015808,0.7468607073374355,31 47 17 39 35 27 0 63
1700,0,0.20673806965351105,0.723202987538707,30 47 15 39 23 34 63 0
1800,0,0.19754505157470703,0.7002946547415665,25 48 11 37 18 63 29 33
1900,0,0.20499864220619202,0.6781119712027766,25 48 11 37 18 63 29 33
2000,0,0.184400737285614,0.6566319511009417,28 48 12 38 20 32 24 42
2100,0,0.1884649246931076,0.6358323367184706,26 48 11 37 18 31 41 22
2200,0,0.2053154706954956,0.6156915753780029,26 48 9 37 17 31 63 41
2300,0,0.19331641495227814,0.5961887971094048,26 48 10 37 18 63 32 41
2400,0,0.21123859286308289,0.5773037930241883,26 48 10 37 18 63 30 41
2500,0,0.19762396812438965,0.5590169943749475,25 48 9 37 17 63 29 33
2600,0,0.20447616279125214,0.5413094522781122,29 49 11 39 20 33 25 43
2700,0,0.19847312569618225,0.5241628180790088,30 48 12 39 21 34 26 43
2800,0,0.19350585341453552,0.5075593243388804,29 48 12 39 20 33 25 43
2900,0,0.20180942118167877,0.4914817664241675,30 13 47 38 21 34 26 42
3000,0,0.18374702334403992,0.47591348467896966,30 48 12 39 21 34 26 63
3100,0,0.1810930371284485,0.4608383471622164,26 48 10 37 18 30 63 22
3200,0,0.20224273204803467,0.44624073293165945,28 48 13 38 20 32 55 24
3300,0,0.19472384452819824,0.43210551585736423,28 48 12 38 20 63 32 24
3400,0,0.19045773148536682,0.4184180489479291,27 49 12 38 19 63 31 23
3500,0,0.19921597838401794,0.40516414917319066,29 48 12 39 20 33 25 43
3600,0,0.20508798956871033,0.3923300827676878,30 12 48 39 21 34 26 43
3700,0,0.20835906267166138,0.3799025509996571,30 13 45 22 38 3 63 34
3800,0,0.18513964116573334,0.3678686763908121,30 14 46 38 22 34 5 26
3900,0,0.18383479118347168,0.3562159893726279,29 47 13 38 21 33 25 42
4000,0,0.21281753480434418,0.3449324153653037,28 49 11 39 19 32 24 43
4100,0,0.20666922628879547,0.3340062622660164,31 12 48 21 40 35 27 5
4200,0,0.21706819534301758,0.32342620833349656,29 49 10 39 19 33 25 43
4300,0,0.19919897615909576,0.31318129045637755,27 49 10 38 18 31 23 42
4400,0,0.1966145783662796,0.3032608927931576,27 50 10 39 18 31 35 63
4500,0,0.19701054692268372,0.29365473577200474,27 50 10 39 18 31 35 63
4600,0,0.23110884428024292,0.2843528654390072,19 51 35 7 63 43 27 0
4700,0,0.24102458357810974,0.2753456431438301,20 51 36 8 63 28 44 24
4800,0,0.21907931566238403,0.26662373555209185,21 53 37 10 63 29 45 0
4900,0,0.20688682794570923,0.25817810497411076,22 52 37 11 63 44 29 33
5000,0,0.24785329401493073,0.25,23 53 38 12 63 31 46 0
