layer,R_spike,S_token_var,C_col_imbalance,gap,H_attn,H_query,spike_col_load,max_col_load,run_id,seed,norm,d_model,tau,eta,q_equals_k,use_mlp,residual,data_kind,steps
1,0.9876176118850708,1.4003431797027588,0.05938733369112015,0.0032401569187641144,1.0262094736099243,0.04463706910610199,1.0291194915771484,1.672122836112976,119,119001,unbalanced_sinkhorn,64,0.8,5.0,False,True,True,linear,300
2,0.9876176118850708,1.4003431797027588,0.05938733369112015,0.0032401569187641144,1.0262094736099243,0.04463706910610199,1.0291194915771484,1.672122836112976,119,119001,unbalanced_sinkhorn,64,0.8,5.0,False,True,True,linear,300
3,0.9876176118850708,1.4003431797027588,0.05938733369112015,0.0032401569187641144,1.0262094736099243,0.04463706910610199,1.0291194915771484,1.672122836112976,119,119001,unbalanced_sinkhorn,64,0.8,5.0,False,True,True,linear,300
4,0.9876176118850708,1.4003431797027588,0.05938733369112015,0.0032401569187641144,1.0262094736099243,0.04463706910610199,1.0291194915771484,1.672122836112976,119,119001,unbalanced_sinkhorn,64,0.8,5.0,False,True,True,linear,300
