layer,R_spike,S_token_var,C_col_imbalance,gap,H_attn,H_query,spike_col_load,max_col_load,run_id,seed,norm,d_model,tau,eta,q_equals_k,use_mlp,residual,data_kind,steps
1,0.9908154606819153,1.8366897106170654,0.29169678688049316,0.0012685507535934448,0.7057626247406006,0.039892859756946564,1.180856466293335,2.5356881618499756,93,93001,unbalanced_sinkhorn,32,0.2,0.2,False,True,True,linear,300
2,0.9908154606819153,1.8366897106170654,0.29169678688049316,0.0012685507535934448,0.7057626247406006,0.039892859756946564,1.180856466293335,2.5356881618499756,93,93001,unbalanced_sinkhorn,32,0.2,0.2,False,True,True,linear,300
3,0.9908154606819153,1.8366897106170654,0.29169678688049316,0.0012685507535934448,0.7057626247406006,0.039892859756946564,1.180856466293335,2.5356881618499756,93,93001,unbalanced_sinkhorn,32,0.2,0.2,False,True,True,linear,300
4,0.9908154606819153,1.8366897106170654,0.29169678688049316,0.0012685507535934448,0.7057626247406006,0.039892859756946564,1.180856466293335,2.5356881618499756,93,93001,unbalanced_sinkhorn,32,0.2,0.2,False,True,True,linear,300
