layer,R_spike,S_token_var,C_col_imbalance,gap,H_attn,H_query,spike_col_load,max_col_load,run_id,seed,norm,d_model,tau,eta,q_equals_k,use_mlp,residual,data_kind,steps
1,0.9617071747779846,1.6729775667190552,0.012662369757890701,0.003155190497636795,0.8383503556251526,0.10693812370300293,1.0520379543304443,1.320198893547058,95,95001,unbalanced_sinkhorn,32,0.2,5.0,False,True,True,linear,300
2,0.9617071747779846,1.6729775667190552,0.012662369757890701,0.003155190497636795,0.8383503556251526,0.10693812370300293,1.0520379543304443,1.320198893547058,95,95001,unbalanced_sinkhorn,32,0.2,5.0,False,True,True,linear,300
3,0.9617071747779846,1.6729775667190552,0.012662369757890701,0.003155190497636795,0.8383503556251526,0.10693812370300293,1.0520379543304443,1.320198893547058,95,95001,unbalanced_sinkhorn,32,0.2,5.0,False,True,True,linear,300
4,0.9617071747779846,1.6729775667190552,0.012662369757890701,0.003155190497636795,0.8383503556251526,0.10693812370300293,1.0520379543304443,1.320198893547058,95,95001,unbalanced_sinkhorn,32,0.2,5.0,False,True,True,linear,300
