step,loss,R_spike,S_token_var,C_col_imbalance,gap,H_attn,H_query,spike_col_load,max_col_load
1,4.408517837524414,0.02006423845887184,2.0734219551086426,0.051324162632226944,0.6971182264387608,3.788543462753296,3.844649076461792,1.0009291172027588,1.7555567026138306
4,3.907019853591919,0.03253430873155594,2.0672483444213867,0.05606435611844063,0.6880727671086788,3.7932333946228027,3.7969398498535156,1.0419297218322754,1.776119351387024
8,3.558382987976074,0.05142785981297493,2.093759536743164,0.05447818338871002,0.53416558355093,3.744424819946289,3.781198501586914,1.026649832725525,1.7877260446548462
12,3.2181994915008545,0.06611171364784241,2.098630666732788,0.06707152724266052,0.44723160937428474,3.6418697834014893,3.6462159156799316,0.9734794497489929,1.7709306478500366
16,2.6826155185699463,0.10990668833255768,2.251239538192749,0.10186591744422913,0.32311584800481796,3.4840586185455322,3.3855936527252197,1.1278637647628784,1.9653422832489014
20,2.349900007247925,0.13609296083450317,2.248335599899292,0.12589862942695618,0.2549282908439636,3.3230676651000977,3.2033674716949463,1.0610299110412598,2.0712180137634277
