step,seed,loss,tau,selected
1,3,0.4689590334892273,1.2495977052722038,25 24 26 23 22 27 21 28
100,3,0.37278103828430176,1.2104047321570373,34 27 33 35 32 36 31 37
200,3,0.3549507260322571,1.1720636925025194,34 24 42 35 36 33 37 32
300,3,0.28367307782173157,1.1349371518356002,29 41 20 30 31 32 33 34
400,3,0.3031193017959595,1.098986639426112,30 42 20 53 32 33 34 31
500,3,0.361894816160202,1.0641749031509808,28 42 56 18 0 63 35 32
600,3,0.2792932987213135,1.0304658708933632,28 40 18 52 33 34 32 35
700,3,0.26695215702056885,0.9978246131645195,28 41 17 52 38 37 39 36
800,3,0.3155715763568878,0.9662173069096798,27 40 52 17 63 36 37 38
900,3,0.29026535153388977,0.9356112004604039,23 48 34 58 14 41 40 42
1000,3,0.3070152699947357,0.9059745795971195,23 45 34 54 41 40 42 39
1100,3,0.30763834714889526,0.8772767346866686,25 41 50 33 15 39 40 38
1200,3,0.3144509792327881,0.8494879288608139,29 42 19 51 38 37 39 36
1300,3,0.28652244806289673,0.822579367202728,35 23 46 39 38 40 37 41
1400,3,0.3706148564815521,0.7965231669095385,31 42 21 36 35 37 34 38
1500,3,0.3422704339027405,0.7712923284000122,31 41 22 34 33 35 36 32
1600,3,0.36638182401657104,0.7468607073374355,33 23 43 35 36 34 37 38
1700,3,0.34316545724868774,0.723202987538707,30 43 21 36 35 37 34 38
1800,3,0.33654192090034485,0.7002946547415665,27 39 50 32 33 31 34 35
1900,3,0.2969549298286438,0.6781119712027766,26 38 49 33 34 35 36 32
2000,3,0.3487580418586731,0.6566319511009417,26 38 49 32 31 33 34 35
2100,3,0.34617170691490173,0.6358323367184706,24 46 34 35 36 37 33 38
2200,3,0.33100593090057373,0.6156915753780029,23 48 34 40 36 37 35 38
2300,3,0.3414272964000702,0.5961887971094048,25 45 34 33 35 36 32 37
2400,3,0.3258962631225586,0.5773037930241883,24 47 34 30 31 32 29 33
2500,3,0.32746514678001404,0.5590169943749475,25 47 35 30 31 29 32 33
2600,3,0.3519303798675537,0.5413094522781122,23 47 35 40 41 42 39 43
2700,3,0.32777178287506104,0.5241628180790088,22 48 35 38 39 40 37 41
2800,3,0.3404877185821533,0.5075593243388804,22 47 35 40 41 42 39 43
2900,3,0.3732166886329651,0.4914817664241675,44 21 33 41 42 40 43 39
3000,3,0.3406883776187897,0.47591348467896966,41 22 50 32 40 39 38 42
3100,3,0.36107856035232544,0.4608383471622164,44 22 34 39 40 38 41 37
3200,3,0.32580065727233887,0.44624073293165945,37 22 49 30 40 41 39 42
3300,3,0.31531381607055664,0.43210551585736423,34 21 47 39 40 38 41 42
3400,3,0.3513297438621521,0.4184180489479291,26 43 35 52 39 40 38 41
3500,3,0.34866803884506226,0.40516414917319066,21 50 33 42 32 31 34 35
3600,3,0.36110877990722656,0.3923300827676878,20 50 33 43 29 30 31 41
3700,3,0.3419148623943329,0.3799025509996571,19 45 32 41 42 40 43 39
3800,3,0.3449081480503082,0.3678686763908121,19 48 35 40 39 41 38 37
3900,3,0.3402896523475647,0.3562159893726279,19 43 31 52 42 41 40 39
4000,3,0.32512542605400085,0.3449324153653037,20 43 31 52 41 42 40 39
4100,3,0.33569538593292236,0.3340062622660164,20 47 33 42 43 44 45 41
4200,3,0.3810385465621948,0.32342620833349656,48 19 37 45 44 46 43 42
4300,3,0.3426749110221863,0.31318129045637755,45 19 33 53 47 46 48 44
4400,3,0.3436897099018097,0.3032608927931576,15 46 34 53 21 47 48 45
4500,3,0.3259882628917694,0.29365473577200474,46 19 34 53 47 48 45 49
4600,3,0.32482102513313293,0.2843528654390072,45 19 34 53 46 44 47 43
4700,3,0.33692386746406555,0.2753456431438301,43 23 35 52 42 41 40 44
4800,3,0.2990582585334778,0.26662373555209185,28 43 18 53 36 37 38 39
4900,3,0.3210684657096863,0.25817810497411076,26 39 50 18 29 30 28 31
5000,3,0.3025956153869629,0.25,26 39 18 50 29 30 31 28
