step,loss,task,train_context,eval_context,depth,d_model,heads,shared,normalize_attention,share_qk,rich_mse,rich_mean_mse,rich_var_mse,rich_kappa,rich_resid_last,trainctx_mse,trainctx_mean_mse,trainctx_var_mse,trainctx_nll,trainctx_exact_nll,trainctx_coverage,trainctx_width,trainctx_exact_coverage,trainctx_exact_width,evalctx_mse,evalctx_mean_mse,evalctx_var_mse,evalctx_nll,evalctx_exact_nll,evalctx_coverage,evalctx_width,evalctx_exact_coverage,evalctx_exact_width
1,1.9490851163864136,weak_inverse,16,128,16,128,4,1,0,0,0.023065796121954918,3.696453987345194e-08,0.0,3.7188076972961426,0.21783199906349182,1.7254676818847656,1.598890282213688,1.047528252005577,1.733065627515316,0.40378097258508205,0.890625,4.25920832157135,0.9580078125,1.5164108946919441,1.7259178459644318,1.6812217682600021,1.358471430838108,1.7310461848974228,-0.48656258918344975,0.89453125,4.273087948560715,0.94970703125,0.5923218876123428
200,1.3997485637664795,weak_inverse,16,128,16,128,4,1,0,0,0.028771311044692993,4.185198676509572e-08,0.0,3.7469143867492676,0.1764875203371048,0.9804080203175545,0.8290563374757767,0.8300996869802475,1.4048268273472786,0.42284753546118736,0.958984375,4.030817747116089,0.95556640625,1.5076797381043434,1.0249825417995453,0.9975494518876076,1.1695071086287498,1.422267459332943,-0.4582688733935356,0.95849609375,4.112939089536667,0.95068359375,0.592679288238287
400,1.5420459508895874,weak_inverse,16,128,16,128,4,1,0,0,0.02080671489238739,3.8625401543868065e-08,0.0,3.7209267616271973,0.16549447178840637,1.1128678619861603,0.9067752063274384,0.5525348670780659,1.481027565896511,0.4575970936566591,0.91357421875,3.668102279305458,0.94384765625,1.526621975004673,1.0370591469109058,1.0187329649925232,0.8109279945492744,1.424514926970005,-0.44720836635679007,0.9384765625,3.7416202276945114,0.94482421875,0.5925423912703991
600,1.3837002515792847,weak_inverse,16,128,16,128,4,1,0,0,0.023567404597997665,2.2380531206067644e-08,0.0,3.6714494228363037,0.29623568058013916,0.7867671102285385,0.6136252917349339,0.46545771323144436,1.2922193333506584,0.44415541365742683,0.95068359375,3.555638760328293,0.9443359375,1.5154658108949661,0.6339428015053272,0.6066105253994465,0.728412676602602,1.2043150067329407,-0.46034648455679417,0.970703125,3.648689940571785,0.953125,0.5929344147443771
800,1.2397024631500244,weak_inverse,16,128,16,128,4,1,0,0,0.024101020768284798,3.1436414360541676e-08,0.0,3.7071757316589355,0.17943760752677917,0.6090342085808516,0.46939617395401,0.2735837008804083,1.1678521558642387,0.4353619311004877,0.9521484375,3.2069778442382812,0.94873046875,1.5207424610853195,0.3415343388915062,0.3217635089531541,0.46848207525908947,0.977375578135252,-0.4832606576383114,0.9931640625,3.284347891807556,0.95068359375,0.5926626436412334
1000,1.0879793167114258,weak_inverse,16,128,16,128,4,1,0,0,0.026357516646385193,3.325176578528044e-08,0.0,3.7027440071105957,0.20058298110961914,0.573144918307662,0.4126972369849682,0.13395773759111762,1.128897562623024,0.4315268024802208,0.92578125,2.7284888327121735,0.9453125,1.523355782032013,0.28910204861313105,0.2734908554702997,0.3409239146858454,0.8873729482293129,-0.48470539413392544,0.994140625,3.025680646300316,0.9521484375,0.5928509160876274
1200,1.0416054725646973,weak_inverse,16,128,16,128,4,1,0,0,0.018805405125021935,1.1453010984041612e-07,0.0,3.75022292137146,0.28814488649368286,0.5700291115790606,0.4159066826105118,0.28301689121872187,1.1125024780631065,0.4206302296370268,0.958984375,3.0579859912395477,0.951171875,1.5216705948114395,0.2370651550590992,0.21583762019872665,0.6919986605644226,0.9538339972496033,-0.48087899200618267,0.9990234375,3.562226340174675,0.955078125,0.5923671796917915
1400,1.0409663915634155,weak_inverse,16,128,16,128,4,1,0,0,0.017881345003843307,1.5786330465061837e-08,0.0,3.6489787101745605,0.12754088640213013,0.5631688330322504,0.3956770822405815,0.1788696562871337,1.1140161454677582,0.4527240451425314,0.94921875,2.8563056737184525,0.94775390625,1.5281777754426003,0.19422414619475603,0.16556202247738838,0.501280264928937,0.8735142387449741,-0.46792507357895374,0.99951171875,3.3008097261190414,0.9541015625,0.592878270894289
1600,1.0900509357452393,weak_inverse,16,128,16,128,4,1,0,0,0.018796231597661972,2.8807429330868217e-08,0.0,3.762691020965576,0.26752084493637085,0.5332982260733843,0.36315801553428173,0.21566899865865707,1.0690610334277153,0.43923296220600605,0.96240234375,2.9658410400152206,0.94677734375,1.509734384715557,0.19192762300372124,0.16810142900794744,0.5363724380731583,0.8846759349107742,-0.4681819211691618,0.9990234375,3.3583438992500305,0.9482421875,0.5924271196126938
1800,1.0563632249832153,weak_inverse,16,128,16,128,4,1,0,0,0.0280586127191782,2.872090831829155e-08,0.0,3.7142670154571533,0.3182317018508911,0.5115712452679873,0.36896894685924053,0.11952100368216634,1.0539138540625572,0.4206515420228243,0.9404296875,2.6907945573329926,0.9541015625,1.5384776219725609,0.2467888230457902,0.22678339667618275,0.3763888105750084,0.8725734017789364,-0.4500999692827463,0.99755859375,3.0746157616376877,0.9443359375,0.592473715543747
