lambda_over_depth,density_L1,density_L2,density_L4,density_L8,linear_response_L4,finite_difference_L4,stability_denominator_L4
0.29672447013487474,0.4973692900275219,0.5092363250549381,0.47439409174168784,0.44664238282187885,-0.08930639926811053,-0.08934455741448577,1.0405583500768787
0.31021194605009633,0.48243947780558427,0.49870979301238183,0.46790042014456423,0.44245101722986063,-0.08791668999676105,-0.08796056505644634,1.043506209269399
0.3236994219653179,0.46848975804279397,0.4886384502577247,0.4613165866809395,0.4385542628357014,-0.08623806907183529,-0.08628259870768096,1.0451309628726102
0.3371868978805395,0.4554208284766462,0.4789919068779965,0.45473790911441914,0.43439997831542876,-0.0842334416178046,-0.08427525249297796,1.0460079668333369
0.35067437379576105,0.44314671000005695,0.46974005564800075,0.4483325899294904,0.4295209902215031,-0.08200660000318345,-0.08204466224482232,1.0470674293542954
0.36416184971098264,0.43159255328280305,0.4608551527814068,0.4422216472747694,0.4240294711710587,-0.07970316616781287,-0.0797380006416204,1.0488979922556283
0.37764932562620424,0.4206928686852737,0.45231274413431544,0.4364343519361939,0.41850108577894923,-0.0774462334605595,-0.07747890989900252,1.051580852117813
0.3911368015414258,0.4103900865322959,0.4440915618686726,0.4309273091874687,0.41340730193314784,-0.07531816136121272,-0.07534978687471439,1.054853568482228
0.40462427745664736,0.40063337755390704,0.4361728829537833,0.4256227179697308,0.40890954029852356,-0.07336665636902774,-0.07339827070587779,1.058293982838676
0.41811175337186895,0.39137767992509614,0.4285398101690212,0.42044346190020965,0.4049623606791517,-0.07160997303125347,-0.07164250676468198,1.0614751417592034
0.43159922928709055,0.382582891636649,0.42117673682744605,0.41533862431894525,0.40141530046524004,-0.07003522920061511,-0.07006932792872123,1.0641225012787003
0.44508670520231214,0.3742131961278216,0.4140690562361964,0.4102947815062297,0.3980590895110805,-0.06860072478253319,-0.06863655497963972,1.066230483890014
0.45857418111753373,0.3662364960582962,0.4072030558661308,0.40532970491771303,0.394657866678981,-0.06725110706446703,-0.06728836119220816,1.0680411831324013
0.47206165703275527,0.3586239353902347,0.40056590106448425,0.40047335921684285,0.3910175852253312,-0.06593786061749761,-0.06597595761750119,1.069881070783499
0.48554913294797686,0.3513494940183882,0.3941456326711258,0.39574860402557366,0.3871030562795098,-0.06463127483748093,-0.06466957177371668,1.0719819263594785
0.49903660886319845,0.34438964233550445,0.38793114070561496,0.39116143933190767,0.38307187697946504,-0.06332015913468325,-0.06335806007488731,1.0743988425288604
0.51252408477842,0.33772304557671623,0.38191210831875855,0.38670201592887093,0.3791482658399726,-0.06200539145054139,-0.062042380180449275,1.0770333081917778
0.5260115606936416,0.33133030971586513,0.3760789374776561,0.3823519132995804,0.37548219721810566,-0.060693679253742215,-0.0607293445261492,1.0797110869352473
0.5394990366088632,0.3251937622118923,0.3704226716956136,0.37809251093847723,0.37210870271159613,-0.05939387252823171,-0.059427957058955094,1.0822678211844268
0.5529865125240848,0.31929726211665876,0.3649349270750026,0.37391097489577246,0.3689733499058398,-0.05811543013560689,-0.05814788799924031,1.0846122216127378
0.5664739884393063,0.3136260350263301,0.35960783650359274,0.36980237479009065,0.36597084641117383,-0.05686785460189664,-0.05689887752599043,1.0867489477653676
0.5799614643545279,0.3081665291396094,0.3544340065513225,0.36576819579731656,0.3629834815919034,-0.05565999552369887,-0.055689971944941075,1.088758035467592
0.5934489402697495,0.3029062893179892,0.34940648378505124,0.3618127969625696,0.35992083695060145,-0.054498680675680596,-0.0545280820736016,1.09074658646968
0.6069364161849711,0.2978338465569569,0.3445187266599527,0.3579398035630173,0.3567550266779868,-0.05338705426495252,-0.05341628695410883,1.0927996594211535
0.6204238921001927,0.29293862069681026,0.3397645799837151,0.35414989266234936,0.35353044413785883,-0.05232362314479031,-0.05235290789443514,1.094951999696012
0.6339113680154143,0.2882108345462188,0.3351382502679308,0.35044040277348754,0.35033338767619737,-0.051302711466956974,-0.05133203720416368,1.0971866582119238
0.6473988439306358,0.28364143787563795,0.33063428144758666,0.34680632990077626,0.3472432381139679,-0.050316141633241655,-0.050345298670613214,1.0994532879569363
0.6608863198458574,0.27922203997275635,0.3262475311809808,0.3432419010525591,0.34430025870818415,-0.0493553578536243,-0.04938402291867261,1.1016938393852453
0.674373795761079,0.2749448496475377,0.3219731482238766,0.3397419872615623,0.3415004252821856,-0.04841324051167552,-0.04844107612412385,1.103864721611778
0.6878612716763005,0.27080262173743824,0.31780655133177477,0.3363029166231719,0.33880703653359234,-0.04748522418957374,-0.04751196245593059,1.1059487282406926
0.7013487475915221,0.26678860929990594,0.3137434099467933,0.3329225870363793,0.3361684522692363,-0.04656964710060462,-0.04659514066169379,1.1079549883926787
0.7148362235067437,0.26289652079400605,0.30977962670438824,0.3296000436147646,0.33353648441531114,-0.045667417829604436,-0.04569165217755966,1.1099096403057263
0.7283236994219653,0.2591204816497841,0.3059113216282179,0.3263348198364211,0.33088178164107507,-0.044781169380016694,-0.04480424026377605,1.1118426508520116
0.7418111753371869,0.2554549997058508,0.30213481779504814,0.32312633614560604,0.3282020205748357,-0.04391414814058472,-0.043936215342954554,1.1137764201915423
0.7552986512524085,0.2518949340651679,0.29844662823666485,0.31997354323705396,0.3255191629603483,-0.04306913563552427,-0.04309036876047667,1.1157198123482257
0.7687861271676301,0.24843546697818017,0.29484344387695527,0.3168748562345962,0.32286666587866203,-0.04224767275464535,-0.042268204426905154,1.1176683470495035
0.7822736030828517,0.2450720784129624,0.2913221223526877,0.3138283123486789,0.32027377319036227,-0.04144974172013831,-0.04146963899151812,1.1196089025883948
0.7957610789980732,0.24180052301531113,0.28787967761570904,0.31083183041673046,0.3177549055524303,-0.040673907311594745,-0.04069316509519805,1.1215261743287857
0.8092485549132947,0.23861680919886138,0.2845132702511934,0.3078834549173099,0.31530728012258924,-0.039917789424248874,-0.03993634307839944,1.1234082901921187
0.8227360308285163,0.23551718013728912,0.28122019846820295,0.3049815083801696,0.3129150947715339,-0.03917867481676872,-0.03919642458578121,1.1252499457456187
0.8362235067437379,0.23249809645826472,0.2779978897274653,0.3021246288181791,0.3105569858368103,-0.03845408226653714,-0.03847092091718407,1.1270526439801636
0.8497109826589595,0.22955622046270704,0.2748438929715522,0.2993117126396836,0.3082137956790871,-0.037742151714645,-0.037757987989990305,1.1288226646859676
0.8631984585741811,0.22668840171360444,0.27175587141928526,0.29654180761957183,0.30587439861230525,-0.03704180455484113,-0.03705657793535044,1.1305679717405561
0.8766859344894027,0.22389166385667325,0.2687315958827364,0.2938140033643473,0.303538071283199,-0.03635269265356897,-0.03636637816469834,1.1322953171190193
0.8901734104046243,0.22116319255081957,0.26576893856359135,0.29112735370565335,0.30121291574472836,-0.03567500110291924,-0.03568760558271933,1.1340084271919286
0.9036608863198459,0.2185003244000618,0.262865867286464,0.2884808453971066,0.2989112767284078,-0.03500918802491966,-0.03502074084442253,1.1357075868340922
0.9171483622350675,0.2159005367905638,0.26002044012961645,0.2858734088431902,0.29664432415500164,-0.03435573723246387,-0.0343662788750243,1.1373904096628258
0.9306358381502889,0.21336143854693268,0.2572308004194743,0.2833039548316492,0.2944180734236241,-0.03371497546150598,-0.033724546873628025,1.1390532603738523
0.9441233140655105,0.21088076133116795,0.2544951720467849,0.28077141795974403,0.2922320490412235,-0.03308697620719913,-0.03309561083902235,1.1406927259089132
0.9576107899807321,0.20845635171577373,0.25181185510583987,0.2782747910594797,0.29008045710599284,-0.03247154602428599,-0.03247926537391921,1.1423066686401135
0.9710982658959537,0.20608616386970985,0.24917922179541258,0.27581314222804215,0.2879548918037326,-0.03186827181320863,-0.03187508435479547,1.1438946391611828
0.9845857418111753,0.20376825280218494,0.2465957125896966,0.27338561374366965,0.2858473821338727,-0.03127660053910637,-0.03128250329433202,1.1454576760224873
0.9980732177263969,0.20150076811489617,0.24405983264902936,0.2709914077990661,0.2837527676221645,-0.030695924527425818,-0.03070090626160482,1.1469976986388815
1.0115606936416184,0.19928194821828438,0.24157014845532288,0.26862976654268217,0.281669774633749,-0.030125652835620808,-0.030129697869747396,1.1485167722147083
1.02504816955684,0.197110114971779,0.23912528465632654,0.2662999535341341,0.2796006413375001,-0.02956525869678868,-0.029568350528348386,1.1500164947686722
1.0385356454720616,0.19498366871192985,0.2367239211038659,0.26400124135753744,0.2775496226449217,-0.02901430168471217,-0.029016425895194153,1.1514976600074682
1.0520231213872833,0.19290108363580963,0.23436479007216185,0.2617329070546775,0.2755210559528349,-0.028472429198347582,-0.028473575403462625,1.1529602314659146
1.0655105973025047,0.19086090351019064,0.23204667364331408,0.259494234341144,0.2735177342902559,-0.027939364536446833,-0.027939527351454885,1.1544035636637382
1.0789980732177264,0.18886173767977674,0.22976840124802114,0.2572845199230261,0.2715400952600547,-0.027414888728186926,-0.02741406785794931,1.1558267497043664
1.092485549132948,0.18690225735026392,0.2275288473505993,0.25510308080993177,0.26958634317427943,-0.026898821498011462,-0.02689702113137793,1.1572289672288203
1.1059730250481696,0.18498119212423145,0.22532692926831266,0.2529492600919322,0.26765327829123653,-0.026391004446999555,-0.026388232161989045,1.1586097257312629
1.1194605009633911,0.18309732676986798,0.223161605115917,0.25082242976882146,0.2657374272913669,-0.025891287602996707,-0.02588755299468337,1.1599689692796777
1.1329479768786126,0.18124949820433248,0.22103187186711964,0.24872199042053583,0.26383606178437546,-0.025399519338191966,-0.025394832577184667,1.161307040171501
1.1464354527938343,0.17943659267516912,0.21893676352536556,0.24664736843241283,0.2619478074465967,-0.02491553926144054,-0.024909909777338646,1.1626245463809475
1.1599229287090558,0.17765754312465054,0.21687534939697228,0.244598011961512,0.2600727240392653,-0.024439173785601866,-0.02443260924174906,1.1639221918956228
1.1734104046242775,0.175911326723237,0.21484673246016836,0.24257338684862442,0.2582119197630398,-0.023970234299504383,-0.023962739977859693,1.1652006248964366
1.186897880539499,0.17419696255952621,0.21285004782405076,0.2405729733676356,0.2563669017735896,-0.023508517974524818,-0.023500096624061717,1.1664603404040566
1.2003853564547207,0.17251350947513955,0.21088446127188346,0.2385962642376866,0.25453891915321686,-0.023053811099165773,-0.02304446322643483,1.1677016500821633
1.2138728323699421,0.17086006403396156,0.20894916788352666,0.23664276387330452,0.25272851394517654,-0.022605894506335784,-0.022595619016394508,1.1689247103397562
1.2273603082851638,0.169235758616028,0.20704339073212108,0.2347119885303549,0.250935387057455,-0.022164550276623476,-0.022153345320442552,1.170129586039973
1.2408477842003853,0.16763975962715666,0.2051663796504654,0.23280346686944592,0.24915856113928778,-0.02172956862395358,-0.021717432485084398,1.1713163228795025
1.2543352601156068,0.1660712658161371,0.20331741006281703,0.23091674048926197,0.247396730449994,-0.021300753809473365,-0.021287685671518286,1.1724850056470406
1.2678227360308285,0.1645295066919563,0.2014957818781256,0.22905136412552513,0.24564865186955803,-0.020877928118928395,-0.020863928592562697,1.1736357889303688
1.28131021194605,0.16301374103413444,0.1997008184409688,0.22720690539752428,0.2439134483265138,-0.0204609333330849,-0.020446004677264762,1.1747688976330446
1.2947976878612717,0.16152325548979182,0.19793186553670444,0.22538294415187776,0.24219074722077288,-0.020049629619883543,-0.020033775654010322,1.1758846036433155
1.3082851637764932,0.1600573632515648,0.196188290447586,0.22357907156258147,0.24048063968965927,-0.019643892260764434,-0.01962711802011019,1.1769831901943146
1.3217726396917149,0.15861540281094327,0.19446948105679995,0.22179488918375484,0.23878350273695442,-0.019243606985891528,-0.01922591821185482,1.1780649163621917
1.3352601156069364,0.15719673678201662,0.19277484499758618,0.22003000812566886,0.2370997613095353,-0.018848664866824995,-0.018830067440909204,1.1791299915109472
1.348747591522158,0.15580075079099565,0.19110380884478567,0.21828404845865226,0.2354296739398004,-0.01845895768390521,-0.018439457109440394,1.1801785648091205
1.3622350674373795,0.1544268524272231,0.18945581734633635,0.21655663887082752,0.23377320497400814,-0.018074374480267177,-0.01805397549265897,1.181210729902931
1.375722543352601,0.15307447025170562,0.18783033269239552,0.21484741653804784,0.2321300089738328,-0.0176947996998891,-0.017673506051788523,1.182226540830172
1.3892100192678227,0.15174305285949108,0.1862268338199205,0.2131560271227798,0.23049951359854168,-0.017320112962461928,-0.017297927392643242,1.183226033112071
1.4026974951830442,0.1504320679924816,0.18464481575067895,0.21148212480750006,0.22888105934047998,-0.016950190226509176,-0.016927114588118908,1.1842092438211649
1.416184971098266,0.1491410016995205,0.18308378896079036,0.20982537228310938,0.22727404455532785,-0.016584905886556423,-0.016560941386960515,1.1851762258989147
1.4296724470134874,0.14786935754081573,0.18154327878002585,0.20818544064403066,0.2256780316140837,-0.016224135264080453,-0.016199282757582978,1.186127054370372
1.443159922928709,0.14661665583397132,0.18002282481920534,0.2065620091774963,0.22409278896111343,-0.015867756980717896,-0.01584201725656431,1.1870618245869022
1.4566473988439306,0.1453824329390888,0.17852198042414044,0.20495476506510688,0.2225182667634078,-0.015515654818911822,-0.015489028837837315,1.1879806445760066
1.4701348747591523,0.1441662405805782,0.17704031215466975,0.20336340303378284,0.2209545236302549,-0.015167718840662028,-0.01514020789023407,1.1888836246150876
1.4836223506743738,0.14296764520347935,0.17557739928742713,0.20178762499876088,0.21940163355618883,-0.014823845708479774,-0.014795451466015352,1.1897708672036977
1.4971098265895952,0.1417862273622458,0.17413283334106808,0.20022713973510892,0.21785960364126225,-0.014483938300100157,-0.01445466280895813,1.1906424598725673
1.510597302504817,0.14062158114008125,0.17270621762276153,0.1986816626005361,0.21632832528510754,-0.014147904808346778,-0.014117750385853611,1.1914984720796484
1.5240847784200384,0.1394733135970467,0.1712971667948255,0.19715091531610862,0.21480756810959442,-0.013815657562056582,-0.013784626664505861,1.1923389561851976
1.5375722543352601,0.13834104424527516,0.1699053064604573,0.19563462579730523,0.2132970117671707,-0.013487111797714555,-0.013455206869366076,1.1931639514899413
1.5510597302504816,0.13722440454974094,0.16853027276756827,0.1941325280186232,0.21179630041981334,-0.013162184567510055,-0.013129407897551904,1.193973489757299
1.5645472061657033,0.13612303745313015,0.16717171202979791,0.19264436189178144,0.2103051004910461,-0.012840793904891823,-0.012807147510434103,1.194767600570621
1.5780346820809248,0.13503659692345607,0.1658292803638307,0.19116987313986814,0.20882314442771277,-0.012522858299992095,-0.012488343845747929,1.195546315219655
1.5915221579961465,0.13396474752314755,0.1645026433421967,0.1897088131558044,0.20735024992277543,-0.012208296477584701,-0.012172915235691972,1.196309668404438
1.605009633911368,0.13290716399842112,0.16319147566077966,0.18826093884099546,0.20588631266837526,-0.011897027427493833,-0.011860780274861593,1.1970576976993168
1.6184971098265895,0.1318635308878226,0.16189546082030445,0.18682601242692348,0.20443127853234144,-0.01158897061419805,-0.01155185806037462,1.197790441267472
1.6319845857418112,0.13083354214889303,0.16061429082111575,0.18540380128721426,0.20298510604626763,-0.011284046287063658,-0.011246068523188546,1.1985079346473453
1.6454720616570326,0.1298169008019798,0.15934766587059834,0.18399407774969587,0.20154773128509892,-0.010982175820706102,-0.010943332779480563,1.1992102075087856
1.6589595375722543,0.12881331859027315,0.1580952941026284,0.18259661891728027,0.2001190448075293,-0.010683282030864482,-0.010643573448029242,1.1998972811274222
1.6724470134874758,0.12782251565520567,0.1568568913084761,0.1812112065038517,0.1986988855039215,-0.010387289429701949,-0.010346714899289733,1.2005691670267316
1.6859344894026975,0.12684422022640338,0.15563218067861379,0.1798376266877405,0.197287050691152,-0.01009412440172739,-0.010052683419382591,1.2012258668852431
1.699421965317919,0.12587816832542773,0.15442089255491367,0.17847566998183792,0.19588331728351566,-0.009803715295357701,-0.009761407286423829,1.2018673734925394
1.7129094412331407,0.12492410348259059,0.15322276419274666,0.17712513111674294,0.19448746649107035,-0.009515992434826506,-0.00947281676610845,1.202493672328004
1.7263969171483622,0.12398177646617031,0.1520375395325198,0.17578580893198642,0.1930993045910738,-0.009230888063138017,-0.009186844039243969,1.2031047432608706
1.7398843930635837,0.12305094502339314,0.15086496898021565,0.1744575062703789,0.19171867447135724,-0.008948336230049326,-0.008903423076848105,1.2037005619230763
1.7533718689788054,0.12213137363258358,0.14970480919651885,0.1731400298716365,0.19034545594672422,-0.008668272640684753,-0.00862248947951838,1.204281100453731
1.7668593448940269,0.12122283326592126,0.1485568228941383,0.17183319026317517,0.18897955623020352,-0.008390634481063232,-0.008343980298084475,1.2048463275060945
1.7803468208092486,0.12032510116227343,0.1474207786429514,0.17053680164782725,0.1876208944744737,-0.008115360236875582,-0.008067833851965744,1.20539620759371
1.79383429672447,0.11943796060960418,0.14629645068261934,0.16925068178977945,0.18626938541714153,-0.007842389521191833,-0.007793989560580528,1.2059306999907307
1.8073217726396917,0.11856120073648774,0.14518361874233807,0.1679746519009714,0.18492492675267383,-0.007571662925146534,-0.007522387800992236,1.2064497574690132
1.8208092485549132,0.11769461631228154,0.14408206786740718,0.16670853653043427,0.18358739322702913,-0.007303121902792721,-0.0072529698018808375,1.2069533251474416
1.834296724470135,0.1168380075555386,0.14299158825231603,0.16545216345865665,0.18225663821426819,-0.0070367086971970085,-0.006985677579454119,1.2074413396606687
1.8477842003853564,0.1159911799502621,0.1419119750800608,0.1642053635982524,0.18093250138325032,-0.006772366309749924,-0.006720453915931568,1.2079137287498558
1.8612716763005779,0.11515394406962734,0.14084302836742027,0.16296797090121556,0.17961481957547265,-0.006510038509157084,-0.006457242375763617,1.2083704112659905
1.8747591522157996,0.11432611540681642,0.13978455281593286,0.1617398222721402,0.17830343750737765,-0.006249669871443317,-0.006195987350033905,1.2088112974829477
1.888246628131021,0.11350751421263024,0.13873635766832876,0.1605207574861407,0.17699821538535634,-0.005991205838333411,-0.005936634115837336,1.2092362895604685
1.9017341040462428,0.11269796533956043,0.13769825657018447,0.1593106191099269,0.1756990317181324,-0.005734592779231653,-0.005679128895968999,1.2096452819838284
1.9152215799614642,0.11189729809202148,0.1366700674365775,0.1581092524245702,0.17440578111449723,-0.005479778042062524,-0.005423418904518806,1.2100381618336773
1.928709055876686,0.11110534608245773,0.13565161232352999,0.15691650534886836,0.17311836822710666,-0.005226709980440512,-0.00516945236680999,1.2104148087947024
1.9421965317919074,0.11032194709305689,0.1346427173040411,0.15573222836274273,0.17183669989983374,-0.0049753379486208275,-0.004917178506159692,1.210775094879276
1.9556840077071291,0.10954694294281411,0.13364321234851592,0.15455627443065323,0.17056067781873038,-0.004725612260762105,-0.004666547495193463,1.2111188839056803
1.9691714836223506,0.10878017935970515,0.13265293120940996,0.15338849892546425,0.16929019356876926,-0.004477484116364857,-0.004417510374605804,1.2114460308166142
1.982658959537572,0.10802150585773877,0.1316717113099146,0.15222875955346304,0.1680251271405357,-0.0042309054984846104,-0.004170018946783038,1.2117563809448901
1.9961464354527938,0.10727077561867117,0.1306993936365198,0.15107691628129188,0.16676534889393851,-0.003985829054760868,-0.003924025654776786,1.212049769328258
2.0096339113680153,0.10652784537817545,0.1297358226352954,0.14993283126542364,0.16551072406549308,-0.003742207972999375,-0.003679483458405297,1.212326020148679
2.0231213872832368,0.10579257531627041,0.12878084611174193,0.1487963687845482,0.16426111833145984,-0.00349999586287169,-0.0034363457187480684,1.212584946331626
2.0366088631984587,0.10506482895182209,0.12783431513406698,0.14766739517491817,0.1630164028215569,-0.0032591466534269845,-0.003194566100108709,1.212826349298267
2.05009633911368,0.10434447304094147,0.12689608393975266,0.14654577876840316,0.1617764572945135,-0.0030196145129876193,-0.002954098495234758,1.2130500188272058
2.0635838150289016,0.10363137747911004,0.12596600984528167,0.1454313898327836,0.16054117080506114,-0.002781353794205794,-0.002714896975715142,1.2132557329596505
2.077071290944123,0.10292541520687346,0.12504395315890032,0.14432410051371583,0.15931043991821908,-0.00254431900324244,-0.002476915765764476,1.2134432578757044
2.090558766859345,0.10222646211895131,0.12412977709629869,0.14322378477781914,0.15808416516219906,-0.002308464788756082,-0.0022401092344936924,1.21361234767923
2.1040462427745665,0.10153439697661869,0.12322334769909601,0.14213031835645842,0.15686224680248154,-0.0020737459440909075,-0.0020044318996848,1.2137627440505014
2.117533718689788,0.10084910132322121,0.1223245337560232,0.14104357868998266,0.15564458109143148,-0.0018401174149509838,-0.0017698384352948793,1.213894175753679
2.1310211946050095,0.10017045940269377,0.12143320672669954,0.13996344487237997,0.15443105791392922,-0.0016075343049594703,-0.0015362836752308429,1.214006358013477
2.144508670520231,0.0994983580809572,0.12054924066790638,0.13888979759648606,0.1532215603001444,-0.001375951872647683,-0.0013037226072887265,1.214098991796566
2.157996146435453,0.09883268677007473,0.1196725121622631,0.1378225190999979,0.15201596574829496,-0.0011453255153011004,-0.001072110353178557,1.2141717630444981
2.1714836223506744,0.09817333735505518,0.1188029002492169,0.13676149311258476,0.15081414883630997,-0.0009156107373242373,-0.0008414021328373433,1.2142243419049206
2.184971098265896,0.09752020412319432,0.11794028635826033,0.13570660480435343,0.1496159843143924,-0.0006867631030062572,-0.0006115532133432744,1.2142563819977454
2.1984585741811173,0.0968731836958526,0.11708455424429602,0.13465774073583517,0.14842134981682134,-0.0004587381754583944,-0.0003825188446771044,1.2142675197358193
2.2119460500963393,0.09623217496257064,0.11623558992506974,0.13361478880953692,0.1472301275024682,-0.0002314914448359302,-0.0001542541856724977,1.2142573736997246
2.2254335260115607,0.0955970790174291,0.11539328162059902,0.13257763822297494,0.14604220426527456,-4.978249658127921e-06,7.328577588339158e-05,1.2142255440480232
2.2389210019267822,0.09496779909756353,0.11455751969452484,0.1315461794230082,0.1448574705503118,0.0002208463048948039,0.0003001463051710562,1.2141716119311043
2.2524084778420037,0.09434424052374975,0.11372819659732017,0.1305203040612327,0.14367581816362104,0.0004460274282865888,0.000526373000948599,1.2140951388710846
2.265895953757225,0.09372631064297746,0.11290520681129024,0.12949990495018893,0.14249713769009884,0.0006706107229442792,0.0007520118725456992,1.2139956660723974
2.279383429672447,0.09311391877293541,0.11208844679730308,0.12848487602017816,0.1413213161870007,0.0008946422580202241,0.0009771094118815604,1.2138727136367138
2.2928709055876686,0.09250697614833342,0.11127781494319158,0.12747511227655728,0.14014823570141463,0.0011181686380691894,0.0012017126603247608,1.2137257796691903
2.30635838150289,0.0919053958689906,0.11047321151377133,0.12647050975747703,0.13897777291132285,0.0013412370670427643,0.0014258692710233944,1.2135543392777164
2.3198458574181116,0.091309092849622,0.10967453860242068,0.12547096549211864,0.1378097998835183,0.0015638954087407247,0.0016496275681021633,1.2133578434796952
2.3333333333333335,0.09071798377125928,0.10888170008417253,0.12447637745955523,0.13664418565849273,0.0017861922453692417,0.0018730366045077718,1.2131357180394857
2.346820809248555,0.09013198703424301,0.10809460157026912,0.12348664454840472,0.13548079818142175,0.0020081769361459654,0.002096146220564865,1.2128873622625098
2.3603082851637764,0.0895510227127278,0.10731315036413407,0.12250166651744486,0.13431950604048967,0.0022298996779959784,0.002319007105319182,1.212612147769019
2.373795761078998,0.08897501251064367,0.10653725541871807,0.1215213439573342,0.13316017955409085,0.002451411570349525,0.0025416708626380125,1.2123094172626112
2.3872832369942194,0.0884038797190591,0.10576682729517627,0.1205455782535334,0.1320026909377652,0.0026727646859246485,0.0027641900838504263,1.2119784832977192
2.4007707129094413,0.08783754917489456,0.1050017781228382,0.11957427155045944,0.13084691352644648,0.0028940121491880305,0.0029866184285287645,1.211618627038846
2.414258188824663,0.08727594722093601,0.1042420215604333,0.11860732671685448,0.1296927202643214,0.003115208223954786,0.0032090107146315328,1.2112290969946167
2.4277456647398843,0.0867190016671018,0.10348747275853555,0.11764464731231025,0.12853998184587995,0.0033364084113174566,0.0034314230190596318,1.2108091077036918
2.4412331406551058,0.08616664175291659,0.10273804832319536,0.11668613755487939,0.12738856495934894,0.003557669558781742,0.0036539127892770695,1.2103578383482094
2.4547206165703277,0.08561879811114935,0.10199366628072587,0.11573170228972031,0.1262383310365185,0.003779049981136746,0.0038765389663225625,1.2098744312738363
2.468208092485549,0.08507540273257334,0.10125424604361513,0.11478124695876504,0.1250891357682178,0.004000609593207461,0.004099362119195371,1.2093579904028369
2.4816955684007707,0.08453638893180769,0.10051970837753531,0.11383467757145836,0.12394082944237418,0.004222410054250219,0.004322444590245111,1.2088075795362287
2.495183044315992,0.084001691314203,0.09978997536942388,0.1128919006766868,0.12279325795378108,0.004444514923401956,0.004545850650929384,1.2082222205511832
2.5086705202312136,0.08347124574373346,0.099064970396612,0.11195282333608202,0.12164626417239574,0.004666989825324662,0.004769646667023841,1.2076008915083893
2.5221579961464355,0.0829449893118604,0.09834461809697767,0.11101735309893733,0.1204996892778463,0.0048899026250562505,0.004993901272429269,1.20694252468964
2.535645472061657,0.08242286030733349,0.09762884434010285,0.11008539797901425,0.1193533736877943,0.005113323611128785,0.005218685550698043,1.2062460045875538
