step,loss,task,train_context,eval_context,depth,d_model,heads,shared,normalize_attention,share_qk,rich_mse,rich_mean_mse,rich_var_mse,rich_kappa,rich_resid_last,trainctx_mse,trainctx_mean_mse,trainctx_var_mse,trainctx_nll,trainctx_exact_nll,trainctx_coverage,trainctx_width,trainctx_exact_coverage,trainctx_exact_width,evalctx_mse,evalctx_mean_mse,evalctx_var_mse,evalctx_nll,evalctx_exact_nll,evalctx_coverage,evalctx_width,evalctx_exact_coverage,evalctx_exact_width
1,1.9628939628601074,weak_inverse,64,128,16,128,4,1,0,0,0.023065796121954918,3.696453987345194e-08,0.0,3.7188076972961426,0.21783199906349182,1.6960519850254059,1.6947656124830246,1.3787717297673225,1.7168502807617188,-0.4016283694654703,0.8974609375,4.2954568564891815,0.94677734375,0.6391780786216259,1.708631232380867,1.6639828085899353,1.3894684165716171,1.7214575856924057,-0.48656258918344975,0.89892578125,4.2968127727508545,0.94970703125,0.5923218876123428
200,1.3912649154663086,weak_inverse,64,128,16,128,4,1,0,0,0.028771311044692993,4.185198676509572e-08,0.0,3.7469143867492676,0.1764875203371048,0.979729913175106,0.9570453129708767,0.9634673409163952,1.3983601480722427,-0.39981372095644474,0.95458984375,3.918581023812294,0.951171875,0.6397647522389889,1.0248919054865837,0.9972497150301933,0.9859745316207409,1.4140448942780495,-0.4582688733935356,0.9521484375,3.936198353767395,0.95068359375,0.592679288238287
400,1.532103419303894,weak_inverse,64,128,16,128,4,1,0,0,0.02080671489238739,3.8625401543868065e-08,0.0,3.7209267616271973,0.16549447178840637,1.1247849576175213,1.0874629616737366,0.8743888363242149,1.4683486744761467,-0.37187901698052883,0.919921875,3.7908354699611664,0.9453125,0.6404192745685577,1.0588789209723473,1.040704682469368,0.9086767807602882,1.4268421158194542,-0.44720836635679007,0.94140625,3.824453979730606,0.94482421875,0.5925423912703991
600,1.1231906414031982,weak_inverse,64,128,16,128,4,1,0,0,0.023567404597997665,2.2380531206067644e-08,0.0,3.6714494228363037,0.29623568058013916,0.490304185077548,0.45860981941223145,0.45273549668490887,1.071720115840435,-0.35037975013256073,0.97314453125,3.190188452601433,0.947265625,0.6412196569144726,0.4279377143830061,0.4011027365922928,0.47690268605947495,1.0256732255220413,-0.46034648455679417,0.98388671875,3.2264511436223984,0.953125,0.5929344147443771
800,0.7687271237373352,weak_inverse,64,128,16,128,4,1,0,0,0.024101020768284798,3.1436414360541676e-08,0.0,3.7071757316589355,0.17943760752677917,0.2762718638405204,0.2499436791986227,0.058421069756150246,0.7603616639971733,-0.38225797563791275,0.93603515625,1.9563253819942474,0.94775390625,0.6400960721075535,0.1994364820420742,0.17952360399067402,0.06271378812380135,0.6057873852550983,-0.4832606576383114,0.97265625,1.9797964096069336,0.95068359375,0.5926626436412334
1000,0.744065523147583,weak_inverse,64,128,16,128,4,1,0,0,0.026357516646385193,3.325176578528044e-08,0.0,3.7027440071105957,0.20058298110961914,0.25223762448877096,0.23122339881956577,0.07621884997934103,0.7254136279225349,-0.4016830828040838,0.962890625,2.1030572205781937,0.947265625,0.639084555208683,0.1819073176011443,0.16809434536844492,0.08627697359770536,0.6009050905704498,-0.48470539413392544,0.984375,2.1498085111379623,0.9521484375,0.5928509160876274
1200,0.7209272384643555,weak_inverse,64,128,16,128,4,1,0,0,0.018805405125021935,1.1453010984041612e-07,0.0,3.75022292137146,0.28814488649368286,0.26839463878422976,0.24196212273091078,0.047830404713749886,0.7397716455161572,-0.39660236053168774,0.939453125,1.9103432819247246,0.94921875,0.6408675871789455,0.15902886167168617,0.13755883648991585,0.05024513858370483,0.5257369671016932,-0.48087899200618267,0.9794921875,1.917456954717636,0.955078125,0.5923671796917915
1400,0.6305110454559326,weak_inverse,64,128,16,128,4,1,0,0,0.017881345003843307,1.5786330465061837e-08,0.0,3.6489787101745605,0.12754088640213013,0.27740446757525206,0.24699010234326124,0.07523362478241324,0.7504214346408844,-0.40027480013668537,0.94970703125,2.0534627437591553,0.95263671875,0.6402748003602028,0.21950583346188068,0.1933384807780385,0.07782644918188453,0.6350126154720783,-0.46792507357895374,0.982421875,2.077194109559059,0.9541015625,0.592878270894289
1600,0.7414511442184448,weak_inverse,64,128,16,128,4,1,0,0,0.018796231597661972,2.8807429330868217e-08,0.0,3.762691020965576,0.26752084493637085,0.25300281681120396,0.22678668797016144,0.050784992752596736,0.7085184156894684,-0.38119799457490444,0.9453125,1.89707700163126,0.94140625,0.6391316018998623,0.17867445293813944,0.15531851537525654,0.050150120398029685,0.5477256663143635,-0.4681819211691618,0.97509765625,1.8875002786517143,0.9482421875,0.5924271196126938
1800,0.644447922706604,weak_inverse,64,128,16,128,4,1,0,0,0.0280586127191782,2.872090831829155e-08,0.0,3.7142670154571533,0.3182317018508911,0.2307175174355507,0.2032877504825592,0.03842438501305878,0.6604846008121967,-0.37252818048000336,0.93603515625,1.7807509452104568,0.94580078125,0.6412500776350498,0.15838350635021925,0.13464434072375298,0.03503699158318341,0.4800162874162197,-0.4500999692827463,0.97607421875,1.7408742308616638,0.9443359375,0.592473715543747
2000,0.673850417137146,weak_inverse,64,128,16,128,4,1,0,0,0.025382928550243378,3.546562510337026e-08,0.0,3.724715232849121,0.22907234728336334,0.22350094467401505,0.1927161142230034,0.040699870558455586,0.637299794703722,-0.3766623502597213,0.9462890625,1.778035007417202,0.9423828125,0.6394173800945282,0.15519677381962538,0.13611889723688364,0.036437801318243146,0.47334637120366096,-0.49214185401797295,0.9755859375,1.729310765862465,0.95703125,0.592665322124958
2200,0.7087947130203247,weak_inverse,64,128,16,128,4,1,0,0,0.01834285631775856,1.0572831854460674e-07,0.0,3.6983120441436768,0.2211790829896927,0.22961700428277254,0.1997080845758319,0.04732860904186964,0.6512540243566036,-0.40516483411192894,0.94384765625,1.8292456194758415,0.951171875,0.6399367302656174,0.1492976606823504,0.12973579112440348,0.04004569794051349,0.45504879765212536,-0.464289179071784,0.97900390625,1.7624374106526375,0.94921875,0.5921178534626961
2400,0.6525801420211792,weak_inverse,64,128,16,128,4,1,0,0,0.020998679101467133,1.4686903249128136e-08,0.0,3.6814680099487305,0.168633371591568,0.2296306574717164,0.20699853636324406,0.038744579534977674,0.6572951190173626,-0.39588139951229095,0.94287109375,1.7458455488085747,0.953125,0.6398937590420246,0.15818416513502598,0.13465991336852312,0.03311472584027797,0.47023928724229336,-0.45371992513537407,0.96728515625,1.6771691739559174,0.94921875,0.5927779600024223
2600,0.7096177935600281,weak_inverse,64,128,16,128,4,1,0,0,0.023663459345698357,2.8164574672473464e-08,0.0,3.7133333683013916,0.21340349316596985,0.22188755311071873,0.1960197165608406,0.05624554632231593,0.6433731243014336,-0.40009151212871075,0.95654296875,1.9067412465810776,0.94873046875,0.6404468901455402,0.15416387328878045,0.13029852462932467,0.047269849106669426,0.4827013500034809,-0.49064703844487667,0.9794921875,1.8301603719592094,0.953125,0.5925378687679768
2800,0.6145461797714233,weak_inverse,64,128,16,128,4,1,0,0,0.02112574689090252,2.2171693814243554e-08,0.0,3.6766576766967773,0.18141303956508636,0.2262475797906518,0.20724640972912312,0.058901710668578744,0.6545265503227711,-0.40976220183074474,0.95751953125,1.947062961757183,0.9521484375,0.6416237056255341,0.15930236503481865,0.1348880478180945,0.051107788225635886,0.5134713742882013,-0.4492375459522009,0.97900390625,1.8777302131056786,0.94580078125,0.593059066683054
