tag,K,prompt_len,design,cond,noise_var,prior_var,depth,heads,d_head,capacity_rank,attention,head_scheme,precond,temperature,eta_multiplier,scale_linear_by_m,seed,batch_size,eval_batches,beta_mse_post,beta_mse_true,pred_mse_y,mean_mse_exact,exact_pred_mse_y,nll_iter,nll_exact,coverage_iter,width_iter,coverage_exact,width_exact,contraction_radius_mean,contraction_radius_max,precond_rank,eta_mean,proj_rank,proj_max,proj_min_nonzero,capacity_ge_K,first_grad_mse,last_grad_mse,attn_rank_first,attn_rank_last,attn_effrank_first,attn_effrank_last,layer_first_beta_mse_post,layer_last_beta_mse_post,layer_decay_ratio,log10_beta_mse_post,log10_beta_mse_true
K16_H8_dh1,16,128,isotropic,10.0,0.02,1.0,16,8,1,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.5325358435511589,0.5351803377270699,0.561054639518261,0.5376683324575424,0.022954019717872143,11.124692916870117,-0.4689347632229328,0.336181640625,0.5926057174801826,0.9505615234375,0.5926057025790215,0.5722790062427521,0.6934474259614944,0.0,0.002298107516253367,8.0,1.0,1.0,0.0,90938.6064453125,75813.109375,1.0,1.0,1.0,1.0,0.5582173392176628,0.5325358435511589,0.953985598708112,-0.27365115571534004,-0.27149985072135574
K16_H8_dh2,16,128,isotropic,10.0,0.02,1.0,16,8,2,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.3707907364768346e-08,0.002885605033952743,0.023438329342752695,1.3663249198714311e-08,0.02343814796768129,-0.45855171978473663,-0.45855624601244926,0.9488525390625,0.5925556868314743,0.9488525390625,0.5925556942820549,0.5720298364758492,0.6897297278046608,0.0,0.002298996289027855,16.0,1.0,1.0,1.0,2.775034785296171e-09,7.677302127362395e-09,2.0,2.0,1.9962072521448135,1.9962072521448135,0.11857022903859615,1.3707907364768346e-08,1.1555203850893327e-07,-7.863028839105453,-2.5397631130600873
K16_H8_dh4,16,128,isotropic,10.0,0.02,1.0,16,8,4,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.6636450217433207e-08,0.0028550093702506274,0.022280572913587093,1.5820467158533802e-08,0.022280832519754767,-0.4835684671998024,-0.4835624322295189,0.951904296875,0.5926572531461716,0.951904296875,0.5926572382450104,0.5724132061004639,0.6947695836424828,0.0,0.0022983897652011365,16.0,1.0,1.0,1.0,2.756091327382748e-09,7.628518261526551e-09,2.0,2.0,2.4914965704083443,2.4914965704083443,0.11787487845867872,1.6636450217433207e-08,1.416505438746983e-07,-7.778939335223359,-2.544392462044591
K16_H8_dh8,16,128,isotropic,10.0,0.02,1.0,16,8,8,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.2962789064374647e-08,0.002890781412133947,0.02323295152746141,1.2156188722300953e-08,0.02323284139856696,-0.4626750648021698,-0.46267711743712425,0.9500732421875,0.5926341265439987,0.9500732421875,0.5926341041922569,0.5712744146585464,0.693976566195488,0.0,0.0023008354764897376,16.0,1.0,1.0,1.0,2.7636868071834186e-09,7.727601614160307e-09,2.0,2.0,2.7329326942563057,2.7329326942563057,0.11730529647320509,1.2962789064374647e-08,1.1055046326752229e-07,-7.8873015459230125,-2.5389847464798416
K16_H8_dh16,16,128,isotropic,10.0,0.02,1.0,16,8,16,128.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.2541531924092908e-08,0.0028663817211054265,0.022793947719037533,1.1629916807365248e-08,0.0227935581933707,-0.47274281457066536,-0.47275136038661003,0.9490966796875,0.5928837731480598,0.94921875,0.5928837731480598,0.572166845202446,0.6890323758125305,0.0,0.002298863109899685,16.0,1.0,1.0,1.0,2.7772573962803193e-09,7.729183182370036e-09,2.0,2.0,2.8407883644104004,2.8407883644104004,0.11746785324066877,1.2541531924092908e-08,1.0675987666938826e-07,-7.901649412026383,-2.5426659743257445
K16_H8_dh32,16,128,isotropic,10.0,0.02,1.0,16,8,32,256.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.2121417647392718e-08,0.0028740990383084863,0.022838361794129014,1.0909504299938533e-08,0.022839162964373827,-0.4716389440000057,-0.47162144258618355,0.9478759765625,0.5925173312425613,0.9478759765625,0.5925173237919807,0.5718730017542839,0.6881403550505638,0.0,0.0022955641034059227,16.0,1.0,1.0,1.0,2.7636840038702815e-09,7.818623637412259e-09,2.0,2.0,2.8427650928497314,2.8427650928497314,0.11785150971263647,1.2121417647392718e-08,1.0278509964018064e-07,-7.91644658475425,-2.5414982706312315
K32_H1_dh1,32,128,isotropic,10.0,0.02,1.0,16,1,1,1.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.9679574146866798,0.9747963324189186,1.0469631180167198,1.0158186852931976,0.02758016809821129,18.53965449333191,-0.3782026208937168,0.2451171875,0.6400087624788284,0.94873046875,0.6400087550282478,0.7654564455151558,0.8335451632738113,0.0,0.0041436246247030795,1.0,1.0,1.0,0.0,48887.8076171875,47890.8876953125,1.0,1.0,1.0,1.0,0.966765433549881,0.9679574146866798,1.0012333045726165,-0.014143749069099706,-0.011086113477077334
K32_H1_dh2,32,128,isotropic,10.0,0.02,1.0,16,1,2,2.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.9445005506277084,0.951000526547432,0.9566388577222824,0.9335402622818947,0.026954791275784373,16.833179473876953,-0.38904525712132454,0.2618408203125,0.6397052928805351,0.94970703125,0.6397052854299545,0.7659458816051483,0.8402236253023148,0.0,0.004140937351621687,2.0,0.9999999403953552,0.9999999403953552,0.0,47132.89404296875,45261.0166015625,2.0,2.0,1.9963045120239258,1.9963045120239258,0.9425220340490341,0.9445005506277084,1.002098997356667,-0.02479778455579965,-0.021819242603510515
K32_H1_dh4,32,128,isotropic,10.0,0.02,1.0,16,1,4,4.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.8988194987177849,0.9055145382881165,0.9122349545359612,0.8854439109563828,0.02660503494553268,15.983503222465515,-0.3958490341901779,0.2789306640625,0.6403738111257553,0.953369140625,0.6403738036751747,0.7657399326562881,0.8361676558852196,0.0,0.004140635137446225,4.0,1.0,1.0,0.0,44084.85888671875,40634.5439453125,4.0,4.0,3.9802484810352325,3.9802484810352325,0.8963453024625778,0.8988194987177849,1.0027598770354005,-0.04632751469785266,-0.0431045725750809
K32_H1_dh8,32,128,isotropic,10.0,0.02,1.0,16,1,8,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.7936168238520622,0.8003278896212578,0.8432583510875702,0.8108314797282219,0.026899664429947734,14.718945860862732,-0.3908538147807121,0.2841796875,0.6398940458893776,0.9468994140625,0.6398940458893776,0.7665153369307518,0.8366633877158165,0.0,0.004140150675084442,8.0,0.9999999403953552,0.9999999403953552,0.0,37597.486328125,31772.841064453125,8.0,8.0,7.921958565711975,7.921958565711975,0.7949247285723686,0.7936168238520622,0.998354963213447,-0.10038913416452636,-0.09673204865949789
K32_H1_dh16,32,128,isotropic,10.0,0.02,1.0,16,1,16,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.5663885176181793,0.5730026587843895,0.5894391760230064,0.5582184717059135,0.026210307609289885,9.997857093811035,-0.40326688066124916,0.3270263671875,0.6396424472332001,0.9503173828125,0.6396424397826195,0.7658178582787514,0.8325993940234184,0.0,0.00414311297936365,16.0,1.0,1.0,0.0,25064.97119140625,17626.211181640625,16.0,16.0,15.725062370300293,15.725062370300293,0.5972967147827148,0.5663885176181793,0.9482523974292427,-0.246885559671415,-0.2418433628620865
K32_H1_dh32,32,128,isotropic,10.0,0.02,1.0,16,1,32,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,2.0503174482655595e-05,0.006670741538982838,0.026438552187755704,2.079303885693662e-05,0.026427712058648467,-0.39864547178149223,-0.3988730348646641,0.9488525390625,0.6399396061897278,0.9490966796875,0.6399395987391472,0.7661339491605759,0.8347486034035683,0.0,0.004136307572480291,32.0,0.9999999403953552,0.9999999403953552,1.0,1.8709766097524394e-09,3.4878295251949964e-09,32.0,32.0,30.868982791900635,30.868982791900635,0.2048302572220564,2.0503174482655595e-05,0.00010010244560326987,-4.688178892428805,-2.1758258859653252
K32_H2_dh1,32,128,isotropic,10.0,0.02,1.0,16,2,1,2.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.9465185776352882,0.9534072130918503,0.9493174999952316,0.9252622947096825,0.026397914392873645,16.70699942111969,-0.39964597299695015,0.2681884765625,0.6398458108305931,0.951416015625,0.6398458182811737,0.7654589787125587,0.8359814137220383,0.0,0.004141298006288707,2.0,0.9999999403953552,0.9999999403953552,0.0,47570.6904296875,45673.6083984375,1.0,1.0,1.0,1.0,0.9445593878626823,0.9465185776352882,1.0020749446112047,-0.023870857574126655,-0.020721566700839626
K32_H2_dh2,32,128,isotropic,10.0,0.02,1.0,16,2,2,4.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.8906945213675499,0.8973455354571342,0.8933112248778343,0.8696229681372643,0.026129420613870025,15.65127718448639,-0.40434804931282997,0.2725830078125,0.6398378163576126,0.9512939453125,0.6398378163576126,0.7659230530261993,0.8379919454455376,0.0,0.004140264762099832,4.0,1.0,1.0,0.0,43838.29833984375,40372.24609375,2.0,2.0,1.9965428784489632,1.9965428784489632,0.8879754841327667,0.8906945213675499,1.0030605852092183,-0.050271219007026795,-0.04704029358190896
K32_H2_dh4,32,128,isotropic,10.0,0.02,1.0,16,2,4,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.7916101589798927,0.7984890043735504,0.8086158707737923,0.779736116528511,0.02700668852776289,14.07064402103424,-0.3866758644580841,0.288330078125,0.639600858092308,0.9443359375,0.639600858092308,0.7655837461352348,0.8348309174180031,0.0,0.004139709053561091,8.0,0.9999999403953552,0.9999999403953552,0.0,37897.10546875,31971.893310546875,4.0,4.0,3.9848808646202087,3.9848808646202087,0.7929508090019226,0.7916101589798927,0.9983036901265538,-0.10148864099343462,-0.0977310599547675
K32_H2_dh8,32,128,isotropic,10.0,0.02,1.0,16,2,8,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.568245604634285,0.5747804567217827,0.5828215181827545,0.5597751513123512,0.026561649283394217,9.900227546691895,-0.3969542309641838,0.34130859375,0.6398482695221901,0.9498291015625,0.6398482620716095,0.7660341784358025,0.8399532958865166,0.0,0.004139310214668512,16.0,1.0,1.0,0.0,25227.357177734375,17771.71435546875,8.0,8.0,7.93579837679863,7.93579837679863,0.5992371216416359,0.568245604634285,0.9482788666812924,-0.24546391484708932,-0.24049800686032421
K32_H2_dh16,32,128,isotropic,10.0,0.02,1.0,16,2,16,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,2.0289696294639725e-05,0.006734998896718025,0.026432726997882128,2.0026572201459203e-05,0.026409704238176346,-0.3987118490040302,-0.3991004377603531,0.9512939453125,0.6399282887578011,0.950927734375,0.6399282738566399,0.7657609060406685,0.8362182825803757,0.0,0.004140804288908839,32.0,0.9999999403953552,0.9999999403953552,1.0,1.8537101437177128e-09,3.430241951596358e-09,16.0,16.0,15.719516098499298,15.719516098499298,0.20466149784624577,2.0289696294639725e-05,9.914665242840239e-05,-4.692724453634433,-2.1716624710841748
K32_H2_dh32,32,128,isotropic,10.0,0.02,1.0,16,2,32,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,2.0971370531697175e-05,0.006689227418974042,0.026841099839657545,2.0429870346561074e-05,0.02679060073569417,-0.3917027711868286,-0.39261313900351524,0.9490966796875,0.6393095701932907,0.9495849609375,0.6393095627427101,0.7661533951759338,0.8347321674227715,0.0,0.004141220997553319,32.0,0.9999999403953552,0.9999999403953552,1.0,1.8685761271619583e-09,3.43906111921477e-09,16.0,16.0,15.957086086273193,15.957086086273193,0.205160204321146,2.0971370531697175e-05,0.0001021784733662987,-4.678373186372827,-2.174624038742155
K32_H4_dh1,32,128,isotropic,10.0,0.02,1.0,16,4,1,4.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.896808348596096,0.9037462621927261,0.9228641018271446,0.8954978138208389,0.026667288271710277,16.224328994750977,-0.39509300142526627,0.2637939453125,0.6395053714513779,0.9495849609375,0.6395053565502167,0.7659813016653061,0.8350092098116875,0.0,0.004141222103498876,4.0,1.0,1.0,0.0,44396.16162109375,40962.7763671875,1.0,1.0,1.0,1.0,0.8943452090024948,0.896808348596096,1.002753829054771,-0.04730035744660285,-0.043953485893739604
K32_H4_dh2,32,128,isotropic,10.0,0.02,1.0,16,4,2,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.7962828800082207,0.8033054545521736,0.846395805478096,0.8211364671587944,0.026939580449834466,14.77332627773285,-0.389992319047451,0.281005859375,0.6396620199084282,0.94970703125,0.63966204226017,0.7659907937049866,0.8429982587695122,0.0,0.004140120348893106,8.0,0.9999999403953552,0.9999999403953552,0.0,37986.5810546875,32095.4814453125,2.0,2.0,1.9964437447488308,1.9964437447488308,0.7975381687283516,0.7962828800082207,0.9984305023733947,-0.09893262145556922,-0.09511928410858873
K32_H4_dh4,32,128,isotropic,10.0,0.02,1.0,16,4,4,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.5695105865597725,0.5763411819934845,0.5857220813632011,0.5585475638508797,0.02593978028744459,9.938160061836243,-0.4089008457958698,0.3292236328125,0.6397486925125122,0.955078125,0.6397486925125122,0.7661924660205841,0.8397648334503174,0.0,0.004142656049225479,16.0,1.0,1.0,0.0,25361.523193359375,17836.180908203125,4.0,4.0,3.98359777033329,3.98359777033329,0.5997428223490715,0.5695105865597725,0.9495796835184134,-0.24449819846502413,-0.23932034714860095
K32_H4_dh8,32,128,isotropic,10.0,0.02,1.0,16,4,8,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.9954044319092645e-05,0.006699572259094566,0.026753589743748307,2.0146473161730682e-05,0.02676202217116952,-0.3930034823715687,-0.39285265654325485,0.9488525390625,0.6396761685609818,0.9486083984375,0.6396761685609818,0.7656147256493568,0.8360489085316658,0.0,0.004139074822887778,32.0,0.9999999403953552,0.9999999403953552,1.0,1.8658571077079245e-09,3.462742897974991e-09,8.0,8.0,7.928422912955284,7.928422912955284,0.2032818216830492,1.9954044319092645e-05,9.816238807399499e-05,-4.699969067523331,-2.173952924380514
K32_H4_dh16,32,128,isotropic,10.0,0.02,1.0,16,4,16,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.9735858131753048e-05,0.006661341874860227,0.02647175407037139,1.9478977719700197e-05,0.02648548665456474,-0.3982993997633457,-0.39805708453059196,0.94873046875,0.6402172446250916,0.949951171875,0.6402172520756721,0.7652679309248924,0.8345846682786942,0.0,0.004140396020375192,32.0,0.9999999403953552,0.9999999403953552,1.0,1.8489584169278928e-09,3.434126788492975e-09,8.0,8.0,8.367530018091202,8.367530018091202,0.20299916714429855,1.9735858131753048e-05,9.72255154655186e-05,-4.704743985367644,-2.1764382768137587
K32_H4_dh32,32,128,isotropic,10.0,0.02,1.0,16,4,32,128.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.9848437204927905e-05,0.006674003496300429,0.026713552651926875,1.9531585166987497e-05,0.02670435607433319,-0.39233023300766945,-0.3924817331135273,0.9495849609375,0.6398056969046593,0.94921875,0.6398056969046593,0.7655582576990128,0.834417000412941,0.0,0.004141786659602076,32.0,0.9999999403953552,0.9999999403953552,1.0,1.8593448031234416e-09,3.4390280900797876e-09,8.0,8.0,8.466724336147308,8.466724336147308,0.20388110540807247,1.9848437204927905e-05,9.734002071290084e-05,-4.702273682351505,-2.1756135701679526
K32_H8_dh1,32,128,isotropic,10.0,0.02,1.0,16,8,1,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.7913698926568031,0.798045814037323,0.8212152421474457,0.798828974366188,0.026981472969055176,14.337211728096008,-0.3883913904428482,0.2864990234375,0.6400038003921509,0.9468994140625,0.6400038003921509,0.7658385261893272,0.8347636833786964,0.0,0.0041444714879617095,8.0,0.9999999403953552,0.9999999403953552,0.0,37690.80615234375,31814.060302734375,1.0,1.0,1.0,1.0,0.7927445843815804,0.7913698926568031,0.9982651359977306,-0.10162047631125609,-0.09797217605218149
K32_H8_dh2,32,128,isotropic,10.0,0.02,1.0,16,8,2,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.5681559816002846,0.5745898559689522,0.6083384230732918,0.577483519911766,0.026368240593001246,10.330642819404602,-0.40037233009934425,0.3380126953125,0.6399743407964706,0.949462890625,0.6399743482470512,0.7659386247396469,0.8345514461398125,0.0,0.004137487965635955,16.0,1.0,1.0,0.0,25340.986083984375,17803.3427734375,2.0,2.0,1.9960435554385185,1.9960435554385185,0.598465234041214,0.5681559816002846,0.9493522975961515,-0.24553241666839962,-0.24064204547876722
K32_H8_dh4,32,128,isotropic,10.0,0.02,1.0,16,8,4,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,2.0391295038280077e-05,0.006699115561787039,0.026829286478459835,2.0269985498089227e-05,0.026807047659531236,-0.3921907916665077,-0.3926241099834442,0.9495849609375,0.6403169631958008,0.9490966796875,0.6403169557452202,0.7659061029553413,0.8349868133664131,0.0,0.004141293640714139,32.0,0.9999999403953552,0.9999999403953552,1.0,1.8656102912517625e-09,3.4558245154414635e-09,4.0,4.0,3.9824306070804596,3.9824306070804596,0.2031710483133793,2.0391295038280077e-05,0.00010035500112672957,-4.690555191577486,-2.173982530431985
K32_H8_dh8,32,128,isotropic,10.0,0.02,1.0,16,8,8,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,2.029829602179234e-05,0.006690607755444944,0.027078196173533797,2.0614149661923875e-05,0.027062996057793498,-0.3872794210910797,-0.38757718726992607,0.9449462890625,0.6397202536463737,0.9451904296875,0.6397202461957932,0.765924334526062,0.8372086212038994,0.0,0.0041416839812882245,32.0,0.9999999403953552,0.9999999403953552,1.0,1.8493220982351843e-09,3.423227340482171e-09,4.0,4.0,4.467868730425835,4.467868730425835,0.20217008888721466,2.029829602179234e-05,0.00010039661308290272,-4.692540418214547,-2.174534430386477
K32_H8_dh16,32,128,isotropic,10.0,0.02,1.0,16,8,16,128.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,2.0736749092975515e-05,0.0067087908973917365,0.026656548026949167,2.098474192280264e-05,0.026611559092998505,-0.3937501832842827,-0.3945731818675995,0.9520263671875,0.6400741413235664,0.9515380859375,0.6400741413235664,0.7659796997904778,0.8314723968505859,0.0,0.00414353865198791,32.0,0.9999999403953552,0.9999999403953552,1.0,1.8454955202917844e-09,3.431776834927902e-09,4.0,4.0,4.680482566356659,4.680482566356659,0.20402491837739944,2.0736749092975515e-05,0.00010162086011768058,-4.6832593271005125,-2.1733557441986786
K32_H8_dh32,32,128,isotropic,10.0,0.02,1.0,16,8,32,256.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,2.0398178094183095e-05,0.006712059199344367,0.02715973067097366,2.0064238697159453e-05,0.027132641291245818,-0.38518937304615974,-0.3856685012578964,0.9464111328125,0.6398884803056717,0.9466552734375,0.6398884803056717,0.7658928707242012,0.8358752876520157,0.0,0.0041414088336750865,32.0,0.9999999403953552,0.9999999403953552,1.0,1.867252824583332e-09,3.451641056306798e-09,4.0,4.0,4.731569975614548,4.731569975614548,0.2017936110496521,2.0398178094183095e-05,0.00010110239793144087,-4.690408620759276,-2.173144221750987
