step,seed,loss,tau,selected
1,0,0.49343612790107727,1.2495977052722038,18 52 51 50 53 49 15 16
100,0,0.37023913860321045,1.2104047321570373,30 41 21 31 32 29 33 34
200,0,0.3427110016345978,1.1720636925025194,37 23 47 13 42 41 43 40
300,0,0.29041555523872375,1.1349371518356002,28 42 17 53 7 63 45 46
400,0,0.3199288249015808,1.098986639426112,31 43 20 55 9 33 32 34
500,0,0.27537041902542114,1.0641749031509808,31 42 21 54 11 30 29 32
600,0,0.2840411067008972,1.0304658708933632,29 42 18 54 63 6 46 47
700,0,0.2881107032299042,0.9978246131645195,31 42 21 54 10 63 32 30
800,0,0.2610907256603241,0.9662173069096798,29 39 19 49 9 63 40 38
900,0,0.32990893721580505,0.9356112004604039,28 38 19 49 27 26 25 29
1000,0,0.28642576932907104,0.9059745795971195,29 41 18 54 63 0 27 28
1100,0,0.2931874394416809,0.8772767346866686,31 41 21 51 12 29 30 28
1200,0,0.2563319802284241,0.8494879288608139,30 40 20 50 10 63 37 36
1300,0,0.23916611075401306,0.822579367202728,28 39 18 48 8 63 38 37
1400,0,0.25633060932159424,0.7965231669095385,26 37 16 47 59 4 41 40
1500,0,0.2738831639289856,0.7712923284000122,27 39 17 49 63 42 41 43
1600,0,0.3047593832015991,0.7468607073374355,29 41 19 50 43 42 44 63
1700,0,0.3394498825073242,0.723202987538707,39 24 47 15 42 43 41 44
1800,0,0.2967280149459839,0.7002946547415665,37 24 47 15 56 43 44 42
1900,0,0.30261605978012085,0.6781119712027766,35 23 45 54 14 44 46 43
2000,0,0.2921944856643677,0.6566319511009417,38 25 47 16 56 43 44 42
2100,0,0.30768781900405884,0.6358323367184706,40 26 50 16 60 45 46 44
2200,0,0.30399540066719055,0.6156915753780029,32 21 44 12 54 43 42 45
2300,0,0.25172606110572815,0.5961887971094048,30 42 19 53 8 63 45 44
2400,0,0.3542994260787964,0.5773037930241883,27 42 53 16 0 63 48 49
2500,0,0.3568754494190216,0.5590169943749475,27 43 54 18 51 50 52 49
2600,0,0.34493687748908997,0.5413094522781122,29 42 53 20 60 52 51 50
2700,0,0.28968173265457153,0.5241628180790088,29 39 21 50 59 27 26 28
2800,0,0.3140605688095093,0.5075593243388804,29 39 21 50 59 51 49 52
2900,0,0.28505733609199524,0.4914817664241675,29 39 21 48 58 50 49 51
3000,0,0.3090783953666687,0.47591348467896966,29 37 22 45 26 27 25 28
3100,0,0.2914426922798157,0.4608383471622164,28 36 20 44 58 51 50 49
3200,0,0.306535005569458,0.44624073293165945,29 21 38 46 58 50 51 49
3300,0,0.29103660583496094,0.43210551585736423,29 21 38 58 46 50 51 49
3400,0,0.319611132144928,0.4184180489479291,30 22 39 60 46 51 50 52
3500,0,0.30498266220092773,0.40516414917319066,30 21 39 61 47 51 50 52
3600,0,0.325150728225708,0.3923300827676878,29 39 19 59 48 51 50 52
3700,0,0.3324451148509979,0.3799025509996571,29 20 60 39 53 51 52 50
3800,0,0.3039885461330414,0.3678686763908121,29 19 60 39 52 51 50 49
3900,0,0.30273646116256714,0.3562159893726279,28 60 38 18 53 51 50 52
4000,0,0.32101333141326904,0.3449324153653037,29 21 38 59 52 49 50 48
4100,0,0.3075183629989624,0.3340062622660164,29 22 37 60 14 53 23 24
4200,0,0.3005620241165161,0.32342620833349656,29 21 38 58 47 13 22 23
4300,0,0.26706767082214355,0.31318129045637755,30 22 39 59 14 46 21 20
4400,0,0.276033878326416,0.3032608927931576,30 23 38 15 59 45 22 21
4500,0,0.2815970480442047,0.29365473577200474,30 22 39 13 58 46 20 21
4600,0,0.3418164551258087,0.2843528654390072,27 39 17 57 47 49 48 50
4700,0,0.29705551266670227,0.2753456431438301,29 19 39 57 48 49 47 50
4800,0,0.2853904962539673,0.26662373555209185,30 20 39 56 47 12 48 49
4900,0,0.27890264987945557,0.25817810497411076,30 20 39 56 47 12 48 49
5000,0,0.2970973253250122,0.25,30 20 39 55 12 47 48 49
