seed,refinements,mean_log10_equal_work_gain,gain_query_overlap_correlation,effective_condition_mean,spectral_effective_rank_mean,near_ridge_eigenvalue_count_mean,trained_complement_gate_mean,trained_complement_gate_q10,trained_complement_balance_mean,trained_complement_balance_q10,trained_complement_spread_fraction_mean,trained_complement_spread_fraction_q10,initial_complement_gate_mean,initial_complement_gate_q10,initial_complement_balance_mean,initial_complement_balance_q10,initial_complement_spread_fraction_mean,initial_complement_spread_fraction_q10,trained_query_mean,trained_query_q10,trained_posterior_mean,trained_posterior_q10,initial_query_mean,initial_query_q10,initial_posterior_mean,initial_posterior_q10,trained_top_mean,trained_top_q10,initial_top_mean,initial_top_q10
0,2,0.31288817524909973,0.010606564581394196,34.25249099731445,5.996390342712402,25.0,0.9509785175323486,0.9405346512794495,0.6209180355072021,0.6185476779937744,0.013596896082162857,0.01197982206940651,0.8536145687103271,0.8275963068008423,0.5,0.5,0.00014334484876599163,0.000119271848234348,0.9999021887779236,0.9998834133148193,0.9823644757270813,0.9563772678375244,0.9999021887779236,0.9998834133148193,0.9823644757270813,0.9563772678375244,0.9991528987884521,0.9998584389686584,0.9991528987884521,0.9998584389686584
1,2,0.30522969365119934,0.012120738625526428,34.23946762084961,5.998775959014893,25.0,0.9532728791236877,0.9439185857772827,0.6196845769882202,0.6181276440620422,0.014193665236234665,0.012317333370447159,0.8534696102142334,0.8283848762512207,0.5,0.5,0.00014324838411994278,0.0001199012331198901,0.9998931884765625,0.9998892545700073,0.9825688004493713,0.9553209543228149,0.9998931884765625,0.9998892545700073,0.9825688004493713,0.9553209543228149,0.9989115595817566,0.9998423457145691,0.9989115595817566,0.9998423457145691
2,2,0.3030150830745697,0.005613543093204498,34.1959228515625,6.001099586486816,25.0,0.960795521736145,0.9530943632125854,0.7064878940582275,0.7049501538276672,0.018125230446457863,0.015500182285904884,0.8534154891967773,0.8281794786453247,0.5,0.5,0.00014341797214001417,0.0001198176178149879,0.999893307685852,0.9998811483383179,0.9814409017562866,0.9540053009986877,0.999893307685852,0.9998811483383179,0.9814409017562866,0.9540053009986877,0.9990432262420654,0.9998496770858765,0.9990432262420654,0.9998496770858765
