step,loss,eval_mse_post,eval_mse_true,eval_rel_post,jacobi_same_depth_mse_post,attn_entropy_last,delta_norm_last
14000,6.25995162408799e-05,5.786075416835956e-05,0.0006428479100577533,0.007574461400508881,0.0007036607712507248,4.820146560668945,0.01705034077167511
14250,6.871960067655891e-05,5.5982774938456714e-05,0.0006641428917646408,0.007284015417098999,0.0007599258096888661,4.820217132568359,0.017991382628679276
14500,5.214155316934921e-05,5.74387886445038e-05,0.0006381353596225381,0.007266360335052013,0.0006729335291311145,4.820014476776123,0.017749594524502754
14750,5.2651135774794966e-05,5.817204510094598e-05,0.0006545352516695857,0.007473907433450222,0.0006718753138557076,4.8201470375061035,0.01682223379611969
15000,6.926935748197138e-05,5.841951133334078e-05,0.000663365179207176,0.007600122131407261,0.0006852728547528386,4.8202009201049805,0.0163890328258276
15250,5.1211813115514815e-05,4.6373053919523954e-05,0.000619754777289927,0.006786158308386803,0.0006776414811611176,4.820207118988037,0.01722094416618347
15500,4.694883682532236e-05,4.2776824557222426e-05,0.0006508599035441875,0.006512417457997799,0.0006269845180213451,4.8202972412109375,0.016057081520557404
15750,4.197123780613765e-05,5.136157415108755e-05,0.0006443953025154769,0.0071303085424005985,0.0007089758291840553,4.820283889770508,0.018162624910473824
16000,3.7795936805196106e-05,4.636634548660368e-05,0.0006378940306603909,0.006562963593751192,0.0007298017735593021,4.820452690124512,0.017677634954452515
16250,5.045215584686957e-05,5.173456884222105e-05,0.0006309491000138223,0.0071316794492304325,0.0006316297221928835,4.820424556732178,0.017021436244249344
16500,3.410766294109635e-05,4.636426820070483e-05,0.0006215685280039907,0.006659407168626785,0.0007037019240669906,4.820579528808594,0.017151890322566032
16750,4.240952694090083e-05,4.217582318233326e-05,0.0006122076883912086,0.006376773118972778,0.0006713003967888653,4.820583820343018,0.017240507528185844
17000,4.3486848881002516e-05,3.9175043639261276e-05,0.0006267798016779125,0.006093738600611687,0.0006625406676903367,4.820673942565918,0.018118396401405334
17250,4.058433842146769e-05,3.7674799386877567e-05,0.0006349071627482772,0.005601899698376656,0.0007841557962819934,4.820793628692627,0.018094118684530258
17500,3.9482816646341234e-05,3.844142338493839e-05,0.0006351241027005017,0.006008654832839966,0.0007801796309649944,4.8208842277526855,0.017289798706769943
17750,4.310950680519454e-05,3.170277341268957e-05,0.0006297364016063511,0.005386391654610634,0.0006638417835347354,4.82073974609375,0.017564259469509125
18000,3.909700899384916e-05,4.2421183024998754e-05,0.0006187334074638784,0.006337970029562712,0.0007895247545093298,4.820781707763672,0.018049363046884537
18250,3.583621219149791e-05,4.1518520447425544e-05,0.0006321981782093644,0.006308257579803467,0.000788359553553164,4.820813179016113,0.01772579737007618
18500,3.361206836416386e-05,3.6568468203768134e-05,0.0006087621441110969,0.0058164652436971664,0.0006548842065967619,4.820862770080566,0.017797615379095078
18750,4.312633245717734e-05,4.031579737784341e-05,0.000627402332611382,0.006299517583101988,0.0007411135593429208,4.821071147918701,0.016626261174678802
19000,4.260678542777896e-05,3.871352237183601e-05,0.0006239518988877535,0.005982136353850365,0.0007299993885681033,4.82111120223999,0.016002608463168144
19250,2.978991687996313e-05,3.217618723283522e-05,0.0006029143114574254,0.005620433948934078,0.0006656941259279847,4.8211822509765625,0.017528975382447243
19500,4.049059862154536e-05,3.5889253922505304e-05,0.0006442650337703526,0.005730974487960339,0.0007930309511721134,4.821265697479248,0.01750296726822853
19750,3.894676046911627e-05,2.9285069103934802e-05,0.0006332197808660567,0.005206889007240534,0.0007615571958012879,4.821379661560059,0.016794176772236824
20000,5.0728216592688113e-05,4.2847663280554116e-05,0.0006172257126308978,0.006394701078534126,0.0007893956499174237,4.821477890014648,0.018829546868801117
