layer,R_spike,S_token_var,C_col_imbalance,gap,H_attn,H_query,spike_col_load,max_col_load,run_id,seed,norm,d_model,tau,eta,q_equals_k,use_mlp,residual,data_kind,steps
1,0.9922504425048828,1.6128085851669312,0.0038038070779293776,0.00023781880736351013,0.7750635743141174,0.023936253041028976,1.1260349750518799,1.2091069221496582,32,32001,sinkhorn,32,0.1,1.0,False,True,True,linear,300
2,0.9922504425048828,1.6128085851669312,0.0038038070779293776,0.00023781880736351013,0.7750635743141174,0.023936253041028976,1.1260349750518799,1.2091069221496582,32,32001,sinkhorn,32,0.1,1.0,False,True,True,linear,300
3,0.9922504425048828,1.6128085851669312,0.0038038070779293776,0.00023781880736351013,0.7750635743141174,0.023936253041028976,1.1260349750518799,1.2091069221496582,32,32001,sinkhorn,32,0.1,1.0,False,True,True,linear,300
4,0.9922504425048828,1.6128085851669312,0.0038038070779293776,0.00023781880736351013,0.7750635743141174,0.023936253041028976,1.1260349750518799,1.2091069221496582,32,32001,sinkhorn,32,0.1,1.0,False,True,True,linear,300
