run,optimizer,target,freq,depth,rank,fix_wb,layer,top_k,target_alpha,alpha_hat,alpha_error,r2,top_singular,tail_ratio,test_mse,final_train_mse
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.3.weight,10,0.25,0.27480991250115777,0.02480991250115777,0.8254090808970653,1.7917007207870483,0.5332628514871565,0.002655964344739914,0.0010170566383749247
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.4.weight,10,0.25,0.08849000380937594,0.16150999619062406,0.868299147209558,4.663547039031982,0.793757202714262,0.002655964344739914,0.0010170566383749247
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.5.weight,10,0.25,0.15941428757176093,0.09058571242823907,0.820170520011998,1.3253161907196045,0.6436938309649115,0.002655964344739914,0.0010170566383749247
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.6.weight,10,0.25,0.08992518540793261,0.1600748145920674,0.7999281317210422,4.567898273468018,0.7954985381920654,0.002655964344739914,0.0010170566383749247
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.7.weight,10,0.25,0.1885031504148924,0.061496849585107594,0.8512763875040016,1.2610936164855957,0.6184755955763319,0.002655964344739914,0.0010170566383749247
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.8.weight,10,0.25,0.09819749779698078,0.15180250220301922,0.8124396642994209,4.5827789306640625,0.7840642865346215,0.002655964344739914,0.0010170566383749247
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.9.weight,10,0.25,0.24284455488762074,0.007155445112379255,0.8980890794223624,1.4199684858322144,0.5479525811856704,0.002655964344739914,0.0010170566383749247
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.10.weight,10,0.25,0.10367078662596087,0.14632921337403915,0.9022743722193735,4.650646686553955,0.7692847401643338,0.002655964344739914,0.0010170566383749247
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.11.weight,10,0.25,0.20047937377824648,0.049520626221753516,0.9401320153940859,1.2168869972229004,0.585938139817081,0.002655964344739914,0.0010170566383749247
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.12.weight,10,0.25,0.09632721522819684,0.15367278477180316,0.9075500257202825,4.632083892822266,0.7807261011319492,0.002655964344739914,0.0010170566383749247
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.13.weight,1,0.25,nan,nan,nan,1.1653578281402588,nan,0.002655964344739914,0.0010170566383749247
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.1.weight,10,0.25,0.3635032557880309,0.11350325578803089,0.8633118538517583,3.834320545196533,0.3713418336896738,0.004369327798485756,0.0018370309844613075
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.3.weight,10,0.25,0.2929148985337828,0.042914898533782775,0.9397776570285276,2.253857374191284,0.4721004577945457,0.004369327798485756,0.0018370309844613075
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.5.weight,10,0.25,0.2507366660770117,0.0007366660770117273,0.8033426303456505,1.4733749628067017,0.5123904037072261,0.004369327798485756,0.0018370309844613075
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.7.weight,10,0.25,0.22673635969710304,0.02326364030289696,0.9467715296681766,1.546990156173706,0.5951277304452759,0.004369327798485756,0.0018370309844613075
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.9.weight,10,0.25,0.26663168121980946,0.016631681219809458,0.8594311355697933,1.627935767173767,0.538805838995606,0.004369327798485756,0.0018370309844613075
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.11.weight,10,0.25,0.34713096997385307,0.09713096997385307,0.923553563128627,2.074357748031616,0.44355735489267895,0.004369327798485756,0.0018370309844613075
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.13.weight,1,0.25,nan,nan,nan,1.351682424545288,nan,0.004369327798485756,0.0018370309844613075
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.0.weight,1,0.25,nan,nan,nan,13.561007499694824,nan,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.1.weight,10,0.25,0.4821442709856578,0.23214427098565782,0.8707196201190845,4.296390056610107,0.2552425960715187,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.2.weight,10,0.25,0.12221213134879555,0.12778786865120445,0.8974410138749658,5.1773505210876465,0.7312728369225525,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.3.weight,10,0.25,0.26307974705703535,0.013079747057035351,0.8544470539552074,1.7564871311187744,0.49854188969763696,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.4.weight,10,0.25,0.0964561845560732,0.1535438154439268,0.9020944014795365,4.769409656524658,0.7791525784835007,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.5.weight,10,0.25,0.27430389083037227,0.024303890830372266,0.928683154799564,1.4186195135116577,0.5327579025063212,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.6.weight,10,0.25,0.08888841196280359,0.1611115880371964,0.8162701317169686,4.579319477081299,0.7960403410036384,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.7.weight,10,0.25,0.27476855568551595,0.024768555685515947,0.853128970087461,1.266944169998169,0.5211822695320963,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.8.weight,10,0.25,0.09618902323612684,0.15381097676387318,0.8964247842082027,4.535276889801025,0.7925984356278477,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.9.weight,10,0.25,0.3431656329737246,0.0931656329737246,0.7768584133347778,1.7045518159866333,0.437951195542703,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.10.weight,10,0.25,0.09517982904944593,0.15482017095055406,0.8181983841758131,4.582414627075195,0.79616686541738,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.11.weight,10,0.25,0.22495081798878272,0.02504918201121728,0.9496726267699647,1.2464045286178589,0.6042997632172896,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.12.weight,10,0.25,0.09475168985912312,0.15524831014087687,0.8920730088039468,4.5935959815979,0.7787131509945552,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.13.weight,1,0.25,nan,nan,nan,0.8294509649276733,nan,0.0015305551933124661,0.0017862982349470258
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.1.weight,10,0.25,0.5271596727477674,0.2771596727477674,0.7427892461899811,10.807796478271484,0.26794760092740744,0.0025528399273753166,0.0013332976959645748
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.3.weight,10,0.25,0.38519879980077404,0.13519879980077404,0.8930712905013389,3.904336452484131,0.4019180477447213,0.0025528399273753166,0.0013332976959645748
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.5.weight,10,0.25,0.31970643267599114,0.06970643267599114,0.8335536245787457,2.5409233570098877,0.5190459591239915,0.0025528399273753166,0.0013332976959645748
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.7.weight,10,0.25,0.3078147336558505,0.05781473365585049,0.8896589415698809,2.149199962615967,0.5274521937014305,0.0025528399273753166,0.0013332976959645748
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.9.weight,10,0.25,0.2972727983833799,0.04727279838337989,0.8816823613003008,2.099327802658081,0.444100595339893,0.0025528399273753166,0.0013332976959645748
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.11.weight,10,0.25,0.27587198153149983,0.025871981531499832,0.8654498111538746,1.7907226085662842,0.5450976156442944,0.0025528399273753166,0.0013332976959645748
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.13.weight,1,0.25,nan,nan,nan,1.1860960721969604,nan,0.0025528399273753166,0.0013332976959645748
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.0.weight,1,0.25,nan,nan,nan,13.324564933776855,nan,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.1.weight,10,0.25,0.48758921970485375,0.23758921970485375,0.74471886036444,10.868040084838867,0.2934625287579563,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.2.weight,10,0.25,0.17224089370649717,0.07775910629350283,0.7965247368027327,5.702345848083496,0.6659515518677055,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.3.weight,10,0.25,0.21156761901322843,0.03843238098677157,0.8265353974867744,3.0179407596588135,0.5799481852061739,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.4.weight,10,0.25,0.14929985078355007,0.10070014921644993,0.8472938899622812,4.653186798095703,0.7027538725450508,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.5.weight,10,0.25,0.21801304191511695,0.031986958084883055,0.8206404317601378,2.3518173694610596,0.5745933010325674,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.6.weight,10,0.25,0.1739842338030703,0.07601576619692971,0.898819760229467,4.6235551834106445,0.6334721251346309,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.7.weight,10,0.25,0.26284324219083743,0.012843242190837434,0.9328259497084013,2.125584840774536,0.5518602244284194,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.8.weight,10,0.25,0.15803839422396354,0.09196160577603646,0.7876458615413584,4.064297676086426,0.6709489701938292,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.9.weight,10,0.25,0.2370789497557295,0.01292105024427051,0.909648104323848,1.4302114248275757,0.6001954743336552,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.10.weight,10,0.25,0.28061340084575365,0.030613400845753647,0.7149666590518564,4.474433422088623,0.3864566374385337,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.11.weight,10,0.25,0.26806438320777903,0.018064383207779033,0.9232220092363984,1.1280461549758911,0.5206726130078044,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.12.weight,10,0.25,0.33764941878475707,0.08764941878475707,0.7445320346077511,4.352734565734863,0.3455082114546573,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.13.weight,1,0.25,nan,nan,nan,0.8118708729743958,nan,0.0016910587437450886,0.00144453055690974
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.1.weight,10,0.25,0.427814133310912,0.177814133310912,0.8602627048826121,11.696653366088867,0.3330183133398221,0.0009144807117991149,0.002623571315780282
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.3.weight,10,0.25,0.32170366286828145,0.07170366286828145,0.6568927654446656,3.5388343334198,0.39938285166674276,0.0009144807117991149,0.002623571315780282
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.5.weight,10,0.25,0.32508378811802413,0.07508378811802413,0.7920809462212804,2.5019354820251465,0.46564887642090436,0.0009144807117991149,0.002623571315780282
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.7.weight,10,0.25,0.35901839893863546,0.10901839893863546,0.8942727820117893,1.935858964920044,0.4230851321020414,0.0009144807117991149,0.002623571315780282
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.9.weight,10,0.25,0.3866583235367963,0.1366583235367963,0.8681606888024526,2.2167110443115234,0.40201716902050794,0.0009144807117991149,0.002623571315780282
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.11.weight,10,0.25,0.24756478657073394,0.0024352134292660588,0.8857713486686274,1.5020039081573486,0.5787375308752959,0.0009144807117991149,0.002623571315780282
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,sumcos,16,6,10,True,fcs.13.weight,1,0.25,nan,nan,nan,1.0753028392791748,nan,0.0009144807117991149,0.002623571315780282
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.0.weight,1,0.25,nan,nan,nan,13.59459114074707,nan,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.1.weight,10,0.25,0.4891163799739538,0.2391163799739538,0.9290464419515683,13.225184440612793,0.26156985511056846,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.2.weight,10,0.25,0.20223938239679776,0.04776061760320224,0.7860533229391995,6.540506362915039,0.5690343686945214,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.3.weight,10,0.25,0.288785633453302,0.03878563345330199,0.8015913598228517,3.4202520847320557,0.5161364370354594,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.4.weight,10,0.25,0.14579889446036154,0.10420110553963846,0.948497661970195,5.042743682861328,0.7026474175916302,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.5.weight,10,0.25,0.23611536410173614,0.013884635898263858,0.83396297757619,2.2838969230651855,0.5610313342499201,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.6.weight,10,0.25,0.16033700598440095,0.08966299401559905,0.8236119636001134,4.47925329208374,0.6552875205921671,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.7.weight,10,0.25,0.2586232927902526,0.00862329279025259,0.8202927352869693,1.840119481086731,0.5535032590283582,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.8.weight,10,0.25,0.21442731818077992,0.035572681819220076,0.686778570803722,4.292428493499756,0.49925809900703494,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.9.weight,10,0.25,0.20275138660504038,0.047248613394959615,0.8948457294668399,1.3079134225845337,0.6229708356308411,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.10.weight,10,0.25,0.25834854866895945,0.008348548668959455,0.8215846158600661,4.460973262786865,0.45602329322315777,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.11.weight,10,0.25,0.1674686430558622,0.0825313569441378,0.9745469588080372,1.1123135089874268,0.6652363440407567,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.12.weight,10,0.25,0.20280796789815944,0.04719203210184056,0.8025187557658802,4.2009196281433105,0.5524245437013375,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,sumcos,16,6,10,False,fcs.13.weight,1,0.25,nan,nan,nan,1.332842230796814,nan,0.006424751132726669,0.0025658016093075275
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.1.weight,10,0.5,0.41920196186941094,0.08079803813058906,0.7682752514341331,2.736745834350586,0.32222120730270215,0.002519061788916588,0.0028482223860919476
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.3.weight,10,0.5,0.2599091887377426,0.2400908112622574,0.8869058347642507,1.6816532611846924,0.5608569810292885,0.002519061788916588,0.0028482223860919476
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.5.weight,10,0.5,0.2791302802053204,0.22086971979467962,0.9007494510568884,1.3934515714645386,0.520871718390037,0.002519061788916588,0.0028482223860919476
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.7.weight,10,0.5,0.25162304752759695,0.24837695247240305,0.9603371467390954,1.4434069395065308,0.5396157141762051,0.002519061788916588,0.0028482223860919476
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.9.weight,10,0.5,0.2608413631306873,0.2391586368693127,0.9098107868185543,1.3481332063674927,0.5599131520566127,0.002519061788916588,0.0028482223860919476
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.11.weight,10,0.5,0.31683414381991104,0.18316585618008896,0.9402548860471422,1.519620656967163,0.4984828400102089,0.002519061788916588,0.0028482223860919476
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,16,6,10,True,fcs.13.weight,1,0.5,nan,nan,nan,1.804508924484253,nan,0.002519061788916588,0.0028482223860919476
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.0.weight,1,0.5,nan,nan,nan,13.435648918151855,nan,0.0010352411773055792,0.0021978807635605335
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.1.weight,10,0.5,0.3939025345334104,0.1060974654665896,0.699929050884128,2.70884370803833,0.33804558449531313,0.0010352411773055792,0.0021978807635605335
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.2.weight,10,0.5,0.08734982647687582,0.41265017352312416,0.909428756944634,4.885401248931885,0.8009586519020648,0.0010352411773055792,0.0021978807635605335
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.3.weight,10,0.5,0.2352791995358268,0.26472080046417323,0.7958651347741224,1.5146712064743042,0.5475824656774219,0.0010352411773055792,0.0021978807635605335
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.4.weight,10,0.5,0.10748845847565801,0.392511541524342,0.8886403908161236,4.752270221710205,0.7689937110639885,0.0010352411773055792,0.0021978807635605335
