name,factor,N,bs,L,final_test_error,final_train_error,min_loss,epochs_run,worked,failed
f1_N256_bs2_L2,1,256,2,2,1.8807109881890938e-05,2.0152916726245973e-05,2.015184732401254e-05,1433,True,False
f1_N256_bs2_L1,1,256,2,1,4.4141306716483086e-05,4.759108092811104e-05,4.758753976497054e-05,1202,True,False
f1_N256_bs4_L2,1,256,4,2,5.178993160370737e-05,5.495994383153402e-05,5.495787961962151e-05,1062,True,False
f1_N256_bs1_L2,1,256,1,2,9.368709288537502e-05,0.00010587419585721125,0.00010524178024898245,537,True,False
f2_N512_bs2_L2,2,512,2,2,0.00011339072079863399,0.00011297800656917545,0.0001127819704675459,591,True,False
f2_N512_bs2_L3,2,512,2,3,0.00012469434295780957,0.0001246276842679639,0.00012307407485989685,581,True,False
f1_N128_bs2_L2,1,128,2,2,0.00020254452829249203,0.00023738616893709263,0.00023726165611037686,601,True,False
f1_N256_bs8_L2,1,256,8,2,0.00021739250223618,0.0002311720983811938,0.00023115883038826723,1123,True,False
f1_N256_bs1_L1,1,256,1,1,0.00023298687301576138,0.00025383400552195234,0.00025318386089191736,576,True,False
f1_N16_bs16_L2,1,16,16,2,0.0003934372216463089,0.00011767660907935351,0.00011767660907935351,10000,True,False
f1_N128_bs4_L2,1,128,4,2,0.0003935569548048079,0.0004805603941804293,0.00048015792430078363,562,True,False
f1_N128_bs8_L2,1,128,8,2,0.0004936245968565345,0.0005905697648813657,0.0005904091094635078,668,True,False
f3_N768_bs4_L4,3,768,4,4,0.0005259740282781422,0.0004849132388559478,0.0004794674072149026,779,True,False
f2_N512_bs8_L3,2,512,8,3,0.0005292693385854363,0.0005283362178261086,0.0005280424907709858,734,True,False
f1_N256_bs4_L1,1,256,4,1,0.0005345864919945598,0.0005677012577507412,0.0005674695236166372,685,True,False
f1_N128_bs1_L2,1,128,1,2,0.0006456465926021338,0.0008264995862635599,0.0007562735187963687,435,True,False
f2_N512_bs4_L3,2,512,4,3,0.0007086521945893764,0.0007109239830178637,0.0007036520639900345,631,True,False
f2_N256_bs4_L3,2,256,4,3,0.0008117280667647719,0.0008995315612168042,0.0008970796602909559,655,True,False
f2_N512_bs2_L1,2,512,2,1,0.0009256780613213778,0.0009243660013611432,0.0009170941093269436,728,True,False
f1_N64_bs2_L2,1,64,2,2,0.000972147099673748,0.0015445871820247703,0.0015268417635638798,475,True,False
f2_N512_bs1_L3,2,512,1,3,0.0009792926721274853,0.0009768332048525619,0.0009461561829785495,544,True,False
