name,factor,N,bs,L,final_test_error,final_train_error,min_loss,epochs_run,worked,failed
f4_N1024_bs1_L1,4,1024,1,1,0.4993072748184204,0.49886449018469436,0.4988628349021589,361,False,False
f2_N32_bs1_L1,2,32,1,1,0.49934086203575134,0.5109888848965056,0.5109872948669363,352,False,False
f3_N192_bs16_L1,3,192,16,1,0.49953222274780273,0.500930480659008,0.5006632879376411,391,False,False
f3_N192_bs2_L1,3,192,2,1,0.4995986819267273,0.5010291533520407,0.5005977776600048,370,False,False
f3_N384_bs4_L1,3,384,4,1,0.49960657954216003,0.499873276722307,0.4998721942926447,369,False,False
f2_N128_bs16_L2,2,128,16,2,0.49971216917037964,0.5023685805499554,0.502367477864027,337,False,False
f2_N32_bs2_L2,2,32,2,2,0.4997195601463318,0.5106208482757211,0.5106208482757211,390,False,False
f3_N384_bs4_L2,3,384,4,2,0.49972066283226013,0.49998088941598934,0.4999782134934018,397,False,False
f3_N96_bs16_L1,3,96,16,1,0.49973639845848083,0.5032788763443629,0.5032777537902197,360,False,False
f3_N384_bs8_L1,3,384,8,1,0.49975425004959106,0.5000226255506277,0.5000091344118118,355,False,False
f3_N384_bs2_L2,3,384,2,2,0.499773770570755,0.5000350189463157,0.49780166851693747,354,False,False
f3_N768_bs1_L2,3,768,1,2,0.499798983335495,0.4994972068389861,0.4994959785971304,352,False,False
f4_N1024_bs2_L1,4,1024,2,1,0.49980196356773376,0.4993546859623166,0.4993541826275276,353,False,False
f3_N384_bs1_L1,3,384,1,1,0.49980199337005615,0.5000809187899916,0.5000797379490484,355,False,False
f4_N1024_bs8_L1,4,1024,8,1,0.4998105466365814,0.49936502694617957,0.499364125658758,381,False,False
f3_N768_bs16_L2,3,768,16,2,0.4999418258666992,0.49962680228054523,0.4996261553217967,364,False,False
f3_N192_bs8_L1,3,192,8,1,0.49994704127311707,0.5013712430372834,0.5006239873667558,322,False,False
f4_N1024_bs4_L1,4,1024,4,1,0.49997228384017944,0.4995252498483751,0.4995230591885047,344,False,False
f4_N1024_bs16_L1,4,1024,16,1,0.50001060962677,0.49954709876328707,0.4995465213432908,332,False,True
f3_N192_bs4_L1,3,192,4,1,0.5000248551368713,0.501473375596106,0.5009012672429284,370,False,True
f3_N96_bs8_L1,3,96,8,1,0.500029444694519,0.5035946841041247,0.5005532801151276,352,False,True
f2_N64_bs8_L2,2,64,8,2,0.5000324845314026,0.5057725757360458,0.5027800053358078,411,False,True
f2_N64_bs1_L2,2,64,1,2,0.5000333786010742,0.5059536298031162,0.5059506055040401,314,False,True
f2_N64_bs16_L2,2,64,16,2,0.5001110434532166,0.5061972737312317,0.5061956867575645,311,False,True
f3_N48_bs4_L1,3,48,4,1,0.500169575214386,0.5075495839118958,0.5075451508164406,325,False,True
f4_N512_bs2_L1,4,512,2,1,0.5001766085624695,0.5001584540859767,0.4993654074241931,361,False,True
f4_N256_bs16_L1,4,256,16,1,0.5002191066741943,0.5010797251015902,0.5010794010013342,379,False,True
f3_N96_bs2_L1,3,96,2,1,0.5002479553222656,0.5041282046586275,0.5041245650500059,342,False,True
f3_N384_bs8_L2,3,384,8,2,0.5002550482749939,0.5005338685587049,0.5005285531903306,351,False,True
f3_N96_bs4_L1,3,96,4,1,0.5002637505531311,0.5040960758924484,0.5022477265447378,313,False,True
f3_N192_bs2_L2,3,192,2,2,0.5003226399421692,0.501772550031698,0.5017635669792071,324,False,True
f3_N384_bs1_L2,3,384,1,2,0.5003294348716736,0.5006096500903604,0.5006089249050415,334,False,True
f4_N128_bs16_L1,4,128,16,1,0.5003510117530823,0.5029546171426773,0.5029541030526161,328,False,True
f4_N256_bs8_L1,4,256,8,1,0.5003726482391357,0.5012337192893028,0.5012333039194345,338,False,True
f2_N32_bs4_L2,2,32,4,2,0.5003890991210938,0.5122198145836592,0.5121414586901665,345,False,True
f5_N1280_bs2_L1,5,1280,2,1,0.5003936886787415,0.49982422559296535,0.4998054903620869,330,False,True
f3_N48_bs16_L1,3,48,16,1,0.5003947019577026,0.5077807009220123,0.5077799558639526,357,False,True
f4_N512_bs4_L1,4,512,4,1,0.5004327893257141,0.5004110470472369,0.5001326156780124,355,False,True
f4_N512_bs8_L1,4,512,8,1,0.5004432201385498,0.5004227296449244,0.49934511817991734,356,False,True
f3_N48_bs2_L1,3,48,2,1,0.5004446506500244,0.5084894883135954,0.5084873808858296,358,False,True
f4_N256_bs2_L1,4,256,2,1,0.5004763007164001,0.5013961379190732,0.501084328188881,334,False,True
f4_N64_bs16_L1,4,64,16,1,0.5004798173904419,0.5061338469386101,0.5061312168836594,328,False,True
f4_N128_bs8_L1,4,128,8,1,0.5004980564117432,0.5031535904854536,0.5031527783721685,317,False,True
f3_N192_bs1_L1,3,192,1,1,0.5005137324333191,0.5020166470436985,0.5020155281176812,329,False,True
f4_N512_bs1_L1,4,512,1,1,0.5005187392234802,0.5005000319865163,0.500497519140755,299,False,True
f3_N384_bs16_L2,3,384,16,2,0.5005273818969727,0.5008130793770155,0.49787314236164093,359,False,True
f4_N512_bs16_L1,4,512,16,1,0.5005289912223816,0.500507365912199,0.5003510499373078,333,False,True
f3_N192_bs4_L2,3,192,4,2,0.5005469918251038,0.5020220515628656,0.5020059589296579,331,False,True
f3_N96_bs1_L1,3,96,1,1,0.5005669593811035,0.5044339825174878,0.5044333759518244,329,False,True
f5_N1280_bs1_L1,5,1280,1,1,0.5005948543548584,0.5000249173945944,0.5000230314567504,316,False,True
f4_N1024_bs4_L2,4,1024,4,2,0.5005970001220703,0.5001150519965449,0.4991056604485493,369,False,True
f3_N48_bs8_L1,3,48,8,1,0.5006088614463806,0.5076377689838409,0.5076377441485723,379,False,True
f4_N128_bs4_L1,4,128,4,1,0.5006111860275269,0.5033506779000163,0.5033490101341158,356,False,True
f5_N1280_bs8_L1,5,1280,8,1,0.5006112456321716,0.5000292861834168,0.499992607627064,343,False,True
f3_N96_bs8_L2,3,96,8,2,0.5006512403488159,0.5045972044269244,0.5028659577171007,372,False,True
f4_N256_bs4_L1,4,256,4,1,0.5006513595581055,0.5015700912335888,0.49872684688307345,334,False,True
f3_N192_bs16_L2,3,192,16,2,0.500654399394989,0.5021734684705734,0.502172460158666,341,False,True
f3_N96_bs4_L2,3,96,4,2,0.5006598234176636,0.5045908161749443,0.5045361196001371,329,False,True
f3_N192_bs8_L2,3,192,8,2,0.5006687641143799,0.5021383178730806,0.49861786017815274,328,False,True
f5_N1280_bs16_L1,5,1280,16,1,0.5006721615791321,0.5000834234058857,0.5000406719744206,346,False,True
f4_N1024_bs1_L2,4,1024,1,2,0.5006733536720276,0.5001910509417644,0.500189168582553,301,False,True
f3_N96_bs2_L2,3,96,2,2,0.5006805062294006,0.5046259386775395,0.5030452405141356,298,False,True
f5_N320_bs16_L1,5,320,16,1,0.5006939768791199,0.5012299075722695,0.5005512148141861,307,False,True
f4_N256_bs1_L1,4,256,1,1,0.5006957054138184,0.5016064359797667,0.501605436291527,305,False,True
f5_N160_bs16_L1,5,160,16,1,0.5007064342498779,0.502748304605484,0.502748042345047,342,False,True
f5_N80_bs16_L1,5,80,16,1,0.5007242560386658,0.5054621517658233,0.5054617702960968,306,False,True
f4_N64_bs4_L1,4,64,4,1,0.5007268190383911,0.5065792445093393,0.5065772030502558,344,False,True
f4_N1024_bs16_L2,4,1024,16,2,0.5007283091545105,0.5002389652654529,0.500238127540797,327,False,True
f3_N96_bs16_L2,3,96,16,2,0.5007347464561462,0.5046354035536448,0.5019384324550629,311,False,True
f4_N64_bs8_L1,4,64,8,1,0.5007385611534119,0.5066460147500038,0.4997168965637684,344,False,True
f4_N1024_bs2_L2,4,1024,2,2,0.5007405281066895,0.5002438572746541,0.49983557869279593,311,False,True
f5_N320_bs8_L1,5,320,8,1,0.5007441639900208,0.5012800775468349,0.5011992953717709,338,False,True
f4_N1024_bs8_L2,4,1024,8,2,0.5007472634315491,0.500257964595221,0.49979443207848817,321,False,True
f5_N640_bs8_L1,5,640,8,1,0.5007543563842773,0.5005429275333881,0.5005008682608605,328,False,True
f4_N512_bs2_L2,4,512,2,2,0.5007578730583191,0.5007407687126033,0.5007279935728093,332,False,True
f3_N192_bs1_L2,3,192,1,2,0.5007611513137817,0.5022803326620154,0.5022786280923507,312,False,True
f4_N64_bs2_L1,4,64,2,1,0.500763475894928,0.506757470080629,0.49739244460943155,331,False,True
f5_N640_bs16_L1,5,640,16,1,0.5007650256156921,0.5005524471402168,0.5005501672625542,375,False,True
f4_N128_bs2_L1,4,128,2,1,0.5007674694061279,0.5035631630016724,0.49915963770763483,339,False,True
f5_N1280_bs4_L1,5,1280,4,1,0.500770092010498,0.5001728326664306,0.5001524301012978,328,False,True
f5_N640_bs2_L1,5,640,2,1,0.5007862448692322,0.5005744316738856,0.5000333156716806,364,False,True
f4_N128_bs1_L1,4,128,1,1,0.5007889270782471,0.5035312070162945,0.5035280756310385,304,False,True
f5_N160_bs4_L1,5,160,4,1,0.5007914900779724,0.5028158266097307,0.5024241105653345,339,False,True
f2_N512_bs4_L3,2,512,4,3,0.5007928609848022,0.5007712049409747,0.5002923337742686,328,False,True
f4_N512_bs16_L2,4,512,16,2,0.5008085370063782,0.5007864227518439,0.5007793623954058,313,False,True
f5_N640_bs4_L1,5,640,4,1,0.5008098483085632,0.5005983514711261,0.5004625277128071,320,False,True
f5_N320_bs4_L1,5,320,4,1,0.500815212726593,0.5013517764396965,0.5012723431922496,368,False,True
f5_N80_bs8_L1,5,80,8,1,0.5008165240287781,0.5056447222828865,0.505568328499794,351,False,True
f5_N160_bs2_L1,5,160,2,1,0.500818133354187,0.5028270747832722,0.5028216004138812,336,False,True
f5_N640_bs1_L1,5,640,1,1,0.5008280873298645,0.5006168270665754,0.5006155595351458,306,False,True
f4_N512_bs8_L2,4,512,8,2,0.5008394718170166,0.5008176397532225,0.5008105840533972,339,False,True
f5_N160_bs8_L1,5,160,8,1,0.5008431077003479,0.5028719365596771,0.5025223203003406,350,False,True
f4_N512_bs4_L2,4,512,4,2,0.5008541345596313,0.5008334075246239,0.5007675600936636,334,False,True
f5_N320_bs1_L1,5,320,1,1,0.5008586645126343,0.5014054645425177,0.5014041428163978,301,False,True
f4_N512_bs1_L2,4,512,1,2,0.500859260559082,0.5008409845443147,0.5008379141896846,321,False,True
f5_N1280_bs4_L2,5,1280,4,2,0.500861644744873,0.5002740348689259,0.5001939412613865,302,False,True
f4_N128_bs8_L2,4,128,8,2,0.5008664727210999,0.5036036185920238,0.5011899713426828,313,False,True
f4_N256_bs16_L2,4,256,16,2,0.5008714199066162,0.5017740800976753,0.5017736442387104,312,False,True
f4_N256_bs4_L2,4,256,4,2,0.5008721351623535,0.5017947767628357,0.5014801185461693,344,False,True
f2_N512_bs8_L3,2,512,8,3,0.5008754730224609,0.5008532349020243,0.500044115819037,353,False,True
f5_N1280_bs8_L2,5,1280,8,2,0.5008797645568848,0.5002880968153477,0.5002595652826131,399,False,True
f4_N128_bs16_L2,4,128,16,2,0.5008805990219116,0.5035941302776337,0.5031261704862118,371,False,True
f4_N256_bs8_L2,4,256,8,2,0.5008808970451355,0.5017856685444713,0.5012211035937071,317,False,True
f5_N160_bs16_L2,5,160,16,2,0.5008845925331116,0.5029132813215256,0.500989380478859,361,False,True
f5_N1280_bs16_L2,5,1280,16,2,0.5008849501609802,0.500287939235568,0.5002274356782437,308,False,True
f5_N640_bs16_L2,5,640,16,2,0.5008879899978638,0.5006743058562279,0.5006732262670994,342,False,True
f4_N256_bs2_L2,4,256,2,2,0.5008937120437622,0.501824224072152,0.5007627517989022,343,False,True
f2_N256_bs2_L3,2,256,2,3,0.5008949637413025,0.5018202276987722,0.5002098290715367,325,False,True
f5_N1280_bs1_L2,5,1280,1,2,0.5008952617645264,0.5003026248121427,0.5002804425223542,309,False,True
f5_N320_bs16_L2,5,320,16,2,0.5009010434150696,0.5014441266655922,0.5010883048176765,314,False,True
f4_N256_bs1_L2,4,256,1,2,0.5009033679962158,0.5018253284000025,0.5018236662268123,298,False,True
f5_N80_bs2_L1,5,80,2,1,0.5009084939956665,0.5058340460062027,0.5038030234631151,343,False,True
f5_N640_bs4_L2,5,640,4,2,0.5009089112281799,0.500697034643963,0.4995231182547286,362,False,True
f5_N320_bs2_L1,5,320,2,1,0.5009099245071411,0.5014671338489279,0.50136607424065,291,False,True
f2_N512_bs1_L3,2,512,1,3,0.5009127259254456,0.5008932031344173,0.5008914913210525,324,False,True
f2_N512_bs16_L3,2,512,16,3,0.5009130239486694,0.5008906340226531,0.500510623678565,338,False,True
f5_N160_bs1_L1,5,160,1,1,0.5009142160415649,0.5029487225130651,0.5029475911644112,325,False,True
f5_N320_bs8_L2,5,320,8,2,0.5009156465530396,0.5014687877148389,0.4994967106729746,328,False,True
f3_N768_bs2_L3,3,768,2,3,0.5009180307388306,0.5005758201565413,0.5003400007996485,335,False,True
f5_N320_bs4_L2,5,320,4,2,0.5009232759475708,0.5014780822210014,0.501297527551651,337,False,True
f5_N640_bs1_L2,5,640,1,2,0.5009233951568604,0.500711688139441,0.5007098120029131,323,False,True
f5_N640_bs8_L2,5,640,8,2,0.5009257197380066,0.5007135165855289,0.5007107853889465,337,False,True
f4_N128_bs4_L2,4,128,4,2,0.5009267330169678,0.5036168494261801,0.5036134636029601,352,False,True
f5_N1280_bs2_L2,5,1280,2,2,0.5009296536445618,0.5003279838270828,0.5002555098286393,340,False,True
f5_N160_bs4_L2,5,160,4,2,0.5009332895278931,0.5030253574252128,0.49866364412009717,347,False,True
f2_N256_bs8_L3,2,256,8,3,0.5009353160858154,0.5018759034574032,0.5008518844842911,328,False,True
f2_N256_bs16_L3,2,256,16,3,0.5009387731552124,0.5018762312829494,0.5016871616244316,352,False,True
f2_N256_bs4_L3,2,256,4,3,0.5009428262710571,0.5018990186508745,0.5011156513355672,340,False,True
f4_N64_bs16_L2,4,64,16,2,0.500944197177887,0.5072053521871567,0.507203720510006,332,False,True
f5_N160_bs8_L2,5,160,8,2,0.5009452104568481,0.5029510080814361,0.5015595510601998,361,False,True
f5_N640_bs2_L2,5,640,2,2,0.5009500980377197,0.5007377099129371,0.4985126426341594,325,False,True
f5_N320_bs2_L2,5,320,2,2,0.5009515881538391,0.5015092916612047,0.49980017931666226,334,False,True
f5_N160_bs2_L2,5,160,2,2,0.5009523630142212,0.5030260879080742,0.49825503600295634,340,False,True
f3_N768_bs4_L3,3,768,4,3,0.5009535551071167,0.5006096338620409,0.5004878782201558,319,False,True
f5_N320_bs1_L2,5,320,1,2,0.5009560585021973,0.5015060669509808,0.5015038236384839,362,False,True
f3_N96_bs1_L2,3,96,1,2,0.5009629130363464,0.5048597505459232,0.5048556522281918,312,False,True
f2_N512_bs2_L4,2,512,2,4,0.5009662508964539,0.5009440755284231,0.5003926504741685,329,False,True
f2_N128_bs4_L3,2,128,4,3,0.5009715557098389,0.5037947529926896,0.5013483832590282,325,False,True
f3_N384_bs2_L3,3,384,2,3,0.5009742379188538,0.50127594595142,0.4978704585810192,318,False,True
f3_N384_bs4_L3,3,384,4,3,0.5009757280349731,0.5012781178811565,0.49882271202902,373,False,True
f2_N256_bs16_L4,2,256,16,4,0.5009766221046448,0.5019192695617676,0.4989201370626688,328,False,True
f3_N768_bs16_L3,3,768,16,3,0.5009768009185791,0.5006288439035416,0.5002744880815347,332,False,True
f3_N768_bs1_L3,3,768,1,3,0.5009775161743164,0.5006357169718237,0.5006335345824718,315,False,True
f2_N512_bs16_L4,2,512,16,4,0.5009781718254089,0.5009556310251355,0.5009530801326036,304,False,True
f3_N768_bs8_L3,3,768,8,3,0.5009787082672119,0.5006337580271065,0.49999624521782,342,False,True
