seed,scenario,category,method,task,auc,average_precision,iou_top7,centroid_error,area_matched_iou,score_correlation,mean_relative_residual,covariance_relative_residual,balanced_brier,balanced_nll,balanced_ece,uncertainty_error_auc,certificate,predicted_lower,true_lower,predicted_upper,true_upper,boundary_residual
17,one obstacle,ID,learned-Richardson,0,0.4960470674756389,0.009960870287359994,0.0,0.3254421055316925,0.0,-0.5435474819435546,0.893362820148468,0.5804715752601624,0.25406283140182495,0.6969529390335083,0.18809694051742554,0.8748705046618322,0.0,0.0003526120854075998,2.1500987713807262e-05,0.9996674060821533,0.9713420867919922,1.396055893110315e-07
17,one obstacle,ID,learned-HB,0,0.9996322853465711,0.9682539682539683,0.12727272727272726,0.16625523567199707,0.75,0.30476763191412487,0.9053240418434143,1.073178768157959,0.2548676133155823,0.6682609915733337,0.34849706292152405,0.17591036414565825,0.0,0.0003557140880730003,2.1221248971414752e-05,0.9996638298034668,0.9714958071708679,1.396055893110315e-07
17,one obstacle,ID,learned-Chebyshev,0,0.7398418826990256,0.24249252251720826,0.06896551724137931,0.40233272314071655,0.16666666666666666,-0.5046550031371526,0.8798786997795105,0.6098889112472534,0.21399205923080444,0.6080511808395386,0.2994472086429596,0.7995071684587813,0.0,0.00035263304016552866,2.1434478185256012e-05,0.9996628761291504,0.9713531136512756,1.396055893110315e-07
17,one obstacle,ID,global-safe-HB,0,0.9994484280198566,0.9571428571428572,0.12727272727272726,0.1330781877040863,0.75,0.4081704562381635,0.9398587346076965,1.3326257467269897,0.25495877861976624,0.6856247782707214,0.3409331142902374,0.1936504841749529,0.0,0.00035571979242376983,2.0916015273542143e-05,0.9996638298034668,0.9716261029243469,1.396055893110315e-07
17,one obstacle,ID,population-safe-HB,0,0.9994484280198566,0.9571428571428572,0.12727272727272726,0.12609320878982544,0.75,0.41735955263892444,0.9353824257850647,1.297704815864563,0.2585732936859131,0.6971984505653381,0.3444010615348816,0.19384947396816832,0.0,0.0003557140880730003,2.1221248971414752e-05,0.9996638298034668,0.9714958071708679,1.396055893110315e-07
17,one obstacle,ID,spectrum-HB,0,0.0016547159404302226,0.005118893982495639,0.0,0.12324586510658264,0.0,-0.6612174127231313,4.327406883239746,14.384378433227539,0.5667950510978699,7.117256164550781,0.6519378423690796,0.8242180139438476,0.0,0.0003557140880730003,2.1221248971414752e-05,0.9996638298034668,0.9714958071708679,1.396055893110315e-07
17,one obstacle,ID,population-PCG,0,0.9992645706931421,0.9325396825396826,0.12727272727272726,0.027603676542639732,0.5555555555555556,0.9918301402458302,7.507314205169678,0.06792569160461426,0.1772470623254776,1.2784806489944458,0.19243496656417847,0.9982927870251814,0.0,0.0003557140880730003,2.1221248971414752e-05,0.9996638298034668,0.9714958071708679,1.396055893110315e-07
17,one obstacle,ID,exact,0,0.9992645706931422,0.9325396825396823,0.12727272727272726,0.030919183045625687,0.5555555555555556,1.0,0.00021457408729474992,3.597400336730061e-06,0.06954643875360489,0.17394952476024628,0.1015867069363594,0.9991463935125907,nan,nan,nan,nan,nan,1.396055893110315e-07
17,two obstacles,ID,learned-Richardson,0,0.37702053298383575,0.02084645325445289,0.0,0.2930774986743927,0.0,-0.6592635070055362,0.7662009596824646,0.10752390325069427,0.2731311619281769,0.7464253902435303,0.22566373646259308,0.1709681335356601,0.0,0.0003644400858320296,3.438992644078098e-05,0.9996674060821533,0.7067878842353821,1.929494828800671e-06
17,two obstacles,ID,learned-HB,0,0.9414591524683268,0.47737706145990555,0.22580645161290322,0.11369612067937851,0.2727272727272727,-0.005752626279042486,0.803346574306488,0.8300455808639526,0.2183702439069748,0.6450915336608887,0.26401108503341675,0.6563982807053169,0.0,0.0003675083280541003,3.392878352315165e-05,0.9996639490127563,0.7069263458251953,1.929494828800671e-06
17,two obstacles,ID,learned-Chebyshev,0,0.8727454284466081,0.15968039370777876,0.10144927536231885,0.50184565782547,0.13513513513513514,-0.3301893708084979,0.7250106930732727,0.09996160864830017,0.20784048736095428,0.5970382690429688,0.20117361843585968,0.5712468289727765,0.0,0.00036447157617658377,3.430634387768805e-05,0.9996628761291504,0.7068665027618408,1.929494828800671e-06
17,two obstacles,ID,global-safe-HB,0,0.9390875616301566,0.4398368079173933,0.22580645161290322,0.058658014982938766,0.2727272727272727,0.015902281630392513,0.8657650947570801,1.0398879051208496,0.2042265087366104,0.6231556534767151,0.24834290146827698,0.6813356646562282,0.0,0.00036754916072823107,3.3398737286916e-05,0.9996639490127563,0.7072246074676514,1.929494828800671e-06
17,two obstacles,ID,population-safe-HB,0,0.9419584347500467,0.45719907878565935,0.22580645161290322,0.058658014982938766,0.2727272727272727,0.021645097124510636,0.866268515586853,1.042079210281372,0.20531737804412842,0.6286923289299011,0.250089555978775,0.6730577884841978,0.0,0.0003675083280541003,3.392878352315165e-05,0.9996639490127563,0.7069263458251953,1.929494828800671e-06
17,two obstacles,ID,spectrum-HB,0,0.024277600948636326,0.01424942144055446,0.0,0.03164959326386452,0.0,-0.5083277279248585,4.373131275177002,9.45484733581543,0.5238234996795654,4.882251739501953,0.5631219744682312,0.674247162898758,0.0,0.0003675083280541003,3.392878352315165e-05,0.9996639490127563,0.7069263458251953,1.929494828800671e-06
17,two obstacles,ID,population-PCG,0,0.9980028708731199,0.9280657933927938,0.38181818181818183,0.014553501270711422,0.68,0.992320520220497,3.7979800701141357,0.39958319067955017,0.0074136401526629925,0.03856034576892853,0.008124250918626785,0.9883268482490272,0.0,0.0003675083280541003,3.392878352315165e-05,0.9996639490127563,0.7069263458251953,1.929494828800671e-06
17,two obstacles,ID,exact,0,0.9987517942956999,0.9510716894617823,0.38181818181818183,0.00928780622780323,0.8260869565217391,1.0,0.00014124361041467637,2.474783514117007e-06,0.01076559815555811,0.09379427880048752,0.011877493932843208,0.87735712213519,nan,nan,nan,nan,nan,1.929494828800671e-06
17,four obstacles,ID,learned-Richardson,0,0.5213771694652181,0.04785896745108185,0.0,0.300315260887146,0.0,-0.5947111700641357,0.6299694180488586,0.1276228427886963,0.3112841844558716,0.8473996520042419,0.2691520154476166,0.5534781995202485,0.0,0.0004227129102218896,9.569110989104956e-05,0.9996672868728638,0.6513418555259705,2.6008956410805695e-06
17,four obstacles,ID,learned-HB,0,0.943241145759842,0.42718381488883883,0.25675675675675674,0.044950295239686966,0.22580645161290322,0.5838814497215452,0.6982566714286804,0.7280840873718262,0.18970447778701782,0.7272449731826782,0.2345651239156723,0.6279677672955974,0.0,0.0004258345579728484,9.426728502148762e-05,0.9996639490127563,0.6515510082244873,2.6008956410805695e-06
