method,scenario,category,n_tasks,average_precision_mean,average_precision_ci95,auc_mean,auc_ci95,area_matched_iou_mean,area_matched_iou_ci95,score_correlation_mean,score_correlation_ci95,mean_relative_residual_mean,mean_relative_residual_ci95,covariance_relative_residual_mean,covariance_relative_residual_ci95,balanced_brier_mean,balanced_brier_ci95,balanced_nll_mean,balanced_nll_ci95,balanced_ece_mean,balanced_ece_ci95,uncertainty_error_auc_mean,uncertainty_error_auc_ci95,certificate_mean,certificate_ci95,boundary_residual_mean,boundary_residual_ci95
exact,180 degree aperture,OOD aperture,1,0.3712248803496921,0.0,0.9590488771466313,0.0,0.22727272727272727,0.0,1.0,0.0,5.452470213640481e-05,0.0,2.174961764467298e-06,0.0,0.2378632128238678,0.0,2.4969239234924316,0.0,0.241390198469162,0.0,0.7987407862407861,0.0,nan,0.0,1.6774629330029711e-06,0.0
exact,30 percent noise,OOD noise,1,0.6192900098481238,0.0,0.9741591080876795,0.0,0.36585365853658536,0.0,1.0,0.0,1.3697451322514098e-05,0.0,8.586034141444543e-07,0.0,0.10989777743816376,0.0,1.1597678661346436,0.0,0.11489249765872955,0.0,0.7063241848463523,0.0,nan,0.0,2.960710162369651e-06,0.0
exact,four obstacles,ID,1,0.7126147385406422,0.0,0.9747777620996191,0.0,0.46153846153846156,0.0,1.0,0.0,3.724829730344936e-05,0.0,1.4742250868948759e-06,0.0,0.0817396342754364,0.0,0.8405545949935913,0.0,0.084516242146492,0.0,0.7573361280487805,0.0,nan,0.0,2.6008956410805695e-06,0.0
exact,one obstacle,ID,1,0.9325396825396823,0.0,0.9992645706931422,0.0,0.5555555555555556,0.0,1.0,0.0,0.00021457408729474992,0.0,3.597400336730061e-06,0.0,0.06954643875360489,0.0,0.17394952476024628,0.0,0.1015867069363594,0.0,0.9991463935125907,0.0,nan,0.0,1.396055893110315e-07,0.0
exact,six obstacles,OOD count,1,0.7057228255492751,0.0,0.961825613079019,0.0,0.4492753623188406,0.0,1.0,0.0,3.239391298848204e-05,0.0,1.5192573528111097e-06,0.0,0.11879567801952362,0.0,0.9941500425338745,0.0,0.12290320545434952,0.0,0.8428947746970188,0.0,nan,0.0,2.8265521905268542e-06,0.0
exact,three stars,OOD shape,1,0.8814024506007258,0.0,0.9914509803921568,0.0,0.6190476190476191,0.0,1.0,0.0,3.605062738643028e-05,0.0,1.4643641179645783e-06,0.0,0.058992769569158554,0.0,0.5624299049377441,0.0,0.06177308037877083,0.0,0.8007508167881378,0.0,nan,0.0,3.273228912803461e-06,0.0
exact,two obstacles,ID,1,0.9510716894617823,0.0,0.9987517942956999,0.0,0.8260869565217391,0.0,1.0,0.0,0.00014124361041467637,0.0,2.474783514117007e-06,0.0,0.01076559815555811,0.0,0.09379427880048752,0.0,0.011877493932843208,0.0,0.87735712213519,0.0,nan,0.0,1.929494828800671e-06,0.0
exact,wavenumber 12,OOD frequency,1,0.9579456092470966,0.0,0.9985145403645089,0.0,0.7692307692307693,0.0,1.0,0.0,4.990074012312107e-05,0.0,1.3651547305926215e-06,0.0,0.01730995811522007,0.0,0.13838933408260345,0.0,0.019300106912851334,0.0,0.9152077807250222,0.0,nan,0.0,2.7275607408228097e-06,0.0
global-safe-HB,180 degree aperture,OOD aperture,1,0.284720847616697,0.0,0.8226429864474778,0.0,0.2,0.0,0.36704945237120373,0.0,0.73382568359375,0.0,0.5798699259757996,0.0,0.2126607894897461,0.0,0.8633056879043579,0.0,0.22127193212509155,0.0,0.6495431055135357,0.0,0.0,0.0,1.6774629330029711e-06,0.0
global-safe-HB,30 percent noise,OOD noise,1,0.49871516672938243,0.0,0.9696712018140591,0.0,0.2727272727272727,0.0,0.84736332052986,0.0,0.6259253025054932,0.0,0.7073313593864441,0.0,0.1589471846818924,0.0,1.103310465812683,0.0,0.1888749599456787,0.0,0.49710042077948147,0.0,0.0,0.0,2.960710162369651e-06,0.0
global-safe-HB,four obstacles,ID,1,0.39456280912842756,0.0,0.9382672498941724,0.0,0.1875,0.0,0.6049616494214396,0.0,0.7743285298347473,0.0,0.8820705413818359,0.0,0.18145109713077545,0.0,0.7839038968086243,0.0,0.2206413596868515,0.0,0.6652293894446362,0.0,0.0,0.0,2.6008956410805695e-06,0.0
global-safe-HB,one obstacle,ID,1,0.9571428571428572,0.0,0.9994484280198566,0.0,0.75,0.0,0.4081704562381635,0.0,0.9398587346076965,0.0,1.3326257467269897,0.0,0.25495877861976624,0.0,0.6856247782707214,0.0,0.3409331142902374,0.0,0.1936504841749529,0.0,0.0,0.0,1.396055893110315e-07,0.0
global-safe-HB,six obstacles,OOD count,1,0.5436667545365764,0.0,0.9368937329700272,0.0,0.4084507042253521,0.0,0.716108333415558,0.0,0.8183577656745911,0.0,1.0539687871932983,0.0,0.1623460054397583,0.0,0.6950987577438354,0.0,0.18548455834388733,0.0,0.6958309056774779,0.0,0.0,0.0,2.8265521905268542e-06,0.0
global-safe-HB,three stars,OOD shape,1,0.32992624513800084,0.0,0.9583529411764706,0.0,0.19298245614035087,0.0,0.7043310562258518,0.0,0.7040547728538513,0.0,0.7325263619422913,0.0,0.17516271770000458,0.0,0.7340273261070251,0.0,0.22977223992347717,0.0,0.570010894325047,0.0,0.0,0.0,3.273228912803461e-06,0.0
global-safe-HB,two obstacles,ID,1,0.4398368079173933,0.0,0.9390875616301566,0.0,0.2727272727272727,0.0,0.015902281630392513,0.0,0.8657650947570801,0.0,1.0398879051208496,0.0,0.2042265087366104,0.0,0.6231556534767151,0.0,0.24834290146827698,0.0,0.6813356646562282,0.0,0.0,0.0,1.929494828800671e-06,0.0
global-safe-HB,wavenumber 12,OOD frequency,1,0.6594222937105632,0.0,0.9895446494886591,0.0,0.4838709677419355,0.0,0.38985343974599507,0.0,0.825625479221344,0.0,0.9777305722236633,0.0,0.05337759852409363,0.0,0.19741706550121307,0.0,0.08738918602466583,0.0,0.7838978890525282,0.0,0.0,0.0,2.7275607408228097e-06,0.0
learned-Chebyshev,180 degree aperture,OOD aperture,1,0.22355027613949496,0.0,0.728264592201184,0.0,0.14893617021276595,0.0,-0.11100433623173894,0.0,0.6258559823036194,0.0,0.11233807355165482,0.0,0.2357822060585022,0.0,0.7118526697158813,0.0,0.18919172883033752,0.0,0.684438368648895,0.0,0.0,0.0,1.6774629330029711e-06,0.0
learned-Chebyshev,30 percent noise,OOD noise,1,0.5980613426360352,0.0,0.9730253212396069,0.0,0.36585365853658536,0.0,0.5516893892927527,0.0,0.510953962802887,0.0,0.12321601808071136,0.0,0.23171882331371307,0.0,0.6730398535728455,0.0,0.31024909019470215,0.0,0.43673469387755104,0.0,0.0,0.0,2.960710162369651e-06,0.0
learned-Chebyshev,four obstacles,ID,1,0.6161897495876038,0.0,0.942923663045012,0.0,0.4074074074074074,0.0,0.09421742423870524,0.0,0.5587992668151855,0.0,0.1018696203827858,0.0,0.22941607236862183,0.0,0.6413028836250305,0.0,0.2909334599971771,0.0,0.45814401110690395,0.0,0.0,0.0,2.6008956410805695e-06,0.0
learned-Chebyshev,one obstacle,ID,1,0.24249252251720826,0.0,0.7398418826990256,0.0,0.16666666666666666,0.0,-0.5046550031371526,0.0,0.8798786997795105,0.0,0.6098889112472534,0.0,0.21399205923080444,0.0,0.6080511808395386,0.0,0.2994472086429596,0.0,0.7995071684587813,0.0,0.0,0.0,1.396055893110315e-07,0.0
