model,seed,scenario,category,count,wavenumber,noise,aperture_degrees,task,auc,average_precision,iou_top7,centroid_error,area_matched_iou,score_correlation_exact,relative_residual,success_ap80
exact,17,one obstacle,ID,1,8.0,0.05,360.0,10,1.0,0.9999999999999999,0.1388888888888889,0.054757680743932724,1.0,1.0,4.975484625902027e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,11,0.9992732077964982,0.9505266955266954,0.20833333333333334,0.003860349301248789,0.7647058823529411,1.0,4.966500273440033e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,12,1.0,0.9999999999999998,0.19444444444444445,0.014138423837721348,1.0,1.0,4.9351248890161514e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,13,1.0,0.9999999999999998,0.09722222222222222,0.0324026457965374,1.0,1.0,5.29888529854361e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,14,0.999671592775041,0.9722222222222222,0.125,0.10535680502653122,0.8,1.0,5.132026126375422e-05,1.0
exact,17,one obstacle,ID,1,8.0,0.05,360.0,15,1.0,1.0,0.2222222222222222,8.33000246558413e-09,1.0,1.0,4.8648678784957156e-05,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,0,0.998960318835557,0.9652814137487975,0.4027777777777778,0.004351606592535973,0.7575757575757576,0.9999913264627402,0.03049861080944538,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,1,0.9977262216741175,0.9377369834779288,0.3611111111111111,0.034040167927742004,0.7333333333333333,0.9999930270153794,0.03168508782982826,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,2,0.9976610466816099,0.9332070931423109,0.4305555555555556,0.001642288058064878,0.6756756756756757,0.9999940381194136,0.032255060970783234,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,3,1.0,1.0,0.25,3.0088393998539686e-08,1.0,0.9999989977975994,0.04854686185717583,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,4,0.998290841760433,0.929302668496089,0.2916666666666667,0.013338428921997547,0.75,0.9999974278134552,0.018493104726076126,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,5,0.9977710910509305,0.9450843067590249,0.375,0.018810240551829338,0.7419354838709677,0.9999804666639189,0.025459034368395805,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,6,0.997375,0.9005418648283894,0.3333333333333333,0.04501879960298538,0.6551724137931034,0.9999930709284709,0.029158608987927437,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,7,0.9994989979959921,0.9811343848389377,0.3611111111111111,0.006288330070674419,0.8571428571428571,0.9999963526907968,0.019313497468829155,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,8,0.9964859437751004,0.886061830815835,0.3888888888888889,0.010862808674573898,0.696969696969697,0.9999955252364041,0.029980413615703583,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,9,0.9967369477911646,0.9125220637573392,0.3888888888888889,0.004679377190768719,0.6470588235294118,0.999975025412305,0.02276156097650528,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,10,0.9999447757897062,0.9970760233918128,0.25,0.008390471339225769,0.8947368421052632,0.9999985465100305,0.018250320106744766,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,11,0.9992732077964982,0.9536633249791143,0.20833333333333334,0.001950033358298242,0.7647058823529411,0.9999989023360438,0.05230662226676941,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,12,1.0,1.0,0.2361111111111111,0.020333116874098778,1.0,0.999996163512607,0.0439007431268692,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,13,0.9997905210788165,0.9897243107769423,0.2638888888888889,0.013533727265894413,0.8095238095238095,0.9999960078192744,0.022163132205605507,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,14,0.9983283182881979,0.9452183309335289,0.375,0.011359424330294132,0.7419354838709677,0.9999844202348953,0.020860647782683372,1.0
small,17,two obstacles,ID,2,8.0,0.15,360.0,15,0.9998575701467027,0.9940476190476193,0.2916666666666667,0.010579656809568405,0.9090909090909091,0.9999901982087854,0.01621599681675434,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,0,0.998960318835557,0.9652814137487975,0.4027777777777778,0.004351606592535973,0.7575757575757576,0.9999911655774231,0.030770888552069664,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,1,0.9976876830584246,0.9366759755203692,0.3611111111111111,0.034040167927742004,0.7333333333333333,0.9999930315986785,0.031685493886470795,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,2,0.9976935321443654,0.9338983373819421,0.4305555555555556,0.001642288058064878,0.6756756756756757,0.9999941242219856,0.032148733735084534,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,3,1.0,1.0,0.25,3.0088393998539686e-08,1.0,0.9999990536036306,0.04845087602734566,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,4,0.998290841760433,0.9293026684960887,0.2916666666666667,0.013338428921997547,0.75,0.9999976143499107,0.018120374530553818,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,5,0.9977710910509306,0.9442126655546781,0.375,0.018810240551829338,0.7419354838709677,0.9999796827519576,0.02493193745613098,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,6,0.997375,0.9005418648283894,0.3333333333333333,0.04501879960298538,0.6551724137931034,0.9999932982733303,0.028511270880699158,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,7,0.9994989979959921,0.9811343848389377,0.3611111111111111,0.006288330070674419,0.8571428571428571,0.999996353134947,0.018818944692611694,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,8,0.9964859437751004,0.886061830815835,0.3888888888888889,0.010862808674573898,0.696969696969697,0.9999955620687303,0.029597215354442596,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,9,0.9965935169248422,0.9064984402283925,0.3888888888888889,0.004679377190768719,0.6,0.9999775865391136,0.022866366431117058,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,10,0.9999447757897062,0.9970760233918128,0.25,0.008390471339225769,0.8947368421052632,0.9999984281652166,0.019164487719535828,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,11,0.9992732077964982,0.9536633249791143,0.20833333333333334,0.001950033358298242,0.7647058823529411,0.9999987914067872,0.05330803617835045,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,12,1.0,1.0,0.2361111111111111,0.020333116874098778,1.0,0.9999954307108756,0.0450274795293808,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,13,0.9998428908091124,0.9922173855691861,0.2638888888888889,0.013533727265894413,0.9,0.9999957897269083,0.024307256564497948,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,14,0.9982911698057134,0.9446085748359679,0.375,0.011359424330294132,0.7419354838709677,0.9999846260637686,0.02327067218720913,1.0
foundation,17,two obstacles,ID,2,8.0,0.15,360.0,15,0.9998575701467027,0.9940476190476191,0.2916666666666667,0.011687329038977623,0.9090909090909091,0.9999897481418834,0.019648408517241478,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,0,0.998960318835557,0.9652814137487975,0.4027777777777778,0.003536213655024767,0.7575757575757576,1.0,2.3515834982390516e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,1,0.9977262216741175,0.9377369834779288,0.3611111111111111,0.034040167927742004,0.7333333333333333,1.0,2.2150969016365707e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,2,0.9976285612188546,0.9319214456434796,0.4305555555555556,0.005556713789701462,0.6756756756756757,1.0,2.0254883565939963e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,3,1.0,1.0,0.25,3.0088393998539686e-08,1.0,1.0,2.2822892788099125e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,4,0.998290841760433,0.9293026684960887,0.2916666666666667,0.013338428921997547,0.75,1.0,1.982046160264872e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,5,0.9978082395334151,0.94497692187449,0.375,0.018810240551829338,0.7419354838709677,1.0,2.2911895939614624e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,6,0.997375,0.9005418648283894,0.3333333333333333,0.04501879960298538,0.6551724137931034,1.0,1.9903589418390766e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,7,0.999460459380299,0.9801263203228086,0.3611111111111111,0.006288330070674419,0.8571428571428571,1.0,2.328503796888981e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,8,0.9964859437751004,0.886061830815835,0.3888888888888889,0.010862808674573898,0.696969696969697,1.0,2.2118038032203913e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,9,0.9966293746414228,0.9078763049267979,0.3888888888888889,0.004679377190768719,0.6470588235294118,1.0,2.1021178326918744e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,10,0.9999447757897062,0.997076023391813,0.25,0.008390471339225769,0.8947368421052632,1.0,2.2190555682755075e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,11,0.9992732077964982,0.9536633249791144,0.20833333333333334,0.001950033358298242,0.7647058823529411,1.0,2.3424552637152374e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,12,1.0,1.0,0.2361111111111111,0.020333116874098778,1.0,1.0,2.371638584008906e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,13,0.9998428908091124,0.9922173855691861,0.2638888888888889,0.013533727265894413,0.9,1.0,2.3128066459321417e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,14,0.998328318288198,0.9462119097726363,0.375,0.011359424330294132,0.7419354838709677,1.0,1.9426117432885803e-05,1.0
exact,17,two obstacles,ID,2,8.0,0.15,360.0,15,0.9998575701467027,0.9940476190476191,0.2916666666666667,0.011687329038977623,0.9090909090909091,1.0,2.5793469831114635e-05,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,0,0.9971962384934124,0.9413893163245504,0.5694444444444444,0.02000545524060726,0.673469387755102,0.9999887290580326,0.10210234671831131,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,1,0.9943506934341965,0.8753244257025803,0.5833333333333334,0.005724692717194557,0.6153846153846154,0.9999884355350407,0.05331806093454361,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,2,0.9964835030425343,0.9381348784099195,0.4383561643835616,0.029511835426092148,0.7368421052631579,0.9999888284673626,0.053631655871868134,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,3,0.9970339112619637,0.9196301904904866,0.4583333333333333,0.023420611396431923,0.6097560975609756,0.9999892820008941,0.1424073427915573,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,4,0.9977318548387097,0.9383771322121783,0.4444444444444444,0.01813846081495285,0.6842105263157895,0.9999970052344415,0.07548719644546509,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,5,0.9940202962558619,0.8903904814165164,0.547945205479452,0.03788841888308525,0.673469387755102,0.999998388574528,0.05361419543623924,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,6,0.9967140392672308,0.9222441969442313,0.5138888888888888,0.026048997417092323,0.7209302325581395,0.9999934893721418,0.13666632771492004,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,7,0.9984248991935484,0.9573215733075627,0.4444444444444444,0.026583736762404442,0.7777777777777778,0.9999988631239487,0.007908742874860764,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,8,0.998050872234675,0.9527830311776295,0.4305555555555556,0.009716572239995003,0.7222222222222222,0.9999942257575395,0.034168045967817307,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,9,0.996933103316082,0.939964881069134,0.4931506849315068,0.037941575050354004,0.7619047619047619,0.9999932892330545,0.10615704953670502,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,10,0.9978234739953871,0.9436276564609314,0.4305555555555556,0.022607076913118362,0.7222222222222222,0.999994667897766,0.0860813781619072,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,11,0.9995494714954081,0.9854549403122531,0.4027777777777778,0.01914030872285366,0.9333333333333333,0.9999979774960284,0.022088047116994858,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,12,0.9991044344937166,0.9786554237026799,0.4861111111111111,0.01989949308335781,0.8421052631578947,0.9999937149064149,0.02630387619137764,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,13,0.9956734850351872,0.9066181626337032,0.4931506849315068,0.039886683225631714,0.6444444444444445,0.9999912432653695,0.132060244679451,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,14,0.9957828973057399,0.9050860632861871,0.5205479452054794,0.006086855661123991,0.7333333333333333,0.9999903554895508,0.13983680307865143,1.0
small,17,three obstacles,ID,3,8.0,0.15,360.0,15,0.9985213176702539,0.9677731658857665,0.5138888888888888,0.03170470520853996,0.8048780487804879,0.9999969125070806,0.017067918553948402,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,0,0.9971962384934124,0.9418687531339776,0.5694444444444444,0.02000545524060726,0.673469387755102,0.999989163218926,0.10636910051107407,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,1,0.9943506934341965,0.8755479002312061,0.5833333333333334,0.005724692717194557,0.5849056603773585,0.9999902347961235,0.0510684959590435,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,2,0.9965140812769471,0.939064526363377,0.4383561643835616,0.029511835426092148,0.7368421052631579,0.9999892791160893,0.05344497412443161,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,3,0.9970339112619637,0.9196301904904866,0.4583333333333333,0.023420611396431923,0.6097560975609756,0.9999900479776079,0.1451510787010193,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,4,0.9977318548387097,0.9383771322121783,0.4444444444444444,0.01813846081495285,0.6842105263157895,0.9999970286991662,0.07401422411203384,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,5,0.9939954842071309,0.8897013285765605,0.547945205479452,0.03497810289263725,0.673469387755102,0.999997923987691,0.049177639186382294,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,6,0.9966866562611244,0.9216006963007307,0.5138888888888888,0.026048997417092323,0.7209302325581395,0.9999936813562491,0.14249621331691742,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,7,0.9983933971774193,0.9566889822144453,0.4444444444444444,0.026583736762404442,0.7777777777777778,0.9999988607088613,0.007754376158118248,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,8,0.998050872234675,0.9527830311776299,0.4305555555555556,0.01071141753345728,0.7222222222222222,0.999994473338508,0.03420538827776909,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,9,0.9968783373038692,0.9385242948735569,0.4931506849315068,0.037941575050354004,0.7619047619047619,0.9999932723485286,0.10584240406751633,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,10,0.9978234739953871,0.9436276564609314,0.4305555555555556,0.022607076913118362,0.7222222222222222,0.9999939117265386,0.08543901145458221,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,11,0.9995494714954081,0.9854549403122531,0.4027777777777778,0.01914030872285366,0.9333333333333333,0.9999982218873084,0.02864840254187584,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,12,0.9991044344937166,0.97865542370268,0.4861111111111111,0.01989949308335781,0.8421052631578947,0.9999945961316201,0.026719044893980026,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,13,0.9956461020290808,0.9063238574392163,0.4931506849315068,0.039886683225631714,0.6444444444444445,0.9999921509602671,0.13787007331848145,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,14,0.9958089288038527,0.9055011585208939,0.5205479452054794,0.006086855661123991,0.7333333333333333,0.999990469472115,0.14440450072288513,1.0
foundation,17,three obstacles,ID,3,8.0,0.15,360.0,15,0.9984665516580411,0.9665057825255627,0.5138888888888888,0.03170470520853996,0.8048780487804879,0.9999964861269844,0.018152691423892975,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,0,0.9971714264446815,0.9415910244185731,0.5694444444444444,0.02000545524060726,0.673469387755102,1.0,1.637262357689906e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,1,0.9944476772379013,0.8767339043868585,0.5833333333333334,0.005724692717194557,0.6153846153846154,1.0,1.5540674212388694e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,2,0.9964835030425343,0.9386780081197158,0.4383561643835616,0.029511835426092148,0.7368421052631579,1.0,1.5918423741823062e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,3,0.9970644894963765,0.9202129410732371,0.4583333333333333,0.02629944123327732,0.6097560975609756,1.0,1.752713433234021e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,4,0.9977318548387097,0.9383771322121783,0.4444444444444444,0.01813846081495285,0.6842105263157895,1.0,1.9282599168946035e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,5,0.9940202962558617,0.8900961752632328,0.547945205479452,0.03338152915239334,0.673469387755102,1.0,1.6677162420819513e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,6,0.9966866562611244,0.9216006963007307,0.5138888888888888,0.026048997417092323,0.7209302325581395,1.0,1.866597267508041e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,7,0.9984248991935484,0.9573215733075627,0.4444444444444444,0.026583736762404442,0.7777777777777778,1.0,1.777399484126363e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,8,0.998050872234675,0.9527830311776299,0.4305555555555556,0.01071141753345728,0.7222222222222222,1.0,1.5376801457023248e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,9,0.9969604863221885,0.940259186263621,0.4931506849315068,0.037941575050354004,0.7619047619047619,1.0,1.726491973386146e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,10,0.9978234739953871,0.9436276564609317,0.4305555555555556,0.022607076913118362,0.7222222222222222,1.0,1.92284605873283e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,11,0.9995494714954081,0.9854549403122528,0.4027777777777778,0.01914030872285366,0.9333333333333333,1.0,1.8519671357353218e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,12,0.9991044344937166,0.9786554237026799,0.4861111111111111,0.01989949308335781,0.8421052631578947,1.0,1.6087720723589882e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,13,0.9956734850351872,0.9066181626337032,0.4931506849315068,0.039886683225631714,0.6444444444444445,1.0,1.800676909624599e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,14,0.9957828973057399,0.9050860632861871,0.5205479452054794,0.006086855661123991,0.7333333333333333,1.0,1.6466610759380274e-05,1.0
exact,17,three obstacles,ID,3,8.0,0.15,360.0,15,0.9984391686519346,0.965885522671503,0.5138888888888888,0.03170470520853996,0.8048780487804879,1.0,1.794760100892745e-05,1.0
small,17,four obstacles,ID,4,8.0,0.15,360.0,0,0.9966972126765941,0.9523407097923565,0.68,0.035718586295843124,0.7419354838709677,0.9999634538167873,0.051601264625787735,1.0
small,17,four obstacles,ID,4,8.0,0.15,360.0,1,0.9970175120407876,0.9387710139368168,0.7083333333333334,0.012386953458189964,0.7586206896551724,0.9999591509097917,0.05884213745594025,1.0
small,17,four obstacles,ID,4,8.0,0.15,360.0,2,0.9992488805431171,0.9774952550454274,0.4861111111111111,0.015446354635059834,0.8421052631578947,0.9999962838376503,0.10227207094430923,1.0
small,17,four obstacles,ID,4,8.0,0.15,360.0,3,0.9938775510204082,0.8998210998305591,0.5675675675675675,0.027095526456832886,0.6923076923076923,0.9999900128198311,0.08049358427524567,1.0
small,17,four obstacles,ID,4,8.0,0.15,360.0,4,0.9942094320191205,0.916008955007669,0.6447368421052632,0.03160304203629494,0.6825396825396826,0.9999642822806307,0.06618081778287888,1.0
small,17,four obstacles,ID,4,8.0,0.15,360.0,5,0.9956471797352033,0.9268677479470415,0.684931506849315,0.03215501457452774,0.7,0.9999723602178034,0.13103830814361572,1.0
small,17,four obstacles,ID,4,8.0,0.15,360.0,6,0.9978912601626017,0.9571882001486518,0.5555555555555556,0.02059929259121418,0.7777777777777778,0.9999656264174545,0.08844592422246933,1.0
