time,synchronization,unwrapped_mean_angle
20.2,0.999999999999995,15.814804754356306
20.400000000000002,0.9999999999999966,15.974804754356306
20.6,0.9999999999999979,16.134804754356306
20.8,0.9999999999999984,16.294804754356306
21.0,0.9999999999999991,16.454804754356303
21.2,0.9999999999999996,16.614804754356303
21.400000000000002,0.9999999999999996,16.774804754356303
21.6,0.9999999999999998,16.934804754356303
21.8,0.9999999999999998,17.094804754356304
22.0,0.9999999999999999,17.254804754356304
22.2,0.9999999999999999,17.414804754356304
22.400000000000002,1.0,17.574804754356304
22.6,0.9999999999999999,17.734804754356304
22.8,1.0,17.8948047543563
23.0,0.9999999999999999,18.054804754356304
23.2,1.0,18.214804754356305
23.400000000000002,1.0,18.374804754356305
23.6,1.0,18.5348047543563
23.8,1.0,18.6948047543563
24.0,1.0,18.8548047543563
24.2,0.9999999999999999,19.014804754356305
24.400000000000002,0.9999999999999999,19.174804754356305
24.6,1.0,19.334804754356302
24.8,1.0,19.494804754356302
25.0,1.0,19.654804754356302
25.2,1.0,19.814804754356302
25.400000000000002,1.0,19.974804754356303
25.6,0.9999999999999999,20.134804754356303
25.8,1.0,20.294804754356303
26.0,1.0,20.454804754356303
26.2,0.9999999999999999,20.614804754356303
26.400000000000002,1.0000000000000002,20.774804754356303
26.6,1.0,20.934804754356303
26.8,1.0,21.094804754356304
27.0,0.9999999999999999,21.254804754356304
27.2,1.0,21.414804754356304
27.400000000000002,1.0,21.574804754356304
27.6,1.0,21.734804754356304
27.8,1.0,21.894804754356304
28.0,1.0,22.054804754356304
28.2,0.9999999999999999,22.2148047543563
28.400000000000002,0.9999999999999999,22.374804754356305
28.6,1.0,22.5348047543563
28.8,1.0,22.694804754356305
29.0,1.0,22.8548047543563
29.2,1.0000000000000002,23.014804754356305
29.400000000000002,0.9999999999999998,23.174804754356305
29.6,1.0,23.334804754356306
29.8,1.0,23.494804754356302
30.0,1.0,23.654804754356302
