method,seed,depth,task,auc,average_precision,iou_top7,centroid_error,relative_residual
chebyshev,29,12,92,0.9079752604166667,0.6960587007848852,0.43157894736842106,0.1124856024980545,0.6764000654220581
chebyshev,29,12,93,0.9018227515875399,0.7589574934949277,0.5363636363636364,0.1539677530527115,0.6259297132492065
chebyshev,29,12,94,0.9506160164271047,0.701551912193276,0.34065934065934067,0.28352829813957214,0.7385987043380737
chebyshev,29,12,95,0.9706810705076909,0.8088139422689244,0.475,0.13816006481647491,0.7470910549163818
chebyshev,29,12,96,0.9692836407103824,0.7692913830634125,0.4117647058823529,0.4229114353656769,0.7324833273887634
chebyshev,29,12,97,0.9359567481267803,0.7010494685395783,0.40217391304347827,0.32574477791786194,0.706591010093689
chebyshev,29,12,98,0.9183326981047089,0.7933620345978295,0.6336633663366337,0.0984918475151062,0.6356881856918335
chebyshev,29,12,99,0.9069586905174833,0.6842009660983291,0.3917525773195876,0.01452055387198925,0.6846573352813721
chebyshev,29,12,100,0.8667862978524743,0.6286075087351821,0.39805825242718446,0.21127010881900787,0.6601786613464355
chebyshev,29,12,101,0.8404528601694916,0.6310520995778514,0.4339622641509434,0.14527739584445953,0.6452069878578186
chebyshev,29,12,102,0.8181792622582096,0.5461026806532928,0.2413793103448276,0.09634845703840256,0.7704768776893616
chebyshev,29,12,103,0.9871496460091165,0.8572955597441996,0.46153846153846156,0.4859788119792938,0.7484182715415955
chebyshev,29,12,104,0.9093359666915768,0.6477968665002974,0.30952380952380953,0.1032319888472557,0.7736040949821472
chebyshev,29,12,105,0.9850895341371193,0.9434898072266462,0.6574074074074074,0.01277503464370966,0.601806640625
chebyshev,29,12,106,0.9014823463340379,0.7016606905194518,0.43,0.1889081746339798,0.6508357524871826
chebyshev,29,12,107,0.9039865244244807,0.697246673336556,0.4421052631578947,0.1962951421737671,0.6696733832359314
chebyshev,29,12,108,0.8290294710569261,0.5970544473074877,0.37962962962962965,0.2311733365058899,0.6578022241592407
chebyshev,29,12,109,0.8485138433984716,0.6534868707701693,0.41964285714285715,0.2849905490875244,0.652579128742218
chebyshev,29,12,110,0.9680438366792746,0.8010654366286868,0.4074074074074074,0.23968850076198578,0.7580145597457886
chebyshev,29,12,111,0.9379165614130541,0.7106931592938575,0.37362637362637363,0.2029830366373062,0.7147982120513916
chebyshev,29,12,112,0.862149680521288,0.598295437916377,0.35294117647058826,0.15937329828739166,0.6786757707595825
chebyshev,29,12,113,0.8600319778747678,0.618771997695154,0.36792452830188677,0.21890969574451447,0.6607000827789307
chebyshev,29,12,114,0.9611497911279093,0.8656541018829774,0.6545454545454545,0.010949942283332348,0.6209239959716797
chebyshev,29,12,115,0.9526155021000382,0.7208411901251227,0.4157303370786517,0.2580835223197937,0.7145602107048035
chebyshev,29,12,116,0.8086763382816016,0.5159274655337638,0.2,0.37955549359321594,0.7690644264221191
chebyshev,29,12,117,0.9575965447154471,0.7762140990143741,0.36585365853658536,0.38648128509521484,0.7606697082519531
chebyshev,29,12,118,0.9134896837295637,0.6717303004270084,0.3829787234042553,0.10011035203933716,0.6911880373954773
chebyshev,29,12,119,0.9409253344296513,0.8374453145496539,0.6055045871559633,0.03416961804032326,0.6131393909454346
chebyshev,29,12,120,0.9508695564556758,0.7353035816148359,0.43023255813953487,0.11515098810195923,0.7196900844573975
chebyshev,29,12,121,0.9385540801271139,0.7080758997857309,0.3448275862068966,0.28535765409469604,0.7520607113838196
chebyshev,29,12,122,0.9271507164016686,0.6744843549819631,0.33695652173913043,0.23841458559036255,0.7256576418876648
chebyshev,29,12,123,0.9382607192254495,0.7372472316902935,0.43478260869565216,0.1081942543387413,0.6925198435783386
chebyshev,29,12,124,0.978356881214024,0.8422630450843074,0.5316455696202531,0.34769994020462036,0.7279573082923889
chebyshev,29,12,125,0.9692836407103825,0.764308187828498,0.42857142857142855,0.3139335811138153,0.7296762466430664
chebyshev,29,12,126,0.8357521186440678,0.632875507662263,0.4339622641509434,0.0875064879655838,0.6486212015151978
chebyshev,29,12,127,0.9599952516619183,0.8083540220332879,0.47619047619047616,0.09217601269483566,0.7208314538002014
chebyshev,29,12,128,0.9596601756395571,0.8013571760392277,0.4823529411764706,0.1861373782157898,0.7075443267822266
chebyshev,29,12,129,0.8555674518201285,0.6874469607068058,0.48623853211009177,0.12421911954879761,0.6389563083648682
chebyshev,29,12,130,0.9725821555347459,0.8221532731892494,0.4691358024691358,0.33500003814697266,0.7508470416069031
chebyshev,29,12,131,0.9368820189045519,0.7224732891989137,0.3870967741935484,0.2716836929321289,0.6985332369804382
chebyshev,29,12,132,0.9475667189952903,0.6990240856024849,0.39080459770114945,0.47285816073417664,0.7434952855110168
chebyshev,29,12,133,0.9786880971007279,0.8468722971608431,0.47435897435897434,0.3723604679107666,0.7513735294342041
chebyshev,29,12,134,0.9628131416837783,0.7623580959993761,0.4186046511627907,0.16910183429718018,0.7249419093132019
chebyshev,29,12,135,0.8439496562231924,0.6045617970462683,0.37168141592920356,0.32438960671424866,0.6479201912879944
chebyshev,29,12,136,0.8665952890792292,0.6802986382267959,0.4727272727272727,0.18887574970722198,0.6505025029182434
chebyshev,29,12,137,0.9497019793072423,0.7327481012517684,0.3170731707317073,0.31082504987716675,0.767055094242096
chebyshev,29,12,138,0.9736919759391669,0.8352046294985825,0.4625,0.28280285000801086,0.7467553615570068
chebyshev,29,12,139,0.9062615955473098,0.6005041009960889,0.3181818181818182,0.24406972527503967,0.7590223550796509
chebyshev,29,12,140,0.8470249385317878,0.6270007985473096,0.4,0.08027389645576477,0.660476803779602
chebyshev,29,12,141,0.9137838869797632,0.6750328844967943,0.3695652173913043,0.3281174898147583,0.7142655849456787
chebyshev,29,12,142,0.9894944341372913,0.8839807113096453,0.5064935064935064,0.1154511347413063,0.7447907328605652
chebyshev,29,12,143,0.9334600059031878,0.7206733409398941,0.4065934065934066,0.2253815233707428,0.7038130760192871
chebyshev,29,12,144,0.9006964415647414,0.7444316160300548,0.5566037735849056,0.06441298127174377,0.6416598558425903
chebyshev,29,12,145,0.8843445158220319,0.712074252342532,0.5283018867924528,0.08678486198186874,0.6379552483558655
chebyshev,29,12,146,0.876968831786819,0.7095857348147862,0.5,0.08198277652263641,0.6359033584594727
chebyshev,29,12,147,0.9447129574970485,0.7556851163592708,0.4222222222222222,0.29723966121673584,0.6972664594650269
chebyshev,29,12,148,0.8792148658626631,0.6681071623371115,0.4,0.2585933208465576,0.6666253209114075
chebyshev,29,12,149,0.9693715477799113,0.7944865210489803,0.45569620253164556,0.32467612624168396,0.751616895198822
chebyshev,29,12,150,0.8790492620279854,0.6366517675372505,0.32926829268292684,0.3436034917831421,0.7709435224533081
chebyshev,29,12,151,0.8663783291600273,0.6141051074605703,0.3557692307692308,0.15389393270015717,0.6717806458473206
chebyshev,29,12,152,0.9795722336065574,0.8683331483637597,0.5189873417721519,0.014695289544761181,0.7357853055000305
chebyshev,29,12,153,0.9734589220303507,0.8206723037889283,0.47560975609756095,0.06414826959371567,0.7300037145614624
chebyshev,29,12,154,0.92819676466699,0.8098910117019228,0.6037735849056604,0.08539880812168121,0.6262228488922119
chebyshev,29,12,155,0.8724454394302397,0.6996912354840014,0.45714285714285713,0.27232420444488525,0.6462345123291016
chebyshev,29,12,156,0.9474121557454891,0.7483293029365298,0.39325842696629215,0.3648618757724762,0.7205167412757874
chebyshev,29,12,157,0.8828266623887062,0.6610409876358889,0.4270833333333333,0.14088672399520874,0.6775686740875244
chebyshev,29,12,158,0.9278696541299902,0.6623367911325303,0.3563218390804598,0.13717591762542725,0.7536332607269287
chebyshev,29,12,159,0.8953279529763016,0.7458021328612222,0.5327102803738317,0.029224945232272148,0.6362323760986328
chebyshev,29,12,160,0.8315629337034268,0.5383024955353273,0.26436781609195403,0.33277586102485657,0.7739159464836121
chebyshev,29,12,161,0.9126899095459735,0.669762158096127,0.3645833333333333,0.2124153971672058,0.7015241384506226
chebyshev,29,12,162,0.9580600031089694,0.8618032034315755,0.6388888888888888,0.03940067067742348,0.6192159056663513
chebyshev,29,12,163,0.8819538670284939,0.6640302334184723,0.39,0.2125854641199112,0.6702239513397217
chebyshev,29,12,164,0.9638528138528139,0.8826380103584062,0.6862745098039216,0.029210202395915985,0.6262629628181458
chebyshev,29,12,165,0.8697083435884815,0.6264023183167737,0.38613861386138615,0.2032962292432785,0.6678037643432617
chebyshev,29,12,166,0.8985000533788833,0.671622863187724,0.29411764705882354,0.3272237777709961,0.7746332287788391
chebyshev,29,12,167,0.9716813372454877,0.7564604881397272,0.40476190476190477,0.26476913690567017,0.743337869644165
chebyshev,29,12,168,0.8726274583196868,0.6549544563645878,0.39,0.07550811022520065,0.6737500429153442
chebyshev,29,12,169,0.9596519925088306,0.7163845897111581,0.36904761904761907,0.4813134968280792,0.7543074488639832
chebyshev,29,12,170,0.8886505626202271,0.6649846035917567,0.3854166666666667,0.19216421246528625,0.6886993050575256
chebyshev,29,12,171,0.9209136331192005,0.7740617992875627,0.5728155339805825,0.1694030910730362,0.6381862759590149
chebyshev,29,12,172,0.8754665654456886,0.6433967269511136,0.38,0.19378021359443665,0.6697171330451965
chebyshev,29,12,173,0.8259262301815493,0.5216557020149497,0.2247191011235955,0.26455727219581604,0.7670169472694397
chebyshev,29,12,174,0.9468528232027152,0.8354983796503654,0.6346153846153846,0.04955395311117172,0.6241118907928467
chebyshev,29,12,175,0.8778662873399715,0.6666234886586049,0.4174757281553398,0.19136454164981842,0.6523836255073547
chebyshev,29,12,176,0.8746035359283709,0.6267682613289253,0.36893203883495146,0.23545639216899872,0.6633448600769043
chebyshev,29,12,177,0.9306323344001551,0.6700346655971253,0.32558139534883723,0.32629185914993286,0.7628803253173828
chebyshev,29,12,178,0.9720611689651938,0.8228878276435138,0.49411764705882355,0.20616675913333893,0.7143715023994446
chebyshev,29,12,179,0.9502746664764214,0.843017219122401,0.6574074074074074,0.012257065623998642,0.6185349822044373
chebyshev,29,12,180,0.8850529568097614,0.7024241055822381,0.4854368932038835,0.11211071908473969,0.6425138711929321
chebyshev,29,12,181,0.8467349809121961,0.6350373740831846,0.411214953271028,0.15263605117797852,0.6510742902755737
chebyshev,29,12,182,0.8729645648379998,0.6210153341785675,0.36893203883495146,0.363533616065979,0.666052520275116
chebyshev,29,12,183,0.8525969654601006,0.6379526200981978,0.41284403669724773,0.31878504157066345,0.6476746201515198
chebyshev,29,12,184,0.8535752118644068,0.6156134541790671,0.3944954128440367,0.10522681474685669,0.645166277885437
chebyshev,29,12,185,0.9441683778234087,0.7476118920980394,0.40229885057471265,0.14201600849628448,0.7324365377426147
chebyshev,29,12,186,0.8626428033046126,0.6503359796292325,0.4158415841584158,0.09602182358503342,0.6627811789512634
chebyshev,29,12,187,0.8438265058979092,0.6110404638613084,0.3783783783783784,0.1835397630929947,0.646206796169281
chebyshev,29,12,188,0.9640317342870063,0.8764092021344626,0.6481481481481481,0.02236989513039589,0.6103948354721069
chebyshev,29,12,189,0.8983231707317073,0.6648053509387526,0.3023255813953488,0.28180956840515137,0.7654476761817932
chebyshev,29,12,190,0.9008894680188092,0.7390483046723547,0.5181818181818182,0.1387486308813095,0.6311004757881165
chebyshev,29,12,191,0.8863122078522704,0.6658175169033065,0.42105263157894735,0.21291479468345642,0.688459575176239
chebyshev,29,20,0,0.9963723434866608,0.9740792477724737,0.6792452830188679,0.007957270368933678,0.4740547239780426
chebyshev,29,20,1,0.9995097108875814,0.9938157281986914,0.8648648648648649,0.027572058141231537,0.5494285225868225
chebyshev,29,20,2,0.9997373949579832,0.9966119561926641,0.92,0.005068880971521139,0.5309120416641235
chebyshev,29,20,3,0.9969111626738395,0.9803215651502788,0.9066666666666666,0.011270563118159771,0.539371907711029
chebyshev,29,20,4,0.9983464192243636,0.9845208435507835,0.7802197802197802,0.016808466985821724,0.4860038161277771
chebyshev,29,20,5,0.9994467052188192,0.9936684200272745,0.7808219178082192,0.09572062641382217,0.565563440322876
chebyshev,29,20,6,0.9969690635451506,0.9772235895840352,0.6923076923076923,0.004497714806348085,0.4698995053768158
chebyshev,29,20,7,0.9989484946871311,0.9852612152263853,0.7297297297297297,0.15122200548648834,0.5720014572143555
chebyshev,29,20,8,0.9998482434175582,0.997916132139973,0.9583333333333334,0.004913467448204756,0.527433454990387
chebyshev,29,20,9,0.9991432855001071,0.9889541239693372,0.7808219178082192,0.04459330812096596,0.5690192580223083
chebyshev,29,20,10,0.9998438110113237,0.9965811965811966,0.5416666666666666,0.057454098016023636,0.6327700614929199
chebyshev,29,20,11,0.9999030161962952,0.997845804988662,0.5833333333333334,0.050459954887628555,0.6183307766914368
chebyshev,29,20,12,0.9988513390967898,0.9847208869742099,0.684931506849315,0.09022987633943558,0.5863720774650574
chebyshev,29,20,13,0.9997697540554684,0.9956811102327822,0.6805555555555556,0.014064468443393707,0.5681672096252441
chebyshev,29,20,14,0.9991578159359941,0.9897338893974461,0.8533333333333334,0.03836492449045181,0.5319299697875977
chebyshev,29,20,15,0.9972727272727272,0.977311012998078,0.72,0.010835290886461735,0.46255093812942505
chebyshev,29,20,16,0.997008990318119,0.9699343518340309,0.76,0.11099425703287125,0.5657203793525696
chebyshev,29,20,17,0.9980047842270685,0.9830380060337036,0.7128712871287128,0.0066378433257341385,0.4726320803165436
chebyshev,29,20,18,0.9981583161747883,0.9833827543535326,0.7659574468085106,0.008284307084977627,0.4892796277999878
chebyshev,29,20,19,0.9994661046715841,0.9938369221583677,0.9342105263157895,0.016119103878736496,0.5082699060440063
chebyshev,29,20,20,0.9991228414699606,0.9911725390479189,0.8658536585365854,0.0076666539534926414,0.5127549171447754
chebyshev,29,20,21,0.9999757540490738,0.9994462901439646,0.5833333333333334,0.038514647632837296,0.6207152605056763
chebyshev,29,20,22,0.9978979707332848,0.9817087619286621,0.7741935483870968,0.009329323656857014,0.4739248752593994
chebyshev,29,20,23,0.9996605566870332,0.992743530924594,0.5833333333333334,0.03554745763540268,0.6215352416038513
chebyshev,29,20,24,0.9996775688692743,0.9940317063923026,0.7083333333333334,0.09299308806657791,0.5923769474029541
chebyshev,29,20,25,0.9998103501410521,0.9956107027150702,0.5972222222222222,0.11612152308225632,0.6315741539001465
chebyshev,29,20,26,0.999462890625,0.9934480717985714,0.863013698630137,0.020198658108711243,0.5408690571784973
chebyshev,29,20,27,0.9984639016897081,0.9857857091797608,0.7741935483870968,0.010903090238571167,0.4922248423099518
chebyshev,29,20,28,0.9993393125547132,0.9910463731906862,0.8493150684931506,0.054193563759326935,0.5525758266448975
chebyshev,29,20,29,0.9993990004428418,0.9915689456157591,0.8648648648648649,0.04050407558679581,0.5363942980766296
chebyshev,29,20,30,0.9999777718502711,0.9995374653098982,0.6388888888888888,0.03409459814429283,0.6073214411735535
chebyshev,29,20,31,0.9998078713624876,0.997458498554326,0.9324324324324325,0.009578327648341656,0.5224459171295166
chebyshev,29,20,32,0.9993883357041251,0.9923960349758517,0.8961038961038961,0.007540156599134207,0.5209556221961975
chebyshev,29,20,33,0.9990318118948824,0.9878137411840309,0.7837837837837838,0.08394540101289749,0.5627913475036621
chebyshev,29,20,34,0.9968691692229847,0.9757559633164364,0.6990291262135923,0.011433335952460766,0.46523305773735046
chebyshev,29,20,35,0.9973310365360895,0.9767084634913887,0.6893203883495146,0.009665188379585743,0.4578154683113098
chebyshev,29,20,36,0.9977687909636034,0.9812037712722391,0.7128712871287128,0.004543222952634096,0.48611980676651
chebyshev,29,20,37,0.999975187951269,0.9994192799070848,0.5694444444444444,0.04304950684309006,0.6110619902610779
chebyshev,29,20,38,0.9975332848423516,0.9797012853302807,0.6990291262135923,0.006553726736456156,0.4930832087993622
chebyshev,29,20,39,0.99890644715496,0.9893978939914808,0.8089887640449438,0.001973483944311738,0.4892013967037201
chebyshev,29,20,40,0.9992682240360259,0.9881510901765924,0.7638888888888888,0.04122680798172951,0.5610947012901306
chebyshev,29,20,41,0.9988931523022432,0.9890578267767762,0.7534246575342466,0.06732906401157379,0.5683214664459229
chebyshev,29,20,42,0.9999219055056618,0.9981684981684982,0.5416666666666666,0.03114641271531582,0.6368598937988281
chebyshev,29,20,43,0.9985579522922551,0.9854361985871996,0.7888888888888889,0.007326607126742601,0.4952974319458008
chebyshev,29,20,44,0.9990431678504398,0.9898135748352888,0.8068181818181818,0.013680418021976948,0.4922192692756653
chebyshev,29,20,45,0.9977213541666667,0.9802161872931097,0.7319587628865979,0.006095822900533676,0.4823087155818939
chebyshev,29,20,46,0.9997817864416643,0.9952258653750136,0.5833333333333334,0.053475458174943924,0.617586612701416
chebyshev,29,20,47,0.9954646908345988,0.9702222330118192,0.6728971962616822,0.0060460190288722515,0.4660514295101166
chebyshev,29,20,48,1.0,1.0,0.5416666666666666,0.046566084027290344,0.6206910610198975
chebyshev,29,20,49,0.9997999466524407,0.9960940898098369,0.6388888888888888,0.08509015291929245,0.5999180674552917
chebyshev,29,20,50,0.9999777718502711,0.9995374653098982,0.6388888888888888,0.05264627933502197,0.6050885319709778
chebyshev,29,20,51,0.9977483816493105,0.9751479451998832,0.6933333333333334,0.03308497369289398,0.5859413743019104
chebyshev,29,20,52,0.9994933858710948,0.9916463598122724,0.7638888888888888,0.010690690949559212,0.5679701566696167
chebyshev,29,20,53,0.997162151908339,0.9716300379543743,0.8076923076923077,0.055905286222696304,0.5465270280838013
chebyshev,29,20,54,0.9994807497467072,0.9947094268554403,0.8571428571428571,0.009959268383681774,0.5036107897758484
chebyshev,29,20,55,0.9988692979046677,0.9892290219442001,0.7912087912087912,0.011819956824183464,0.4852052330970764
chebyshev,29,20,56,0.9985070941091955,0.9865932739633934,0.75,0.0011334207374602556,0.4860408902168274
chebyshev,29,20,57,0.9987404366486284,0.9876692849756604,0.7634408602150538,0.008279743604362011,0.48812028765678406
chebyshev,29,20,58,0.997012987012987,0.9751456315276565,0.72,0.0056516327895224094,0.4798154830932617
chebyshev,29,20,59,0.9998015036101531,0.9954002369345534,0.5694444444444444,0.02965204417705536,0.627875030040741
chebyshev,29,20,60,0.9999768089053803,0.9994949494949494,0.6111111111111112,0.018664123490452766,0.6207951903343201
chebyshev,29,20,61,0.9997332622032542,0.9949340940389533,0.6388888888888888,0.07996883988380432,0.5993704199790955
chebyshev,29,20,62,0.99939501318007,0.9924348406860337,0.9078947368421053,0.006451866589486599,0.5256795287132263
chebyshev,29,20,63,0.9991455647040547,0.9910245559421033,0.8780487804878049,0.020448144525289536,0.49859338998794556
chebyshev,29,20,64,0.9994558974669004,0.9910032842358036,0.7083333333333334,0.08654624223709106,0.5750116109848022
chebyshev,29,20,65,0.9968797107407524,0.9750307115458565,0.6990291262135923,0.003320141229778528,0.46867793798446655
chebyshev,29,20,66,0.9980328356939305,0.9833994674820518,0.7058823529411765,0.006126051768660545,0.4818675220012665
chebyshev,29,20,67,0.9985650069156293,0.9825913096743315,0.7837837837837838,0.08830668777227402,0.564110279083252
chebyshev,29,20,68,0.9994893790849674,0.9938634481674644,0.8947368421052632,0.006411654409021139,0.5196958780288696
chebyshev,29,20,69,0.9975539175539175,0.9785379641280336,0.71,0.00886667799204588,0.4678232967853546
chebyshev,29,20,70,0.9979033579033578,0.9820691000864467,0.7272727272727273,0.001634368090890348,0.48333939909935
chebyshev,29,20,71,0.9988599020857085,0.9844962213849184,0.8108108108108109,0.05621839687228203,0.5563822984695435
chebyshev,29,20,72,0.9997581766519558,0.9953848430897393,0.7083333333333334,0.05267040804028511,0.5849803686141968
chebyshev,29,20,73,0.9978785419126329,0.9700550973575547,0.7297297297297297,0.13033686578273773,0.5758212804794312
chebyshev,29,20,74,0.9987171114013809,0.9877768247512715,0.7634408602150538,0.0063216048292815685,0.4796797037124634
chebyshev,29,20,75,0.9964680989583332,0.9758571090794451,0.8133333333333334,0.07318288087844849,0.5567440390586853
chebyshev,29,20,76,0.9999156545209177,0.9978632478632479,0.5,0.057513199746608734,0.6582488417625427
chebyshev,29,20,77,0.9990645284459717,0.986369135558018,0.726027397260274,0.114059679210186,0.5749956965446472
chebyshev,29,20,78,0.9997541055589707,0.9960271715831144,0.8194444444444444,0.05527002736926079,0.555149257183075
chebyshev,29,20,79,0.9988454002612428,0.9891760585370829,0.782608695652174,0.005784832872450352,0.47567516565322876
chebyshev,29,20,80,0.9988348192660671,0.9882372927588683,0.8658536585365854,0.014837927184998989,0.4824545085430145
chebyshev,29,20,81,0.9998387844346371,0.996952684827595,0.7083333333333334,0.053298041224479675,0.5795984864234924
chebyshev,29,20,82,0.9971680808384198,0.9763433930210159,0.6796116504854369,0.009780604392290115,0.4742111563682556
chebyshev,29,20,83,0.9993174439197166,0.9910542686637843,0.7534246575342466,0.07930928468704224,0.5742875337600708
chebyshev,29,20,84,0.9970500842066872,0.9747337098604308,0.696078431372549,0.00611965311691165,0.47931230068206787
chebyshev,29,20,85,0.9997688863209592,0.994421768707483,0.4861111111111111,0.13324861228466034,0.6519958972930908
chebyshev,29,20,86,0.9980989923493189,0.9821360297799827,0.7634408602150538,0.004872974008321762,0.48533210158348083
chebyshev,29,20,87,0.9990867031184282,0.9905909576876536,0.8089887640449438,0.020033378154039383,0.49018725752830505
chebyshev,29,20,88,0.999974593495935,0.9993902439024392,0.5555555555555556,0.09966666251420975,0.627963125705719
chebyshev,29,20,89,0.9996605566870334,0.9907536946901245,0.5833333333333334,0.06727046519517899,0.6183447241783142
chebyshev,29,20,90,0.999786484466745,0.9949663402692778,0.5277777777777778,0.0978354960680008,0.6288396120071411
chebyshev,29,20,91,0.9983672326926665,0.9839784185872238,0.7634408602150538,0.001285087550058961,0.49430331587791443
chebyshev,29,20,92,0.9998046875,0.9972786553483421,0.8888888888888888,0.021359466016292572,0.5395212173461914
chebyshev,29,20,93,0.9974866268530567,0.9791083235662115,0.7422680412371134,0.006781566422432661,0.47579747438430786
chebyshev,29,20,94,1.0,1.0,0.6944444444444444,0.08900986611843109,0.5944196581840515
chebyshev,29,20,95,0.9996665777540678,0.9933891343098504,0.6388888888888888,0.05893367901444435,0.6127745509147644
chebyshev,29,20,96,0.9998932718579235,0.99778167822916,0.6666666666666666,0.14074021577835083,0.5848387479782104
chebyshev,29,20,97,0.9995464358932491,0.9930065397397521,0.7916666666666666,0.12495291978120804,0.5681619048118591
chebyshev,29,20,98,0.9984985505237748,0.9861439896259296,0.7741935483870968,0.004952043294906616,0.48123154044151306
chebyshev,29,20,99,0.9980509720364039,0.9756660123868253,0.7763157894736842,0.022571593523025513,0.5500809550285339
chebyshev,29,20,100,0.9991538281979458,0.990714292096217,0.92,0.0076201679185032845,0.5186594128608704
chebyshev,29,20,101,0.9993908898305085,0.9937219125425363,0.9,0.0067112259566783905,0.5005632638931274
chebyshev,29,20,102,0.9993533513270355,0.983186092354996,0.5,0.0719849020242691,0.6412185430526733
chebyshev,29,20,103,1.0,1.0,0.5833333333333334,0.03735995665192604,0.5988773703575134
chebyshev,29,20,104,0.9994395217252056,0.9855660814262651,0.5277777777777778,0.021246254444122314,0.6451829075813293
chebyshev,29,20,105,0.9970036384390384,0.9772618116798447,0.6728971962616822,0.006108414381742477,0.44764214754104614
chebyshev,29,20,106,0.9989211238047382,0.9862438816249725,0.881578947368421,0.007471607532352209,0.5060839653015137
chebyshev,29,20,107,0.9987807812625331,0.9863154620029061,0.8266666666666667,0.057551249861717224,0.5331971049308777
chebyshev,29,20,108,0.9995337292063796,0.9941119639268259,0.9102564102564102,0.0077631548047065735,0.5214512348175049
chebyshev,29,20,109,0.9993007765060906,0.9928372100882079,0.8275862068965517,0.004423194099217653,0.5025147795677185
chebyshev,29,20,110,0.9997817864416643,0.9952629752188653,0.5833333333333334,0.00585779407992959,0.6185005307197571
chebyshev,29,20,111,0.999047859627305,0.988387296962031,0.7123287671232876,0.05043735355138779,0.5731499791145325
chebyshev,29,20,112,0.9964414499905105,0.9633705340960943,0.7468354430379747,0.08420582115650177,0.5525418519973755
chebyshev,29,20,113,0.9998559555190644,0.9982408778641655,0.9594594594594594,0.005133961793035269,0.5239302515983582
chebyshev,29,20,114,0.9962403023672171,0.9731360265966975,0.6545454545454545,0.005996887106448412,0.47369763255119324
chebyshev,29,20,115,0.999389079801451,0.9903575015165054,0.75,0.12949177622795105,0.5680741667747498
chebyshev,29,20,116,0.9996345029239766,0.9905084871104655,0.5,0.032756004482507706,0.6435156464576721
chebyshev,29,20,117,0.9998475609756097,0.9962910912365341,0.5555555555555556,0.045972466468811035,0.6230988502502441
chebyshev,29,20,118,0.9985899907189263,0.9791938989468506,0.7808219178082192,0.09318823367357254,0.557939350605011
chebyshev,29,20,119,0.9969956674361975,0.9752069586076509,0.6826923076923077,0.013490124605596066,0.459831565618515
chebyshev,29,20,120,0.9994155935755598,0.9904546988342771,0.7083333333333334,0.052318111062049866,0.5784438252449036
chebyshev,29,20,121,0.9996141187152423,0.9920924654370081,0.625,0.09225891530513763,0.6136273145675659
chebyshev,29,20,122,0.9981460209983273,0.9804384996969302,0.684931506849315,0.13421712815761566,0.5872593522071838
chebyshev,29,20,123,0.9976313969571231,0.9765519265231526,0.76,0.0684509426355362,0.5546594262123108
chebyshev,29,20,124,0.9998534798534798,0.997196955705359,0.6805555555555556,0.11298336088657379,0.5827925205230713
chebyshev,29,20,125,0.9999573087431695,0.999140802154195,0.6666666666666666,0.10779659450054169,0.5900706052780151
chebyshev,29,20,126,0.9996159957627119,0.9957139781904529,0.9,0.009815523400902748,0.49936676025390625
chebyshev,29,20,127,0.9997032288698955,0.9950057632164035,0.7222222222222222,0.048457998782396317,0.5783051252365112
chebyshev,29,20,128,0.9991027109583811,0.9898055114871613,0.726027397260274,0.08599626272916794,0.5660907626152039
chebyshev,29,20,129,0.9985605519866761,0.9867160409182534,0.8,0.00889351312071085,0.49034613370895386
chebyshev,29,20,130,0.9999782225222674,0.9995567375886525,0.6527777777777778,0.07222915440797806,0.6080286502838135
chebyshev,29,20,131,0.9988207333224478,0.9871477128052828,0.7671232876712328,0.06345674395561218,0.5564659833908081
chebyshev,29,20,132,0.9999581371009942,0.9991753436068305,0.6805555555555556,0.156960129737854,0.6020673513412476
chebyshev,29,20,133,0.9998340563734206,0.9963445682635844,0.5972222222222222,0.03902285918593407,0.6151582598686218
chebyshev,29,20,134,0.9997125256673511,0.9936554608470998,0.6944444444444444,0.01593659818172455,0.5804201364517212
chebyshev,29,20,135,0.9991677656428051,0.9904330498332661,0.8452380952380952,0.013148936443030834,0.5015362501144409
chebyshev,29,20,136,0.9989769212467285,0.9894102336907314,0.7802197802197802,0.0029030197765678167,0.5015619993209839
chebyshev,29,20,137,0.9997188484030589,0.9928300094966762,0.5,0.06739859282970428,0.6324756145477295
chebyshev,29,20,138,0.9995233231188287,0.9895499719467407,0.625,0.030611583963036537,0.6106629371643066
chebyshev,29,20,139,0.9995361781076068,0.9901199475070983,0.6111111111111112,0.13466565310955048,0.6274353861808777
chebyshev,29,20,140,0.999733052335792,0.9967264448441864,0.9090909090909091,0.00836985744535923,0.5178962349891663
chebyshev,29,20,141,0.9967926689576174,0.9584619440843665,0.6578947368421053,0.1446482390165329,0.57813560962677
chebyshev,29,20,142,0.9996985157699443,0.9931379672786254,0.6111111111111112,0.043159790337085724,0.5984686613082886
chebyshev,29,20,143,0.9993543388429752,0.9894610001340164,0.7777777777777778,0.06356267631053925,0.5633670687675476
chebyshev,29,20,144,0.9985793978032639,0.9868617029693225,0.7741935483870968,0.004552619066089392,0.48695242404937744
chebyshev,29,20,145,0.9986676183678325,0.9860374479003369,0.7608695652173914,0.00784347951412201,0.4872586131095886
chebyshev,29,20,146,0.9985605519866763,0.9857335650073198,0.8,0.005857131443917751,0.4793090224266052
chebyshev,29,20,147,0.9998155253837071,0.9967587532312848,0.7777777777777778,0.07666146755218506,0.5583366751670837
chebyshev,29,20,148,0.9994308392813193,0.9920559841749211,0.9178082191780822,0.006522184703499079,0.5338620543479919
