method,seed,step,loss,ranking_loss,relative_residual,gradient_norm,elapsed_seconds,eta,beta,lower_bound,upper_bound
chebyshev,29,1250,0.7097444534301758,0.6082414984703064,0.6620615124702454,0.0675557404756546,17.72272536496166,3.719465494155884,0.881531834602356,0.00048033177154138684,1.0121715068817139
chebyshev,29,1300,0.6282654404640198,0.5305923819541931,0.6306247711181641,0.0729832798242569,18.47302861895878,3.7231760025024414,0.881276547908783,0.0004859880427829921,1.0110162496566772
chebyshev,29,1350,0.5887525081634521,0.49434858560562134,0.6042733192443848,0.033161602914333344,19.218403004982974,3.7197420597076416,0.8802967071533203,0.0005101016722619534,1.0113873481750488
chebyshev,29,1400,0.6549980044364929,0.554617166519165,0.652477502822876,0.09179071336984634,19.98403375199996,3.721257209777832,0.8825421333312988,0.0004555262275971472,1.0122636556625366
chebyshev,29,1450,0.7422306537628174,0.6394760608673096,0.6728933453559875,0.10723432898521423,20.752295672951732,3.7130126953125,0.8808842897415161,0.0004972172318957746,1.0135581493377686
chebyshev,29,1500,0.5738306045532227,0.4797316789627075,0.6018232107162476,0.03002619929611683,21.48363218898885,3.7194461822509766,0.8803117275238037,0.0005096698878332973,1.0114763975143433
richardson,43,0,1.2513444423675537,1.1310855150222778,0.8247661590576172,0.18498961627483368,0.016003125987481326,0.9576192498207092,0.0,,
richardson,43,50,1.1704999208450317,1.0521936416625977,0.8071348667144775,0.16771157085895538,0.5604401209857315,1.815679669380188,0.0,,
richardson,43,100,1.0806522369384766,0.9647133946418762,0.7859286665916443,0.03147473186254501,1.1097071869880892,1.9422132968902588,0.0,,
richardson,43,150,1.0750311613082886,0.9576376080513,0.7990443706512451,0.017450332641601562,1.6538272880134173,1.9472278356552124,0.0,,
richardson,43,200,1.0251073837280273,0.9100055694580078,0.7785302400588989,0.008388254791498184,2.1992876260192133,1.9485152959823608,0.0,,
richardson,43,250,1.040637731552124,0.9256219863891602,0.7776426076889038,0.005572221707552671,2.7488061179756187,1.9490442276000977,0.0,,
richardson,43,300,1.0847419500350952,0.9688090085983276,0.7858545780181885,0.004409463610500097,3.2889288070145994,1.9493305683135986,0.0,,
richardson,43,350,1.0536949634552002,0.937120258808136,0.7915792465209961,0.004016968887299299,3.8201471699867398,1.949507474899292,0.0,,
richardson,43,400,1.0851452350616455,0.9673555493354797,0.802545428276062,0.0031481694895774126,4.35476486798143,1.9496169090270996,0.0,,
richardson,43,450,1.121911644935608,1.0050634145736694,0.79411780834198,0.0024712325539439917,4.921647624985781,1.949695110321045,0.0,,
richardson,43,500,1.0502713918685913,0.9339165091514587,0.7898153066635132,0.0017331570852547884,5.461277705966495,1.949749231338501,0.0,,
richardson,43,550,1.080223560333252,0.9640833735466003,0.787734866142273,0.0015519580338150263,6.01199202000862,1.949790596961975,0.0,,
richardson,43,600,1.1031254529953003,0.9874846339225769,0.7833276987075806,0.0011054343776777387,6.561538353969809,1.9498236179351807,0.0,,
richardson,43,650,1.0566315650939941,0.9411633610725403,0.7816690802574158,0.0011685674544423819,7.111446739989333,1.9498497247695923,0.0,,
richardson,43,700,1.006364107131958,0.8911418914794922,0.7795042395591736,0.0009966098004952073,7.665415020019282,1.949869155883789,0.0,,
richardson,43,750,1.0786676406860352,0.9606480002403259,0.8045278191566467,0.0010518466588109732,8.20194827899104,1.949885368347168,0.0,,
richardson,43,800,1.0762821435928345,0.9604418277740479,0.784995436668396,0.0007029046537354589,8.737893336976413,1.9498999118804932,0.0,,
richardson,43,850,1.0572670698165894,0.9410781860351562,0.7881331443786621,0.0006949173985049129,9.268986793002114,1.9499106407165527,0.0,,
richardson,43,900,1.124707579612732,1.0078868865966797,0.7939317226409912,0.0005383010720834136,9.794313894992229,1.9499197006225586,0.0,,
richardson,43,950,1.1412626504898071,1.0233067274093628,0.8040558695793152,0.0005877219955436885,10.327504373970442,1.949927568435669,0.0,,
richardson,43,1000,1.114229440689087,0.9960490465164185,0.8060250282287598,0.0005915037472732365,10.875751850020606,1.9499342441558838,0.0,,
richardson,43,1050,1.1070138216018677,0.9896157383918762,0.7990953922271729,0.000506203796248883,11.421228223014623,1.9499404430389404,0.0,,
richardson,43,1100,1.0186388492584229,0.9026510715484619,0.7863885164260864,0.00042319041676819324,11.969292234978639,1.9499455690383911,0.0,,
richardson,43,1150,1.1241847276687622,1.0071582794189453,0.7956821918487549,0.00040619925130158663,12.516558429982979,1.9499506950378418,0.0,,
richardson,43,1200,1.055631399154663,0.9394348859786987,0.788176417350769,0.0003900236915796995,13.052314583968837,1.9499545097351074,0.0,,
richardson,43,1250,1.03526771068573,0.9195307493209839,0.7841631770133972,0.0003298264928162098,13.588316606997978,1.9499582052230835,0.0,,
richardson,43,1300,1.1412525177001953,1.0229955911636353,0.8068168759346008,0.00032115497742779553,14.118044065020513,1.9499611854553223,0.0,,
richardson,43,1350,1.0873709917068481,0.9702371954917908,0.7966518998146057,0.0003207200497854501,14.642125811020378,1.949964165687561,0.0,,
richardson,43,1400,1.085050344467163,0.9688885807991028,0.788051426410675,0.00026682281168177724,15.19785521097947,1.9499669075012207,0.0,,
richardson,43,1450,1.1108744144439697,0.9952567219734192,0.783122718334198,0.0002296094608027488,15.742937763978262,1.9499690532684326,0.0,,
richardson,43,1500,1.1121494770050049,0.996399462223053,0.784391462802887,0.00017424138786736876,16.29281643597642,1.9499714374542236,0.0,,
heavy_ball,43,0,1.235658884048462,1.1157671213150024,0.8214446306228638,0.19100752472877502,0.016569714003708214,1.0189281702041626,0.04505458101630211,,
heavy_ball,43,50,0.9191163182258606,0.8076170682907104,0.7467941045761108,1.5897858142852783,0.5974616790190339,2.84755539894104,0.5455537438392639,,
heavy_ball,43,100,0.5128206014633179,0.41079404950141907,0.6701587438583374,0.02129875123500824,1.1738663280266337,3.7880642414093018,0.9471876621246338,,
heavy_ball,43,150,0.4905470907688141,0.38683658838272095,0.6872559189796448,0.169675812125206,1.7513238349929452,3.787863254547119,0.9477093815803528,,
heavy_ball,43,200,0.46659064292907715,0.3710562288761139,0.6178523302078247,0.09599737077951431,2.3199123490485363,3.7804534435272217,0.9478256702423096,,
heavy_ball,43,250,0.5000384449958801,0.3968435525894165,0.6831415295600891,0.046783238649368286,2.8821277800016105,3.7901105880737305,0.9484912157058716,,
heavy_ball,43,300,0.5600262880325317,0.4557470381259918,0.6919291615486145,0.27380144596099854,3.4544703510473482,3.7850351333618164,0.9485455751419067,,
heavy_ball,43,350,0.5476450324058533,0.4441176950931549,0.6807569861412048,0.2475784868001938,4.026303157035727,3.766939640045166,0.948527455329895,,
heavy_ball,43,400,0.5096909999847412,0.40422436594963074,0.7032520174980164,0.05142595246434212,4.603636478015687,3.783169746398926,0.9489814043045044,,
heavy_ball,43,450,0.627007246017456,0.5090066194534302,0.81440269947052,0.22324152290821075,5.181488836999051,3.785348415374756,0.9491360187530518,,
heavy_ball,43,500,0.4481748938560486,0.35420000553131104,0.6035126447677612,0.044912189245224,5.758523600001354,3.7739977836608887,0.9490591287612915,,
heavy_ball,43,550,0.5624743700027466,0.4580729305744171,0.6899476051330566,0.011455942876636982,6.334003362047952,3.7790491580963135,0.9492819309234619,,
heavy_ball,43,600,0.603003978729248,0.49668455123901367,0.7079994678497314,0.04796747863292694,6.915905410016421,3.7841744422912598,0.9494322538375854,,
heavy_ball,43,650,0.537858247756958,0.43187323212623596,0.7048245072364807,0.17183099687099457,7.48471236100886,3.7842836380004883,0.949493408203125,,
heavy_ball,43,700,0.4630657136440277,0.3623732924461365,0.6577670574188232,0.07243367284536362,8.051452214014716,3.7775657176971436,0.9494997262954712,,
heavy_ball,43,750,0.527208149433136,0.4229075312614441,0.6926425099372864,0.17444147169589996,8.613950260041747,3.7863192558288574,0.9496191740036011,,
heavy_ball,43,800,0.5982097387313843,0.4957951605319977,0.6709781885147095,0.6193599104881287,9.180878493993077,3.766383647918701,0.9495189189910889,,
heavy_ball,43,850,0.5789048075675964,0.47209277749061584,0.7082446813583374,0.019327765330672264,9.757788030023221,3.771263837814331,0.9495910406112671,,
heavy_ball,43,900,0.5408108830451965,0.4331713318824768,0.7213008403778076,0.146865576505661,10.343099538004026,3.7874627113342285,0.9497171640396118,,
heavy_ball,43,950,0.6013157367706299,0.49691110849380493,0.6900683641433716,0.017917221412062645,10.917759872041643,3.770371913909912,0.9496351480484009,,
heavy_ball,43,1000,0.5471773147583008,0.4502052664756775,0.6262445449829102,0.7822526693344116,11.4989026520052,3.7646467685699463,0.9496402740478516,,
heavy_ball,43,1050,0.5369981527328491,0.4188365936279297,0.813072681427002,0.163007453083992,12.076071526040323,3.789318084716797,0.9497899413108826,,
heavy_ball,43,1100,0.46099936962127686,0.3662926256656647,0.6097961664199829,0.4155552089214325,12.662366969045252,3.771991729736328,0.9496921300888062,,
heavy_ball,43,1150,0.6498603224754333,0.535137414932251,0.7832775115966797,0.26280102133750916,13.229217307991348,3.783541440963745,0.9497778415679932,,
heavy_ball,43,1200,0.5181431174278259,0.4139266014099121,0.6914414763450623,0.019632434472441673,13.819029361009598,3.790259599685669,0.9498361349105835,,
heavy_ball,43,1250,0.4671993851661682,0.3694550096988678,0.6335483193397522,0.0899750217795372,14.404744094004855,3.7818989753723145,0.9497915506362915,,
heavy_ball,43,1300,0.6314690709114075,0.5179263949394226,0.770835280418396,0.2806638181209564,14.984409379016142,3.776543378829956,0.9497767090797424,,
heavy_ball,43,1350,0.5378339886665344,0.4313836991786957,0.7091682553291321,0.20083005726337433,15.563507535029203,3.7828211784362793,0.9498201608657837,,
heavy_ball,43,1400,0.5032102465629578,0.40129080414772034,0.6730039715766907,0.20949134230613708,16.14144274702994,3.7829692363739014,0.9498317241668701,,
heavy_ball,43,1450,0.5881056785583496,0.47611004114151,0.7596297264099121,0.305820107460022,16.717545012012124,3.7849013805389404,0.9498511552810669,,
heavy_ball,43,1500,0.578112781047821,0.4731345772743225,0.6969354748725891,0.019703736528754234,17.289003517013043,3.779236316680908,0.9498337507247925,,
chebyshev,43,0,0.7461839914321899,0.6434166431427002,0.6725466251373291,0.03130515292286873,0.017038798017892987,3.685157537460327,0.8755847215652466,0.0006312347250059247,1.018149971961975
chebyshev,43,50,0.7544810771942139,0.6523950695991516,0.6666483879089355,0.07854662090539932,0.6488614280242473,3.7208311557769775,0.8805633783340454,0.0005034459172748029,1.0112444162368774
chebyshev,43,100,0.6249252557754517,0.5286083221435547,0.6194851994514465,0.03633488714694977,1.2714081960148178,3.7202370166778564,0.8800078630447388,0.0005168121424503624,1.01108717918396
chebyshev,43,150,0.6082893013954163,0.5111886262893677,0.6260854005813599,0.041691310703754425,1.9303458060021512,3.7449026107788086,0.881630539894104,0.0004750094376504421,1.0053526163101196
chebyshev,43,200,0.5795494914054871,0.4862572252750397,0.5953341126441956,0.0015889615751802921,2.574099429009948,3.7544963359832764,0.8796077370643616,0.0005217403522692621,1.001633644104004
chebyshev,43,250,0.6308006644248962,0.535568356513977,0.6106390357017517,0.009674820117652416,3.2168452100013383,3.756211757659912,0.8789068460464478,0.0005378553178161383,1.0007778406143188
chebyshev,43,300,0.68943190574646,0.5913892388343811,0.63355553150177,0.005634284112602472,3.8556445970316418,3.758847236633301,0.8791637420654297,0.0005316073074936867,1.0002222061157227
chebyshev,43,350,0.6445803642272949,0.5471372008323669,0.6284536123275757,0.002042805776000023,4.492191897996236,3.7613210678100586,0.8801126480102539,0.0005084814038127661,1.0001027584075928
chebyshev,43,400,0.6326290369033813,0.5332158207893372,0.6448863744735718,0.0021656511817127466,5.131963833002374,3.764779806137085,0.8816636204719543,0.00047153266496025026,1.000063419342041
chebyshev,43,450,0.7301129102706909,0.6290780305862427,0.6582599878311157,0.003221317194402218,5.786216931999661,3.760338068008423,0.8795579671859741,0.0005220534512773156,1.000049352645874
chebyshev,43,500,0.5776010155677795,0.48227712512016296,0.6121187210083008,0.0008360858773812652,6.413145586033352,3.763416290283203,0.8809818029403687,0.00048825459089130163,1.000038981437683
chebyshev,43,550,0.6803895235061646,0.5820592045783997,0.6357158422470093,0.0006037027342244983,7.092761000036262,3.759819746017456,0.8792823553085327,0.0005285966908559203,1.000030755996704
chebyshev,43,600,0.7283867597579956,0.6287623643875122,0.6467148065567017,7.983595423866063e-05,7.752587891998701,3.7579147815704346,0.8783830404281616,0.0005507325986400247,1.0000269412994385
chebyshev,43,650,0.6572914719581604,0.5599755048751831,0.6273290514945984,0.0005932282074354589,8.3885319189867,3.758138656616211,0.8784828782081604,0.0005478376988321543,1.0000239610671997
chebyshev,43,700,0.5715471506118774,0.47907325625419617,0.5886046886444092,0.00020538228272926062,9.02600551903015,3.761265277862549,0.8799428939819336,0.0005124678136780858,1.00002121925354
chebyshev,43,750,0.6260926127433777,0.5275790095329285,0.6372687816619873,0.0005040951655246317,9.664459908031859,3.7657651901245117,0.8820449709892273,0.00046214036410674453,1.0000178813934326
chebyshev,43,800,0.7141726613044739,0.6153401136398315,0.6397601962089539,5.6327171478187665e-05,10.303314037038945,3.758929967880249,0.8788375854492188,0.0005392710445448756,1.0000149011611938
chebyshev,43,850,0.6876569390296936,0.5890085697174072,0.6382126808166504,0.00037384036113508046,11.028876396012492,3.7597007751464844,0.8791947364807129,0.0005306318053044379,1.0000126361846924
chebyshev,43,900,0.6817307472229004,0.5817970633506775,0.6492360830307007,0.00047248831833712757,11.79172409902094,3.761312484741211,0.8799467086791992,0.0005132200894877315,1.0000109672546387
chebyshev,43,950,0.7332914471626282,0.6309534907341003,0.6695905923843384,9.91328852251172e-05,12.539529636036605,3.76363468170166,0.8810317516326904,0.0004868276009801775,1.000009298324585
chebyshev,43,1000,0.6993373036384583,0.5977970957756042,0.6623572111129761,0.00011808215640485287,13.312664878030773,3.765157461166382,0.8817430734634399,0.00046940892934799194,1.0000081062316895
chebyshev,43,1050,0.6335869431495667,0.5341267585754395,0.6455504894256592,0.0004210720071569085,14.070993367000483,3.763843536376953,0.8811262845993042,0.00048452845658175647,1.0000073909759521
chebyshev,43,1100,0.5638492703437805,0.47045543789863586,0.5962013006210327,9.214663441525772e-05,14.831607191998046,3.7632033824920654,0.8808246850967407,0.0004915660247206688,1.0000064373016357
chebyshev,43,1150,0.7628827095031738,0.6612181067466736,0.6632530689239502,0.0003820341662503779,15.58866886299802,3.760070323944092,0.8793556690216064,0.0005271030822768807,1.0000057220458984
chebyshev,43,1200,0.6453942060470581,0.5476897358894348,0.6310874819755554,0.00013740957365371287,16.343287161027547,3.761505603790283,0.8800273537635803,0.0005104306619614363,1.0000052452087402
chebyshev,43,1250,0.5836673974990845,0.48890283703804016,0.6070433855056763,3.2463409297633916e-05,17.0928650550195,3.7613768577575684,0.8799662590026855,0.0005121920257806778,1.0000048875808716
chebyshev,43,1300,0.7446195483207703,0.6415995359420776,0.6748702526092529,0.00037560900091193616,17.861996555991936,3.7637996673583984,0.8811004757881165,0.00048527520266361535,1.000004529953003
chebyshev,43,1350,0.6975293755531311,0.5964157581329346,0.6590689420700073,0.0001416366285411641,18.63139372499427,3.762192726135254,0.8803471922874451,0.0005031386972405016,1.0000040531158447
chebyshev,43,1400,0.6334184408187866,0.5356939435005188,0.6312413215637207,0.00017727869271766394,19.509119328984525,3.760745048522949,0.8796684145927429,0.0005197941791266203,1.0000038146972656
chebyshev,43,1450,0.707261323928833,0.6082705855369568,0.6417883634567261,7.027623360045254e-05,20.269154186011292,3.758204936981201,0.878477931022644,0.0005482853739522398,1.0000035762786865
chebyshev,43,1500,0.6903984546661377,0.5906753540039062,0.6480273008346558,9.777590457815677e-05,21.03007549099857,3.7578389644622803,0.8783061504364014,0.0005529444315470755,1.0000033378601074
