method,seed,step,loss,ranking_loss,relative_residual,gradient_norm,elapsed_seconds,eta,beta,lower_bound,upper_bound
heavy_ball,17,700,0.6427956223487854,0.5313435792922974,0.7524351477622986,0.291415810585022,8.21914135699626,3.7843618392944336,0.9494998455047607,,
heavy_ball,17,750,0.5026605725288391,0.40041691064834595,0.6735547780990601,0.1898929476737976,8.796553861000575,3.7820801734924316,0.9495203495025635,,
heavy_ball,17,800,0.5355477929115295,0.4276699423789978,0.7222563624382019,0.169819638133049,9.375474856002256,3.7770419120788574,0.9495142102241516,,
heavy_ball,17,850,0.5071984529495239,0.4077467918395996,0.6494895815849304,0.13003620505332947,9.96665653900709,3.7904410362243652,0.9496973752975464,,
heavy_ball,17,900,0.46386003494262695,0.3725595772266388,0.5834305882453918,0.18733295798301697,10.545275241020136,3.7805373668670654,0.9496150016784668,,
heavy_ball,17,950,0.5077724456787109,0.40086567401885986,0.716316819190979,0.0006740950047969818,11.119729862024542,3.7944326400756836,0.9497833251953125,,
heavy_ball,17,1000,0.5691125392913818,0.46293196082115173,0.7105399370193481,0.1273147016763687,11.68845194100868,3.788968563079834,0.9497305750846863,,
heavy_ball,17,1050,0.4701761305332184,0.3750045597553253,0.6114622354507446,0.2915266156196594,12.252710329019465,3.775658130645752,0.9496424198150635,,
heavy_ball,17,1100,0.5227553844451904,0.41887766122817993,0.6900206804275513,0.31836357712745667,12.826176899019629,3.775587320327759,0.9496669769287109,,
heavy_ball,17,1150,0.44423845410346985,0.34943264722824097,0.6096066236495972,0.16717562079429626,13.405202582012862,3.790635108947754,0.9498007297515869,,
heavy_ball,17,1200,0.4868762195110321,0.3856063485145569,0.6673756837844849,0.10253456979990005,13.98124849802116,3.787062644958496,0.9497770071029663,,
heavy_ball,17,1250,0.6000702381134033,0.4883342385292053,0.7573147416114807,0.7120013236999512,14.562185794988181,3.780202627182007,0.9497406482696533,,
heavy_ball,17,1300,0.5481225848197937,0.44813624024391174,0.6524076461791992,0.1777041256427765,15.14166041999124,3.77642822265625,0.9497371315956116,,
heavy_ball,17,1350,0.47919905185699463,0.3802555501461029,0.6460702419281006,0.0038592726923525333,15.720122075988911,3.7789745330810547,0.9497706890106201,,
heavy_ball,17,1400,0.5699480175971985,0.4630582630634308,0.7131431102752686,0.27851319313049316,16.299510201031808,3.7774834632873535,0.9497750997543335,,
heavy_ball,17,1450,0.611797571182251,0.5148189067840576,0.6251292824745178,0.4797506332397461,16.86843807902187,3.7664761543273926,0.9497368931770325,,
heavy_ball,17,1500,0.5184435248374939,0.4151081442832947,0.6808722019195557,0.18768909573554993,17.43512645899318,3.776777744293213,0.9497881531715393,,
chebyshev,17,0,0.7221063375473022,0.6225646138191223,0.6453667879104614,0.010762021876871586,0.11141589400358498,3.6817970275878906,0.8739817142486572,0.0006710144225507975,1.018149971961975
chebyshev,17,50,0.5802021026611328,0.4838014245033264,0.6201059818267822,0.021166503429412842,0.7736147179966792,3.718578338623047,0.8808225989341736,0.0004974256735295057,1.0120059251785278
chebyshev,17,100,0.5621554851531982,0.4692172110080719,0.5926708579063416,0.03460398688912392,1.4116509970044717,3.7143616676330566,0.8793560266494751,0.0005336528993211687,1.0123119354248047
chebyshev,17,150,0.5589048862457275,0.4658375382423401,0.5941591858863831,0.03088138997554779,2.050213434966281,3.719219923019409,0.8802981376647949,0.0005104302545078099,1.0115303993225098
chebyshev,17,200,0.5678427219390869,0.4741375148296356,0.5987800359725952,0.03696168214082718,2.6947377679753117,3.7189433574676514,0.8797837495803833,0.000522499205544591,1.0113102197647095
chebyshev,17,250,0.653564989566803,0.5568119883537292,0.622896134853363,0.037811528891325,3.3344381409697235,3.712063789367676,0.8791565299034119,0.0005383588140830398,1.0128238201141357
chebyshev,17,300,0.6935329437255859,0.5899789929389954,0.6789402365684509,0.17216293513774872,3.982117361971177,3.7248170375823975,0.8834189176559448,0.00043438636930659413,1.0117988586425781
chebyshev,17,350,0.6724923849105835,0.5724660754203796,0.6498339176177979,0.07286097854375839,4.612896954989992,3.724513292312622,0.8816158175468445,0.00047769362572580576,1.010847806930542
chebyshev,17,400,0.546921968460083,0.45549508929252625,0.5809047222137451,0.0004651579074561596,5.242868585977703,3.7116518020629883,0.8805949091911316,0.0005043213604949415,1.0137635469436646
chebyshev,17,450,0.7204465270042419,0.6200576424598694,0.652570366859436,0.1143103688955307,5.888966707978398,3.7168774604797363,0.880237340927124,0.0005115825915709138,1.0121328830718994
chebyshev,17,500,0.5704436898231506,0.47560256719589233,0.6075126528739929,0.05994464084506035,6.544047302973922,3.727774143218994,0.8818608522415161,0.0004711674409918487,1.0101039409637451
chebyshev,17,550,0.5737647414207458,0.4791388511657715,0.6060848236083984,0.06462748348712921,7.186524787975941,3.7173666954040527,0.8818069696426392,0.0004739772994071245,1.012900948524475
chebyshev,17,600,0.736471951007843,0.6339627504348755,0.6703715324401855,0.0819951742887497,7.8271335429744795,3.715731143951416,0.8817933797836304,0.00047444686060771346,1.0133390426635742
chebyshev,17,650,0.7565081715583801,0.6566897630691528,0.6478606462478638,0.08064645528793335,8.465428919007536,3.711996555328369,0.8781756162643433,0.0005622277385555208,1.0122780799865723
chebyshev,17,700,0.756926953792572,0.6548649668693542,0.6663333177566528,0.13113056123256683,9.10609893599758,3.7192413806915283,0.8813650608062744,0.000484108692035079,1.012136697769165
chebyshev,17,750,0.6083487272262573,0.5136845111846924,0.6059615612030029,0.002970855450257659,9.746798006002791,3.69950008392334,0.8794839978218079,0.0005321530043147504,1.016452431678772
chebyshev,17,800,0.6660512685775757,0.5661181211471558,0.6489503383636475,0.10118582844734192,10.370485958992504,3.7167811393737793,0.8813814520835876,0.000484137941384688,1.0128161907196045
chebyshev,17,850,0.6329856514930725,0.5352075099945068,0.6315731406211853,0.07403011620044708,11.109988997981418,3.720029592514038,0.881057858467102,0.0004917066544294357,1.0117460489273071
chebyshev,17,900,0.5538169145584106,0.4608289301395416,0.593043327331543,0.02694152295589447,11.886823141016066,3.7201337814331055,0.880951464176178,0.0004943551030009985,1.0116567611694336
chebyshev,17,950,0.6052988171577454,0.5067778825759888,0.6377006769180298,0.06007261574268341,12.636536394013092,3.713510036468506,0.8819755911827087,0.0004707306216005236,1.014050006866455
chebyshev,17,1000,0.6881635189056396,0.5879543423652649,0.6514509916305542,0.08922957628965378,13.386800532985944,3.7057719230651855,0.8808430433273315,0.0004989776061847806,1.015514850616455
chebyshev,17,1050,0.5540305972099304,0.46290916204452515,0.577714204788208,0.0015350721077993512,14.147508946014568,3.7057433128356934,0.8806277513504028,0.0005033344496041536,1.015398621559143
chebyshev,17,1100,0.6697953939437866,0.5682581663131714,0.6626322269439697,0.09108595550060272,14.905109651968814,3.722581148147583,0.8821392059326172,0.00046568221296183765,1.0116727352142334
chebyshev,17,1150,0.5410994291305542,0.4509375989437103,0.5704734325408936,0.011373226530849934,15.649914347974118,3.715794563293457,0.8796477317810059,0.0005257960874587297,1.0120890140533447
chebyshev,17,1200,0.5860528945922852,0.4908570349216461,0.6104846596717834,0.030760522931814194,16.390742913004942,3.7109689712524414,0.8807704448699951,0.000499612360727042,1.0140509605407715
chebyshev,17,1250,0.7271403670310974,0.6248583197593689,0.6689350008964539,0.10929953306913376,17.170829290989786,3.7189033031463623,0.8810926675796509,0.000491588085424155,1.0120724439620972
chebyshev,17,1300,0.646626353263855,0.5488298535346985,0.6313758492469788,0.0407971553504467,17.922189942968544,3.711864948272705,0.8805997967720032,0.000503682647831738,1.0137081146240234
chebyshev,17,1350,0.6019846200942993,0.5065052509307861,0.6127264499664307,0.036067210137844086,18.66522355400957,3.7147154808044434,0.8803267478942871,0.0005097838002257049,1.0127732753753662
chebyshev,17,1400,0.7052307724952698,0.6042606830596924,0.6577482223510742,0.07178470492362976,19.418260028003715,3.7119648456573486,0.8804055452346802,0.0005088481702841818,1.0135691165924072
chebyshev,17,1450,0.7359250783920288,0.6357687711715698,0.6507923603057861,0.055493976920843124,20.171286196971778,3.699587345123291,0.8797200322151184,0.0005268611712381244,1.0165643692016602
chebyshev,17,1500,0.6213636994361877,0.5230120420455933,0.636150598526001,0.06575915962457657,20.922263143991586,3.725147247314453,0.8823059797286987,0.00046115604345686734,1.0110713243484497
richardson,29,0,1.1902565956115723,1.0714823007583618,0.8112605214118958,0.16052992641925812,0.015956125978846103,0.9576192498207092,0.0,,
richardson,29,50,1.1587055921554565,1.0420820713043213,0.7921614646911621,0.21594521403312683,0.5591834519873373,1.5903304815292358,0.0,,
richardson,29,100,1.112903118133545,0.9953395128250122,0.800588846206665,0.05556193366646767,1.098041067016311,1.9330248832702637,0.0,,
richardson,29,150,1.0427324771881104,0.9269434809684753,0.78472501039505,0.019359493628144264,1.6279685070039704,1.945622444152832,0.0,,
richardson,29,200,1.0487163066864014,0.9320722222328186,0.7922785878181458,0.012883741408586502,2.185701604001224,1.9478211402893066,0.0,,
richardson,29,250,1.031697392463684,0.9161843061447144,0.7821658849716187,0.006861579604446888,2.739046722999774,1.948656678199768,0.0,,
richardson,29,300,1.0397828817367554,0.923121452331543,0.7923105955123901,0.005587098188698292,3.2857078150263987,1.9490790367126465,0.0,,
richardson,29,350,1.044650673866272,0.9278748035430908,0.7932631969451904,0.004234131425619125,3.8343720090342686,1.9493390321731567,0.0,,
richardson,29,400,1.1283420324325562,1.0101426839828491,0.8061628341674805,0.0033626121003180742,4.381485447986051,1.9494972229003906,0.0,,
richardson,29,450,1.0891081094741821,0.97087562084198,0.8065083622932434,0.0028653121553361416,4.928248902026098,1.949598789215088,0.0,,
richardson,29,500,1.063629150390625,0.9480703473091125,0.7826424241065979,0.0016238136449828744,5.4725287050241604,1.94967782497406,0.0,,
richardson,29,550,1.0583586692810059,0.9423439502716064,0.7866643071174622,0.0016514246817678213,6.009454615006689,1.9497346878051758,0.0,,
richardson,29,600,1.1119167804718018,0.9937968850135803,0.8053529858589172,0.0018287742277607322,6.543755639984738,1.9497768878936768,0.0,,
richardson,29,650,1.0823808908462524,0.9645042419433594,0.8033127784729004,0.0012828063918277621,7.105700089014135,1.9498066902160645,0.0,,
richardson,29,700,1.1427279710769653,1.025140404701233,0.8008275032043457,0.001218290999531746,7.660055252024904,1.9498343467712402,0.0,,
richardson,29,750,1.056165337562561,0.9389747977256775,0.797095775604248,0.0010895563755184412,8.205732949019875,1.9498540163040161,0.0,,
richardson,29,800,1.0424268245697021,0.9261453747749329,0.7889708280563354,0.0009377197129651904,8.754762871016283,1.9498724937438965,0.0,,
richardson,29,850,1.0864934921264648,0.9702644348144531,0.7885532975196838,0.0006878564017824829,9.302844782010652,1.9498872756958008,0.0,,
richardson,29,900,1.0403259992599487,0.9248028993606567,0.7823041677474976,0.0006808186881244183,9.850486612005625,1.949898600578308,0.0,,
richardson,29,950,1.090989351272583,0.9752846956253052,0.7838913202285767,0.0005005025304853916,10.394745103025343,1.949908971786499,0.0,,
richardson,29,1000,1.060577630996704,0.9443687796592712,0.7884182929992676,0.0005909099709242582,10.931065654032864,1.9499179124832153,0.0,,
richardson,29,1050,1.0298367738723755,0.914484441280365,0.7808513045310974,0.0004201780539005995,11.464960341982078,1.9499249458312988,0.0,,
richardson,29,1100,1.1301687955856323,1.0112663507461548,0.8125289678573608,0.0006145479856058955,11.989750181033742,1.9499318599700928,0.0,,
richardson,29,1150,1.0478655099868774,0.933014988899231,0.7762887477874756,0.00034271820914000273,12.519622058025561,1.9499382972717285,0.0,,
richardson,29,1200,1.1497479677200317,1.0318082571029663,0.8040069341659546,0.0004129642038606107,13.067932040023152,1.949942946434021,0.0,,
richardson,29,1250,1.1273070573806763,1.0093027353286743,0.8044701814651489,0.00040041597094386816,13.617241640982684,1.949947714805603,0.0,,
richardson,29,1300,1.0916551351547241,0.9746145606040955,0.795854389667511,0.00036260162596590817,14.163428100990131,1.949951410293579,0.0,,
richardson,29,1350,1.0301148891448975,0.9144685864448547,0.7833606004714966,0.00030033770599402487,14.719092446030118,1.9499552249908447,0.0,,
richardson,29,1400,1.0924715995788574,0.9737987518310547,0.8103435039520264,0.0003836017567664385,15.260762695979793,1.949958324432373,0.0,,
richardson,29,1450,1.1269795894622803,1.0092111825942993,0.8024755120277405,0.00028266102890484035,15.795647266029846,1.9499616622924805,0.0,,
richardson,29,1500,1.040106177330017,0.9244489669799805,0.7834665179252625,0.0002470222825650126,16.325061446987092,1.9499640464782715,0.0,,
heavy_ball,29,0,1.1680116653442383,1.04972243309021,0.8068976402282715,0.16632765531539917,0.01583137799752876,1.0189281702041626,0.04505458101630211,,
heavy_ball,29,50,1.0789448022842407,0.9640877842903137,0.7764935493469238,0.5450259447097778,0.5920478259795345,1.9303570985794067,0.2004498392343521,,
heavy_ball,29,100,0.5150661468505859,0.40764376521110535,0.7182379364967346,0.042131878435611725,1.158995423000306,3.7812979221343994,0.9447081089019775,,
heavy_ball,29,150,0.4773239195346832,0.38197070360183716,0.6144233345985413,0.0512617863714695,1.7357760290033184,3.780851125717163,0.9464930891990662,,
heavy_ball,29,200,0.46824219822883606,0.3700645864009857,0.6371316909790039,0.08155132830142975,2.313272525963839,3.772437810897827,0.9469715356826782,,
heavy_ball,29,250,0.45857539772987366,0.3583527207374573,0.6590294241905212,0.013300898484885693,2.8902692949632183,3.780931234359741,0.9478477835655212,,
heavy_ball,29,300,0.4897644817829132,0.3882591724395752,0.6652246713638306,0.012827228754758835,3.468613482953515,3.784205436706543,0.9483156204223633,,
heavy_ball,29,350,0.5519124865531921,0.4522852301597595,0.6490106582641602,0.3404705822467804,4.04330309398938,3.769768714904785,0.9482780694961548,,
heavy_ball,29,400,0.6660699844360352,0.5518854856491089,0.7795526385307312,0.06836550682783127,4.608686255989596,3.783586263656616,0.9488150477409363,,
heavy_ball,29,450,0.5249534845352173,0.4164732098579407,0.7260719537734985,0.3781256079673767,5.171493436966557,3.779371976852417,0.948897123336792,,
heavy_ball,29,500,0.4912031590938568,0.39794251322746277,0.5977262258529663,0.3057712912559509,5.75212861795444,3.775840997695923,0.9489940404891968,,
heavy_ball,29,550,0.5030621290206909,0.4004485607147217,0.6786693334579468,0.04788341373205185,6.32773456297582,3.7833452224731445,0.9492180347442627,,
heavy_ball,29,600,0.6899301409721375,0.5717703700065613,0.8120968341827393,0.27488771080970764,6.906360171968117,3.781189441680908,0.9492743015289307,,
heavy_ball,29,650,0.5050333738327026,0.3982914388179779,0.7098692655563354,0.1472923755645752,7.484368186967913,3.777465343475342,0.9492998123168945,,
heavy_ball,29,700,0.5789329409599304,0.47102007269859314,0.7231763601303101,0.19689211249351501,8.06033046497032,3.7748115062713623,0.949365496635437,,
heavy_ball,29,750,0.5077778100967407,0.4026294946670532,0.6985552906990051,0.17084954679012299,8.6404161429964,3.7827816009521484,0.9495100975036621,,
heavy_ball,29,800,0.481918066740036,0.38382041454315186,0.6381863355636597,0.11929627507925034,9.215423579968046,3.782893180847168,0.9495584964752197,,
heavy_ball,29,850,0.5689417719841003,0.4582664668560028,0.7461225390434265,0.07566671818494797,9.786276059981901,3.7885961532592773,0.9496542811393738,,
heavy_ball,29,900,0.4871751666069031,0.3847517967224121,0.673702597618103,0.03182923048734665,10.353238948970102,3.769876480102539,0.9495109915733337,,
heavy_ball,29,950,0.5519079566001892,0.44774988293647766,0.6876778602600098,0.010416229255497456,10.936893945967313,3.7831761837005615,0.949655294418335,,
heavy_ball,29,1000,0.5081190466880798,0.40538445115089417,0.6774479746818542,0.10744799673557281,11.524404393974692,3.7799925804138184,0.9496554136276245,,
heavy_ball,29,1050,0.44989460706710815,0.3553377687931061,0.6078256368637085,0.07260733842849731,12.103522861958481,3.7797608375549316,0.9496791958808899,,
heavy_ball,29,1100,0.5945944786071777,0.47596922516822815,0.816499650478363,0.3068300485610962,12.683460948988795,3.7796683311462402,0.949699342250824,,
heavy_ball,29,1150,0.4891149401664734,0.39408472180366516,0.6124259233474731,0.019519630819559097,13.262407859961968,3.7865333557128906,0.9497763514518738,,
heavy_ball,29,1200,0.6496848464012146,0.5348266363143921,0.7852759957313538,0.22179153561592102,13.843570341996383,3.788792848587036,0.9498084783554077,,
heavy_ball,29,1250,0.5876209139823914,0.4731513559818268,0.7826967239379883,0.08565445244312286,14.420983183954377,3.7824485301971436,0.9497724771499634,,
heavy_ball,29,1300,0.5198103785514832,0.41645485162734985,0.6875424385070801,0.01954537443816662,14.990202675980981,3.785979747772217,0.9498067498207092,,
heavy_ball,29,1350,0.48513904213905334,0.3907197415828705,0.6067136526107788,0.16696782410144806,15.557537522981875,3.784815788269043,0.9498103260993958,,
heavy_ball,29,1400,0.5479501485824585,0.43890029191970825,0.7312866449356079,0.27358701825141907,16.139329687983263,3.7811386585235596,0.9497974514961243,,
heavy_ball,29,1450,0.6064928770065308,0.4885922968387604,0.8156751394271851,0.2789749205112457,16.726897410990205,3.788878917694092,0.9498546123504639,,
heavy_ball,29,1500,0.4739154577255249,0.3737678825855255,0.6584618091583252,0.05786385014653206,17.30579177296022,3.7889106273651123,0.9498584270477295,,
chebyshev,29,0,0.5706920027732849,0.4770907461643219,0.5977493524551392,0.004756530746817589,0.017706718004774302,3.68282413482666,0.8744716644287109,0.0006590993143618107,1.018149971961975
chebyshev,29,50,0.6375991702079773,0.5399457216262817,0.6307463645935059,0.03616185486316681,0.661215286992956,3.704813003540039,0.8780245780944824,0.0005678631132468581,1.0141539573669434
chebyshev,29,100,0.6425797939300537,0.5429460406303406,0.6470041871070862,0.06607473641633987,1.3001678749569692,3.7179460525512695,0.8818278312683105,0.0004738420539069921,1.0127551555633545
chebyshev,29,150,0.5700806379318237,0.4764713644981384,0.5979881286621094,0.04070258513092995,1.9420448679593392,3.7114779949188232,0.8805016279220581,0.0005063250428065658,1.0137574672698975
chebyshev,29,200,0.5799200534820557,0.48435068130493164,0.6136342287063599,0.06089396774768829,2.6124123219633475,3.7066001892089844,0.8816605806350708,0.00047891848953440785,1.0157588720321655
chebyshev,29,250,0.5725265741348267,0.4788554012775421,0.5983823537826538,0.03491825610399246,3.273531064973213,3.7161636352539062,0.8802621364593506,0.0005112781655043364,1.0123414993286133
chebyshev,29,300,0.5781109929084778,0.4845769703388214,0.5969026684761047,0.02703246846795082,3.974194076959975,3.7150542736053467,0.8820624351501465,0.0004677684046328068,1.0136783123016357
chebyshev,29,350,0.6570815443992615,0.5591328740119934,0.6322823762893677,0.04310721158981323,4.706546956964303,3.7039642333984375,0.8806486129760742,0.000503109535202384,1.0158984661102295
chebyshev,29,400,0.7740245461463928,0.6713059544563293,0.6719918251037598,0.11499257385730743,5.368117015983444,3.715461015701294,0.8812136054039001,0.00048827804857864976,1.0130795240402222
chebyshev,29,450,0.649194061756134,0.5480141043663025,0.6593976020812988,0.10360924899578094,6.007770314987283,3.7215347290039062,0.8822552561759949,0.00046273868065327406,1.012023687362671
chebyshev,29,500,0.5928722023963928,0.497886598110199,0.6089068651199341,0.0067081511951982975,6.646985558967572,3.7088780403137207,0.8800697922706604,0.0005170672666281462,1.0142194032669067
chebyshev,29,550,0.6196178793907166,0.5231569409370422,0.6207574605941772,0.0826878473162651,7.287724113964941,3.714550495147705,0.8801195025444031,0.0005150813376531005,1.0126991271972656
chebyshev,29,600,0.7922399044036865,0.6897528171539307,0.6697391271591187,0.15052886307239532,7.925517444964498,3.712528705596924,0.880943775177002,0.0004948647110722959,1.013724446296692
chebyshev,29,650,0.6002352833747864,0.5026110410690308,0.6302117705345154,0.05732572451233864,8.588468172994908,3.7242307662963867,0.8824875354766846,0.000456927897175774,1.0114243030548096
chebyshev,29,700,0.7142409086227417,0.6123998165130615,0.664961040019989,0.14714954793453217,9.3487511749845,3.712400436401367,0.8808878064155579,0.0004970827721990645,1.0137274265289307
chebyshev,29,750,0.610230028629303,0.5131540298461914,0.6256081461906433,0.05929078534245491,10.127757198992185,3.71336030960083,0.8817899227142334,0.0004747146740555763,1.013983964920044
chebyshev,29,800,0.6102663278579712,0.513652503490448,0.6219420433044434,0.06140506640076637,10.886929847998545,3.7152867317199707,0.8804858922958374,0.0005058792885392904,1.012709140777588
chebyshev,29,850,0.6830677390098572,0.5841196179389954,0.6409066915512085,0.05863221734762192,11.648933817981742,3.713573455810547,0.8795766830444336,0.0005282224155962467,1.0126535892486572
chebyshev,29,900,0.5876365303993225,0.49327701330184937,0.603946328163147,0.05131900683045387,12.397966478951275,3.7120048999786377,0.880077600479126,0.0005163442110642791,1.0133695602416992
chebyshev,29,950,0.6521942019462585,0.5548094511032104,0.6282471418380737,0.0395079106092453,13.155070976004936,3.714827537536621,0.8794881105422974,0.000530331686604768,1.012260913848877
chebyshev,29,1000,0.6423875093460083,0.5447375178337097,0.6304692029953003,0.08809853345155716,13.913002433953807,3.712282180786133,0.8801032304763794,0.00051564269233495,1.0133085250854492
chebyshev,29,1050,0.551551342010498,0.45921945571899414,0.5880944728851318,0.026748737320303917,14.670098048984073,3.717789649963379,0.8804731965065002,0.0005063173593953252,1.0120198726654053
chebyshev,29,1100,0.7020504474639893,0.599423885345459,0.671257734298706,0.13720396161079407,15.446982213004958,3.7101194858551025,0.8823157548904419,0.0004626152804121375,1.0151722431182861
chebyshev,29,1150,0.6062988042831421,0.5115681886672974,0.606735110282898,0.02238409034907818,16.20451452099951,3.709321975708008,0.8788361549377441,0.000546736759133637,1.0133881568908691
chebyshev,29,1200,0.7460945248603821,0.6435902714729309,0.6705321073532104,0.08865310996770859,16.955989210982807,3.7274553775787354,0.8811606168746948,0.0004884963855147362,1.009789228439331
