stage,seed,method,family,noise_rel,task,auc,average_precision,iou_top7,centroid_error,relative_residual
solver_comparison,17,richardson,ellipse,0.15,0,0.26446568958383243,0.07726124978086439,0.043859649122807015,0.6806910634040833,0.8189097046852112
solver_comparison,17,richardson,ellipse,0.15,1,0.4638562672530763,0.0727043205943338,0.061068702290076333,0.678791344165802,0.7673003673553467
solver_comparison,17,richardson,ellipse,0.15,2,0.23572952787409976,0.041267447045530356,0.017241379310344827,0.5697812438011169,0.8192009329795837
solver_comparison,17,richardson,ellipse,0.15,3,0.5055538294236446,0.16722318559921337,0.08450704225352113,0.18510089814662933,0.7278227806091309
solver_comparison,17,richardson,ellipse,0.15,4,0.3890491482066075,0.05998751507692622,0.04032258064516129,0.5477824211120605,0.7932140231132507
solver_comparison,17,richardson,ellipse,0.15,5,0.23564639705169235,0.026384851939753783,0.017857142857142856,0.6387040019035339,0.8233236074447632
solver_comparison,17,richardson,ellipse,0.15,6,0.45778419359104333,0.1088440333398371,0.06918238993710692,0.5630958676338196,0.7204219698905945
solver_comparison,17,richardson,ellipse,0.15,7,0.24471683123368515,0.0638524748473332,0.02631578947368421,0.4363635778427124,0.8209688663482666
solver_comparison,17,richardson,ellipse,0.15,8,0.5302550072843337,0.19745809617484064,0.11920529801324503,0.361965537071228,0.7144274711608887
solver_comparison,17,richardson,ellipse,0.15,9,0.3755861947835252,0.05626511888710116,0.03968253968253968,0.7228424549102783,0.7946383357048035
solver_comparison,17,richardson,ellipse,0.15,10,0.3038112455726092,0.11077993064850858,0.04918032786885246,0.19086037576198578,0.8076191544532776
solver_comparison,17,richardson,ellipse,0.15,11,0.49618354885057475,0.2009815998071494,0.12,0.12108709663152695,0.7108362317085266
solver_comparison,17,richardson,ellipse,0.15,12,0.3701763485477178,0.06754412367860113,0.03937007874015748,0.4675550162792206,0.7914331555366516
solver_comparison,17,richardson,ellipse,0.15,13,0.41557291932655804,0.053084643016864386,0.031007751937984496,0.7557613849639893,0.7802569270133972
solver_comparison,17,richardson,ellipse,0.15,14,0.4921701944376077,0.13490889691440627,0.07692307692307693,0.467647522687912,0.7733961343765259
solver_comparison,17,richardson,ellipse,0.15,15,0.2453297015094768,0.051126302631207605,0.017391304347826087,0.5965904593467712,0.8191246390342712
solver_comparison,17,richardson,ellipse,0.15,16,0.457177734375,0.11899475343729064,0.05426356589147287,0.555932879447937,0.7824898362159729
solver_comparison,17,richardson,ellipse,0.15,17,0.44900669015882744,0.06549764507275717,0.05555555555555555,0.4395807981491089,0.7729808688163757
solver_comparison,17,richardson,ellipse,0.15,18,0.2369281045751634,0.021203247265349067,0.009523809523809525,0.6137804985046387,0.8334795236587524
solver_comparison,17,richardson,ellipse,0.15,19,0.475277029050614,0.08016330117186324,0.05970149253731343,0.1760360598564148,0.7513024806976318
solver_comparison,17,richardson,ellipse,0.15,20,0.5432714752567693,0.1544258009196273,0.09923664122137404,0.5112698078155518,0.7538723945617676
solver_comparison,17,richardson,ellipse,0.15,21,0.367584065110302,0.12997189646824917,0.056910569105691054,0.5693088173866272,0.7982845306396484
solver_comparison,17,richardson,ellipse,0.15,22,0.4731513139421568,0.14163932624225611,0.07142857142857142,0.30928802490234375,0.7819081544876099
solver_comparison,17,richardson,ellipse,0.15,23,0.5148490170528582,0.1462320091734437,0.08441558441558442,0.5935776233673096,0.7190797328948975
solver_comparison,17,heavy_ball,ellipse,0.15,0,1.0,1.0,0.6527777777777778,0.02504599094390869,0.7060081362724304
solver_comparison,17,heavy_ball,ellipse,0.15,1,0.9982220558648762,0.9762903330852167,0.8289473684210527,0.006747573614120483,0.5948790907859802
solver_comparison,17,heavy_ball,ellipse,0.15,2,0.999888859251356,0.9976860417309077,0.6388888888888888,0.011112513951957226,0.7950623631477356
solver_comparison,17,heavy_ball,ellipse,0.15,3,0.9967764486562063,0.9692924015640454,0.8117647058823529,0.011617417447268963,0.5272238850593567
solver_comparison,17,heavy_ball,ellipse,0.15,4,0.9990021589651482,0.9841016993368978,0.7916666666666666,0.006799793802201748,0.4508756399154663
solver_comparison,17,heavy_ball,ellipse,0.15,5,0.9999030161962952,0.997810329205678,0.5833333333333334,0.04819440469145775,0.4942221939563751
solver_comparison,17,heavy_ball,ellipse,0.15,6,0.9978622118393794,0.9809685665820569,0.7171717171717171,0.002266851020976901,0.4475398063659668
solver_comparison,17,heavy_ball,ellipse,0.15,7,0.9998411077062763,0.9964675940421265,0.625,0.013395622372627258,0.4908278286457062
solver_comparison,17,heavy_ball,ellipse,0.15,8,0.9992326427117739,0.9930148150495454,0.7422680412371134,0.008407549932599068,0.5007668137550354
solver_comparison,17,heavy_ball,ellipse,0.15,9,0.9998946166681303,0.9982298301829242,0.8194444444444444,0.010722982697188854,0.7022861838340759
solver_comparison,17,heavy_ball,ellipse,0.15,10,1.0,1.0,0.7777777777777778,0.050565604120492935,0.7083719372749329
solver_comparison,17,heavy_ball,ellipse,0.15,11,0.9978672772988506,0.9809171551072787,0.75,0.014861549250781536,0.5899962186813354
solver_comparison,17,heavy_ball,ellipse,0.15,12,0.9991874135546335,0.9866144977716951,0.8333333333333334,0.006091090850532055,0.6582950949668884
solver_comparison,17,heavy_ball,ellipse,0.15,13,0.9955739407248523,0.9379084083559223,0.7272727272727273,0.006800609640777111,0.5930587649345398
solver_comparison,17,heavy_ball,ellipse,0.15,14,0.9997077282795963,0.9960463475727298,0.9178082191780822,0.005752406548708677,0.6154467463493347
solver_comparison,17,heavy_ball,ellipse,0.15,15,1.0,1.0,0.625,0.007675356697291136,0.7409119009971619
solver_comparison,17,heavy_ball,ellipse,0.15,16,0.9994140625,0.9916201358591449,0.863013698630137,0.004183710087090731,0.6603400111198425
solver_comparison,17,heavy_ball,ellipse,0.15,17,0.9945184958207787,0.9222847445378721,0.6625,0.006808603182435036,0.586818516254425
solver_comparison,17,heavy_ball,ellipse,0.15,18,0.9998217468805704,0.9955882352941177,0.4722222222222222,0.025535788387060165,0.7927802205085754
solver_comparison,17,heavy_ball,ellipse,0.15,19,0.9986972147349505,0.9829903039992814,0.868421052631579,0.0032319440506398678,0.6332773566246033
solver_comparison,17,heavy_ball,ellipse,0.15,20,0.9996498599439776,0.995527328775864,0.9459459459459459,0.007753866259008646,0.6625704765319824
solver_comparison,17,heavy_ball,ellipse,0.15,21,1.0,1.0000000000000002,0.8055555555555556,0.003814483294263482,0.716763436794281
solver_comparison,17,heavy_ball,ellipse,0.15,22,0.9987777282262194,0.9820051078571042,0.8493150684931506,0.00622998783364892,0.5885130763053894
solver_comparison,17,heavy_ball,ellipse,0.15,23,0.9985383264404283,0.9861341889396709,0.7578947368421053,0.004196750931441784,0.5263264775276184
solver_comparison,17,chebyshev,ellipse,0.15,0,1.0,1.0,0.6527777777777778,0.036485012620687485,0.6069838404655457
solver_comparison,17,chebyshev,ellipse,0.15,1,0.9976138118186497,0.9721046099222472,0.8289473684210527,0.007744126953184605,0.5540000796318054
