layer,R_spike,S_token_var,C_col_imbalance,gap,H_attn,H_query,spike_col_load,max_col_load,run_id,seed,norm,d_model,tau,eta,q_equals_k,use_mlp,residual,data_kind,steps
1,0.8816378116607666,1.5078964233398438,0.0008063950808718801,0.019867047667503357,1.0651894807815552,0.34250593185424805,1.0650129318237305,1.0993512868881226,21,21000,sinkhorn,32,0.1,1.0,False,True,True,linear,60
2,0.8816378116607666,1.5078964233398438,0.0008063950808718801,0.019867047667503357,1.0651894807815552,0.34250593185424805,1.0650129318237305,1.0993512868881226,21,21000,sinkhorn,32,0.1,1.0,False,True,True,linear,60
3,0.8816378116607666,1.5078964233398438,0.0008063950808718801,0.019867047667503357,1.0651894807815552,0.34250593185424805,1.0650129318237305,1.0993512868881226,21,21000,sinkhorn,32,0.1,1.0,False,True,True,linear,60
4,0.8816378116607666,1.5078964233398438,0.0008063950808718801,0.019867047667503357,1.0651894807815552,0.34250593185424805,1.0650129318237305,1.0993512868881226,21,21000,sinkhorn,32,0.1,1.0,False,True,True,linear,60
