layer,R_spike,S_token_var,C_col_imbalance,gap,H_attn,H_query,spike_col_load,max_col_load,run_id,seed,norm,d_model,tau,eta,q_equals_k,use_mlp,residual,data_kind,steps
1,0.9764682650566101,1.6202032566070557,0.4159672260284424,0.0063041821122169495,1.1545802354812622,0.12139392644166946,1.7173999547958374,2.7755825519561768,8,8000,softmax,64,0.8,1.0,False,True,True,linear,60
2,0.9764682650566101,1.6202032566070557,0.4159672260284424,0.0063041821122169495,1.1545802354812622,0.12139392644166946,1.7173999547958374,2.7755825519561768,8,8000,softmax,64,0.8,1.0,False,True,True,linear,60
3,0.9764682650566101,1.6202032566070557,0.4159672260284424,0.0063041821122169495,1.1545802354812622,0.12139392644166946,1.7173999547958374,2.7755825519561768,8,8000,softmax,64,0.8,1.0,False,True,True,linear,60
4,0.9764682650566101,1.6202032566070557,0.4159672260284424,0.0063041821122169495,1.1545802354812622,0.12139392644166946,1.7173999547958374,2.7755825519561768,8,8000,softmax,64,0.8,1.0,False,True,True,linear,60
