layer,R_spike,S_token_var,C_col_imbalance,gap,H_attn,H_query,spike_col_load,max_col_load,run_id,seed,norm,d_model,tau,eta,q_equals_k,use_mlp,residual,data_kind,steps
1,0.9782304763793945,0.9944586157798767,0.0031450821552425623,0.002310022711753845,0.8628215789794922,0.06453423947095871,1.1428240537643433,1.1900572776794434,24,24000,sinkhorn,64,0.1,1.0,False,True,True,linear,60
2,0.9782304763793945,0.9944586157798767,0.0031450821552425623,0.002310022711753845,0.8628215789794922,0.06453423947095871,1.1428240537643433,1.1900572776794434,24,24000,sinkhorn,64,0.1,1.0,False,True,True,linear,60
3,0.9782304763793945,0.9944586157798767,0.0031450821552425623,0.002310022711753845,0.8628215789794922,0.06453423947095871,1.1428240537643433,1.1900572776794434,24,24000,sinkhorn,64,0.1,1.0,False,True,True,linear,60
4,0.9782304763793945,0.9944586157798767,0.0031450821552425623,0.002310022711753845,0.8628215789794922,0.06453423947095871,1.1428240537643433,1.1900572776794434,24,24000,sinkhorn,64,0.1,1.0,False,True,True,linear,60
