layer,R_spike,S_token_var,C_col_imbalance,gap,H_attn,H_query,spike_col_load,max_col_load,run_id,seed,norm,d_model,tau,eta,q_equals_k,use_mlp,residual,data_kind,steps
1,0.2795679271221161,4.336825847625732,0.24558496475219727,0.05442510545253754,2.288353443145752,2.162975311279297,1.2361422777175903,2.320389986038208,0,0,softmax,8,0.1,1.0,False,True,True,linear,60
2,0.2795679271221161,4.336825847625732,0.24558496475219727,0.05442510545253754,2.288353443145752,2.162975311279297,1.2361422777175903,2.320389986038208,0,0,softmax,8,0.1,1.0,False,True,True,linear,60
3,0.2795679271221161,4.336825847625732,0.24558496475219727,0.05442510545253754,2.288353443145752,2.162975311279297,1.2361422777175903,2.320389986038208,0,0,softmax,8,0.1,1.0,False,True,True,linear,60
4,0.2795679271221161,4.336825847625732,0.24558496475219727,0.05442510545253754,2.288353443145752,2.162975311279297,1.2361422777175903,2.320389986038208,0,0,softmax,8,0.1,1.0,False,True,True,linear,60
