step,variant,seed,n_context,train_mse,eta,beta,fixed_lengthscale
1,mismatched,1,8,0.3502037227153778,1.078883171081543,0.11390778422355652,0.09000000357627869
100,mismatched,1,8,0.350661039352417,2.7562711238861084,0.6619366407394409,0.09000000357627869
200,mismatched,1,6,0.41887491941452026,2.7720682621002197,0.6632291674613953,0.09000000357627869
300,mismatched,1,8,0.3420611619949341,2.6631336212158203,0.6301882266998291,0.09000000357627869
400,mismatched,1,14,0.16788095235824585,2.5124309062957764,0.5689905285835266,0.09000000357627869
500,mismatched,1,13,0.18707242608070374,2.556169033050537,0.580854058265686,0.09000000357627869
600,mismatched,1,15,0.13365459442138672,2.5115151405334473,0.5715631246566772,0.09000000357627869
700,mismatched,1,14,0.14232461154460907,2.5742342472076416,0.5773888230323792,0.09000000357627869
800,mismatched,1,10,0.2763211727142334,2.634098768234253,0.6032627820968628,0.09000000357627869
900,mismatched,1,13,0.1813935935497284,2.563640832901001,0.5794395208358765,0.09000000357627869
1000,mismatched,1,16,0.13804663717746735,2.5082576274871826,0.5511960983276367,0.09000000357627869
1100,mismatched,1,11,0.21416130661964417,2.589285373687744,0.5867270827293396,0.09000000357627869
1200,mismatched,1,13,0.16904480755329132,2.6287741661071777,0.5947619676589966,0.09000000357627869
1300,mismatched,1,6,0.42492201924324036,2.708106517791748,0.6564685106277466,0.09000000357627869
1400,mismatched,1,8,0.367021381855011,2.6978092193603516,0.6348406076431274,0.09000000357627869
1500,mismatched,1,9,0.29530996084213257,2.675137519836426,0.6285077929496765,0.09000000357627869
1600,mismatched,1,7,0.41093891859054565,2.6801023483276367,0.6410326957702637,0.09000000357627869
1700,mismatched,1,16,0.1223236545920372,2.570723533630371,0.562281608581543,0.09000000357627869
1800,mismatched,1,7,0.41417211294174194,2.683530807495117,0.6380456686019897,0.09000000357627869
1900,mismatched,1,7,0.4141624867916107,2.6924819946289062,0.6437023282051086,0.09000000357627869
2000,mismatched,1,14,0.14766937494277954,2.5868189334869385,0.5733050107955933,0.09000000357627869
2100,mismatched,1,6,0.43135374784469604,2.6761269569396973,0.6417198181152344,0.09000000357627869
2200,mismatched,1,10,0.271945059299469,2.6389901638031006,0.608635663986206,0.09000000357627869
2300,mismatched,1,8,0.3626323342323303,2.7353320121765137,0.6556500792503357,0.09000000357627869
2400,mismatched,1,9,0.26233482360839844,2.6522841453552246,0.6161063313484192,0.09000000357627869
2500,mismatched,1,9,0.31855788826942444,2.63798189163208,0.6172736883163452,0.09000000357627869
2600,mismatched,1,6,0.44818195700645447,2.6914925575256348,0.6571552753448486,0.09000000357627869
2700,mismatched,1,10,0.242609903216362,2.685821294784546,0.6265996694564819,0.09000000357627869
2800,mismatched,1,8,0.3951364755630493,2.673274517059326,0.6358991861343384,0.09000000357627869
2900,mismatched,1,9,0.3523319661617279,2.635815382003784,0.6141521334648132,0.09000000357627869
3000,mismatched,1,9,0.2612934708595276,2.6367146968841553,0.6197185516357422,0.09000000357627869
3100,mismatched,1,13,0.19432175159454346,2.5420050621032715,0.5601899027824402,0.09000000357627869
3200,mismatched,1,16,0.13136811554431915,2.5715432167053223,0.5635006427764893,0.09000000357627869
3300,mismatched,1,15,0.12655891478061676,2.5647950172424316,0.5551638603210449,0.09000000357627869
3400,mismatched,1,9,0.32317838072776794,2.64318585395813,0.612574577331543,0.09000000357627869
3500,mismatched,1,13,0.17861232161521912,2.582791328430176,0.5749702453613281,0.09000000357627869
3600,mismatched,1,13,0.19418150186538696,2.616879463195801,0.5907477736473083,0.09000000357627869
3700,mismatched,1,6,0.4646192193031311,2.6917519569396973,0.6506158113479614,0.09000000357627869
3800,mismatched,1,7,0.3876781463623047,2.707538604736328,0.6484040021896362,0.09000000357627869
3900,mismatched,1,7,0.38331857323646545,2.6614186763763428,0.6390557885169983,0.09000000357627869
4000,mismatched,1,6,0.4768747091293335,2.734295129776001,0.6598599553108215,0.09000000357627869
4100,mismatched,1,6,0.46202200651168823,2.621687412261963,0.6384219527244568,0.09000000357627869
4200,mismatched,1,15,0.13531029224395752,2.5451884269714355,0.5389919877052307,0.09000000357627869
4300,mismatched,1,8,0.32790422439575195,2.632483959197998,0.6179360151290894,0.09000000357627869
4400,mismatched,1,12,0.21426786482334137,2.6302411556243896,0.5958219766616821,0.09000000357627869
4500,mismatched,1,11,0.2391883283853531,2.58652400970459,0.588060200214386,0.09000000357627869
4600,mismatched,1,16,0.11537609994411469,2.596895694732666,0.5712461471557617,0.09000000357627869
4700,mismatched,1,16,0.1305171549320221,2.5701518058776855,0.5620540976524353,0.09000000357627869
4800,mismatched,1,14,0.18352973461151123,2.585383653640747,0.5595715045928955,0.09000000357627869
4900,mismatched,1,14,0.15691587328910828,2.569406270980835,0.5699052810668945,0.09000000357627869
5000,mismatched,1,8,0.37049201130867004,2.696024179458618,0.6324152946472168,0.09000000357627869
