step,loss,task,train_context,eval_context,depth,d_model,heads,shared,normalize_attention,share_qk,rich_mse,rich_mean_mse,rich_var_mse,rich_kappa,rich_resid_last,trainctx_mse,trainctx_mean_mse,trainctx_var_mse,trainctx_nll,trainctx_exact_nll,trainctx_coverage,trainctx_width,trainctx_exact_coverage,trainctx_exact_width,evalctx_mse,evalctx_mean_mse,evalctx_var_mse,evalctx_nll,evalctx_exact_nll,evalctx_coverage,evalctx_width,evalctx_exact_coverage,evalctx_exact_width
1,2.132662773132324,weak_inverse,64,128,4,128,4,1,0,0,0.02491147443652153,0.00233741058036685,0.0,3.7188076972961426,95.4468765258789,1.8870607167482376,1.8865192979574203,1.2738961726427078,1.8088738322257996,-0.4016283694654703,0.873046875,4.212190628051758,0.94677734375,0.6391780786216259,1.889622762799263,1.8443701788783073,1.2844858840107918,1.8084866777062416,-0.48656258918344975,0.875,4.213978707790375,0.94970703125,0.5923218876123428
200,1.3930943012237549,weak_inverse,64,128,4,128,4,1,0,0,0.03393353521823883,0.002376030897721648,0.0,3.7469143867492676,96.894287109375,0.9822678677737713,0.9594002440571785,0.8983670994639397,1.3915062546730042,-0.39981372095644474,0.94873046875,3.818422645330429,0.951171875,0.6397647522389889,1.0260734297335148,0.9990036226809025,0.9150705263018608,1.404433749616146,-0.4582688733935356,0.94970703125,3.8340784460306168,0.95068359375,0.592679288238287
400,1.5222065448760986,weak_inverse,64,128,4,128,4,1,0,0,0.02289453148841858,0.002274847123771906,0.0,3.7209267616271973,92.61764526367188,1.1131616719067097,1.0756882056593895,1.001458041369915,1.4540585279464722,-0.37187901698052883,0.931640625,3.8539801239967346,0.9453125,0.6404192745685577,1.047003660351038,1.0279908552765846,1.0305873192846775,1.4132294431328773,-0.44720836635679007,0.947265625,3.8840705305337906,0.94482421875,0.5925423912703991
600,1.282339096069336,weak_inverse,64,128,4,128,4,1,0,0,0.025646572932600975,0.0021321666426956654,0.0,3.6714494228363037,118.22319030761719,0.739796482026577,0.7105797082185745,0.7999020963907242,1.2564937472343445,-0.35037975013256073,0.962890625,3.648711785674095,0.947265625,0.6412196569144726,0.7470174469053745,0.7217040546238422,0.8373599126935005,1.256131649017334,-0.46034648455679417,0.96826171875,3.6885983645915985,0.953125,0.5929344147443771
800,0.917095422744751,weak_inverse,64,128,4,128,4,1,0,0,0.026950635015964508,0.0023506616707891226,0.0,3.7071757316589355,105.73320007324219,0.35717987827956676,0.3300149645656347,0.14422037871554494,0.8852625675499439,-0.38225797563791275,0.95751953125,2.402662381529808,0.94775390625,0.6400960721075535,0.2967692529782653,0.2798068020492792,0.1476499680429697,0.7965772673487663,-0.4832606576383114,0.9736328125,2.421759396791458,0.95068359375,0.5926626436412334
1000,0.7640928030014038,weak_inverse,64,128,4,128,4,1,0,0,0.028937697410583496,0.002690175548195839,0.0,3.7027440071105957,96.06988525390625,0.27004190254956484,0.24786400143057108,0.07165892934426665,0.7584776803851128,-0.4016830828040838,0.947265625,2.0672880560159683,0.947265625,0.639084555208683,0.19926951359957457,0.18533676490187645,0.08339877659454942,0.6307452097535133,-0.48470539413392544,0.9765625,2.124429002404213,0.9521484375,0.5928509160876274
1200,0.7494035959243774,weak_inverse,64,128,4,128,4,1,0,0,0.025023585185408592,0.004159706179052591,0.0,3.75022292137146,94.46573638916016,0.27624060306698084,0.2500536506995559,0.06691243825480342,0.7584435045719147,-0.39660236053168774,0.94580078125,2.0423945039510727,0.94921875,0.6408675871789455,0.1770654171705246,0.1566074974834919,0.0724008351098746,0.5870369076728821,-0.48087899200618267,0.9814453125,2.066687062382698,0.955078125,0.5923671796917915
1400,0.6600010991096497,weak_inverse,64,128,4,128,4,1,0,0,0.02051442302763462,0.0016883143689483404,0.0,3.6489787101745605,95.56969451904297,0.27929025888442993,0.24667075835168362,0.07800677372142673,0.7637286670506,-0.40027480013668537,0.95947265625,2.1225015074014664,0.95263671875,0.6402748003602028,0.22536556608974934,0.20018097758293152,0.08522052736952901,0.6673871092498302,-0.46792507357895374,0.98095703125,2.1570733338594437,0.9541015625,0.592878270894289
1600,0.755715012550354,weak_inverse,64,128,4,128,4,1,0,0,0.02233470417559147,0.0021170792169868946,0.0,3.762691020965576,118.21589660644531,0.25348717905581,0.22637118585407734,0.06023538438603282,0.7165030799806118,-0.38119799457490444,0.95263671875,1.9844921082258224,0.94140625,0.6391316018998623,0.18294873274862766,0.15894414018839598,0.06481804652139544,0.5773061290383339,-0.4681819211691618,0.97998046875,2.0057369247078896,0.9482421875,0.5924271196126938
1800,0.6891549825668335,weak_inverse,64,128,4,128,4,1,0,0,0.031403329223394394,0.002299331594258547,0.0,3.7142670154571533,116.51985931396484,0.2362443832680583,0.20949012134224176,0.02781897340901196,0.6897598579525948,-0.37252818048000336,0.921875,1.6956367418169975,0.94580078125,0.6412500776350498,0.1567035811021924,0.13413872942328453,0.02851828094571829,0.47763553261756897,-0.4500999692827463,0.96728515625,1.687583714723587,0.9443359375,0.592473715543747
