step,loss,task,train_context,eval_context,depth,d_model,heads,shared,normalize_attention,share_qk,rich_mse,rich_mean_mse,rich_var_mse,rich_kappa,rich_resid_last,trainctx_mse,trainctx_mean_mse,trainctx_var_mse,trainctx_nll,trainctx_exact_nll,trainctx_coverage,trainctx_width,trainctx_exact_coverage,trainctx_exact_width,evalctx_mse,evalctx_mean_mse,evalctx_var_mse,evalctx_nll,evalctx_exact_nll,evalctx_coverage,evalctx_width,evalctx_exact_coverage,evalctx_exact_width
1,1.6372056007385254,weak_inverse,256,128,16,128,4,1,0,0,0.024250425398349762,2.9165105885908815e-08,0.0,3.7504210472106934,0.18244138360023499,2.0458120927214622,2.0331793427467346,0.9259793609380722,1.9501555636525154,-0.5008269380778074,0.82568359375,3.887494072318077,0.94970703125,0.5721078589558601,2.0910651683807373,2.0583915635943413,0.9216428846120834,1.9736406356096268,-0.4772810097783804,0.828125,3.886061578989029,0.9482421875,0.5925630256533623
200,1.4072036743164062,weak_inverse,256,128,16,128,4,1,0,0,0.022314876317977905,2.102624918620677e-08,0.0,3.7658963203430176,0.19892345368862152,1.0288879200816154,1.0146767757833004,0.9324760437011719,1.4171697869896889,-0.5277293920516968,0.94677734375,3.8591204285621643,0.9560546875,0.5725622326135635,1.0409620478749275,1.017947018146515,0.8904421404004097,1.4230992794036865,-0.4624735750257969,0.93994140625,3.8116887360811234,0.9453125,0.5923226028680801
400,1.3621232509613037,weak_inverse,256,128,16,128,4,1,0,0,0.02142041176557541,2.6370106098738688e-08,0.0,3.7215662002563477,0.17437762022018433,0.9620206281542778,0.9340959526598454,0.9402175061404705,1.3773366883397102,-0.5187499411404133,0.9482421875,3.7879765778779984,0.95654296875,0.5725236870348454,1.021776158362627,0.9923854917287827,0.9151460602879524,1.4092493802309036,-0.4705959800630808,0.939453125,3.749316692352295,0.9541015625,0.592327393591404
600,0.8648993968963623,weak_inverse,256,128,16,128,4,1,0,0,0.028027284890413284,1.4542359316749298e-08,0.0,3.690598487854004,0.1373957097530365,0.3143090708181262,0.28911929950118065,0.05844546249136329,0.8242089934647083,-0.4691867996007204,0.92919921875,1.9866023063659668,0.94287109375,0.5726068504154682,0.36365342512726784,0.3398707006126642,0.05741272261366248,0.9237111806869507,-0.43587432242929935,0.90576171875,1.9840957820415497,0.94140625,0.5927964337170124
800,0.3122325837612152,weak_inverse,256,128,16,128,4,1,0,0,0.021690819412469864,4.0351970653773606e-08,0.0,3.698870897293091,0.30265551805496216,0.13612254941836,0.10853720363229513,0.01341198873706162,0.40639039874076843,-0.4628221858292818,0.935546875,1.3440988585352898,0.9375,0.5723408572375774,0.17744105868041515,0.15524807572364807,0.013221966568380594,0.5987589973956347,-0.48814878799021244,0.8837890625,1.339119978249073,0.96435546875,0.592791959643364
1000,0.2892286777496338,weak_inverse,256,128,16,128,4,1,0,0,0.019493380561470985,3.549887139797647e-08,0.0,3.6494975090026855,0.1674361228942871,0.10960850957781076,0.08733990043401718,0.007649306528037414,0.29440667666494846,-0.5085667949169874,0.943359375,1.2495918720960617,0.951171875,0.5725758410990238,0.16839338652789593,0.14290703739970922,0.007371461950242519,0.5847304202616215,-0.4728459622710943,0.87890625,1.2488212138414383,0.94677734375,0.5927222222089767
1200,0.3656778335571289,weak_inverse,256,128,16,128,4,1,0,0,0.024189675226807594,8.237316251324955e-08,0.0,3.7403407096862793,0.2969605028629303,0.11732290126383305,0.09632110688835382,0.00936934322817251,0.32826543506234884,-0.5149043127894402,0.9423828125,1.294798068702221,0.953125,0.57272008061409,0.16268522292375565,0.1372295254841447,0.008412058785324916,0.5461083892732859,-0.48200381733477116,0.88720703125,1.2813099324703217,0.9580078125,0.5924360603094101
1400,0.2788626253604889,weak_inverse,256,128,16,128,4,1,0,0,0.022553637623786926,1.8038961968613876e-07,0.0,3.7948403358459473,0.3567885160446167,0.11302561638876796,0.08714840654283762,0.016558031376916915,0.31595620047301054,-0.4806818123906851,0.9677734375,1.4390389621257782,0.94140625,0.5726438909769058,0.15383638441562653,0.13287403574213386,0.015308438101783395,0.4707772396504879,-0.4677882343530655,0.931640625,1.420658528804779,0.951171875,0.5923988558351994
1600,0.2529500722885132,weak_inverse,256,128,16,128,4,1,0,0,0.022685708478093147,7.083092157245119e-08,0.0,3.656080484390259,0.20928947627544403,0.10165246855467558,0.08205439802259207,0.009055598231498152,0.2628345564007759,-0.5056409053504467,0.953125,1.2946933656930923,0.953125,0.5726506747305393,0.16049900045618415,0.1359096383675933,0.008729410270461813,0.5231285076588392,-0.4726607967168093,0.90185546875,1.289540983736515,0.94970703125,0.593056570738554
1800,0.3704850673675537,weak_inverse,256,128,16,128,4,1,0,0,0.019167784601449966,3.371920698214126e-08,0.0,3.711824417114258,0.16931456327438354,0.10510727996006608,0.08944438816979527,0.010231018415652215,0.2649561883881688,-0.5419979244470596,0.96240234375,1.3109299093484879,0.96240234375,0.5725126937031746,0.15622087195515633,0.1318666124716401,0.009956796420738101,0.4981599096208811,-0.4725645035505295,0.9033203125,1.304413914680481,0.94970703125,0.5931907817721367
2000,0.28691190481185913,weak_inverse,256,128,16,128,4,1,0,0,0.023121733218431473,2.0139660605877907e-08,0.0,3.693019390106201,0.13686341047286987,0.10481304302811623,0.08213849319145083,0.012579584901686758,0.27449600491672754,-0.4780623447149992,0.96484375,1.386166751384735,0.943359375,0.5725306384265423,0.15225402638316154,0.1333404751494527,0.012298209709115326,0.4552453774958849,-0.48900859244167805,0.9296875,1.3822591081261635,0.9580078125,0.5928984805941582
