seed,method,network_width,parameter_count,dataset_size,training_seconds,context_size,context_measurements,scenario,regime,task,auc,average_precision,iou_top7,centroid_error,area_matched_iou,exact_score_correlation,relative_score_error,mean_relative_residual,covariance_relative_residual,posterior_std_mean,uq_error_correlation,numerical_coverage_95
17,identity-CG,0,0,0,0.0,24,576,ID one obstacle,ID,0,0.9997132616487455,0.9797979797979799,0.16363636363636364,0.021098850294947624,0.8,0.9999788470638117,0.0016695434460416436,0.3580673635005951,0.004913227166980505,0.007976694963872433,-0.025583887639918777,0.9579081535339355
17,identity-CG,0,0,0,0.0,24,576,ID one obstacle,ID,1,1.0,1.0,0.18181818181818182,0.011961553245782852,1.0,0.9999241478132574,0.004340929910540581,0.5613237619400024,0.010075591504573822,0.00883159227669239,-0.17593225670560692,0.35459181666374207
17,identity-CG,0,0,0,0.0,24,576,ID one obstacle,ID,2,1.0,1.0,0.09090909090909091,0.0010774433612823486,1.0,0.9999901816123037,0.0010133041068911552,0.26950931549072266,0.009804779663681984,0.006535270716995001,-0.022432220209901738,0.9974489808082581
17,identity-CG,0,0,0,0.0,24,576,ID one obstacle,ID,3,0.9995682210708118,0.9707362082362082,0.21818181818181817,0.010908249765634537,0.8461538461538461,0.9999928118344951,0.0011868004221469164,0.31452369689941406,0.012350114062428474,0.008289799094200134,0.3303939752322119,0.9974489808082581
17,identity-CG,0,0,0,0.0,24,576,ID one obstacle,ID,4,1.0,1.0,0.16363636363636364,0.017373621463775635,1.0,0.9999713961935452,0.0019470717525109649,0.5062314867973328,0.009340655989944935,0.007016926072537899,0.05772564488469316,0.8329081535339355
17,identity-CG,0,0,0,0.0,24,576,ID one obstacle,ID,5,1.0,1.0,0.10909090909090909,0.03474733605980873,1.0,0.999993585455573,0.000727467704564333,0.22827893495559692,0.004847213160246611,0.006351643707603216,0.0582204760509303,1.0
17,identity-CG,0,0,0,0.0,24,576,ID one obstacle,ID,6,1.0,1.0,0.10909090909090909,0.005827164743095636,1.0,0.999989806977398,0.001024094526655972,0.27655646204948425,0.007836228236556053,0.006082958076149225,-0.08466880335946646,0.9987244606018066
17,identity-CG,0,0,0,0.0,24,576,ID one obstacle,ID,7,1.0,1.0,0.10909090909090909,0.015050996094942093,1.0,0.9999883618394299,0.0012490241788327694,0.3223167061805725,0.0064685894176363945,0.006903005298227072,-0.009514927799849497,0.9923469424247742
17,exact,0,0,0,0.0,24,576,ID one obstacle,ID,0,0.9997132616487455,0.9797979797979798,0.16363636363636364,0.021098850294947624,0.8,1.0,0.0,0.00021788656886201352,3.1289948765333975e-06,0.007959690876305103,0.0,1.0
17,exact,0,0,0,0.0,24,576,ID one obstacle,ID,1,1.0,1.0,0.18181818181818182,0.011961553245782852,1.0,1.0,0.0,0.00018642778741195798,2.746799054875737e-06,0.008766083046793938,0.0,1.0
17,exact,0,0,0,0.0,24,576,ID one obstacle,ID,2,1.0,1.0,0.09090909090909091,0.0010774433612823486,1.0,1.0,0.0,0.0002181013551307842,3.29177555613569e-06,0.0064932312816381454,0.0,1.0
17,exact,0,0,0,0.0,24,576,ID one obstacle,ID,3,0.9995682210708118,0.9707362082362082,0.21818181818181817,0.010908249765634537,0.8461538461538461,1.0,0.0,0.00013103462697472423,2.8655231290031224e-06,0.008156120777130127,0.0,1.0
17,exact,0,0,0,0.0,24,576,ID one obstacle,ID,4,1.0,1.0,0.16363636363636364,0.017373621463775635,1.0,1.0,0.0,0.0002011329197557643,3.1677138849772746e-06,0.006978998892009258,0.0,1.0
17,exact,0,0,0,0.0,24,576,ID one obstacle,ID,5,1.0,1.0,0.10909090909090909,0.03474733605980873,1.0,1.0,0.0,0.00020855444017797709,3.5506175208865898e-06,0.006324433255940676,0.0,1.0
17,exact,0,0,0,0.0,24,576,ID one obstacle,ID,6,1.0,1.0,0.10909090909090909,0.005827164743095636,1.0,1.0,0.0,0.0002633753465488553,3.631800836956245e-06,0.00604634266346693,0.0,1.0
17,exact,0,0,0,0.0,24,576,ID one obstacle,ID,7,1.0,1.0,0.10909090909090909,0.015050996094942093,1.0,1.0,0.0,0.0002188645739806816,3.4544013942650054e-06,0.006877313833683729,0.0,1.0
17,identity-CG,0,0,0,0.0,24,576,ID four obstacles,ID,0,0.9963846409574468,0.9330026584141677,0.5535714285714286,0.020575739443302155,0.7297297297297297,0.9999076436737657,0.007923249155282974,0.1386413425207138,0.010285355150699615,0.030309423804283142,-0.0071781449039967,0.920918345451355
17,identity-CG,0,0,0,0.0,24,576,ID four obstacles,ID,1,0.9829633453794527,0.8024508682374174,0.46875,0.0567968524992466,0.5294117647058824,0.9999607556646699,0.00614040344953537,0.18294987082481384,0.003855581395328045,0.029135629534721375,-0.3515238365016532,0.964285671710968
