seed,method,network_width,parameter_count,context_size,context_measurements,depth,batch_size,inference_ms,peak_memory_mib,matvec_proxy
17,identity-CG,0,0,24,576,32,8,16.713101050117984,70.62158203125,14893056
17,exact,0,0,24,576,32,8,10.098325498984195,68.0380859375,14893056
17,looped-HB,128,149251,24,576,32,8,20.251285898848437,112.2587890625,14893056
