order,dyson_free_moment,monte_carlo_mean,monte_carlo_standard_error
1,0.012855341021962804,0.012864583835007798,3.178489700305956e-05
2,0.007485642761719362,0.007496707675137476,6.217100087311222e-06
3,0.005540511648436205,0.005550294544168305,8.168638006579266e-06
4,0.005332745067189826,0.005347308479036983,1.090308351655474e-05
5,0.005273013007725647,0.005292043675944887,1.3678240768335912e-05
6,0.005258555796212963,0.005281865762679042,1.6460691288433538e-05
7,0.005257963277664677,0.005285460740027679,1.925142153492138e-05
8,0.005262123114662812,0.005293792588379348,2.2052667418075093e-05
