model,scenario,category,n_tasks,balanced_brier_mean,balanced_brier_ci95,balanced_brier_q10,balanced_nll_mean,balanced_nll_ci95,balanced_nll_q10,balanced_ece_mean,balanced_ece_ci95,balanced_ece_q10,uncertainty_error_auc_mean,uncertainty_error_auc_ci95,uncertainty_error_auc_q10,credible_confident_fraction_mean,credible_confident_fraction_ci95,credible_confident_fraction_q10,credible_selective_accuracy_mean,credible_selective_accuracy_ci95,credible_selective_accuracy_q10,mean_score_std_mean,mean_score_std_ci95,mean_score_std_q10
foundation,180-degree aperture,OOD aperture,16,0.060046425787732005,0.0029640174177038917,0.05123856104910374,0.19954675436019897,0.011040649665983025,0.16744223982095718,0.06764174322597682,0.003655949042958349,0.05715903639793396,0.9179002501534813,0.005024727083571707,0.9092752930038186,0.78228759765625,0.006099197398212244,0.7666015625,0.9525900296866894,0.006580986497379976,0.9374751448631287,0.06901484075933695,0.0004751499091732129,0.0674976222217083
foundation,30% noise,OOD noise,16,0.023976156837306917,0.002011891373155126,0.019566256552934647,0.08328194031491876,0.006238794990910766,0.06787152588367462,0.024302543606609106,0.002505678764133398,0.018753324635326862,0.9618302538299037,0.002346098936183782,0.9557443699342751,0.89453125,0.004867392317787874,0.880859375,0.9865599013864994,0.002374512767668603,0.9804033935070038,0.057044899789616466,0.0006418586991103647,0.05549218878149986
foundation,four obstacles,ID,16,0.027609416749328375,0.0037696630297972826,0.018685306422412395,0.10447715874761343,0.01006937163989907,0.07850365713238716,0.06195724452845752,0.003997814537938027,0.05290359631180763,0.9821134000742511,0.002871963815055604,0.9755365526492287,0.90625,0.006231736009444418,0.892578125,0.9997974298894405,0.00028786533262594127,0.999459445476532,0.05311573576182127,0.0006284865544054823,0.05200491100549698
foundation,heteroscedastic noise,OOD noise,16,0.016946144169196486,0.002223093590367871,0.012455304618924856,0.07358908001333475,0.006931943107200262,0.05987005867063999,0.04289284651167691,0.004613932096056445,0.029869461432099342,0.9779715484659637,0.0026584558868969254,0.9712432280037382,0.90386962890625,0.004619493617521644,0.89501953125,0.9995237737894058,0.0005514511544180314,0.9989147782325745,0.05957010551355779,0.00044974712418361057,0.058466386049985886
foundation,mirrored kites,lsmlab-inspired,16,0.014559011673554778,0.001555347140861787,0.011182044632732868,0.05751609965227544,0.004775175126177805,0.04741232469677925,0.02683412958867848,0.002247844823749276,0.021860873326659203,0.978868957060959,0.0020474296404752084,0.9739294546401145,0.92559814453125,0.0031120381795270353,0.91845703125,0.9972319155931473,0.0007955631963168177,0.9952386021614075,0.06303055654279888,0.0004563244720510239,0.06216513551771641
foundation,one obstacle,ID,16,0.12092599691823125,0.004272472448453737,0.11059712618589401,0.3486181404441595,0.008705518661382269,0.32829973101615906,0.25411521922796965,0.004678745433432478,0.2431669756770134,0.9977746671057015,0.0009599740743050658,0.995592556317336,0.91015625,0.012368803585810896,0.87841796875,0.9999999888241291,1.1773426224786906e-08,0.9999999403953552,0.08270422741770744,0.00036281652992310693,0.08194603770971298
foundation,six obstacles,OOD count,16,0.08255206141620874,0.010753890316461836,0.05716316029429436,0.2623171769082546,0.03278187373623291,0.18258589506149292,0.10648313630372286,0.010850407173863305,0.08277145400643349,0.9581686700507652,0.004489068366255325,0.9513322678127947,0.84210205078125,0.01735608890583691,0.80078125,0.9974618814885616,0.0014421979919645182,0.9929435849189758,0.04892438696697354,0.0005502870904869721,0.04787152633070946
foundation,three obstacles,ID,16,0.020585048769135028,0.002667794211809563,0.014300107024610043,0.08597069326788187,0.007781185552394479,0.06642759591341019,0.05234887753613293,0.0037229698019860895,0.04259434714913368,0.9787532605317381,0.0028308739025304603,0.9730587038253333,0.90509033203125,0.005632730576002775,0.8935546875,0.9999999925494194,9.975842387120332e-09,0.9999999701976776,0.05766705982387066,0.000472029936743874,0.05652591213583946
foundation,three stars,OOD shape,16,0.032751554739661515,0.004748770012411943,0.01860347017645836,0.11634937347844243,0.012782300567836826,0.07951654866337776,0.05308543564751744,0.005075257900083888,0.04195651412010193,0.9739043936584715,0.002370255452509397,0.9676662562640984,0.89508056640625,0.007549775123826142,0.87841796875,0.9987695291638374,0.0006742740160500233,0.9978189766407013,0.057677259435877204,0.000568855198335293,0.05665111728012562
foundation,two crescents,OOD shape,16,0.016529227199498564,0.0015220993722358065,0.013561033178120852,0.06616562721319497,0.005206886622089709,0.05196215212345123,0.018294601526577026,0.0017661997462268262,0.014558426570147276,0.9754869743857622,0.002291888031298985,0.9701734993381974,0.9339599609375,0.005336754426840181,0.9208984375,0.9895474538207054,0.0022385147088377307,0.9855693578720093,0.062014649622142315,0.0009348711556161894,0.05971667915582657
foundation,two obstacles,ID,16,0.013518975407350808,0.001632641067149876,0.009595559444278479,0.054216111078858376,0.005642934818297625,0.039108749479055405,0.025551996775902808,0.0019899643891566642,0.021712048910558224,0.9816378210308374,0.0031037875944846817,0.9753688815443002,0.925537109375,0.00606665221970623,0.91162109375,0.9978148825466633,0.001207130459424934,0.9951727986335754,0.06311072665266693,0.0005940346289604332,0.06194375827908516
foundation,wavenumber 12,OOD frequency,16,0.06808335054665804,0.0073706935625348965,0.04632793553173542,0.21755604352802038,0.02376987649608873,0.16603823751211166,0.1326026194728911,0.008547869732672821,0.1082080602645874,0.9902192003025657,0.0019378374158521435,0.9855510577079414,0.96502685546875,0.002496969850319695,0.9599609375,0.9994949251413345,0.0003614671699370524,0.9984791576862335,0.0466301697306335,0.0007791555865543456,0.04473668895661831
