model,seed,scenario,category,task,threshold,balanced_brier,balanced_nll,balanced_ece,uncertainty_error_auc,credible_confident_fraction,credible_selective_accuracy,mean_score_std
foundation,17,one obstacle,ID,13,-1.6260021924972534,0.12744565308094025,0.3588704466819763,0.2596907913684845,0.9987745098039216,0.9521484375,0.9999999403953552,0.08114266395568848
foundation,17,one obstacle,ID,14,-1.6260021924972534,0.12208924442529678,0.35114750266075134,0.25370925664901733,0.9960822722820765,0.923828125,1.0,0.08208544552326202
foundation,17,one obstacle,ID,15,-1.6260021924972534,0.10657165944576263,0.3193972408771515,0.23705755174160004,1.0,0.9013671875,1.0,0.08319278061389923
exact,17,one obstacle,ID,0,-1.6011981964111328,0.1754942089319229,0.4552594721317291,0.30160221457481384,1.0,0.9453125,0.9999999403953552,0.08288881927728653
exact,17,one obstacle,ID,1,-1.6011981964111328,0.1916433423757553,0.48854759335517883,0.312926709651947,1.0,0.958984375,1.0,0.08209165185689926
exact,17,one obstacle,ID,2,-1.6011981964111328,0.1922883689403534,0.49294817447662354,0.3143578767776489,0.999630905511811,0.9619140625,1.0,0.08261506259441376
exact,17,one obstacle,ID,3,-1.6011981964111328,0.16335321962833405,0.43143144249916077,0.29279565811157227,1.0,0.91796875,0.9999999403953552,0.08359804004430771
exact,17,one obstacle,ID,4,-1.6011981964111328,0.19579437375068665,0.498850554227829,0.3177564740180969,1.0,0.9619140625,1.0,0.08194509148597717
exact,17,one obstacle,ID,5,-1.6011981964111328,0.19184136390686035,0.49092918634414673,0.3160783350467682,1.0,0.9619140625,1.0,0.08296151459217072
exact,17,one obstacle,ID,6,-1.6011981964111328,0.18015353381633759,0.4677545428276062,0.30426764488220215,0.9992110453648915,0.939453125,1.0,0.08370386809110641
exact,17,one obstacle,ID,7,-1.6011981964111328,0.17005573213100433,0.44280552864074707,0.2928573489189148,1.0,0.943359375,1.0,0.08195532113313675
exact,17,one obstacle,ID,8,-1.6011981964111328,0.1741420477628708,0.45249322056770325,0.3001251816749573,1.0,0.935546875,1.0,0.08313862979412079
exact,17,one obstacle,ID,9,-1.6011981964111328,0.1785314530134201,0.4610214829444885,0.30161750316619873,0.9999176548089591,0.9482421875,1.0,0.08243629336357117
exact,17,one obstacle,ID,10,-1.6011981964111328,0.18152321875095367,0.4676031470298767,0.30577200651168823,1.0,0.958984375,1.0,0.08265426754951477
exact,17,one obstacle,ID,11,-1.6011981964111328,0.16838136315345764,0.44246578216552734,0.29641348123550415,0.999207135777998,0.9033203125,1.0,0.08387262374162674
exact,17,one obstacle,ID,12,-1.6011981964111328,0.1683400571346283,0.4409947395324707,0.2959137558937073,1.0,0.9384765625,1.0,0.08304029703140259
exact,17,one obstacle,ID,13,-1.6011981964111328,0.18758587539196014,0.4784744679927826,0.3100310266017914,1.0,0.970703125,0.9999999403953552,0.08114185184240341
exact,17,one obstacle,ID,14,-1.6011981964111328,0.18032121658325195,0.4667602777481079,0.3036116063594818,0.999671592775041,0.9619140625,1.0,0.08208739757537842
exact,17,one obstacle,ID,15,-1.6011981964111328,0.16073879599571228,0.42528316378593445,0.2890927195549011,1.0,0.923828125,1.0,0.08319267630577087
foundation,17,two obstacles,ID,0,-1.6260021924972534,0.013323276303708553,0.05670272931456566,0.027963045984506607,0.9829403871957063,0.9169921875,0.9989350438117981,0.062022313475608826
foundation,17,two obstacles,ID,1,-1.6260021924972534,0.01704525016248226,0.06458836793899536,0.028898462653160095,0.9780955623652252,0.9111328125,0.9978563189506531,0.06295592337846756
foundation,17,two obstacles,ID,2,-1.6260021924972534,0.01416551973670721,0.06041589006781578,0.02676757052540779,0.9782753141701575,0.921875,0.9978813529014587,0.06106485053896904
foundation,17,two obstacles,ID,3,-1.6260021924972534,0.009089226834475994,0.036269012838602066,0.023655658587813377,0.991196439593282,0.9423828125,1.0,0.0627996027469635
foundation,17,two obstacles,ID,4,-1.6260021924972534,0.014365854673087597,0.057964663952589035,0.02624720335006714,0.9835042611584573,0.9306640625,0.9979013204574585,0.06186520308256149
foundation,17,two obstacles,ID,5,-1.6260021924972534,0.019658535718917847,0.06965236365795135,0.023710137233138084,0.96838712431694,0.908203125,0.9956989288330078,0.06541229039430618
foundation,17,two obstacles,ID,6,-1.6260021924972534,0.017352551221847534,0.06476706266403198,0.02153192274272442,0.9793839835728952,0.912109375,0.9946466684341431,0.062800332903862
foundation,17,two obstacles,ID,7,-1.6260021924972534,0.011413428001105785,0.05119817331433296,0.033559370785951614,0.9874017674219491,0.9267578125,0.9999999403953552,0.0621187798678875
foundation,17,two obstacles,ID,8,-1.6260021924972534,0.015225207433104515,0.0666767805814743,0.027399258688092232,0.9760878206892334,0.9150390625,0.9978654980659485,0.06228290870785713
foundation,17,two obstacles,ID,9,-1.6260021924972534,0.01783902756869793,0.06679695099592209,0.015993600711226463,0.975282297501556,0.9248046875,0.9904963374137878,0.0650085061788559
foundation,17,two obstacles,ID,10,-1.6260021924972534,0.011196627281606197,0.04391756281256676,0.024861648678779602,0.9825285043594902,0.9453125,0.9979338645935059,0.06376754492521286
foundation,17,two obstacles,ID,11,-1.6260021924972534,0.009526703506708145,0.04140573740005493,0.022260144352912903,0.9909456740442656,0.943359375,0.9979296326637268,0.06470595300197601
foundation,17,two obstacles,ID,12,-1.6260021924972534,0.009664415381848812,0.03681176155805588,0.02189217507839203,0.9887600298866257,0.9404296875,0.9989616274833679,0.06302310526371002
foundation,17,two obstacles,ID,13,-1.6260021924972534,0.009756830520927906,0.04253794997930527,0.0293738916516304,0.9861029284352799,0.931640625,0.9999999403953552,0.06296177208423615
foundation,17,two obstacles,ID,14,-1.6260021924972534,0.014838932082057,0.061591461300849915,0.026841994374990463,0.9754554655870445,0.9140625,0.9989316463470459,0.06421352177858353
foundation,17,two obstacles,ID,15,-1.6260021924972534,0.011842220090329647,0.046161308884620667,0.027875863015651703,0.9818575761952911,0.923828125,1.0,0.06276901811361313
exact,17,two obstacles,ID,0,-1.6011981964111328,0.016436222940683365,0.06103580445051193,0.032613854855298996,0.9771554258585771,0.9033203125,0.9967567920684814,0.06699417531490326
exact,17,two obstacles,ID,1,-1.6011981964111328,0.020042479038238525,0.0714733898639679,0.026959875598549843,0.9644318158918244,0.8896484375,0.9945115447044373,0.06742741167545319
exact,17,two obstacles,ID,2,-1.6011981964111328,0.016682622954249382,0.06268400698900223,0.02121962234377861,0.9734151329243353,0.908203125,0.9935483932495117,0.06569452583789825
exact,17,two obstacles,ID,3,-1.6011981964111328,0.009284221567213535,0.038909073919057846,0.02640015259385109,0.990026962934087,0.939453125,1.0,0.06520809233188629
exact,17,two obstacles,ID,4,-1.6011981964111328,0.01421346701681614,0.05724029242992401,0.020264938473701477,0.9818778691149781,0.9248046875,0.9978880882263184,0.06626851111650467
exact,17,two obstacles,ID,5,-1.6011981964111328,0.020302504301071167,0.07196500897407532,0.028545107692480087,0.9666033554922443,0.896484375,0.9956426620483398,0.06808662414550781
exact,17,two obstacles,ID,6,-1.6011981964111328,0.020616011694073677,0.07275184243917465,0.02420208603143692,0.968958072533972,0.896484375,0.9923747181892395,0.0669986754655838
exact,17,two obstacles,ID,7,-1.6011981964111328,0.013174301944673061,0.05280320346355438,0.027398210018873215,0.9825184157147433,0.9140625,0.9989316463470459,0.06707309186458588
exact,17,two obstacles,ID,8,-1.6011981964111328,0.016358783468604088,0.06577091664075851,0.022085636854171753,0.9773886827458256,0.912109375,0.9946466684341431,0.06697626411914825
exact,17,two obstacles,ID,9,-1.6011981964111328,0.01960582099854946,0.07131674140691757,0.014181415550410748,0.9686036960985627,0.912109375,0.9903640151023865,0.06732098758220673
exact,17,two obstacles,ID,10,-1.6011981964111328,0.011397112160921097,0.046506572514772415,0.029113885015249252,0.9855976515915971,0.93359375,1.0,0.06715996563434601
exact,17,two obstacles,ID,11,-1.6011981964111328,0.009479987435042858,0.04467175528407097,0.027548182755708694,0.9888926037371374,0.939453125,0.9989604949951172,0.06723812967538834
exact,17,two obstacles,ID,12,-1.6011981964111328,0.009459386579692364,0.038698989897966385,0.024791982024908066,0.9867960492115752,0.9306640625,0.9999999403953552,0.06610174477100372
exact,17,two obstacles,ID,13,-1.6011981964111328,0.010248717851936817,0.0455615371465683,0.032174721360206604,0.9861936783289478,0.9267578125,0.9999999403953552,0.06688658148050308
exact,17,two obstacles,ID,14,-1.6011981964111328,0.015947284176945686,0.062371350824832916,0.022525712847709656,0.9742023082145281,0.91015625,0.995708167552948,0.06805148720741272
exact,17,two obstacles,ID,15,-1.6011981964111328,0.013094350695610046,0.04940280318260193,0.028293829411268234,0.9829541225218966,0.9130859375,1.0,0.06672930717468262
foundation,17,three obstacles,ID,0,-1.6260021924972534,0.020341884344816208,0.08916729688644409,0.05530422180891037,0.9729274239816409,0.884765625,1.0,0.058145731687545776
foundation,17,three obstacles,ID,1,-1.6260021924972534,0.022694390267133713,0.09745198488235474,0.05955936387181282,0.964931832534641,0.892578125,1.0,0.05920257419347763
foundation,17,three obstacles,ID,2,-1.6260021924972534,0.030010700225830078,0.10664397478103638,0.06349672377109528,0.9750833333333333,0.8974609375,1.0,0.05625063180923462
foundation,17,three obstacles,ID,3,-1.6260021924972534,0.018998999148607254,0.08448708057403564,0.05613835155963898,0.9779559118236474,0.912109375,1.0,0.056863948702812195
foundation,17,three obstacles,ID,4,-1.6260021924972534,0.018424198031425476,0.08093969523906708,0.054017141461372375,0.9804604604604605,0.9189453125,1.0,0.05758284777402878
foundation,17,three obstacles,ID,5,-1.6260021924972534,0.030426152050495148,0.1127408966422081,0.05479171872138977,0.977420732358279,0.900390625,1.0,0.0585331991314888
foundation,17,three obstacles,ID,6,-1.6260021924972534,0.02089904248714447,0.0912826657295227,0.05845801159739494,0.9731899836690256,0.90234375,1.0,0.05698303133249283
foundation,17,three obstacles,ID,7,-1.6260021924972534,0.013372739776968956,0.06264808028936386,0.03894132748246193,0.9858003442340791,0.9169921875,1.0,0.05922245234251022
foundation,17,three obstacles,ID,8,-1.6260021924972534,0.01685245707631111,0.0726219043135643,0.04697398096323013,0.980582063333808,0.9072265625,1.0,0.057542990893125534
foundation,17,three obstacles,ID,9,-1.6260021924972534,0.023478835821151733,0.092866912484169,0.05178145319223404,0.9843960863697704,0.8955078125,0.9999999403953552,0.058064818382263184
foundation,17,three obstacles,ID,10,-1.6260021924972534,0.017927493900060654,0.07730966806411743,0.052090685814619064,0.9850416666666666,0.916015625,1.0,0.056644003838300705
foundation,17,three obstacles,ID,11,-1.6260021924972534,0.011989590711891651,0.05956782400608063,0.044170014560222626,0.9854910714285715,0.9267578125,0.9999999403953552,0.057377174496650696
foundation,17,three obstacles,ID,12,-1.6260021924972534,0.01522747427225113,0.07020711153745651,0.0422469824552536,0.9815401989315032,0.9013671875,1.0,0.05640782043337822
foundation,17,three obstacles,ID,13,-1.6260021924972534,0.02396801859140396,0.09601324051618576,0.051918793469667435,0.983938565664454,0.8994140625,1.0,0.05862581729888916
foundation,17,three obstacles,ID,14,-1.6260021924972534,0.027135347947478294,0.10665277391672134,0.06475155800580978,0.9746000094953235,0.9150390625,1.0,0.05683119222521782
foundation,17,three obstacles,ID,15,-1.6260021924972534,0.017613455653190613,0.07492998242378235,0.04294171184301376,0.9766924842226047,0.89453125,1.0,0.058394722640514374
exact,17,three obstacles,ID,0,-1.6011981964111328,0.019530190154910088,0.07652872055768967,0.034316617995500565,0.9652361396303901,0.8701171875,0.9988777041435242,0.06296513229608536
exact,17,three obstacles,ID,1,-1.6011981964111328,0.0189189575612545,0.0806916356086731,0.03972557559609413,0.9574468085106382,0.88671875,0.9955946803092957,0.062158696353435516
exact,17,three obstacles,ID,2,-1.6011981964111328,0.023408394306898117,0.08564040809869766,0.04558933898806572,0.9789345706274968,0.88671875,0.9999999403953552,0.061514824628829956
exact,17,three obstacles,ID,3,-1.6011981964111328,0.017620477825403214,0.07334865629673004,0.03563885763287544,0.9726904203115,0.8876953125,0.9988998770713806,0.06357938796281815
exact,17,three obstacles,ID,4,-1.6011981964111328,0.015257962048053741,0.066346675157547,0.030124042183160782,0.9732134666544354,0.9033203125,0.9989189505577087,0.0626915991306305
exact,17,three obstacles,ID,5,-1.6011981964111328,0.026521341875195503,0.0945306345820427,0.03536524996161461,0.9687926912568305,0.8896484375,0.9967069029808044,0.06249425187706947
exact,17,three obstacles,ID,6,-1.6011981964111328,0.018042415380477905,0.07699226588010788,0.0409868061542511,0.9708507872309692,0.8916015625,1.0,0.06293942034244537
exact,17,three obstacles,ID,7,-1.6011981964111328,0.013354631140828133,0.06122849881649017,0.035554368048906326,0.988407258064516,0.9111328125,0.9999999403953552,0.061090461909770966
exact,17,three obstacles,ID,8,-1.6011981964111328,0.014841207303106785,0.06478159129619598,0.03667730093002319,0.976893643894647,0.8994140625,1.0,0.061355091631412506
exact,17,three obstacles,ID,9,-1.6011981964111328,0.02028042823076248,0.07732298970222473,0.028118623420596123,0.9692362407753179,0.8779296875,0.9988875985145569,0.06406257301568985
exact,17,three obstacles,ID,10,-1.6011981964111328,0.016486385837197304,0.07011847198009491,0.04419577866792679,0.9724063511638662,0.91015625,1.0,0.06230190023779869
exact,17,three obstacles,ID,11,-1.6011981964111328,0.010932930745184422,0.05226166918873787,0.03664536029100418,0.9866636947880679,0.9130859375,1.0,0.06267926841974258
exact,17,three obstacles,ID,12,-1.6011981964111328,0.014048300683498383,0.060178279876708984,0.03657666593790054,0.9709255108339019,0.896484375,1.0,0.061101071536540985
exact,17,three obstacles,ID,13,-1.6011981964111328,0.02109745517373085,0.08313246071338654,0.03427613526582718,0.9704687322664851,0.89453125,0.9978166222572327,0.0639721006155014
exact,17,three obstacles,ID,14,-1.6011981964111328,0.019069747999310493,0.07795946300029755,0.03996145725250244,0.9702758015787936,0.900390625,0.9978308081626892,0.0629662424325943
exact,17,three obstacles,ID,15,-1.6011981964111328,0.016834191977977753,0.06835950165987015,0.03452052175998688,0.9779684601113172,0.8818359375,1.0,0.06280321627855301
foundation,17,four obstacles,ID,0,-1.6260021924972534,0.03720223903656006,0.13343748450279236,0.07954443991184235,0.9892281631412065,0.90625,1.0,0.05154091492295265
foundation,17,four obstacles,ID,1,-1.6260021924972534,0.022542569786310196,0.09678901731967926,0.0690692663192749,0.9788254284764754,0.892578125,1.0,0.052355363965034485
foundation,17,four obstacles,ID,2,-1.6260021924972534,0.021621689200401306,0.08930598199367523,0.07012627273797989,0.9870661427635887,0.939453125,1.0,0.054680369794368744
foundation,17,four obstacles,ID,3,-1.6260021924972534,0.03435329347848892,0.12929567694664001,0.057230494916439056,0.9705041049073146,0.904296875,0.997840166091919,0.053852301090955734
foundation,17,four obstacles,ID,4,-1.6260021924972534,0.03205125033855438,0.11508772522211075,0.06496093422174454,0.9744131455399061,0.8837890625,0.9999999403953552,0.05273225158452988
foundation,17,four obstacles,ID,5,-1.6260021924972534,0.03149063512682915,0.11565923690795898,0.07141580432653427,0.9805846327585458,0.9052734375,0.9999999403953552,0.05300421640276909
foundation,17,four obstacles,ID,6,-1.6260021924972534,0.01850883848965168,0.0774892270565033,0.04940379783511162,0.9869166666666667,0.908203125,1.0,0.05503268912434578
foundation,17,four obstacles,ID,7,-1.6260021924972534,0.01886177435517311,0.07951808720827103,0.0519050732254982,0.9838051170386499,0.9189453125,1.0,0.05248330533504486
foundation,17,four obstacles,ID,8,-1.6260021924972534,0.01983882673084736,0.08395066112279892,0.05952689051628113,0.9907868525896414,0.916015625,1.0,0.05399329960346222
foundation,17,four obstacles,ID,9,-1.6260021924972534,0.037040770053863525,0.12680749595165253,0.0688713788986206,0.985791024085947,0.8955078125,0.9999999403953552,0.05203527957201004
foundation,17,four obstacles,ID,10,-1.6260021924972534,0.030300110578536987,0.1103118509054184,0.057195112109184265,0.979946524064171,0.9091796875,1.0,0.052596405148506165
foundation,17,four obstacles,ID,11,-1.6260021924972534,0.024308394640684128,0.0923456996679306,0.06265672296285629,0.9894736842105263,0.91015625,1.0,0.05241023004055023
foundation,17,four obstacles,ID,12,-1.6260021924972534,0.03912836313247681,0.1324184536933899,0.05676843971014023,0.9803984815026177,0.892578125,1.0,0.052422888576984406
foundation,17,four obstacles,ID,13,-1.6260021924972534,0.015698682516813278,0.07470901310443878,0.053902119398117065,0.9824561403508771,0.9111328125,0.9999999403953552,0.05620814859867096
foundation,17,four obstacles,ID,14,-1.6260021924972534,0.024596963077783585,0.09681330621242523,0.05709751322865486,0.9769583333333333,0.9033203125,0.9989189505577087,0.05252956598997116
foundation,17,four obstacles,ID,15,-1.6260021924972534,0.034206267446279526,0.11769562214612961,0.06164165213704109,0.9766599597585512,0.9033203125,1.0,0.05197454243898392
exact,17,four obstacles,ID,0,-1.6011981964111328,0.025438576936721802,0.09879454225301743,0.05614040046930313,0.9834669338677354,0.8876953125,1.0,0.057889871299266815
exact,17,four obstacles,ID,1,-1.6011981964111328,0.01759474352002144,0.07851108908653259,0.04728671908378601,0.9777609086819613,0.8720703125,0.9988802075386047,0.06002318859100342
exact,17,four obstacles,ID,2,-1.6011981964111328,0.01813635043799877,0.08107449859380722,0.06605453044176102,0.9891625615763547,0.935546875,1.0,0.05738242343068123
exact,17,four obstacles,ID,3,-1.6011981964111328,0.030740536749362946,0.10943998396396637,0.047988519072532654,0.9690548267743021,0.8974609375,0.9978237152099609,0.05966116115450859
exact,17,four obstacles,ID,4,-1.6011981964111328,0.02637111395597458,0.09839923679828644,0.03887408971786499,0.9629065040650406,0.8681640625,1.0,0.05911168456077576
exact,17,four obstacles,ID,5,-1.6011981964111328,0.022649358958005905,0.09115541726350784,0.05296900123357773,0.9790143910600007,0.8935546875,1.0,0.059729546308517456
exact,17,four obstacles,ID,6,-1.6011981964111328,0.01797209121286869,0.0754522979259491,0.04828575253486633,0.985083189902467,0.900390625,1.0,0.05956680327653885
exact,17,four obstacles,ID,7,-1.6011981964111328,0.017464682459831238,0.07396424561738968,0.04033792391419411,0.9786172240512909,0.908203125,0.998924732208252,0.057284653186798096
exact,17,four obstacles,ID,8,-1.6011981964111328,0.01735834591090679,0.07451088726520538,0.046633750200271606,0.9869980311304283,0.8994140625,1.0,0.059346091002225876
exact,17,four obstacles,ID,9,-1.6011981964111328,0.026770390570163727,0.09576906263828278,0.038117021322250366,0.9733993902439024,0.87890625,1.0,0.05986953154206276
exact,17,four obstacles,ID,10,-1.6011981964111328,0.025189494714140892,0.09700961410999298,0.038807764649391174,0.9646087398373984,0.8896484375,0.9978046417236328,0.06027932092547417
exact,17,four obstacles,ID,11,-1.6011981964111328,0.021934127435088158,0.08372222632169724,0.052240438759326935,0.9869739478957916,0.896484375,1.0,0.05792931094765663
exact,17,four obstacles,ID,12,-1.6011981964111328,0.03096122108399868,0.10760363936424255,0.035067081451416016,0.9647940074906367,0.875,0.9977679252624512,0.06090468168258667
exact,17,four obstacles,ID,13,-1.6011981964111328,0.015276269987225533,0.0728769451379776,0.048302456736564636,0.974315149788729,0.904296875,1.0,0.06082850694656372
exact,17,four obstacles,ID,14,-1.6011981964111328,0.019847948104143143,0.08087475597858429,0.031163666397333145,0.9772330520803026,0.8828125,0.997787594795227,0.060050372034311295
exact,17,four obstacles,ID,15,-1.6011981964111328,0.025947963818907738,0.09563389420509338,0.042449530214071274,0.965334008097166,0.900390625,0.998915433883667,0.05926183983683586
foundation,17,six obstacles,OOD count,0,-1.6260021924972534,0.11809659004211426,0.3434962332248688,0.13020725548267365,0.9658486525956406,0.791015625,1.0,0.04844243451952934
foundation,17,six obstacles,OOD count,1,-1.6260021924972534,0.09268695116043091,0.3101135790348053,0.11685772240161896,0.9414861511635706,0.8095703125,0.9915561079978943,0.05002043396234512
foundation,17,six obstacles,OOD count,2,-1.6260021924972534,0.06918738782405853,0.21392306685447693,0.09199587255716324,0.9588302450162466,0.8408203125,1.0,0.04821048676967621
foundation,17,six obstacles,OOD count,3,-1.6260021924972534,0.09444291889667511,0.29495400190353394,0.10920757800340652,0.9568620919387075,0.8095703125,0.9987937211990356,0.04846279323101044
foundation,17,six obstacles,OOD count,4,-1.6260021924972534,0.06346473097801208,0.19889427721500397,0.09568674117326736,0.9591384648233159,0.8564453125,0.998859703540802,0.04912296682596207
foundation,17,six obstacles,OOD count,5,-1.6260021924972534,0.10820883512496948,0.3358544111251831,0.12013819068670273,0.9528909351749908,0.7919921875,0.9975338578224182,0.0482751727104187
foundation,17,six obstacles,OOD count,6,-1.6260021924972534,0.05338192731142044,0.17512667179107666,0.11018694937229156,0.9761668321747765,0.890625,1.0,0.051222655922174454
foundation,17,six obstacles,OOD count,7,-1.6260021924972534,0.06665919721126556,0.20564331114292145,0.07969497889280319,0.9513745704467355,0.8369140625,1.0,0.04923203960061073
foundation,17,six obstacles,OOD count,8,-1.6260021924972534,0.08469454199075699,0.27984291315078735,0.12146808207035065,0.9603474608629248,0.810546875,0.998795211315155,0.048498112708330154
foundation,17,six obstacles,OOD count,9,-1.6260021924972534,0.10465459525585175,0.32839539647102356,0.10286974161863327,0.9522937659244843,0.822265625,0.9952494502067566,0.04776822030544281
foundation,17,six obstacles,OOD count,10,-1.6260021924972534,0.1168256476521492,0.37525904178619385,0.161921426653862,0.9521761133603239,0.859375,0.9965908527374268,0.05150403827428818
foundation,17,six obstacles,OOD count,11,-1.6260021924972534,0.0585322342813015,0.17979708313941956,0.09859251230955124,0.9732059020791415,0.90625,1.0,0.04766283929347992
foundation,17,six obstacles,OOD count,12,-1.6260021924972534,0.09420359134674072,0.3106866478919983,0.11474188417196274,0.953881174595948,0.830078125,0.9976470470428467,0.04843427985906601
foundation,17,six obstacles,OOD count,13,-1.6260021924972534,0.06927302479743958,0.22816573083400726,0.09598024934530258,0.9700995230732377,0.8740234375,0.9988826513290405,0.0490560308098793
foundation,17,six obstacles,OOD count,14,-1.6260021924972534,0.055794086307287216,0.18537470698356628,0.06833306699991226,0.951289965178854,0.8828125,0.991150438785553,0.047974832355976105
foundation,17,six obstacles,OOD count,15,-1.6260021924972534,0.07072672247886658,0.2315477579832077,0.08584792912006378,0.9548068724033454,0.861328125,0.9943310618400574,0.048902854323387146
exact,17,six obstacles,OOD count,0,-1.6011981964111328,0.07550907880067825,0.23205694556236267,0.05973918363451958,0.9456844658091896,0.79296875,0.9926108121871948,0.057463325560092926
exact,17,six obstacles,OOD count,1,-1.6011981964111328,0.06584659963846207,0.20173558592796326,0.040295153856277466,0.9556810035842295,0.8037109375,0.9878493547439575,0.058233361691236496
exact,17,six obstacles,OOD count,2,-1.6011981964111328,0.04671436548233032,0.1573193222284317,0.03631358593702316,0.9431024300303934,0.83203125,0.988262951374054,0.057309672236442566
exact,17,six obstacles,OOD count,3,-1.6011981964111328,0.05966261029243469,0.18913045525550842,0.03976578265428543,0.9518816572681704,0.8056640625,0.9903030395507812,0.057389430701732635
exact,17,six obstacles,OOD count,4,-1.6011981964111328,0.04026409983634949,0.1406717449426651,0.04739133641123772,0.9501551802117938,0.8291015625,0.9917550683021545,0.05699899047613144
exact,17,six obstacles,OOD count,5,-1.6011981964111328,0.07706227898597717,0.24117855727672577,0.0661923959851265,0.9401513458904442,0.810546875,0.9879518151283264,0.0560578778386116
exact,17,six obstacles,OOD count,6,-1.6011981964111328,0.02703602984547615,0.10549034178256989,0.0570235475897789,0.9679693337231589,0.869140625,1.0,0.05645968019962311
exact,17,six obstacles,OOD count,7,-1.6011981964111328,0.05022772401571274,0.1604621708393097,0.04219534620642662,0.95922987191481,0.8232421875,0.9976275563240051,0.057490378618240356
exact,17,six obstacles,OOD count,8,-1.6011981964111328,0.05745573714375496,0.18825730681419373,0.054264187812805176,0.9471008832542209,0.79296875,0.9975369572639465,0.05796243995428085
exact,17,six obstacles,OOD count,9,-1.6011981964111328,0.0766003429889679,0.23425975441932678,0.06230788677930832,0.9357199257109177,0.818359375,0.9880668520927429,0.05698276311159134
exact,17,six obstacles,OOD count,10,-1.6011981964111328,0.058449141681194305,0.18510845303535461,0.0577612929046154,0.9518781113290089,0.828125,0.9941037893295288,0.05906258523464203
exact,17,six obstacles,OOD count,11,-1.6011981964111328,0.03158678114414215,0.1133529394865036,0.05670376121997833,0.963550744580008,0.8876953125,0.9977997541427612,0.05681653320789337
exact,17,six obstacles,OOD count,12,-1.6011981964111328,0.07068682461977005,0.21703052520751953,0.0609934963285923,0.955020475020475,0.82421875,0.9917061924934387,0.058082714676856995
exact,17,six obstacles,OOD count,13,-1.6011981964111328,0.04626128450036049,0.15987345576286316,0.05138901248574257,0.9444444444444444,0.845703125,0.9930716156959534,0.056384243071079254
exact,17,six obstacles,OOD count,14,-1.6011981964111328,0.04521559923887253,0.1560508906841278,0.04093030095100403,0.951590012320841,0.875,0.9843750596046448,0.05504603683948517
exact,17,six obstacles,OOD count,15,-1.6011981964111328,0.0505673885345459,0.16942989826202393,0.04514048993587494,0.944639113507038,0.8447265625,0.989595353603363,0.05686889961361885
foundation,17,three stars,OOD shape,0,-1.6260021924972534,0.03535890579223633,0.12155994027853012,0.044236235320568085,0.9751083302566892,0.89453125,0.9978166222572327,0.05988127738237381
foundation,17,three stars,OOD shape,1,-1.6260021924972534,0.02627536654472351,0.0982464998960495,0.04945570230484009,0.9756683883961927,0.91015625,1.0,0.058412689715623856
foundation,17,three stars,OOD shape,2,-1.6260021924972534,0.034684304147958755,0.12435385584831238,0.041393622756004333,0.9665451114860574,0.869140625,0.9988763928413391,0.05920527130365372
foundation,17,three stars,OOD shape,3,-1.6260021924972534,0.020710617303848267,0.08441983163356781,0.04058101773262024,0.9739424703891708,0.8955078125,0.9999999403953552,0.05938228592276573
