step,seed,loss,tau,selected
1,1,0.4817432761192322,1.2495977052722038,7 18 21 23 24 25 22 26
100,1,0.38801324367523193,1.2104047321570373,31 32 30 33 29 34 28 35
200,1,0.3523481488227844,1.1720636925025194,30 40 21 31 32 29 33 34
300,1,0.2821173667907715,1.1349371518356002,31 19 43 10 51 29 28 27
400,1,0.2938706874847412,1.098986639426112,33 21 44 11 53 32 34 31
500,1,0.3110209107398987,1.0641749031509808,32 21 43 31 30 29 33 28
600,1,0.3019622266292572,1.0304658708933632,33 22 44 55 31 32 30 29
700,1,0.31414616107940674,0.9978246131645195,35 22 45 13 33 34 32 31
800,1,0.31722378730773926,0.9662173069096798,31 21 42 30 52 29 32 28
900,1,0.30434203147888184,0.9356112004604039,31 19 42 9 52 29 28 30
1000,1,0.29727494716644287,0.9059745795971195,37 21 47 10 29 63 39 40
1100,1,0.2634428143501282,0.8772767346866686,33 21 43 11 53 34 35 32
1200,1,0.31491631269454956,0.8494879288608139,35 22 45 12 37 36 38 39
1300,1,0.296624094247818,0.822579367202728,32 21 43 11 35 34 36 37
1400,1,0.3117665946483612,0.7965231669095385,31 42 20 51 35 36 37 34
1500,1,0.3022748827934265,0.7712923284000122,32 42 22 35 34 36 37 33
1600,1,0.27754518389701843,0.7468607073374355,31 42 21 51 36 35 37 11
1700,1,0.310190349817276,0.723202987538707,32 45 21 54 38 39 40 37
1800,1,0.2830786108970642,0.7002946547415665,28 40 19 51 31 30 32 33
1900,1,0.3150976896286011,0.6781119712027766,29 39 20 50 30 28 31 27
2000,1,0.2890295684337616,0.6566319511009417,28 40 19 50 29 27 30 26
2100,1,0.29405295848846436,0.6358323367184706,29 41 19 50 28 30 27 31
2200,1,0.2757367491722107,0.6156915753780029,32 21 43 33 34 35 36 37
2300,1,0.3029555082321167,0.5961887971094048,33 22 44 13 35 34 36 37
2400,1,0.3019733726978302,0.5773037930241883,34 23 44 35 36 37 38 33
2500,1,0.29910892248153687,0.5590169943749475,31 42 20 32 33 30 34 29
2600,1,0.29638874530792236,0.5413094522781122,30 41 20 31 29 50 32 28
2700,1,0.28142502903938293,0.5241628180790088,33 21 44 12 34 32 35 36
2800,1,0.2892075479030609,0.5075593243388804,30 41 19 50 29 31 28 32
2900,1,0.3209001123905182,0.4914817664241675,30 40 19 31 32 29 33 28
3000,1,0.3092426657676697,0.47591348467896966,33 21 43 32 31 30 34 29
3100,1,0.3222286105155945,0.4608383471622164,33 22 43 32 31 34 30 35
3200,1,0.3112068176269531,0.44624073293165945,35 22 45 33 34 32 36 31
3300,1,0.29878532886505127,0.43210551585736423,28 41 18 51 29 30 27 31
3400,1,0.33424800634384155,0.4184180489479291,33 21 43 32 34 31 35 30
3500,1,0.3061003088951111,0.40516414917319066,35 22 45 34 36 33 37 32
3600,1,0.2989742159843445,0.3923300827676878,35 20 46 28 34 36 37 33
3700,1,0.28769969940185547,0.3799025509996571,34 20 45 35 36 33 37 32
3800,1,0.3238982558250427,0.3678686763908121,33 20 44 32 34 31 35 30
3900,1,0.26787540316581726,0.3562159893726279,22 36 48 14 29 25 26 24
4000,1,0.27430468797683716,0.3449324153653037,21 35 47 12 28 25 24 23
4100,1,0.2842947542667389,0.3340062622660164,18 43 30 52 9 21 22 20
4200,1,0.30845779180526733,0.32342620833349656,22 37 49 13 29 25 24 26
4300,1,0.31290972232818604,0.31318129045637755,20 34 48 11 22 23 21 24
4400,1,0.3193686604499817,0.3032608927931576,19 44 30 11 54 20 21 22
4500,1,0.3275074362754822,0.29365473577200474,20 33 48 12 21 22 23 19
4600,1,0.3810429573059082,0.2843528654390072,22 36 49 13 21 23 20 24
4700,1,0.3365737795829773,0.2753456431438301,21 35 12 47 20 22 19 23
4800,1,0.3294296860694885,0.26662373555209185,22 35 13 48 21 20 23 19
4900,1,0.3045259118080139,0.25817810497411076,20 35 11 47 19 21 18 17
5000,1,0.34438008069992065,0.25,19 35 47 11 26 20 21 18
