step,loss,coefficient_1,recovery_1,coefficient_4,recovery_4,coefficient_8,recovery_8,coefficient_16,recovery_16
21,0.10091732442378998,0.993658721446991,0.993658721446991,0.038021691143512726,0.07604338228702545,0.006399371195584536,0.018283917701670104,0.001605349825695157,0.006421399302780628
22,0.10027284920215607,1.0077338218688965,1.0077338218688965,0.04381318762898445,0.0876263752579689,0.00593500817194581,0.016957166205559458,0.0012517571449279785,0.005007028579711914
23,0.09889966249465942,1.016052484512329,1.016052484512329,0.04986955597996712,0.09973911195993423,0.005808460526168346,0.016595601503338133,0.001131116645410657,0.004524466581642628
24,0.09696243703365326,1.0185341835021973,1.0185341835021973,0.05591536685824394,0.11183073371648788,0.005945662502199411,0.016987607149141177,0.0012727701105177402,0.005091080442070961
25,0.09489303827285767,1.0161898136138916,1.0161898136138916,0.061752744019031525,0.12350548803806305,0.006321338005363941,0.018060965729611262,0.0012988289818167686,0.005195315927267075
26,0.09308196604251862,1.0109591484069824,1.0109591484069824,0.06743820011615753,0.13487640023231506,0.006635656114667654,0.01895901747047901,0.0010748128406703472,0.004299251362681389
27,0.09174243360757828,1.005009412765503,1.005009412765503,0.07306303828954697,0.14612607657909393,0.006577846594154835,0.018793847411870956,0.0007194757927209139,0.0028779031708836555
28,0.09075173735618591,1.0006632804870605,1.0006632804870605,0.07830758392810822,0.15661516785621643,0.006980961188673973,0.019945603396211355,0.00039015081711113453,0.0015606032684445381
29,0.0898260697722435,0.9995186924934387,0.9995186924934387,0.08349637687206268,0.16699275374412537,0.007854664698243141,0.022441899137837548,0.00036337156780064106,0.0014534862712025642
30,0.08879857510328293,1.002150058746338,1.002150058746338,0.0886014923453331,0.1772029846906662,0.009177567437291145,0.026221621249403273,0.0007231459021568298,0.0028925836086273193
31,0.08766788244247437,1.0078184604644775,1.0078184604644775,0.09359603375196457,0.18719206750392914,0.010536130517721176,0.030103230050631934,0.0011884586419910192,0.004753834567964077
32,0.08644352853298187,1.0152363777160645,1.0152363777160645,0.09873257577419281,0.19746515154838562,0.011785764247179031,0.033673612134797234,0.0013584773987531662,0.005433909595012665
33,0.08512455224990845,1.0224766731262207,1.0224766731262207,0.10447949916124344,0.20895899832248688,0.012769836001098156,0.03648524571742331,0.001246290048584342,0.004985160194337368
34,0.0837845504283905,1.0284883975982666,1.0284883975982666,0.11122938245534897,0.22245876491069794,0.012731797061860561,0.03637656303388732,0.0011993986554443836,0.0047975946217775345
35,0.08247791230678558,1.0313539505004883,1.0313539505004883,0.11845487356185913,0.23690974712371826,0.012086784467101097,0.03453366990600314,0.0014472422190010548,0.005788968876004219
36,0.08139117062091827,1.0297293663024902,1.0297293663024902,0.12487722933292389,0.24975445866584778,0.011222521774470806,0.03206434792705945,0.0014880243688821793,0.005952097475528717
37,0.08054782450199127,1.0250470638275146,1.0250470638275146,0.1303875893354416,0.2607751786708832,0.009874146431684494,0.028211846947669986,0.0012920298613607883,0.005168119445443153
38,0.07978946715593338,1.0174696445465088,1.0174696445465088,0.13546264171600342,0.27092528343200684,0.00849013403058052,0.02425752580165863,0.0007910467684268951,0.0031641870737075806
40,0.07851796597242355,0.9999057054519653,0.9999057054519653,0.14397785067558289,0.28795570135116577,0.006197663024067879,0.01770760864019394,-0.0005376935005187988,-0.0021507740020751953
41,0.07790647447109222,0.9927361011505127,0.9927361011505127,0.14772704243659973,0.29545408487319946,0.0053294338285923,0.015226953795978002,-0.0007426096126437187,-0.002970438450574875
42,0.07723315060138702,0.9876759052276611,0.9876759052276611,0.15201717615127563,0.30403435230255127,0.004379915073513985,0.012514043067182814,-0.0008386787958443165,-0.003354715183377266
44,0.0758337751030922,0.9854397177696228,0.9854397177696228,0.16066226363182068,0.32132452726364136,0.003155105747282505,0.009014587849378586,-0.0010075075551867485,-0.004030030220746994
45,0.07520860433578491,0.9899581670761108,0.9899581670761108,0.16430625319480896,0.3286125063896179,0.0029634572565555573,0.008467020733015878,-0.0010443013161420822,-0.004177205264568329
46,0.07451555132865906,0.9980118870735168,0.9980118870735168,0.1680493950843811,0.3360987901687622,0.0030872132629156113,0.008820609322616033,-0.0007857615128159523,-0.003143046051263809
48,0.07310785353183746,1.016600489616394,1.016600489616394,0.17595869302749634,0.3519173860549927,0.0037462320178747177,0.010703520051070623,7.052673026919365e-05,0.0002821069210767746
49,0.07243306934833527,1.0219218730926514,1.0219218730926514,0.17972469329833984,0.3594493865966797,0.0039682332426309586,0.011337809264659882,0.0005342229269444942,0.002136891707777977
51,0.07101938873529434,1.0205516815185547,1.0205516815185547,0.18645256757736206,0.3729051351547241,0.004105912521481514,0.011731178632804326,0.0019489270634949207,0.007795708253979683
53,0.06967410445213318,1.0095632076263428,1.0095632076263428,0.19248919188976288,0.38497838377952576,0.004759138450026512,0.013597538428647178,0.0026058023795485497,0.010423209518194199
54,0.06901316344738007,1.0038553476333618,1.0038553476333618,0.19558042287826538,0.39116084575653076,0.005349352955818176,0.015283865588051932,0.002695228438824415,0.01078091375529766
56,0.0676710456609726,0.9995276927947998,0.9995276927947998,0.20187363028526306,0.4037472605705261,0.0071988459676504135,0.02056813133614404,0.002787682693451643,0.011150730773806572
58,0.06646956503391266,1.003434658050537,1.003434658050537,0.2080056369304657,0.4160112738609314,0.009158886969089508,0.02616824848311288,0.002733183093369007,0.010932732373476028
60,0.06540949642658234,1.0076597929000854,1.0076597929000854,0.2143140286207199,0.4286280572414398,0.010618442669510841,0.030338407627173835,0.0023582978174090385,0.009433191269636154
62,0.06430427730083466,1.0090699195861816,1.0090699195861816,0.2209392786026001,0.4418785572052002,0.011603409424424171,0.03315259835549764,0.002034652978181839,0.008138611912727356
64,0.06317728757858276,1.0090267658233643,1.0090267658233643,0.22723156213760376,0.4544631242752075,0.01246057078242302,0.03560163080692291,0.002034156583249569,0.008136626332998276
66,0.062116287648677826,1.010746717453003,1.010746717453003,0.23320142924785614,0.4664028584957123,0.013219926506280899,0.037771218589373996,0.0022572586312890053,0.009029034525156021
68,0.061153486371040344,1.0138812065124512,1.0138812065124512,0.23939579725265503,0.47879159450531006,0.013723762705922127,0.039210750588348935,0.002410770393908024,0.009643081575632095
70,0.06025020033121109,1.0146042108535767,1.0146042108535767,0.2458704262971878,0.4917408525943756,0.013939227908849716,0.03982636545385634,0.002538141794502735,0.01015256717801094
72,0.05935836210846901,1.0109853744506836,1.0109853744506836,0.2524324655532837,0.5048649311065674,0.014180675148963928,0.040516214711325514,0.002454056404531002,0.009816225618124008
74,0.058488406240940094,1.005624532699585,1.005624532699585,0.2585608959197998,0.5171217918395996,0.014867343008518219,0.04247812288148063,0.001980188302695751,0.007920753210783005
77,0.057254619896411896,1.000403881072998,1.000403881072998,0.2664392292499542,0.5328784584999084,0.01676219329237938,0.047891980835369656,0.00151135865598917,0.00604543462395668
79,0.05643831193447113,1.001241683959961,1.001241683959961,0.27151453495025635,0.5430290699005127,0.018084391951560974,0.051669691290174215,0.0013426491059362888,0.005370596423745155
82,0.05521506816148758,1.0048240423202515,1.0048240423202515,0.2790408432483673,0.5580816864967346,0.019924379885196686,0.05692679967199053,0.0015694107860326767,0.006277643144130707
84,0.054409343749284744,1.0029232501983643,1.0029232501983643,0.2836708426475525,0.567341685295105,0.021237460896372795,0.06067845970392228,0.0019706450402736664,0.007882580161094666
87,0.05318623408675194,0.9984920024871826,0.9984920024871826,0.2906404137611389,0.5812808275222778,0.02365344762802124,0.06758127893720355,0.0027253851294517517,0.010901540517807007
90,0.05204138159751892,0.998265266418457,0.998265266418457,0.2979902923107147,0.5959805846214294,0.02601618506014347,0.07433195731469563,0.0034289490431547165,0.013715796172618866
93,0.05095387250185013,0.9988359212875366,0.9988359212875366,0.3054124116897583,0.6108248233795166,0.028225678950548172,0.08064479700156621,0.003584500402212143,0.014338001608848572
95,0.050251346081495285,1.001685380935669,1.001685380935669,0.31055891513824463,0.6211178302764893,0.02965792641043663,0.08473693260124752,0.003461536020040512,0.013846144080162048
98,0.04920554161071777,1.0050387382507324,1.0050387382507324,0.3183780312538147,0.6367560625076294,0.03189758583903313,0.09113595954009465,0.0035610487684607506,0.014244195073843002
102,0.047770190984010696,0.9995781779289246,0.9995781779289246,0.32738664746284485,0.6547732949256897,0.0356670543551445,0.10190586958612716,0.004448979161679745,0.01779591664671898
105,0.04684258997440338,1.0036234855651855,1.0036234855651855,0.333620548248291,0.667241096496582,0.03824786841869354,0.10927962405341013,0.004697069525718689,0.018788278102874756
108,0.046021245419979095,1.0099427700042725,1.0099427700042725,0.3400028347969055,0.680005669593811,0.04031989723443985,0.11519970638411386,0.004635191522538662,0.018540766090154648
112,0.04494401812553406,1.0107536315917969,1.0107536315917969,0.348181813955307,0.696363627910614,0.043030694127082825,0.12294484036309379,0.004550754092633724,0.018203016370534897
115,0.04423597827553749,1.0092922449111938,1.0092922449111938,0.35374578833580017,0.7074915766716003,0.044808629900217056,0.12802465685776301,0.00453579518944025,0.018143180757761
119,0.043433062732219696,1.0068352222442627,1.0068352222442627,0.36128389835357666,0.7225677967071533,0.046321235597133636,0.13234638742038182,0.004768132232129574,0.019072528928518295
122,0.04286762326955795,1.006842851638794,1.006842851638794,0.3670200705528259,0.7340401411056519,0.047451239079236984,0.13557496879781997,0.004872256889939308,0.019489027559757233
126,0.042173903435468674,1.0117963552474976,1.0117963552474976,0.3741835653781891,0.7483671307563782,0.049171704798936844,0.14049058513981957,0.004865474998950958,0.019461899995803833
130,0.04149723798036575,1.011457920074463,1.011457920074463,0.37994271516799927,0.7598854303359985,0.05138322338461876,0.1468092096703393,0.004768477752804756,0.019073911011219025
134,0.04086911678314209,1.0097211599349976,1.0097211599349976,0.38470926880836487,0.7694185376167297,0.053668517619371414,0.15333862176963262,0.00491613894701004,0.01966455578804016
139,0.04013314098119736,1.0103836059570312,1.0103836059570312,0.39098888635635376,0.7819777727127075,0.05609133467078209,0.16026095620223454,0.005207212641835213,0.02082885056734085
143,0.03957017511129379,1.0102779865264893,1.0102779865264893,0.39630818367004395,0.7926163673400879,0.05773426592350006,0.16495504549571446,0.005376430228352547,0.021505720913410187
148,0.038912419229745865,1.0108699798583984,1.0108699798583984,0.4021510183811188,0.8043020367622375,0.06039801239967346,0.17256574971335276,0.005334173329174519,0.021336693316698074
152,0.03840463235974312,1.0094842910766602,1.0094842910766602,0.4060581922531128,0.8121163845062256,0.06272070854902267,0.1792020244257791,0.005158733576536179,0.020634934306144714
157,0.037820834666490555,1.0093612670898438,1.0093612670898438,0.4107478857040405,0.821495771408081,0.06544410437345505,0.18698315535272872,0.0049518439918756485,0.019807375967502594
162,0.037277109920978546,1.0125854015350342,1.0125854015350342,0.41592222452163696,0.8318444490432739,0.0676538497209549,0.19329671348844257,0.005082632414996624,0.020330529659986496
167,0.03672638535499573,1.0095558166503906,1.0095558166503906,0.42035436630249023,0.8407087326049805,0.07000727951526642,0.20002079861504693,0.005349469371140003,0.021397877484560013
173,0.03611773997545242,1.0086629390716553,1.0086629390716553,0.42595529556274414,0.8519105911254883,0.0723358765244484,0.20667393292699543,0.0060626668855547905,0.024250667542219162
178,0.03563902527093887,1.0111111402511597,1.0111111402511597,0.4309789538383484,0.8619579076766968,0.07424122840166092,0.21211779543331694,0.006384680047631264,0.025538720190525055
184,0.03512459248304367,1.0098114013671875,1.0098114013671875,0.436193585395813,0.872387170791626,0.07647226750850677,0.21849219288144794,0.006648305803537369,0.026593223214149475
189,0.034729909151792526,1.0094712972640991,1.0094712972640991,0.4403739869594574,0.8807479739189148,0.07835415005683899,0.22386900016239714,0.006784841418266296,0.027139365673065186
195,0.03428157418966293,1.0084142684936523,1.0084142684936523,0.4453967213630676,0.8907934427261353,0.08053670823574066,0.23010488067354476,0.006973310373723507,0.027893241494894028
202,0.03379300981760025,1.00846529006958,1.00846529006958,0.4512191414833069,0.9024382829666138,0.08283498883247375,0.23667139666421075,0.007294224575161934,0.029176898300647736
208,0.033402182161808014,1.008818507194519,1.008818507194519,0.4548681974411011,0.9097363948822021,0.08494380116462708,0.24269657475607737,0.007568392902612686,0.030273571610450745
215,0.03291701525449753,1.008575201034546,1.008575201034546,0.4581717848777771,0.9163435697555542,0.08751757442951202,0.25005021265574867,0.00785289891064167,0.03141159564256668
221,0.032481905072927475,1.007421851158142,1.007421851158142,0.4605441093444824,0.9210882186889648,0.08995409309864044,0.25701169456754414,0.00795368105173111,0.03181472420692444
228,0.03198624402284622,1.0069578886032104,1.0069578886032104,0.46304601430892944,0.9260920286178589,0.09283159673213959,0.26523313352039884,0.008346732705831528,0.03338693082332611
236,0.0314134806394577,1.009676218032837,1.009676218032837,0.4646548628807068,0.9293097257614136,0.09702785313129425,0.2772224375179836,0.008694173768162727,0.03477669507265091
243,0.030981913208961487,1.0060367584228516,1.0060367584228516,0.4684799909591675,0.936959981918335,0.0995073989033699,0.2843068540096283,0.008978525176644325,0.0359141007065773
251,0.030520124360919,1.0069935321807861,1.0069935321807861,0.4722195267677307,0.9444390535354614,0.10267455130815506,0.293355860880443,0.008968774229288101,0.035875096917152405
259,0.030083317309617996,1.0066652297973633,1.0066652297973633,0.4745423197746277,0.9490846395492554,0.10605412721633911,0.3030117920466832,0.008916186168789864,0.035664744675159454
267,0.029679400846362114,1.0064265727996826,1.0064265727996826,0.47677284479141235,0.9535456895828247,0.10905700922012329,0.31159145491463797,0.008950711227953434,0.035802844911813736
275,0.029295070096850395,1.006784439086914,1.006784439086914,0.47896358370780945,0.9579271674156189,0.11208288371562958,0.32023681061608456,0.008806110359728336,0.035224441438913345
284,0.028885740786790848,1.0067756175994873,1.0067756175994873,0.4814080595970154,0.9628161191940308,0.11517764627933502,0.3290789893695287,0.008843489922583103,0.03537395969033241
293,0.028484251350164413,1.0069204568862915,1.0069204568862915,0.4826439619064331,0.9652879238128662,0.11838065087795258,0.3382304310798645,0.008921884931623936,0.03568753972649574
302,0.02806539088487625,1.0069624185562134,1.0069624185562134,0.48293447494506836,0.9658689498901367,0.12161873281002045,0.3474820937429156,0.009182309731841087,0.03672923892736435
312,0.027601756155490875,1.0082308053970337,1.0082308053970337,0.48308324813842773,0.9661664962768555,0.1251140683889389,0.35746876682553974,0.009685195982456207,0.03874078392982483
321,0.027218354865908623,1.0072447061538696,1.0072447061538696,0.48437219858169556,0.9687443971633911,0.12807761132717133,0.36593603236334665,0.010054761543869972,0.04021904617547989
332,0.02677920088171959,1.0086790323257446,1.0086790323257446,0.4856971204280853,0.9713942408561707,0.1317581683397293,0.37645190954208374,0.010211433283984661,0.040845733135938644
342,0.026399556547403336,1.0079209804534912,1.0079209804534912,0.48667243123054504,0.9733448624610901,0.13489320874214172,0.38540916783469065,0.010439527221024036,0.041758108884096146
353,0.026009391993284225,1.0076942443847656,1.0076942443847656,0.4878060817718506,0.9756121635437012,0.13829532265663147,0.39512949330466135,0.01065286435186863,0.04261145740747452
364,0.025636468082666397,1.0073859691619873,1.0073859691619873,0.4895116090774536,0.9790232181549072,0.1414490044116974,0.4041400126048497,0.010902093723416328,0.043608374893665314
376,0.02523886412382126,1.006770133972168,1.006770133972168,0.49135029315948486,0.9827005863189697,0.1448194980621338,0.4137699944632394,0.011274980381131172,0.04509992152452469
387,0.02483230084180832,1.0052528381347656,1.0052528381347656,0.493608683347702,0.987217366695404,0.1478373110294342,0.4223923172269549,0.012032398954033852,0.048129595816135406
400,0.02422238327562809,1.0046991109848022,1.0046991109848022,0.4968545436859131,0.9937090873718262,0.1513344645500183,0.43238418442862375,0.014437491074204445,0.05774996429681778
412,0.023655518889427185,1.004387378692627,1.004387378692627,0.49766120314598083,0.9953224062919617,0.1558689922094345,0.4453399777412415,0.01573188044130802,0.06292752176523209
425,0.02307363599538803,1.0046287775039673,1.0046287775039673,0.4954526424407959,0.9909052848815918,0.16063407063484192,0.4589544875281198,0.016993585973978043,0.06797434389591217
439,0.022377891466021538,1.0057002305984497,1.0057002305984497,0.49821245670318604,0.9964249134063721,0.16571044921875,0.47345842633928575,0.019578859210014343,0.07831543684005737
453,0.021830663084983826,1.0051681995391846,1.0051681995391846,0.4976987838745117,0.9953975677490234,0.1696038395166397,0.4845823986189706,0.02115711010992527,0.08462844043970108
467,0.021376414224505424,1.007209300994873,1.007209300994873,0.497061550617218,0.994123101234436,0.17390400171279907,0.4968685763222831,0.021649928763508797,0.08659971505403519
482,0.020933272317051888,1.0065263509750366,1.0065263509750366,0.49787941575050354,0.9957588315010071,0.1781816929578781,0.5090905513082232,0.02221991866827011,0.08887967467308044
497,0.020494990050792694,1.0060176849365234,1.0060176849365234,0.49809011816978455,0.9961802363395691,0.18221324682235718,0.5206092766353062,0.022900979965925217,0.09160391986370087
512,0.02006039023399353,1.0066075325012207,1.0066075325012207,0.4982399046421051,0.9964798092842102,0.1861540824174881,0.5318688069071089,0.023766295984387398,0.09506518393754959
529,0.01963161677122116,1.007480502128601,1.007480502128601,0.4992676079273224,0.9985352158546448,0.19100838899612427,0.5457382542746408,0.024040166288614273,0.09616066515445709
545,0.01927183009684086,1.00679349899292,1.00679349899292,0.49951544404029846,0.9990308880805969,0.19479013979434967,0.5565432565552848,0.024532506242394447,0.09813002496957779
562,0.01891782134771347,1.0071557760238647,1.0071557760238647,0.5001006126403809,1.0002012252807617,0.19867879152297974,0.5676536900656565,0.02506950870156288,0.10027803480625153
580,0.018561962991952896,1.0072624683380127,1.0072624683380127,0.5006067156791687,1.0012134313583374,0.20263886451721191,0.5789681843348912,0.02564390003681183,0.10257560014724731
599,0.018206439912319183,1.006982684135437,1.006982684135437,0.5010902285575867,1.0021804571151733,0.20668655633926392,0.5905330181121826,0.026212608441710472,0.10485043376684189
617,0.01788637787103653,1.0066426992416382,1.0066426992416382,0.5016438364982605,1.003287672996521,0.21043452620506287,0.6012415034430368,0.02674100361764431,0.10696401447057724
637,0.01754763536155224,1.006951093673706,1.006951093673706,0.5021064877510071,1.0042129755020142,0.21462202072143555,0.6132057734898159,0.027259396389126778,0.10903758555650711
657,0.01722036674618721,1.0067565441131592,1.0067565441131592,0.5018850564956665,1.003770112991333,0.218626007437706,0.6246457355363029,0.02787543646991253,0.11150174587965012
678,0.01688908413052559,1.0059667825698853,1.0059667825698853,0.5025256872177124,1.0050513744354248,0.22277206182479858,0.6364916052137103,0.028492778539657593,0.11397111415863037
699,0.01656765677034855,1.0062963962554932,1.0062963962554932,0.502695620059967,1.005391240119934,0.226798415184021,0.6479954719543457,0.029248561710119247,0.11699424684047699
721,0.016249148175120354,1.0056884288787842,1.0056884288787842,0.5026160478591919,1.0052320957183838,0.2310972511768341,0.6602778605052404,0.029818326234817505,0.11927330493927002
744,0.015933431684970856,1.0045106410980225,1.0045106410980225,0.5028984546661377,1.0057969093322754,0.23530006408691406,0.672285897391183,0.030463874340057373,0.12185549736022949
767,0.01562746800482273,1.0052837133407593,1.0052837133407593,0.5028955936431885,1.005791187286377,0.23969118297100067,0.6848319513457163,0.03111475706100464,0.12445902824401855
792,0.015306016430258751,1.0042085647583008,1.0042085647583008,0.5027464628219604,1.005492925643921,0.24424812197685242,0.6978517770767212,0.031861141324043274,0.1274445652961731
817,0.014995230361819267,1.0048279762268066,1.0048279762268066,0.502093493938446,1.004186987876892,0.2487744241952896,0.710784069129399,0.0326179563999176,0.1304718255996704
842,0.014697908423841,1.0046030282974243,1.0046030282974243,0.5024549961090088,1.0049099922180176,0.2528741955757141,0.7224977016448975,0.03353966027498245,0.1341586410999298
869,0.014394747093319893,1.0043995380401611,1.0043995380401611,0.5023525953292847,1.0047051906585693,0.2574136257171631,0.7354675020490374,0.034426696598529816,0.13770678639411926
896,0.014103611931204796,1.0041784048080444,1.0041784048080444,0.5026949048042297,1.0053898096084595,0.2617960274219513,0.7479886497770037,0.03535770624876022,0.1414308249950409
925,0.013790542259812355,1.0032119750976562,1.0032119750976562,0.502812385559082,1.005624771118164,0.26683008670806885,0.7623716763087682,0.036275144666433334,0.14510057866573334
954,0.013501927256584167,1.0035806894302368,1.0035806894302368,0.5027492642402649,1.0054985284805298,0.2709622383117676,0.7741778237479074,0.03750994801521301,0.15003979206085205
984,0.01322527602314949,1.003488302230835,1.003488302230835,0.502748966217041,1.005497932434082,0.2749914526939392,0.7856898648398264,0.03874008357524872,0.15496033430099487
1015,0.012958487495779991,1.0030536651611328,1.0030536651611328,0.503203809261322,1.006407618522644,0.27905744314193726,0.797306980405535,0.03994564712047577,0.15978258848190308
1047,0.012698657810688019,1.0033845901489258,1.0033845901489258,0.5030098557472229,1.0060197114944458,0.2831305265426636,0.8089443615504675,0.04115929454565048,0.16463717818260193
1080,0.012445860542356968,1.0027005672454834,1.0027005672454834,0.5032554864883423,1.0065109729766846,0.2866906523704529,0.8191161496298655,0.04253648966550827,0.17014595866203308
1114,0.012196412310004234,1.00311279296875,1.00311279296875,0.5034303665161133,1.0068607330322266,0.2903401851654053,0.8295433861868723,0.04398299381136894,0.17593197524547577
1149,0.011952601373195648,1.0024800300598145,1.0024800300598145,0.5031818151473999,1.0063636302947998,0.293735533952713,0.8392443827220373,0.04542681574821472,0.1817072629928589
1186,0.011704066768288612,1.0022189617156982,1.0022189617156982,0.5037834644317627,1.0075669288635254,0.2973860502243042,0.8496744292122977,0.04702427238225937,0.18809708952903748
1223,0.011422498151659966,1.0019680261611938,1.0019680261611938,0.5031908750534058,1.0063817501068115,0.3010701537132263,0.8602004391806467,0.04899931699037552,0.19599726796150208
1261,0.011149268597364426,1.0019314289093018,1.0019314289093018,0.5033703446388245,1.006740689277649,0.3036966323852539,0.8677046639578684,0.051168300211429596,0.20467320084571838
1301,0.010855678468942642,1.0016318559646606,1.0016318559646606,0.5034803748130798,1.0069607496261597,0.30571794509887695,0.8734798431396484,0.05352385342121124,0.21409541368484497
1342,0.010553935542702675,1.0020394325256348,1.0020394325256348,0.5027868747711182,1.0055737495422363,0.30826324224472046,0.8807521206992014,0.05586080998182297,0.22344323992729187
1385,0.010270445607602596,1.0023822784423828,1.0023822784423828,0.503251314163208,1.006502628326416,0.3108683228492737,0.888195208140782,0.05825977772474289,0.23303911089897156
1428,0.009965775534510612,1.0018839836120605,1.0018839836120605,0.5027588605880737,1.0055177211761475,0.312771737575531,0.8936335359300887,0.06099090352654457,0.24396361410617828
1473,0.009668787941336632,1.0023193359375,1.0023193359375,0.5034195780754089,1.0068391561508179,0.3153773248195648,0.9010780709130424,0.06364109367132187,0.2545643746852875
1520,0.009375020861625671,1.0029289722442627,1.0029289722442627,0.5030730962753296,1.0061461925506592,0.31789684295654297,0.9082766941615514,0.06630519777536392,0.2652207911014557
1568,0.00910349003970623,1.0024526119232178,1.0024526119232178,0.5031984448432922,1.0063968896865845,0.3202844262123108,0.9150983606066023,0.06891855597496033,0.2756742238998413
1617,0.0088436184450984,1.0026205778121948,1.0026205778121948,0.503205418586731,1.006410837173462,0.322842001914978,0.9224057197570802,0.07136206328868866,0.28544825315475464
1668,0.008579814806580544,1.0021352767944336,1.0021352767944336,0.5037248134613037,1.0074496269226074,0.32543325424194336,0.9298092978341239,0.07388924062252045,0.2955569624900818
1721,0.00832897238433361,1.0022509098052979,1.0022509098052979,0.5037012100219727,1.0074024200439453,0.3275235891342163,0.9357816832406181,0.07640969753265381,0.30563879013061523
1775,0.008075060322880745,1.0022602081298828,1.0022602081298828,0.5036675930023193,1.0073351860046387,0.3290853500366211,0.9402438572474889,0.07911758869886398,0.31647035479545593
1831,0.007832628674805164,1.0040851831436157,1.0040851831436157,0.5036141872406006,1.0072283744812012,0.3311833143234253,0.9462380409240724,0.08170663565397263,0.3268265426158905
1889,0.007587818428874016,1.00132155418396,1.00132155418396,0.5033461451530457,1.0066922903060913,0.3329988121986389,0.9514251777103969,0.08429399132728577,0.33717596530914307
1949,0.0073567284271121025,1.004611849784851,1.004611849784851,0.503502368927002,1.007004737854004,0.334355890750885,0.9553025450025286,0.08698281645774841,0.34793126583099365
2010,0.007116441614925861,1.0043739080429077,1.0043739080429077,0.5043679475784302,1.0087358951568604,0.33565086126327515,0.9590024607522147,0.08974681794643402,0.3589872717857361
