step,loss,task,train_context,eval_context,depth,d_model,heads,shared,normalize_attention,share_qk,rich_mse,rich_mean_mse,rich_var_mse,rich_kappa,rich_resid_last,trainctx_mse,trainctx_mean_mse,trainctx_var_mse,trainctx_nll,trainctx_exact_nll,trainctx_coverage,trainctx_width,trainctx_exact_coverage,trainctx_exact_width,evalctx_mse,evalctx_mean_mse,evalctx_var_mse,evalctx_nll,evalctx_exact_nll,evalctx_coverage,evalctx_width,evalctx_exact_coverage,evalctx_exact_width
1,1.9508111476898193,weak_inverse,128,128,4,128,4,1,0,0,0.025082111358642578,0.0024887565523386,0.0,3.7345523834228516,102.87992858886719,2.0626691058278084,2.0515058115124702,0.9451302476227283,1.9533378928899765,-0.47120876610279083,0.837890625,3.909069061279297,0.94482421875,0.5926134698092937,2.07469379901886,2.0531518161296844,0.9447306394577026,1.9587353318929672,-0.47626409120857716,0.8359375,3.9086018204689026,0.9541015625,0.5921507403254509
200,1.420660376548767,weak_inverse,128,128,4,128,4,1,0,0,0.023202136158943176,0.002908126451075077,0.0,3.654024600982666,85.91502380371094,1.0250161215662956,1.011718787252903,1.3951536193490028,1.4184075072407722,-0.48565530218183994,0.96240234375,4.212941527366638,0.9501953125,0.5928471647202969,1.1011244654655457,1.0875977091491222,1.4056194424629211,1.450967974960804,-0.48403094336390495,0.9599609375,4.217942029237747,0.9482421875,0.5930248647928238
400,1.3067582845687866,weak_inverse,128,128,4,128,4,1,0,0,0.028196675702929497,0.0017081841360777617,0.0,3.6748557090759277,84.91290283203125,1.0265334136784077,0.9966607391834259,1.5602585896849632,1.4109760969877243,-0.45414124242961407,0.9619140625,4.266892075538635,0.94677734375,0.5929549336433411,1.059985212981701,1.0411783494055271,1.5503776371479034,1.4327143281698227,-0.4789913948625326,0.96484375,4.262951999902725,0.95703125,0.5927400663495064
600,1.1963690519332886,weak_inverse,128,128,4,128,4,1,0,0,0.02223696932196617,0.0023090310860425234,0.0,3.753617286682129,99.37710571289062,0.5783608425408602,0.5574335418641567,0.35847178660333157,1.1180557757616043,-0.4675231594592333,0.95068359375,2.9996508359909058,0.953125,0.5930151715874672,0.5420958865433931,0.5172743871808052,0.3591445107012987,1.0889355093240738,-0.4645123314112425,0.95703125,2.999335929751396,0.95263671875,0.5923259742558002
800,0.5681824684143066,weak_inverse,128,128,4,128,4,1,0,0,0.02633165381848812,0.0024695992469787598,0.0,3.719827651977539,97.1401138305664,0.1909420406445861,0.166185955516994,0.0260184962535277,0.5729555264115334,-0.4697019141167402,0.939453125,1.6334434524178505,0.94677734375,0.5922326520085335,0.1943553127348423,0.1713790176436305,0.02507045934908092,0.5742446519434452,-0.4775165803730488,0.93701171875,1.6216799840331078,0.94873046875,0.5921670719981194
1000,0.45968520641326904,weak_inverse,128,128,4,128,4,1,0,0,0.022644512355327606,0.0018452671356499195,0.0,3.654926300048828,110.53059387207031,0.1910219183191657,0.16671513859182596,0.02934853790793568,0.5703551787883043,-0.4475947991013527,0.9423828125,1.6792060807347298,0.9482421875,0.5928152017295361,0.18443005438894033,0.16319451853632927,0.02812700835056603,0.5565478801727295,-0.44994474574923515,0.9423828125,1.6677795574069023,0.9521484375,0.5927285067737103
1200,0.534395694732666,weak_inverse,128,128,4,128,4,1,0,0,0.027500983327627182,0.0016685955924913287,0.0,3.6930136680603027,122.4822998046875,0.17166222864761949,0.14753208868205547,0.010961679101455957,0.5471937544643879,-0.46305141411721706,0.90234375,1.3612170815467834,0.951171875,0.5926910601556301,0.15957188419997692,0.1331120952963829,0.01041692920261994,0.5042111724615097,-0.4563144575804472,0.91259765625,1.348832607269287,0.94384765625,0.592227641493082
1400,0.5315829515457153,weak_inverse,128,128,4,128,4,1,0,0,0.03279584273695946,0.0032073042821139097,0.0,3.721374988555908,93.01464080810547,0.17693486157804728,0.15705226315185428,0.020833151298575103,0.5404567457735538,-0.4791957475244999,0.93994140625,1.5586967840790749,0.9521484375,0.5928387530148029,0.16691065672785044,0.14652950502932072,0.021414201357401907,0.504528384655714,-0.47207784466445446,0.94580078125,1.5633843913674355,0.947265625,0.5927404761314392
1600,0.4162493944168091,weak_inverse,128,128,4,128,4,1,0,0,0.023182664066553116,0.0024706614203751087,0.0,3.678445816040039,92.09317016601562,0.16827415488660336,0.14573531411588192,0.017562311608344316,0.5057745575904846,-0.48751720786094666,0.9326171875,1.481512188911438,0.95703125,0.5924850292503834,0.17058140505105257,0.14645773777738214,0.017525898758322,0.5163173917680979,-0.4592689014971256,0.9365234375,1.483537495136261,0.94384765625,0.5928119570016861
1800,0.56974196434021,weak_inverse,128,128,4,128,4,1,0,0,0.023986203595995903,0.0017923207487910986,0.0,3.6967780590057373,107.33609008789062,0.16040601208806038,0.14148623403161764,0.02908103831578046,0.48560164496302605,-0.46393139846622944,0.9638671875,1.6708640083670616,0.94921875,0.5926468633115292,0.16802404168993235,0.1471140943467617,0.029566222801804543,0.5099107436835766,-0.4787907004356384,0.95361328125,1.6770759299397469,0.9501953125,0.5929762348532677
