step,seed,loss,tau,selected
1,2,0.26170164346694946,1.2495977052722038,60 36 13 0 48 25 63 59
100,2,0.21794477105140686,1.2104047321570373,31 38 23 53 12 63 0 32
200,2,0.1698281317949295,1.1720636925025194,32 28 38 22 44 53 16 58
300,2,0.17142462730407715,1.1349371518356002,33 27 39 21 44 15 52 63
400,2,0.16022169589996338,1.098986639426112,31 36 24 42 19 50 12 63
500,2,0.16600854694843292,1.0641749031509808,31 25 39 18 45 10 53 0
600,2,0.1589331179857254,1.0304658708933632,30 23 38 17 47 10 54 0
700,2,0.16968943178653717,0.9978246131645195,32 25 40 18 48 10 56 0
800,2,0.17376744747161865,0.9662173069096798,32 24 40 16 49 8 58 0
900,2,0.15219524502754211,0.9356112004604039,33 25 41 17 49 10 57 0
1000,2,0.16822153329849243,0.9059745795971195,33 25 41 17 50 9 59 0
1100,2,0.1799868941307068,0.8772767346866686,36 29 20 44 14 53 0 63
1200,2,0.16846832633018494,0.8494879288608139,36 30 22 44 16 54 6 63
1300,2,0.18273529410362244,0.822579367202728,35 30 23 43 16 52 7 61
1400,2,0.14837241172790527,0.7965231669095385,35 28 43 20 12 52 63 0
1500,2,0.15118546783924103,0.7712923284000122,34 26 42 18 49 11 57 0
1600,2,0.14686009287834167,0.7468607073374355,35 28 42 21 50 13 58 4
1700,2,0.16378739476203918,0.723202987538707,35 28 42 21 50 13 59 4
1800,2,0.14867445826530457,0.7002946547415665,34 27 41 20 49 11 57 0
1900,2,0.1630723774433136,0.6781119712027766,32 24 40 16 48 8 56 0
2000,2,0.16772280633449554,0.6566319511009417,33 25 41 17 48 9 56 0
2100,2,0.15949922800064087,0.6358323367184706,35 26 43 17 50 9 60 0
2200,2,0.16524064540863037,0.6156915753780029,34 27 42 19 49 10 58 0
2300,2,0.15980036556720734,0.5961887971094048,34 26 42 18 50 10 58 0
2400,2,0.15756860375404358,0.5773037930241883,33 26 41 18 49 10 57 0
2500,2,0.1531059443950653,0.5590169943749475,34 27 41 19 50 11 59 0
2600,2,0.16421043872833252,0.5413094522781122,35 27 43 18 52 10 63 0
2700,2,0.14612779021263123,0.5241628180790088,35 29 42 22 13 50 6 60
2800,2,0.15630215406417847,0.5075593243388804,34 26 42 18 50 10 59 0
2900,2,0.16590863466262817,0.4914817664241675,35 28 43 20 51 11 63 2
3000,2,0.15675649046897888,0.47591348467896966,35 28 42 20 50 11 60 2
3100,2,0.15211689472198486,0.4608383471622164,35 27 42 19 50 11 59 2
3200,2,0.15341618657112122,0.44624073293165945,35 28 42 21 49 12 57 5
3300,2,0.15772747993469238,0.43210551585736423,34 40 26 47 18 10 55 0
3400,2,0.15862604975700378,0.4184180489479291,34 40 26 47 18 10 55 0
3500,2,0.15737487375736237,0.40516414917319066,33 40 25 48 16 8 56 0
3600,2,0.14989301562309265,0.3923300827676878,34 41 26 49 18 9 58 0
3700,2,0.17707188427448273,0.3799025509996571,33 40 25 48 17 57 9 0
3800,2,0.15451642870903015,0.3678686763908121,33 40 25 48 16 8 56 0
3900,2,0.1580447256565094,0.3562159893726279,33 40 25 48 17 9 56 0
4000,2,0.17014478147029877,0.3449324153653037,33 40 25 48 17 9 57 0
4100,2,0.17750833928585052,0.3340062622660164,33 41 25 50 16 8 60 0
4200,2,0.15356764197349548,0.32342620833349656,33 41 25 49 17 9 57 0
4300,2,0.1782870590686798,0.31318129045637755,33 27 41 20 49 11 57 4
4400,2,0.1550062894821167,0.3032608927931576,33 26 41 50 19 10 59 0
4500,2,0.14549431204795837,0.29365473577200474,33 40 26 48 18 10 57 0
4600,2,0.13961760699748993,0.2843528654390072,34 25 43 16 51 9 62 0
4700,2,0.16781404614448547,0.2753456431438301,34 27 42 19 50 11 59 2
4800,2,0.1640583872795105,0.26662373555209185,33 26 42 19 51 11 61 0
4900,2,0.15931685268878937,0.25817810497411076,32 25 41 18 49 11 57 2
5000,2,0.1659862995147705,0.25,32 25 41 18 49 11 57 3
