seed,step,loss,ranking_loss,repulsion,relative_residual,gradient_norm,minimum_gap_degrees,elapsed_seconds
17.0,0.0,0.4627911448478699,0.4627911448478699,2.8278937339782715,0.0002708370448090136,0.06333359330892563,35.757625579833984,0.20991384104127064
17.0,50.0,0.4347010850906372,0.4347010850906372,3.6275813579559326,0.0005389332654885948,0.017884595319628716,32.033817291259766,1.2570406350423582
17.0,100.0,0.4201699197292328,0.4201699197292328,3.6368839740753174,0.0005305443773977458,0.02419879660010338,31.291574478149414,2.145286943996325
17.0,150.0,0.4089275002479553,0.4089275002479553,3.20658540725708,0.000429502542829141,0.022790459915995598,31.352670669555664,3.1057318029925227
17.0,200.0,0.40160536766052246,0.40160536766052246,2.9620540142059326,0.00018361263209953904,0.027357028797268867,30.948898315429688,4.1059238919988275
17.0,250.0,0.4022294878959656,0.4022294878959656,2.960953950881958,8.442089892923832e-05,0.02132810838520527,30.373794555664062,5.091839884000365
17.0,300.0,0.406578928232193,0.406578928232193,2.988278865814209,0.00012246360711287707,0.0063431584276258945,30.145612716674805,6.196998864004854
17.0,350.0,0.4176229238510132,0.4176229238510132,3.0266926288604736,0.00018928121426142752,0.01745002157986164,29.971853256225586,7.056431697041262
17.0,400.0,0.41813093423843384,0.41813093423843384,2.9753780364990234,0.00019681973208207637,0.011099125258624554,30.143535614013672,8.043453085992951
17.0,450.0,0.41097304224967957,0.41097304224967957,3.017439603805542,0.00015443585289176553,0.018208032473921776,29.858280181884766,9.036975718045142
17.0,500.0,0.42422741651535034,0.42422741651535034,2.999368667602539,0.00025412641116417944,0.007993245497345924,29.87478256225586,10.003522820014041
17.0,550.0,0.425824910402298,0.425824910402298,3.015733003616333,0.0002887486480176449,0.032121919095516205,29.85481071472168,10.950550827023108
17.0,600.0,0.4303925633430481,0.4303925633430481,3.0035130977630615,0.0001527842687210068,0.02141059935092926,29.932401657104492,11.849492114037275
17.0,650.0,0.4233240783214569,0.4233240783214569,2.9754676818847656,0.000250854529440403,0.027011308819055557,30.10626983642578,12.833866033004597
17.0,700.0,0.40212878584861755,0.40212878584861755,2.9853410720825195,8.30496646813117e-05,0.03165096044540405,29.983598709106445,13.833005623018835
17.0,750.0,0.40569230914115906,0.40569230914115906,2.9905667304992676,0.00013094751921016723,0.017260901629924774,29.86347007751465,14.889904028037563
17.0,800.0,0.4161815643310547,0.4161815643310547,3.0102977752685547,0.0002736828464549035,0.03046383708715439,29.909452438354492,15.826330595009495
17.0,850.0,0.4127090573310852,0.4127090573310852,2.9969635009765625,0.000277375103905797,0.015119209885597229,29.881864547729492,16.83836896601133
17.0,900.0,0.39853397011756897,0.39853397011756897,2.9998505115509033,0.00020907608268316835,0.021198872476816177,29.960023880004883,17.827843260020018
29.0,0.0,0.4365200698375702,0.4365200698375702,2.6658308506011963,0.00011048351734643802,0.029791057109832764,36.40408706665039,0.02771132200723514
29.0,50.0,0.44397643208503723,0.44397643208503723,3.1235313415527344,0.00020609253260772675,0.027549663558602333,35.89280700683594,1.0362033889978193
29.0,100.0,0.4215855896472931,0.4215855896472931,3.668898344039917,0.00013522997323889285,0.028561480343341827,32.56044006347656,2.080429322028067
29.0,150.0,0.4061005711555481,0.4061005711555481,4.02145528793335,0.0002339557249797508,0.00892939418554306,31.241147994995117,2.9382710510399193
29.0,200.0,0.43135201930999756,0.43135201930999756,3.815034866333008,0.00033510461798869073,0.019924985244870186,31.229726791381836,3.9282261040061712
29.0,250.0,0.4117867946624756,0.4117867946624756,3.559722661972046,0.00024473617668263614,0.0336134135723114,31.283113479614258,4.930413852038328
29.0,300.0,0.4145223796367645,0.4145223796367645,3.2342286109924316,0.0003603154036682099,0.008175748400390148,30.80535316467285,5.929422262997832
29.0,350.0,0.4273972809314728,0.4273972809314728,2.9894635677337646,0.00041428377153351903,0.012052447535097599,30.28079605102539,6.93921991501702
