stage,seed,method,family,noise_rel,task,auc,average_precision,iou_top7,centroid_error,relative_residual
fixed_geometry,17,identity_cg_8,ellipse,0.08,0,1.0,1.0,0.4861111111111111,0.002171772066503763,0.15847148001194
fixed_geometry,17,identity_cg_8,ellipse,0.08,1,0.9989867865867199,0.9881020591611898,0.8734177215189873,0.0049516744911670685,1.0731141567230225
fixed_geometry,17,identity_cg_8,ellipse,0.08,2,0.9998730020501098,0.9979095334880721,0.7916666666666666,0.0039794254116714,1.0122976303100586
fixed_geometry,17,identity_cg_8,ellipse,0.08,3,0.9993912337662337,0.9896635996253148,0.7777777777777778,0.0015360713005065918,1.1193714141845703
fixed_geometry,17,identity_cg_8,ellipse,0.08,4,0.9996600759163786,0.9965532407807267,0.7578947368421053,0.002577040810137987,0.11362462490797043
fixed_geometry,17,identity_cg_8,ellipse,0.08,5,0.9999654218533887,0.9994489981785064,0.8333333333333334,0.00880293920636177,0.49905312061309814
fixed_geometry,17,identity_cg_8,ellipse,0.08,6,0.9987252447074892,0.9820669410182806,0.8552631578947368,0.004564596340060234,1.5852938890457153
fixed_geometry,17,identity_cg_8,ellipse,0.08,7,0.9986908081641203,0.9854620411107167,0.8214285714285714,0.008032017387449741,0.10811570286750793
fixed_geometry,17,identity_cg_8,ellipse,0.08,8,0.9997155252115781,0.9936999139983524,0.5972222222222222,0.0010826230281963944,0.2561224400997162
fixed_geometry,17,identity_cg_8,ellipse,0.08,9,0.9996394880730638,0.9962312418856727,0.8089887640449438,0.008239556103944778,0.12352847307920456
fixed_geometry,17,identity_cg_8,ellipse,0.08,10,1.0,1.0,0.7777777777777778,0.0028691391926258802,1.0298184156417847
fixed_geometry,17,identity_cg_8,ellipse,0.08,11,0.9996900877671444,0.9966756741307887,0.8372093023255814,0.005849689710885286,0.135820209980011
fixed_geometry,17,identity_cg_8,ellipse,0.08,12,0.9996054328856514,0.9945689281355593,0.9315068493150684,0.0077481563203036785,1.4847444295883179
fixed_geometry,17,identity_cg_8,ellipse,0.08,13,0.9989967554644809,0.9791510623430469,0.6666666666666666,0.004491034429520369,0.5464246869087219
fixed_geometry,17,identity_cg_8,ellipse,0.08,14,0.9994545600385016,0.9918886869503375,0.9027777777777778,0.002765942830592394,1.4773253202438354
fixed_geometry,17,identity_cg_8,ellipse,0.08,15,0.9991198118218378,0.9879235093191192,0.8552631578947368,0.012268953956663609,1.752360224723816
fixed_geometry,17,identity_cg_8,ellipse,0.08,16,0.9996000492247108,0.9944217021735205,0.9178082191780822,0.010814341716468334,1.3494807481765747
fixed_geometry,17,identity_cg_8,ellipse,0.08,17,0.9988697017268446,0.9782713917748165,0.6805555555555556,0.0010659018298611045,0.6089810729026794
fixed_geometry,17,identity_cg_8,ellipse,0.08,18,0.9993939260369376,0.9943739538613581,0.7346938775510204,0.005958458408713341,0.14140520989894867
