method,family,noise_rel,n_tasks,auc_mean,auc_ci95,average_precision_mean,average_precision_ci95,iou_top7_mean,iou_top7_ci95,centroid_error_mean,centroid_error_ci95,relative_residual_mean,relative_residual_ci95
learned_design_exact,ellipse,0.12,576,0.9959486584104636,0.00044323703787119335,0.9581825133939669,0.003655104250461534,0.6885708859048063,0.008959830883953454,0.029296455421798682,0.0026300771649732653,4.139236308573244e-06,6.838835336775063e-08
learned_design_exact,kite,0.12,576,0.9966471712978456,0.0003696196336181056,0.9627735259104063,0.0033793361933499018,0.7013292188650035,0.009171478725279106,0.026859116723547533,0.0021651789536756517,4.2419540622833865e-06,6.664003766216129e-08
learned_design_exact,two_disks,0.12,576,0.9919193630965104,0.0005787318055067081,0.8789564111650291,0.005540794490290283,0.6217954812639672,0.007202428342885507,0.03093124454189755,0.0024817968049371513,4.137424434070959e-06,5.53747961395369e-08
learned_design_loop,ellipse,0.12,576,0.995949207084165,0.00044322755628155915,0.9581909985772786,0.0036548847236907126,0.6886101984441189,0.00896177481533961,0.029278281873606222,0.0026297551447421854,0.0001679039331628434,1.7489335313725853e-05
learned_design_loop,kite,0.12,576,0.996647337475933,0.0003696419108579495,0.9627767081871875,0.0033794417670455694,0.7012884050248476,0.009169290144921627,0.02684185867595564,0.0021644508020393066,0.00023667876429556145,1.8792917070853423e-05
learned_design_loop,two_disks,0.12,576,0.9919195491838866,0.0005787402801572219,0.8789607622244683,0.005540730288912034,0.6217954812639672,0.007202428342885507,0.030930507788130817,0.002481841121670696,7.495478725635014e-05,5.847062541138216e-06
random_design_exact,ellipse,0.12,576,0.9845797639589744,0.0017597635127452995,0.8972240498869873,0.00826985481694285,0.6177248802966664,0.010682731427898638,0.0982145720530146,0.007697474710496452,4.171629396686348e-06,7.76484994622743e-08
random_design_exact,kite,0.12,576,0.9872314836181112,0.0014362980167171254,0.9090169859198051,0.00705748111666214,0.6319189202930305,0.010086312919833421,0.08875044273453467,0.0066647005472923885,4.113853053766547e-06,7.815036238246252e-08
random_design_exact,two_disks,0.12,576,0.9801099573506106,0.001632334315095984,0.8136465488794082,0.008840287817328965,0.5364356172533317,0.009315639205477833,0.12421452979389061,0.007871908452711851,4.199593206916714e-06,6.567142575654994e-08
random_design_loop,ellipse,0.12,576,0.9845799119198111,0.0017597370608579284,0.8972231977748688,0.008269876355384315,0.6177248802966664,0.010682731427898638,0.09818526668823324,0.007694986745142108,9.969133221214103e-05,1.0636871222169536e-05
random_design_loop,kite,0.12,576,0.9872312079100394,0.0014362765631106135,0.9090150934471496,0.007057287327185395,0.6319136520153913,0.010087421969045184,0.08880169308597236,0.006668577589702638,0.00014479400063925773,1.4142742649663433e-05
random_design_loop,two_disks,0.12,576,0.9801097842597767,0.0016323522175459408,0.8136454775225516,0.008840190526404772,0.5364356172533317,0.009315639205477833,0.12421452979389061,0.007871908452711851,3.121189393123163e-05,5.2717170667243425e-06
uniform_design_exact,ellipse,0.12,576,0.8888607085731112,0.0032680636374973504,0.26034191481760816,0.00183713209817362,0.1558671118633135,0.0027610010670159847,0.378448300506635,0.008894920555426657,3.106556786924841e-06,9.128312173650407e-08
uniform_design_exact,kite,0.12,576,0.8906520762771348,0.003302311156695528,0.26261054709255793,0.001827116721594219,0.15766930110437358,0.0028706301001875946,0.37690424500356634,0.009116619265057706,3.0551476018677213e-06,1.0198656388501702e-07
uniform_design_exact,two_disks,0.12,576,0.9011244340926109,0.0016264350933830954,0.24393262291022566,0.001898977352378941,0.16318217295705678,0.0018387189044577832,0.3486592650701318,0.00964665582867544,3.1790097949624396e-06,5.756381998533726e-08
uniform_design_loop,ellipse,0.12,576,0.8888611531307082,0.0032681261221991654,0.260368231774376,0.0018378938728789457,0.15587114336195962,0.0027632430249578633,0.3784453348133765,0.008894722161788115,6.798783571065275e-05,7.745615898399424e-06
uniform_design_loop,kite,0.12,576,0.8906522961757682,0.0033023322892473065,0.26261229346885884,0.0018269524076082286,0.15766930110437358,0.0028706301001875946,0.37689720084179296,0.009116285405433834,9.828658449611499e-05,1.1211528763092559e-05
uniform_design_loop,two_disks,0.12,576,0.9011245247520147,0.0016264346018598998,0.2439330895236274,0.0018989968014432254,0.16318217295705678,0.0018387189044577832,0.3486592650701318,0.00964665582867544,1.1859583242716335e-05,1.5137218765392423e-06
