num_modes,aligned_head,tail_size,repetitions,time,exact_mean,empirical_mean,exact_std,empirical_std,mean_standardized_error
128,32,96,500,0.16666666666666666,0.36330004253146486,0.36330037087920036,2.1870016525673268e-05,2.2485248709132725e-05,0.33571435850372794
