test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits,step,K,d_h,train_tasks,train_prompt_len,test_prompt_len,model,seed,mixing
0.09160901978611946,0.09166963119059801,0.11648543458431959,0.11648543458431959,0.1262163743376732,-0.0918364031240344,-0.19021515361964703,5.511986970901489,1.3256723946142301e-05,0.00418927293503657,0.04018516605719924,4.674677427374263e-06,3.6413588523864746,4.321684299313233e-08,4.0,3.117918759584427,500,8,4,128,256,256,option_a,0,identity
0.05219607846811414,0.052684543654322624,0.1033657593652606,0.10336576029658318,0.1280906107276678,-0.20045309700071812,-0.43054115399718285,5.429295480251312,1.2990539516977151e-05,0.004974326293449849,0.05079744290560484,1.4447644048232178e-05,6.364362895488739,9.664315658852729e-08,4.0,3.215791195631027,2500,8,4,512,256,256,option_a,0,identity
0.031059703789651394,0.03107144683599472,0.10181338060647249,0.10181338060647249,0.1283123828470707,-0.21566163189709187,-0.5979794859886169,5.4137266874313354,1.2883236649940955e-05,0.005151754827238619,0.051940263248980045,1.6153419664988178e-05,6.590140640735626,1.055795770810164e-07,4.0,3.2062348127365112,2500,8,4,2048,256,256,option_a,0,identity
0.029327760450541973,0.028735930332913995,0.10201697796583176,0.10201698075979948,0.12828329205513,-0.22762897796928883,-0.6481506451964378,5.392053186893463,1.2819655694329413e-05,0.005415829946286976,0.055315160658210516,2.0572322682710364e-05,6.934523165225983,1.1503587238337332e-07,4.0,3.1934405267238617,2500,8,4,8192,256,256,option_a,0,identity
0.023951012641191483,0.02402853756211698,0.09755996894091368,0.09755996987223625,0.12892001494765282,-0.2372114099562168,-0.5957918837666512,5.404425024986267,1.2926854083161743e-05,0.005233069940004498,0.05298796994611621,1.820354191295337e-05,6.857663691043854,1.0943485939662878e-07,4.0,3.179660439491272,2500,8,4,32768,256,256,option_a,0,identity
0.09439756069332361,0.09298484679311514,0.12332166731357574,0.1233216691762209,0.12523976899683475,-0.071623919531703,-0.13381841126829386,5.512296080589294,1.322330035691266e-05,0.004179531941190362,0.03776338184252381,3.5859300737683952e-06,3.4204277396202087,0.014343657996505499,8.0,4.116371154785156,2500,8,8,128,256,256,option_a,0,identity
0.05038384674116969,0.05069416668266058,0.1321038044989109,0.13210381008684635,0.12398517411202192,-0.09834410529583693,-0.20861287042498589,5.471251010894775,1.305187117850437e-05,0.004532906110398471,0.041752356104552746,6.906505973347521e-06,4.646275341510773,0.014481546357274055,8.0,3.937338203191757,2500,8,8,512,256,256,option_a,0,identity
0.03350254613906145,0.03252868470735848,0.1445264983922243,0.1445265058428049,0.12221050448715687,-0.09404020011425018,-0.25275845639407635,5.414760768413544,1.2945457115165482e-05,0.005057197937276214,0.0497091100551188,1.2967782140549389e-05,6.425170004367828,0.005616784794256091,7.18359375,3.8229232132434845,2500,8,8,2048,256,256,option_a,0,identity
0.02686310070566833,0.025934339500963688,0.13486062735319138,0.13486063480377197,0.12359134294092655,-0.14159142412245274,-0.32280930131673813,5.389569938182831,1.2935188578921952e-05,0.005297722353134304,0.05113451695069671,1.7963130858333898e-05,6.758555591106415,0.0063243762124329805,7.265625,3.771517902612686,2500,8,8,8192,256,256,option_a,0,identity
0.024961152812466025,0.024561801459640265,0.1373495887964964,0.1373495925217867,0.12323577888309956,-0.1406688392162323,-0.3372589945793152,5.392666578292847,1.2937941960444732e-05,0.005266274383757263,0.05045183328911662,1.8142042335966835e-05,6.5389896631240845,0.007519876700825989,7.9248046875,3.7945550680160522,2500,8,8,32768,256,256,option_a,0,identity
0.09336256701499224,0.09236481133848429,0.13018618524074554,0.1301861833781004,0.12425912450999022,-0.015515780774876475,-0.0530843804590404,5.5285239815711975,1.3382616998569574e-05,0.004041917331051081,0.038647199515253305,4.9193222366739064e-06,2.5928403735160828,0.05616916390135884,8.0,4.685600280761719,1500,8,16,128,256,256,option_a,0,identity
0.05670205596834421,0.05680503696203232,0.14087519235908985,0.14087519235908985,0.12273212149739265,-0.037663426250219345,-0.1454270575195551,5.4913559556007385,1.3105957805237267e-05,0.004353879252448678,0.03885382600128651,4.6669567836943315e-06,4.152844607830048,0.06360177090391517,8.0,4.859720528125763,2500,8,16,512,256,256,option_a,0,identity
0.0361501129809767,0.03544206311926246,0.14138217084109783,0.14138216525316238,0.12265969533473253,-0.06830852944403887,-0.2890376150608063,5.4572948813438416,1.2894117048745102e-05,0.004658383491914719,0.04126255586743355,5.6952620184347325e-06,4.820508658885956,0.0679895393550396,8.0,4.872571289539337,2500,8,16,2048,256,256,option_a,0,identity
0.03213642863556743,0.030849535251036286,0.14948386512696743,0.14948386885225773,0.12150230910629034,-0.0855627367272973,-0.34757282957434654,5.424733221530914,1.2876155551566626e-05,0.0049800395499914885,0.047843067441135645,1.2224927559145726e-05,5.505108594894409,0.06431109551340342,8.0,4.852345168590546,2500,8,16,8192,256,256,option_a,0,identity
0.026194354752078652,0.02648467943072319,0.15332930721342564,0.15332930907607079,0.12095296289771795,-0.08211988490074873,-0.36912231147289276,5.414741396903992,1.2855717727688898e-05,0.005082457268144935,0.04935005772858858,1.380694493491319e-05,5.694042503833771,0.055800769943743944,8.0,5.007273197174072,2500,8,16,32768,256,256,option_a,0,identity
