step,split,loss,test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits
1,train,1.2032597064971924,1.2032597064971924,1.1799092292785645,0.1237960159778595,0.1237960159778595,0.12517200410366058,-0.031025180593132973,-0.07124467194080353,5.540923118591309,1.3353481335798278e-05,0.003939761780202389,0.03450266271829605,1.1081048114647274e-06,1.6463134288787842,2.2537335553352023e-08,4.0,3.3354907035827637
100,train,0.2778945565223694,0.2778945565223694,0.2626844346523285,0.11469563841819763,0.11469564586877823,0.12647205591201782,-0.10516653954982758,-0.21303854882717133,5.5180816650390625,1.329266160610132e-05,0.00413023866713047,0.03903207182884216,4.773934506374644e-06,2.953801393508911,4.4214971239853185e-08,4.0,3.338566541671753
200,train,0.07963407039642334,0.07963407039642334,0.08283530175685883,0.11279322952032089,0.1127932220697403,0.1267438381910324,-0.1175401359796524,-0.25298675894737244,5.507646560668945,1.3245768968772609e-05,0.004221026320010424,0.0397607758641243,5.677589797414839e-06,3.4901418685913086,5.2576162090645084e-08,4.0,3.219611167907715
300,train,0.07421168684959412,0.07421168684959412,0.0701206624507904,0.11156436800956726,0.11156436800956726,0.12691938877105713,-0.12162075936794281,-0.25963354110717773,5.506180763244629,1.3194347957323771e-05,0.004232064355164766,0.03926839679479599,4.3657150854414795e-06,3.540369987487793,5.479675380115623e-08,4.0,3.23477840423584
400,train,0.06431834399700165,0.06431834399700165,0.06000860780477524,0.11231832206249237,0.11231831461191177,0.126811683177948,-0.12343713641166687,-0.27727776765823364,5.501276016235352,1.3147873687557876e-05,0.004278718959540129,0.03977309912443161,4.13470570492791e-06,3.7419235706329346,5.643378031550128e-08,4.0,3.2143993377685547
500,train,0.0563293918967247,0.0563293918967247,0.05782453715801239,0.11179714649915695,0.11179715394973755,0.12688612937927246,-0.12556760013103485,-0.30102503299713135,5.496872425079346,1.3113163731759414e-05,0.004315798170864582,0.039886876940727234,3.925603778043296e-06,4.035172462463379,5.9231162197193044e-08,4.0,3.1715197563171387
500,test,,0.0590182445012033,0.05893822154030204,0.11154946405440569,0.11154946405440569,0.1269215103238821,-0.12704891804605722,-0.29993313923478127,5.49674391746521,1.311675009674218e-05,0.004316920472774655,0.03973748907446861,4.11644953146606e-06,3.9848025143146515,5.962669114012442e-08,4.0,3.175700008869171
600,train,0.05122533440589905,0.05122533440589905,0.05695464462041855,0.11042463034391403,0.11042463034391403,0.1270821988582611,-0.13472513854503632,-0.32036590576171875,5.491708755493164,1.309011804551119e-05,0.004361430183053017,0.04017564281821251,4.413171154737938e-06,4.203585624694824,6.121572937445308e-08,4.0,3.1475119590759277
700,train,0.047015480697155,0.047015480697155,0.04669557511806488,0.1095232218503952,0.1095232218503952,0.12721097469329834,-0.13801209628582,-0.3370482921600342,5.4860968589782715,1.3070884051558096e-05,0.004414113704115152,0.040634818375110626,5.074286491435487e-06,4.424252033233643,6.495960747088247e-08,4.0,3.122105121612549
800,train,0.046698201447725296,0.046698201447725296,0.05338597670197487,0.11159530282020569,0.11159530282020569,0.12691496312618256,-0.1426369547843933,-0.34389713406562805,5.479255199432373,1.3065780876786448e-05,0.004478993825614452,0.04136155545711517,6.460846179834334e-06,4.620848655700684,6.961198550925474e-08,4.0,3.097139835357666
