step,split,loss,test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits
1,train,1.005129098892212,1.005129098892212,1.0275852680206299,0.12426504492759705,0.12426504492759705,0.12510499358177185,-0.028737671673297882,-0.06135709211230278,5.541131973266602,1.335207616648404e-05,0.0039380998350679874,0.03437763452529907,1.0119008493347792e-06,1.6162338256835938,2.2411040134784344e-08,4.0,3.3421692848205566
100,train,0.28204286098480225,0.28204286098480225,0.3261169493198395,0.1136973649263382,0.1136973649263382,0.12661466002464294,-0.10996054112911224,-0.21017368137836456,5.516190528869629,1.3310340364114381e-05,0.004146775230765343,0.039074040949344635,5.7698675846040715e-06,3.1203207969665527,4.708685708010307e-08,4.0,3.287654399871826
200,train,0.07480530440807343,0.07480530440807343,0.08076180517673492,0.11183054745197296,0.11183054745197296,0.12688134610652924,-0.11601579934358597,-0.24169932305812836,5.504703044891357,1.324514414591249e-05,0.004246993456035852,0.04001261293888092,6.339166247926187e-06,3.6967825889587402,5.5741882221127526e-08,4.0,3.1745777130126953
300,train,0.06698644906282425,0.06698644906282425,0.06692830473184586,0.11299484968185425,0.11299484968185425,0.1267150342464447,-0.11750472337007523,-0.26338455080986023,5.502420425415039,1.3189302990213037e-05,0.004267431329935789,0.039779018610715866,5.091095772513654e-06,3.7529654502868652,5.844522732445512e-08,4.0,3.1875829696655273
400,train,0.05275876820087433,0.05275876820087433,0.055493369698524475,0.11220373958349228,0.11220373213291168,0.12682804465293884,-0.1182880699634552,-0.2766087055206299,5.500860691070557,1.3139147995389067e-05,0.004279132932424545,0.03940986841917038,3.8050102375564165e-06,3.855964422225952,5.843236650093786e-08,4.0,3.178184986114502
500,train,0.04557190462946892,0.04557190462946892,0.047967828810214996,0.11000058054924011,0.11000058054924011,0.1271427720785141,-0.12863586843013763,-0.29239141941070557,5.4948859214782715,1.310817060584668e-05,0.004333466291427612,0.04000823572278023,4.252120561432093e-06,4.108179092407227,6.136281172075542e-08,4.0,3.1439995765686035
500,test,,0.05946226418018341,0.059023712296038866,0.11082823015749454,0.1108282320201397,0.12702454440295696,-0.12498993892222643,-0.29306454211473465,5.493511140346527,1.3105296261528565e-05,0.004344511427916586,0.039849945809692144,4.395178905269859e-06,4.205517947673798,6.371775018720882e-08,4.0,3.131866544485092
600,train,0.05062059313058853,0.05062059313058853,0.05172637104988098,0.11016155779361725,0.11016155779361725,0.127119779586792,-0.13168290257453918,-0.3117945194244385,5.486763954162598,1.3089611456962302e-05,0.004408071283251047,0.040373295545578,5.454304755403427e-06,4.469784736633301,6.823551501611291e-08,4.0,3.113395929336548
700,train,0.04165930300951004,0.04165930300951004,0.04375888407230377,0.11041606962680817,0.11041606217622757,0.127083420753479,-0.12457876652479172,-0.33026501536369324,5.4842915534973145,1.3066662177152466e-05,0.0044333236292004585,0.04097773879766464,5.335834430297837e-06,4.559613227844238,6.706663668865076e-08,4.0,3.0953176021575928
800,train,0.04954337328672409,0.04954337328672409,0.05384521931409836,0.10998786240816116,0.10998786985874176,0.12714460492134094,-0.13766828179359436,-0.34698981046676636,5.474871635437012,1.3035176380071789e-05,0.004512294195592403,0.04136214405298233,6.161722922115587e-06,4.930309772491455,7.494973885968648e-08,4.0,3.0762720108032227
900,train,0.05330155789852142,0.05330155789852142,0.04989119619131088,0.10877973586320877,0.10877973586320877,0.12731719017028809,-0.14332044124603271,-0.36721137166023254,5.469740867614746,1.3008180758333765e-05,0.004569339565932751,0.042408108711242676,6.7384817157289945e-06,5.081395149230957,7.697023107766654e-08,4.0,3.056978225708008
1000,train,0.04350687563419342,0.04350687563419342,0.045967549085617065,0.11018453538417816,0.11018452048301697,0.12711650133132935,-0.1386614441871643,-0.38105565309524536,5.463112831115723,1.3004712855035905e-05,0.0046339696273207664,0.04435614496469498,8.005148629308678e-06,5.353588104248047,8.144535001974873e-08,4.0,3.046100378036499
1000,test,,0.04664552165195346,0.046901554334908724,0.10886877868324518,0.10886877961456776,0.1273044627159834,-0.1469199601560831,-0.38337527215480804,5.465550661087036,1.3009086273996218e-05,0.004604710440617055,0.04296273831278086,7.476783309812163e-06,5.258437514305115,7.982168348519281e-08,4.0,3.0541641116142273
1100,train,0.04000204801559448,0.04000204801559448,0.042826469987630844,0.10600727796554565,0.10600727796554565,0.12771324813365936,-0.15573599934577942,-0.39791035652160645,5.460538864135742,1.298537608818151e-05,0.00464806379750371,0.04292100667953491,7.725039722572546e-06,5.421631813049316,8.504490267569054e-08,4.0,3.0533652305603027
1200,train,0.04158392176032066,0.04158392176032066,0.04106679558753967,0.10724961757659912,0.10724961757659912,0.12753577530384064,-0.15743900835514069,-0.4222855269908905,5.45212459564209,1.2962284927198198e-05,0.004736419767141342,0.04458390176296234,9.004642379295547e-06,5.65300178527832,8.651902305700787e-08,4.0,3.0560920238494873
1300,train,0.034579358994960785,0.034579358994960785,0.039133571088314056,0.10688088834285736,0.10688088834285736,0.1275884509086609,-0.16236095130443573,-0.44269800186157227,5.449786186218262,1.2971599062439054e-05,0.004769182298332453,0.04619937762618065,9.970797691494226e-06,5.690801620483398,8.781071869634616e-08,4.0,3.0694475173950195
1400,train,0.04094169661402702,0.04094169661402702,0.04491236433386803,0.1051739901304245,0.1051739975810051,0.127832293510437,-0.17073610424995422,-0.46327662467956543,5.442811965942383,1.2963613698957488e-05,0.004839668516069651,0.047102682292461395,1.1453286788309924e-05,5.834387302398682,9.018233271262943e-08,4.0,3.0744569301605225
1500,train,0.04652681201696396,0.04652681201696396,0.04191781207919121,0.10470853745937347,0.10470853745937347,0.12789878249168396,-0.18286064267158508,-0.4761521518230438,5.439420700073242,1.2914400031149853e-05,0.004874942824244499,0.047302838414907455,1.0828713129740208e-05,5.940276622772217,9.062186023811591e-08,4.0,3.077611207962036
1500,test,,0.036218303721398115,0.03704869141802192,0.10683836229145527,0.10683836415410042,0.12759452313184738,-0.1722069475799799,-0.47431695461273193,5.44061666727066,1.2935410836689698e-05,0.004860321758314967,0.047413600608706474,1.1025522894669848e-05,5.932211697101593,9.210433304929211e-08,4.0,3.0771600902080536
1600,train,0.03159228712320328,0.03159228712320328,0.035367242991924286,0.10543610155582428,0.10543610155582428,0.12779484689235687,-0.1818937361240387,-0.49505478143692017,5.436453342437744,1.2939055523020215e-05,0.0048948125913739204,0.04667370766401291,1.1697569789248519e-05,6.13270378112793,9.398681299899181e-08,4.0,3.0824663639068604
1700,train,0.028994571417570114,0.028994571417570114,0.030410874634981155,0.10469647496938705,0.10469647496938705,0.12790051102638245,-0.18651309609413147,-0.5165525674819946,5.429332733154297,1.289694682782283e-05,0.004984408617019653,0.048705123364925385,1.2723065083264373e-05,6.156119346618652,9.812295331812493e-08,4.0,3.1087095737457275
1800,train,0.029731005430221558,0.029731005430221558,0.03486604243516922,0.10634103417396545,0.10634103417396545,0.12766557931900024,-0.1812458038330078,-0.5178964138031006,5.425202369689941,1.2906726624350995e-05,0.005021081306040287,0.049437783658504486,1.3807915820507333e-05,6.264020919799805,9.804560363591008e-08,4.0,3.1333842277526855
1900,train,0.031535133719444275,0.031535133719444275,0.031014390289783478,0.10366348922252655,0.10366348922252655,0.12804807722568512,-0.19426000118255615,-0.5351850390434265,5.420577526092529,1.2876855180365965e-05,0.005067763850092888,0.04935222864151001,1.3976814443594776e-05,6.40455436706543,9.928294275596272e-08,4.0,3.138047933578491
2000,train,0.028120771050453186,0.028120771050453186,0.029970038682222366,0.10218887776136398,0.10218887776136398,0.12825873494148254,-0.20909613370895386,-0.5652997493743896,5.414361953735352,1.2846485333284363e-05,0.00514590460807085,0.05095570534467697,1.517802411399316e-05,6.420712471008301,1.0457404897579181e-07,4.0,3.1569836139678955
2000,test,,0.030835801269859076,0.03211629600264132,0.10477812308818102,0.10477812588214874,0.12788885086774826,-0.1971469484269619,-0.5656803920865059,5.414584934711456,1.2874071330770676e-05,0.005146489362232387,0.05148931732401252,1.5867596061980294e-05,6.454070270061493,1.0504852010484456e-07,4.0,3.153091996908188
2100,train,0.02888636663556099,0.02888636663556099,0.02822522446513176,0.10294993221759796,0.10294993966817856,0.12815001606941223,-0.2082461416721344,-0.5799577236175537,5.4075422286987305,1.2851576684624888e-05,0.005230399314314127,0.052452437579631805,1.7163441953016445e-05,6.568505764007568,1.0541791795048994e-07,4.0,3.159226655960083
2200,train,0.026968125253915787,0.026968125253915787,0.030554454773664474,0.10335054248571396,0.10335054993629456,0.12809279561042786,-0.20988446474075317,-0.5909802913665771,5.401698112487793,1.2845433047914412e-05,0.005293667316436768,0.05353359133005142,1.8430182535666972e-05,6.7013092041015625,1.1080615536229743e-07,4.0,3.1786110401153564
2300,train,0.02363712154328823,0.02363712154328823,0.025337256491184235,0.10449997335672379,0.10449997335672379,0.12792858481407166,-0.21122804284095764,-0.6097500324249268,5.4010772705078125,1.2844679076806642e-05,0.005321905482560396,0.05595465749502182,1.9131170120090246e-05,6.78129243850708,1.1037691649562476e-07,4.0,3.1759743690490723
2400,train,0.022527864202857018,0.022527864202857018,0.024070236831903458,0.10268089175224304,0.10268089175224304,0.12818844616413116,-0.21953871846199036,-0.625334620475769,5.397435188293457,1.2817419701605104e-05,0.005362843628972769,0.055230800062417984,1.9403978512855247e-05,6.8189287185668945,1.1149920453590312e-07,4.0,3.179874897003174
2500,train,0.02349819242954254,0.02349819242954254,0.02555226907134056,0.10176797211170197,0.10176797211170197,0.1283188760280609,-0.22651132941246033,-0.6344998478889465,5.394146919250488,1.2796510418411344e-05,0.005402275826781988,0.055082641541957855,1.9856670405715704e-05,6.827280044555664,1.1310309844247968e-07,4.0,3.2002158164978027
2500,test,,0.029327760450541973,0.028735930332913995,0.10201697796583176,0.10201698075979948,0.12828329205513,-0.22762897796928883,-0.6481506451964378,5.392053186893463,1.2819655694329413e-05,0.005415829946286976,0.055315160658210516,2.0572322682710364e-05,6.934523165225983,1.1503587238337332e-07,4.0,3.1934405267238617
