step,split,loss,test_mse,beta_mse,R_correct_mass,conf_diag,conf_offdiag_mean,margin_mean,margin_min,slot_entropy,slot_overlap,slot_self_mass,col_load_max,col_load_var,sv1_logits,svK_logits,rank_logits,effrank_logits
1,train,1.042229413986206,1.042229413986206,1.0695722103118896,0.12485508620738983,0.12485507130622864,0.12502071261405945,-0.021340716630220413,-0.044529519975185394,5.543681621551514,1.3348759239306673e-05,0.003917974885553122,0.03264763206243515,2.8077465685782954e-07,0.7146735191345215,0.011847092770040035,8.0,5.1301727294921875
100,train,0.269020676612854,0.269020676612854,0.2672230005264282,0.12834230065345764,0.12834230065345764,0.12452252954244614,-0.036501046270132065,-0.05929846316576004,5.536472320556641,1.3294238669914193e-05,0.003975188359618187,0.03329773247241974,2.72265225476076e-07,1.7139430046081543,0.005910491105169058,8.0,4.208803176879883
200,train,0.07671941816806793,0.07671941816806793,0.07553274929523468,0.12848079204559326,0.12848077714443207,0.1245027482509613,-0.04106423258781433,-0.06763310730457306,5.532759666442871,1.3273113836476114e-05,0.004005457274615765,0.034100815653800964,4.759147032018518e-07,2.0751938819885254,0.00630004471167922,8.0,3.9940061569213867
300,train,0.0645352452993393,0.0645352452993393,0.06014939770102501,0.12866398692131042,0.12866397202014923,0.12447657436132431,-0.04352693632245064,-0.07401575893163681,5.529985427856445,1.3258642866276205e-05,0.004028093069791794,0.03435284644365311,6.555112577188993e-07,2.3052845001220703,0.006587516516447067,8.0,3.9433369636535645
400,train,0.05101000517606735,0.05101000517606735,0.05253509059548378,0.12848705053329468,0.12848705053329468,0.12450184673070908,-0.048214465379714966,-0.0718952938914299,5.528804302215576,1.3252808457764331e-05,0.004037817940115929,0.03455617278814316,7.558115271422139e-07,2.378896474838257,0.006655520759522915,8.0,3.9498538970947266
500,train,0.05617941915988922,0.05617941915988922,0.05808405205607414,0.1286129206418991,0.1286129355430603,0.1244838684797287,-0.04976070672273636,-0.09279830753803253,5.526349067687988,1.3244221008790191e-05,0.004058383405208588,0.03493095561861992,1.060691033671901e-06,2.557389259338379,0.006839300040155649,8.0,3.958192825317383
500,test,,0.0715829310938716,0.07214349787682295,0.12872087955474854,0.12872087582945824,0.12446844857186079,-0.05013954918831587,-0.0803457535803318,5.5259692668914795,1.3240620205579035e-05,0.004061414278112352,0.03499632561579347,1.0230106468611666e-06,2.577836960554123,0.0068061823840253055,8.0,3.942634731531143
600,train,0.056470148265361786,0.056470148265361786,0.05572012439370155,0.12816739082336426,0.12816739082336426,0.12454751878976822,-0.05544402077794075,-0.09274765849113464,5.523170471191406,1.3227710951468907e-05,0.004084233194589615,0.0353223979473114,1.2325104989940883e-06,2.7647886276245117,0.006900062784552574,8.0,3.933680534362793
700,train,0.0659063458442688,0.0659063458442688,0.07004636526107788,0.12857834994792938,0.12857836484909058,0.12448880821466446,-0.055480796843767166,-0.09516169130802155,5.518520355224609,1.3217382729635574e-05,0.004124388098716736,0.03613044694066048,1.9675226212712005e-06,3.0108871459960938,0.007203413173556328,8.0,3.9151999950408936
800,train,0.05543236434459686,0.05543236434459686,0.05823171138763428,0.13076765835285187,0.13076765835285187,0.12417604774236679,-0.05694439262151718,-0.10316004604101181,5.512768745422363,1.3204573406255804e-05,0.004173876252025366,0.036898668855428696,2.758318714768393e-06,3.37982177734375,0.0074958642944693565,8.0,3.8403024673461914
900,train,0.05747232586145401,0.05747232586145401,0.055853523313999176,0.13030196726322174,0.13030198216438293,0.12424258142709732,-0.06493675708770752,-0.11162930727005005,5.509298801422119,1.3173332263249904e-05,0.004202607087790966,0.037160031497478485,2.6027460080513265e-06,3.4933438301086426,0.007561757229268551,8.0,3.820483684539795
1000,train,0.0482594333589077,0.0482594333589077,0.04891160503029823,0.12868481874465942,0.12868481874465942,0.12447360903024673,-0.07187000662088394,-0.13051074743270874,5.505828857421875,1.3147642675903626e-05,0.004231557250022888,0.03714270889759064,2.5373501557623968e-06,3.6211774349212646,0.007541555445641279,8.0,3.7958574295043945
1000,test,,0.054342628456652164,0.05190295074135065,0.12917242012917995,0.12917242012917995,0.12440394796431065,-0.07177364081144333,-0.1316636987030506,5.504857122898102,1.3150619111002015e-05,0.0042408411973156035,0.037546851206570864,2.839891436678954e-06,3.673877716064453,0.00766756635857746,8.0,3.7879128754138947
1100,train,0.05175594985485077,0.05175594985485077,0.05832817777991295,0.1288284957408905,0.1288284957408905,0.12445307523012161,-0.08002065122127533,-0.13350605964660645,5.496364593505859,1.3122661584930029e-05,0.004315435886383057,0.03857976943254471,3.7588897612295114e-06,3.991992473602295,0.007714651990681887,8.0,3.7536513805389404
1200,train,0.04446427524089813,0.04446427524089813,0.04066602140665054,0.12854140996932983,0.12854140996932983,0.12449409067630768,-0.08606068789958954,-0.15609757602214813,5.494043350219727,1.3091937944409437e-05,0.004334069788455963,0.039087455719709396,3.375942924321862e-06,3.9755454063415527,0.007676679641008377,8.0,3.7646353244781494
1300,train,0.04371073096990585,0.04371073096990585,0.04287122189998627,0.12949642539024353,0.12949642539024353,0.12435765564441681,-0.09281684458255768,-0.1765623688697815,5.483396053314209,1.306516605836805e-05,0.0044287727214396,0.039907798171043396,4.733750756713562e-06,4.3946685791015625,0.007769744843244553,8.0,3.72955322265625
