step,seed,loss,tau,selected
1,1,0.27163681387901306,1.2495977052722038,24 48 4 63 36 14 0 55
100,1,0.16781854629516602,1.2104047321570373,30 26 36 20 42 51 14 0
200,1,0.18438196182250977,1.1720636925025194,32 36 26 42 20 48 13 53
300,1,0.15815213322639465,1.1349371518356002,32 36 26 43 20 49 13 54
400,1,0.18934378027915955,1.098986639426112,32 38 24 46 17 52 9 63
500,1,0.17014320194721222,1.0641749031509808,32 38 25 45 17 51 9 63
600,1,0.16643314063549042,1.0304658708933632,31 38 23 46 15 52 8 63
700,1,0.1771908849477768,0.9978246131645195,30 36 23 45 15 52 6 63
800,1,0.1814844012260437,0.9662173069096798,30 36 22 44 15 52 5 63
900,1,0.17625299096107483,0.9356112004604039,30 37 22 44 14 52 63 5
1000,1,0.18082094192504883,0.9059745795971195,29 36 22 43 51 14 62 4
1100,1,0.1588009148836136,0.8772767346866686,30 38 22 45 13 53 63 4
1200,1,0.17621316015720367,0.8494879288608139,29 37 44 22 52 13 63 4
1300,1,0.1674598902463913,0.822579367202728,28 35 42 21 51 12 61 0
1400,1,0.1759178787469864,0.7965231669095385,28 34 41 20 49 11 57 0
1500,1,0.16447412967681885,0.7712923284000122,27 35 42 19 50 10 58 0
1600,1,0.15786899626255035,0.7468607073374355,26 31 38 44 18 52 10 60
1700,1,0.16998188197612762,0.723202987538707,24 31 40 16 45 54 8 63
1800,1,0.1746610552072525,0.7002946547415665,24 30 37 42 16 51 8 60
1900,1,0.16113074123859406,0.6781119712027766,25 32 38 17 44 53 9 63
2000,1,0.16252648830413818,0.6566319511009417,25 32 38 44 17 53 8 63
2100,1,0.1714956909418106,0.6358323367184706,26 33 38 45 18 53 9 63
2200,1,0.15194274485111237,0.6156915753780029,27 34 39 20 47 55 11 63
2300,1,0.16424700617790222,0.5961887971094048,27 34 40 20 48 12 56 0
2400,1,0.16517820954322815,0.5773037930241883,27 34 20 39 47 12 55 0
2500,1,0.16683334112167358,0.5590169943749475,27 35 19 41 49 11 57 0
2600,1,0.1664247214794159,0.5413094522781122,25 33 17 39 47 56 9 0
2700,1,0.1697009801864624,0.5241628180790088,25 32 18 38 45 11 53 63
2800,1,0.16638189554214478,0.5075593243388804,25 31 18 37 44 11 53 0
2900,1,0.17014698684215546,0.4914817664241675,26 32 19 38 46 10 55 0
3000,1,0.16242387890815735,0.47591348467896966,26 32 19 38 46 10 54 63
3100,1,0.1660470813512802,0.4608383471622164,26 33 18 40 48 9 56 0
3200,1,0.16107748448848724,0.44624073293165945,26 33 18 40 49 9 57 0
3300,1,0.16012287139892578,0.43210551585736423,28 35 20 41 50 11 58 0
3400,1,0.17077741026878357,0.4184180489479291,28 35 42 20 51 10 59 0
3500,1,0.16247326135635376,0.40516414917319066,28 35 42 20 50 11 58 2
3600,1,0.1567143350839615,0.3923300827676878,28 36 43 19 51 10 59 0
3700,1,0.15123975276947021,0.3799025509996571,28 36 42 20 49 11 57 5
3800,1,0.17290616035461426,0.3678686763908121,30 37 21 43 12 50 5 61
3900,1,0.1487695425748825,0.3562159893726279,29 36 20 43 49 12 57 5
4000,1,0.1465766578912735,0.3449324153653037,28 35 20 41 48 11 57 3
4100,1,0.14982283115386963,0.3340062622660164,27 34 40 19 47 11 55 2
4200,1,0.16590102016925812,0.32342620833349656,29 35 21 41 47 13 56 5
4300,1,0.16599413752555847,0.31318129045637755,28 34 20 40 47 12 56 3
4400,1,0.16267794370651245,0.3032608927931576,28 34 40 20 48 11 57 1
4500,1,0.16960996389389038,0.29365473577200474,28 34 21 40 48 12 56 2
4600,1,0.19630923867225647,0.2843528654390072,28 33 39 21 45 54 12 63
4700,1,0.17070424556732178,0.2753456431438301,28 33 39 20 46 56 10 63
4800,1,0.16884657740592957,0.26662373555209185,27 33 38 20 46 55 10 63
4900,1,0.16336652636528015,0.25817810497411076,26 32 37 44 18 53 9 61
5000,1,0.1812051683664322,0.25,26 32 37 43 18 52 59 9
