seed,refinements,mean_log10_equal_work_gain,gain_query_overlap_correlation,effective_condition_mean,spectral_effective_rank_mean,near_ridge_eigenvalue_count_mean,trained_query_mean,trained_query_q10,trained_posterior_mean,trained_posterior_q10,initial_query_mean,initial_query_q10,initial_posterior_mean,initial_posterior_q10,trained_top_mean,trained_top_q10,initial_top_mean,initial_top_q10
0,0,0.8372998833656311,-0.008243724703788757,777.1626586914062,3.579550266265869,5.83984375,0.9999998211860657,0.9999998211860657,0.9999337792396545,0.9998843669891357,0.9999998211860657,0.9999998211860657,0.9999406337738037,0.9998825192451477,0.9084526300430298,0.7718032598495483,0.9150071144104004,0.7748414278030396
1,0,0.8534290194511414,-0.0027799871750175953,739.79638671875,3.623175859451294,5.904296875,0.9999998211860657,0.9999998211860657,0.9999202489852905,0.9998818635940552,0.9999996423721313,0.9999998211860657,0.9999305009841919,0.99988853931427,0.9119457006454468,0.7759928703308105,0.9135801196098328,0.7751508355140686
2,0,0.8130446672439575,0.018252914771437645,771.8544921875,3.5618326663970947,5.75,0.9999997019767761,0.9999998211860657,0.999941349029541,0.9998937249183655,0.9999997615814209,0.9999998211860657,0.9999336004257202,0.9998874068260193,0.9083131551742554,0.772197425365448,0.9131578803062439,0.7725757360458374
0,2,0.3128405213356018,0.008804325945675373,34.25263214111328,5.999037265777588,25.0,0.9999133348464966,0.9998905658721924,0.9833709001541138,0.9582123160362244,0.9999074339866638,0.9998806715011597,0.9826301336288452,0.9558505415916443,0.9993144273757935,0.9998601675033569,0.9989330172538757,0.9998539686203003
1,2,0.3051556944847107,0.013324243016541004,34.23956298828125,5.99912691116333,25.0,0.9999038577079773,0.9998944997787476,0.9833201169967651,0.9562820196151733,0.9998969435691833,0.999893069267273,0.9828620553016663,0.9555665254592896,0.9990494847297668,0.9998449683189392,0.9990547895431519,0.9998521208763123
2,2,0.3032861649990082,0.007837974466383457,34.19609832763672,6.001650333404541,25.0,0.9998937249183655,0.999885082244873,0.9826609492301941,0.9553645849227905,0.9998899102210999,0.9998809099197388,0.981878399848938,0.952860951423645,0.9990800023078918,0.9998559951782227,0.9990233182907104,0.9998360276222229
